data_unit,class_list,difficulty,num_classes,class_name_list,PH2,PH3,reducer,kernel,num_components,batch_size,num_epochs,loadable,accuracy,top2accuracy,macro_f1,macro_precision,macro_recall
Spf,all-classes,unspecified,39,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,True,pca,None,15,1024,2880,gaunernst/bert-mini-uncased,0.8820890740147389,0.9524724981309409,0.8819149728636798,0.8828493640729389,0.8824569446111094
Spf,all-classes,unspecified,39,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,False,None,None,75,1024,2880,gaunernst/bert-mini-uncased,0.9130620527608673,0.966143330129232,0.9129801962266082,0.9133517700489687,0.9132837688321181
Spf,all-classes,unspecified,39,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",False,True,pca,None,15,1024,2880,gaunernst/bert-mini-uncased,0.9574922567553135,0.983872690377016,0.9574989741016846,0.9576972046818863,0.9575174196574554
Spf,all-classes,unspecified,39,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",False,False,None,None,72,1024,2880,gaunernst/bert-mini-uncased,0.9645412795044324,0.9877176118765353,0.9644432675901089,0.9651497673059605,0.9643096866505508
Spv,all-classes,unspecified,39,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,True,pca,None,15,1024,11520,gaunernst/bert-mini-uncased,0.6606914212548015,0.7900128040973111,0.658645724711451,0.6658539825926487,0.6594870673818042
Spv,all-classes,unspecified,39,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,False,None,None,75,1024,11520,gaunernst/bert-mini-uncased,0.6670934699103713,0.8207426376440461,0.665206763218383,0.6725738919686713,0.6695069984543669
Spv,all-classes,unspecified,39,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",False,True,pca,None,15,1024,11520,gaunernst/bert-mini-uncased,0.8373879641485276,0.9257362355953905,0.8369075331601862,0.8435751809738888,0.8368221947169316
Spv,all-classes,unspecified,39,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",False,False,None,None,72,1024,11520,gaunernst/bert-mini-uncased,0.882202304737516,0.9449423815620999,0.8799411200352953,0.8855522858975544,0.8809320598794282
