0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,active_hand
9.268937,6.466097,5.5833383,5.819628,5.7080965,4.3219047,6.2083945,5.5890307,14.05729,5.400301,4.9030237,4.455464,5.9742584,3.8963737,5.1531787,4.959642,5.5667815,4.0576982,5.31691,4.775023,4.576561,3.33954,5.2787185,5.224653,5.23652,4.9297466,5.373792,4.9521017,1
9.022364,4.474087,10.654019,7.6221943,5.6074553,5.0246205,5.2937675,10.109964,5.4183545,5.444886,5.538651,2.4668856,3.7459207,1.9057148,5.049402,4.987069,5.167972,4.5593524,4.834597,4.147419,4.951844,3.118915,5.318721,5.5614467,5.0362325,3.2528765,4.5539517,4.6235085,0
9.273387,6.469211,5.587256,5.822529,5.704541,4.3193507,6.207545,5.5928745,14.053944,5.4033813,4.898398,4.4511027,5.9775977,3.899358,5.152501,4.963945,5.5636716,4.0572004,5.3214283,4.771867,4.579225,3.3408892,5.276183,5.221419,5.2402177,4.934307,5.375311,4.956449,1
9.0197525,4.45914,10.630118,7.6327076,5.617944,5.045537,5.282563,10.112518,5.4074116,5.4372907,5.549284,2.4660509,3.7483041,1.9148241,5.03336,4.9856353,5.1738877,4.550348,4.8144627,4.1579137,4.9448714,3.1279538,5.3253,5.5833497,5.047251,3.245301,4.543012,4.637576,0
9.273001,6.4690466,5.5869484,5.822368,5.704739,4.319567,6.207642,5.592638,14.054167,5.403126,4.8987446,4.4514227,5.977381,3.899209,5.15253,4.963577,5.5638304,4.0572796,5.3210573,4.772041,4.579091,3.3407462,5.2763004,5.221583,5.240037,4.9339776,5.3752117,4.9561152,1
9.027033,4.465109,10.656246,7.6162596,5.6013713,5.021535,5.2906766,10.10308,5.424394,5.4392724,5.5354705,2.4624133,3.7383072,1.9134535,5.047455,4.9847703,5.1613007,4.5505304,4.8379965,4.155489,4.958532,3.112538,5.3121004,5.5590973,5.0357494,3.2581897,4.555966,4.6230755,0
9.264174,6.464087,5.5777273,5.819581,5.71011,4.325869,6.2116265,5.5852075,14.060244,5.396243,4.9082227,4.461188,5.9708915,3.89432,5.1515355,4.955472,5.5685062,4.060648,5.31222,4.7769737,4.576143,3.3362358,5.2804513,5.226367,5.2353044,4.9241276,5.3721366,4.9465594,1
9.024541,4.473927,10.660034,7.6199,5.605104,5.0190587,5.295644,10.107711,5.420992,5.445514,5.534231,2.4676783,3.745483,1.9071072,5.052791,4.9871864,5.1663485,4.5599866,4.840089,4.1485376,4.953357,3.117125,5.3170857,5.5559697,5.0332727,3.2577534,4.5573416,4.621897,0
9.271953,6.4687552,5.5859103,5.822003,5.7050853,4.320266,6.2078156,5.592225,14.054657,5.402249,4.8997784,4.4524713,5.976907,3.8989105,5.1527557,4.962393,5.5641327,4.057307,5.319952,4.772342,4.578757,3.3404431,5.276552,5.221905,5.239671,4.9329147,5.3750534,4.9550586,1
9.020248,4.4724207,10.647681,7.628098,5.6130815,5.0308623,5.2910037,10.113307,5.412812,5.4448175,5.541032,2.469215,3.7496777,1.9065295,5.0456314,4.986622,5.1728206,4.559731,4.8285394,4.1484904,4.9470253,3.1244133,5.323786,5.567636,5.039419,3.2511091,4.550499,4.627639,0
9.276962,6.483337,5.5899878,5.83376,5.6893435,4.3195896,6.21071,5.6047215,14.039263,5.403947,4.8939404,4.4471602,5.985019,3.9131901,5.1479926,4.9667554,5.549637,4.0609913,5.3251266,4.7576623,4.588938,3.3386004,5.2635627,5.207072,5.2555785,4.9386926,5.3790226,4.9602375,1
9.019075,4.4752836,10.649046,7.631373,5.6163244,5.03017,5.292262,10.116096,5.4097624,5.44757,5.539685,2.4724221,3.7532942,1.904495,5.047304,4.9871345,5.176208,4.563507,4.829119,4.1462517,4.943469,3.1278841,5.327203,5.566711,5.0387826,3.2523055,4.550797,4.628118,0
9.307791,6.4724307,5.6178784,5.8288403,5.698774,4.294168,6.188781,5.610094,14.048902,5.4306545,4.861907,4.4172354,5.9995255,3.9019551,5.1597924,4.9977202,5.5606256,4.0397863,5.3563867,4.7684236,4.587739,3.3619666,5.2764077,5.2176523,5.246374,4.9697056,5.385592,4.990437,1
9.018529,4.4781456,10.653255,7.6391296,5.623924,5.027421,5.2942867,10.120084,5.4031396,5.4531193,5.5332317,2.483325,3.7656524,1.9049275,5.050955,4.9887958,5.1848893,4.572756,4.8317256,4.1458244,4.933946,3.137517,5.3363924,5.563455,5.03685,3.259681,4.5525913,4.6315713,0
9.276409,6.4713783,5.590255,5.823864,5.702235,4.317312,6.206335,5.5957065,14.051731,5.405612,4.8951616,4.4478507,5.9800253,3.9014623,5.1527414,4.966686,5.5616546,4.05615,5.324408,4.769728,4.5805674,3.342319,5.2743893,5.2193613,5.242259,4.9376273,5.3764534,4.9596386,1
9.018767,4.4752145,10.648024,7.6318374,5.6165767,5.0310316,5.2920094,10.116298,5.40962,5.447261,5.5406036,2.472076,3.7535493,1.9040271,5.0467763,4.9869514,5.176837,4.563408,4.8282337,4.145943,4.9431534,3.128367,5.3278427,5.5676527,5.039162,3.2511852,4.5502806,4.627984,0
9.287238,6.4783225,5.6021833,5.8271046,5.694801,4.309515,6.2012296,5.6057563,14.043259,5.413996,4.8832226,4.4351664,5.988162,3.9084125,5.154241,4.976224,5.555256,4.0517383,5.3351774,4.76283,4.5840473,3.348003,5.268534,5.212868,5.2483463,4.950343,5.38033,4.971909,1
9.017441,4.481727,10.657285,7.640252,5.624914,5.0248833,5.2949405,10.122571,5.402416,5.456219,5.5300884,2.4874125,3.7692604,1.90395,5.0529904,4.9885736,5.1869698,4.576554,4.834114,4.1442604,4.9321914,3.139114,5.3385096,5.5601654,5.0362062,3.26301,4.553215,4.6309986,0
9.278797,6.473181,5.593039,5.8245378,5.7004576,4.3156114,6.20566,5.5977035,14.049504,5.4075913,4.8928504,4.4451666,5.9814863,3.9033225,5.152618,4.9689217,5.560004,4.0557046,5.3267236,4.7679415,4.5811734,3.3431852,5.2726884,5.2177305,5.243562,4.9401917,5.377089,4.9622607,1
9.011441,4.4944625,10.664688,7.648609,5.632576,5.02095,5.296702,10.133587,5.3956404,5.4670815,5.5230827,2.5001354,3.781579,1.8981941,5.058248,4.987269,5.1981006,4.5897403,4.83765,4.136827,4.9227066,3.1485713,5.349535,5.5540223,5.0356474,3.2701945,4.5530963,4.6296887,0
9.279699,6.473836,5.5940237,5.8249025,5.699766,4.3150067,6.2053633,5.5985794,14.048795,5.408265,4.891889,4.444134,5.982127,3.9039602,5.152619,4.9697104,5.559395,4.055479,5.3276196,4.7672925,4.581506,3.3435452,5.2721276,5.217109,5.2442064,4.9412313,5.377384,4.96326,1
