0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,class_numeric
10.131655,11.10255,6.2865086,6.789017,9.780071,6.6005907,4.356174,7.4143114,3.3793046,5.055182,3.7075765,3.2401133,6.1218143,5.447351,5.322794,3.6510134,6.131949,4.4889145,4.5578494,4.0725293,5.5680227,4.5000005,6.164465,5.6887765,2.2845542,5.1281576,6.275462,0
10.334539,11.082122,6.326834,6.7368956,9.949946,6.888626,4.4331217,7.511279,3.3997405,5.146183,3.7203672,3.13455,6.2865806,5.6154375,5.4413886,3.4940906,6.4044557,4.405093,4.5673223,4.102867,5.427746,4.462658,6.4044704,5.616035,2.3168778,5.0745826,6.2693686,1
10.620502,10.999187,6.2528906,7.0908837,9.804239,6.357634,4.390298,7.293455,3.3873243,4.9379277,3.5941198,3.2585392,5.929065,5.4811325,5.417318,3.783707,6.022776,4.6780868,4.5360913,4.0526958,5.544193,4.4322877,6.346307,5.5660663,2.2312922,4.883479,6.3874044,2
10.2682295,11.075092,6.2935977,6.758118,9.892178,6.776829,4.4291883,7.48758,3.3702643,5.1045914,3.6974022,3.161585,6.21128,5.5625544,5.4137673,3.5693307,6.313529,4.4547215,4.5803328,4.106771,5.4736853,4.4968085,6.307892,5.6372485,2.2893465,5.0958557,6.2901545,3
10.254818,11.031686,6.241063,6.775013,9.924677,6.736165,4.4768867,7.505383,3.3267741,5.0986414,3.6612434,3.1209855,6.16739,5.594695,5.458611,3.6004593,6.288027,4.4846306,4.6174192,4.1443915,5.440476,4.543724,6.3081846,5.599279,2.2340045,5.068498,6.3330564,4
10.299893,11.087261,6.318725,6.7519274,9.892114,6.8267474,4.4118476,7.4783072,3.3959966,5.1063457,3.7166386,3.1732945,6.2348247,5.5599904,5.4044995,3.5496883,6.3421974,4.437948,4.5581636,4.0864916,5.475401,4.474933,6.3313656,5.6387844,2.3111198,5.0962095,6.2722692,5
2.4182966,10.470355,10.261548,6.05696,10.585975,2.856246,2.3882794,4.266137,3.297148,4.171219,3.4141111,3.6050732,5.012582,5.865534,5.5210724,3.3934326,3.938186,4.229184,3.6596115,4.1682825,6.2962704,2.8438084,5.0780325,5.610933,4.3590646,4.4241934,5.1005154,0
2.8538134,11.060198,10.776529,6.0312195,10.986788,2.7937975,2.2152674,4.193578,2.9805262,4.2653623,3.549292,3.5212312,4.9775205,5.905867,5.8141847,3.3422124,3.877333,4.2140894,3.5768833,4.0951867,6.2271357,2.656624,5.161431,5.7516427,4.3863735,4.4241486,5.046377,1
2.7971394,10.849314,10.694693,6.0892153,10.943644,2.7883573,2.277966,4.2554793,3.157917,4.259783,3.5377395,3.5999863,4.9408827,5.943587,5.6629243,3.4031427,3.890991,4.173244,3.594314,4.0970097,6.1904755,2.6779606,5.0933614,5.719152,4.3716936,4.4366693,5.005647,2
2.8045819,10.728859,10.726381,6.1956015,11.001662,2.715694,2.3524725,4.341296,3.2995028,4.3016195,3.593914,3.7169755,4.8207088,6.054065,5.51631,3.5138826,3.8854582,4.0593987,3.5757785,4.046732,6.071901,2.5987804,4.9997106,5.6922626,4.336866,4.4541364,4.890078,3
2.6789443,10.72049,10.546055,6.085785,10.828932,2.820988,2.303968,4.268126,3.220582,4.2303343,3.4948826,3.5977046,4.978665,5.9134874,5.6041102,3.4020722,3.9049957,4.208217,3.612932,4.1239467,6.2328615,2.7329197,5.0941057,5.6977286,4.373173,4.432122,5.045527,4
