0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,active_hand
3.4090657,1.3113744,9.977893,3.1142411,5.6994987,4.9788423,9.031717,4.669282,8.705083,3.7907698,4.927231,4.3405733,3.232111,0.24547789,-2.0869322,1
8.081898,2.9438045,4.774795,7.056655,3.2286716,2.6641507,1.284131,6.295691,5.5319786,3.8746407,5.9010525,3.0079267,6.038715,-0.8409304,-0.20021552,0
3.414553,1.3205295,9.971474,3.1092486,5.7074885,4.9775534,9.025476,4.663944,8.715476,3.7833593,4.925623,4.335268,3.2327943,0.23773094,-2.093904,1
8.076192,2.9398994,4.7833834,7.060516,3.2371356,2.6696754,1.2784989,6.2930923,5.5263634,3.880368,5.895269,3.013647,6.0435405,-0.8431177,-0.19563422,0
3.4139931,1.3194629,9.972203,3.1097293,5.706581,4.9776015,9.026102,4.6645045,8.714326,3.7841,4.925751,4.335788,3.2327228,0.23858497,-2.0932505,1
8.081324,2.9379048,4.775696,7.0624824,3.2368615,2.6631405,1.2764752,6.29616,5.5243454,3.8823888,5.8958287,3.015652,6.047174,-0.8448409,-0.19306587,0
3.4217439,1.3192359,9.967733,3.1144183,5.711945,4.9802194,9.032943,4.656637,8.714661,3.7922044,4.933379,4.3412075,3.2206388,0.23235913,-2.084715,1
8.081939,2.9428935,4.7745347,7.0575185,3.2320013,2.6621692,1.2828037,6.2961507,5.530591,3.8759336,5.9011474,3.0091584,6.041113,-0.84309,-0.19930038,0
3.4108553,1.318883,9.974063,3.1088045,5.7045326,4.9768066,9.025694,4.6676636,8.7134,3.7838063,4.9235525,4.3350487,3.235489,0.24091294,-2.093672,1
8.048458,2.972023,4.811052,7.0283747,3.224287,2.698222,1.3068942,6.2638736,5.5541253,3.8523347,5.923976,2.9865603,6.0097384,-0.8115599,-0.22682108,0
3.4104974,1.3189517,9.974449,3.1086845,5.703996,4.9772086,9.024658,4.6679974,8.713597,3.7820807,4.9234257,4.334673,3.2367961,0.24146605,-2.0954256,1
8.083498,2.9371529,4.777987,7.0631847,3.2388153,2.669291,1.2752877,6.2982426,5.523209,3.8834662,5.895269,3.0166464,6.0477233,-0.846546,-0.19243295,0
3.4082723,1.3218186,9.974554,3.1050155,5.704016,4.9753127,9.020478,4.670305,8.716394,3.7775984,4.9192653,4.3308196,3.2418904,0.24199443,-2.0999675,1
8.084146,2.9457276,4.7709217,7.0547924,3.2310596,2.6626093,1.2847306,6.2947884,5.5323997,3.8732316,5.900902,3.0057635,6.040333,-0.8385888,-0.20105387,0
3.4046476,1.321686,9.97692,3.1016824,5.7015185,4.9731727,9.015705,4.674004,8.71643,3.7718117,4.9146457,4.326843,3.2489202,0.24475689,-2.1060126,1
8.076505,2.9470677,4.781685,7.0533204,3.2350457,2.6693716,1.2857883,6.290104,5.5335965,3.8728378,5.9010897,3.0058548,6.038498,-0.83724713,-0.20235266,0
3.4065368,1.3197328,9.9766655,3.1065226,5.70152,4.975572,9.022598,4.671983,8.71414,3.780104,4.9202085,4.332535,3.2408574,0.2445066,-2.097554,1
8.083847,2.9527133,4.7698393,7.0478883,3.22359,2.6626148,1.2938377,6.29316,5.541541,3.8639648,5.906948,2.9964812,6.031872,-0.8340688,-0.20924151,0
3.397349,1.3412119,9.972546,3.083855,5.7077026,4.9638314,8.999841,4.6818385,8.73532,3.757483,4.8962893,4.3098598,3.265913,0.24161112,-2.1203375,1
8.086799,2.9613855,4.7633705,7.0394816,3.2125528,2.6586854,1.3058337,6.2932186,5.5533357,3.8516843,5.9135146,2.9836838,6.022378,-0.828889,-0.2193949,0
3.3743272,1.3524026,9.988226,3.0735745,5.689381,4.9518623,8.989331,4.704284,8.746718,3.7466922,4.8866525,4.299517,3.275286,0.2650753,-2.1310425,1
8.085573,2.954214,4.766406,7.0464506,3.2193098,2.6599283,1.296828,6.2941217,5.5444555,3.8612936,5.9079885,2.9936678,6.030128,-0.83382493,-0.21086724,0
8.076504,2.9483802,4.7814274,7.051993,3.2319112,2.6697476,1.2877864,6.289988,5.535663,3.87077,5.902338,3.0038133,6.0359178,-0.83662826,-0.20418514,0
3.4063942,1.318907,9.976852,3.108499,5.701105,4.9763317,9.026037,4.6720896,8.71284,3.7846522,4.9221325,4.3350487,3.237347,0.24500364,-2.0929317,1
8.051671,3.0414622,4.7830396,6.9607315,3.2067974,2.6832802,1.3895005,6.2447596,5.6257744,3.7596045,5.972473,2.8876774,5.9577303,-0.7610211,-0.30563414,0
5.7257376,12.016311,5.4404488,4.6231747,6.8355513,3.7392302,6.3807735,3.3293629,0.0777831,5.642915,4.456042,6.0304923,6.064948,4.3832517,0.28489894,1
8.07491,3.0200517,4.7547426,6.9824495,3.1736286,2.6575694,1.3744912,6.2647533,5.6173806,3.779885,5.9549346,2.9092777,5.968048,-0.7819397,-0.2804631,0
5.7059507,11.982066,5.415979,4.63999,6.861335,3.717644,6.405426,3.356184,0.10364754,5.656526,4.4837556,6.0089536,6.0789948,4.407829,0.27410442,1
8.059377,3.0421553,4.7596836,6.961012,3.1673965,2.6608243,1.3969985,6.2421336,5.636427,3.7579348,5.96589,2.8865838,5.955195,-0.75914305,-0.29623893,0
5.7241187,12.005093,5.4352856,4.62282,6.8386645,3.7373273,6.388622,3.3375058,0.08502085,5.6469445,4.464516,6.022223,6.0644155,4.390835,0.2871215,1
8.074046,3.0067878,4.759691,6.9952526,3.1869342,2.6587415,1.3575995,6.26685,5.60061,3.7986948,5.9433923,2.928753,5.9850416,-0.7906551,-0.2626961,0
5.727743,11.99898,5.4356155,4.6170697,6.8348,3.7408247,6.392721,3.3413112,0.08769392,5.649349,4.468577,6.0165405,6.059202,4.394479,0.29407936,1
8.089852,2.957814,4.7651067,7.0429244,3.2115421,2.6607587,1.3026367,6.298392,5.550629,3.854432,5.9119215,2.9866543,6.022999,-0.8327703,-0.21771227,0
5.731787,11.993479,5.4350004,4.6122684,6.830393,3.7443695,6.3976173,3.3459148,0.09144159,5.653196,4.4732184,6.011428,6.05477,4.3992,0.29951507,1
8.093667,2.9985838,4.7467017,7.0029564,3.1763294,2.6523721,1.3553859,6.290153,5.6024218,3.7979825,5.947056,2.928555,5.9776597,-0.8066261,-0.26812795,0
5.7345266,11.989002,5.4344335,4.6087117,6.827511,3.746913,6.4012904,3.349321,0.09423155,5.655754,4.4767265,6.007367,6.051452,4.402678,0.3036402,1
8.089899,2.9639645,4.7603135,7.037051,3.2122078,2.6581578,1.3081108,6.2943273,5.555427,3.8479326,5.9149837,2.979265,6.020108,-0.8268903,-0.22322595,0
5.7391167,11.988818,5.437436,4.603806,6.8214326,3.7508388,6.401903,3.3493803,0.093724355,5.6568747,4.476714,6.0064178,6.0472646,4.403088,0.30864435,1
8.086388,2.956418,4.7655506,7.0442963,3.2230852,2.6589627,1.2979484,6.2933807,5.545464,3.8591201,5.909484,2.991092,6.029964,-0.8316221,-0.21352889,0
