0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,active_hand
9.207179,6.4925427,5.6471624,5.9477496,5.33493,4.4265924,6.512541,5.3519497,13.920645,5.498118,4.6517124,4.9638577,6.144765,4.289117,5.1057277,4.9934583,5.196176,4.6331396,5.3742433,4.9531374,4.407008,3.777718,5.2689505,4.847933,4.947551,4.8662663,5.6170745,5.177283,5.142277,1
9.647284,4.867309,10.788245,7.5104837,5.2290044,4.578798,5.015367,10.471445,5.3496814,5.6109858,4.889173,2.984247,3.9933603,1.791082,4.6788087,5.1187005,5.180938,4.6316586,5.4244733,4.505313,4.798565,2.9757125,5.3592725,5.5884156,4.4887934,3.6850705,4.79276,5.046614,4.9380274,0
9.194307,6.497914,5.6432276,5.9440475,5.347885,4.4131403,6.520513,5.3496437,13.936715,5.503512,4.6397214,4.9676824,6.150435,4.2809377,5.0925846,4.991208,5.2098947,4.644661,5.3781376,4.947026,4.4057126,3.7920759,5.283815,4.8405538,4.9428725,4.877193,5.607967,5.176801,5.1559105,1
9.649278,4.8688483,10.786888,7.510795,5.2312074,4.580349,5.016478,10.471878,5.3492417,5.610914,4.890963,2.9821367,3.9915588,1.7890748,4.676874,5.1173954,5.1785555,4.6338167,5.4226265,4.503688,4.799447,2.9741905,5.359851,5.58913,4.4877243,3.6838543,4.7908573,5.048755,4.9366603,0
9.186192,6.4972744,5.6377454,5.938525,5.358482,4.4075046,6.5278034,5.352295,13.949933,5.5133305,4.6336446,4.97318,6.1534758,4.2762203,5.0782137,4.9849696,5.2149,4.6532884,5.3832426,4.9448814,4.3987274,3.8083227,5.300896,4.8333397,4.938575,4.8852253,5.603702,5.1726956,5.161155,1
9.6454,4.865355,10.790034,7.509879,5.2281933,4.579536,5.013311,10.469494,5.3510423,5.6093636,4.8878713,2.98618,3.994382,1.7930127,4.680815,5.118551,5.181037,4.6298966,5.424203,4.506179,4.7970557,2.9774802,5.3604517,5.586438,4.4900765,3.6869416,4.794572,5.0468335,4.9370933,0
9.194353,6.493127,5.650183,5.950989,5.3425922,4.421103,6.51884,5.35318,13.931862,5.5032253,4.647575,4.9607487,6.1433434,4.2851796,5.0962677,4.989836,5.2019234,4.6369214,5.371211,4.9510694,4.404293,3.789931,5.280554,4.8419857,4.9498625,4.872972,5.613211,5.1754985,5.147913,1
9.641845,4.8626614,10.791922,7.507498,5.2246003,4.5785694,5.011603,10.469412,5.3529696,5.6079493,4.8848667,2.989975,3.996206,1.7955987,4.6842003,5.120242,5.1843534,4.6260333,5.426435,4.5086665,4.796147,2.9790564,5.36144,5.5858645,4.492141,3.6890001,4.7977085,5.0432534,4.937845,0
9.197563,6.499605,5.637747,5.938492,5.348911,4.411629,6.5196667,5.348048,13.936538,5.503917,4.6374393,4.973208,6.154424,4.279836,5.0920715,4.9919686,5.211112,4.647753,5.38351,4.945679,4.4054775,3.7912977,5.2836795,4.841377,4.93804,4.877517,5.606567,5.1770573,5.1572304,1
9.652963,4.870741,10.785862,7.513627,5.2346797,4.5808797,5.0174017,10.473074,5.346672,5.613292,4.894092,2.9782765,3.9893208,1.7868239,4.6733236,5.115633,5.175588,4.6377316,5.4203467,4.5012827,4.799983,2.971661,5.3579464,5.5903234,4.485652,3.6814919,4.7874966,5.0518074,4.93651,0
