0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,active_hand
9.338974,6.704252,5.377338,5.6783133,5.647264,4.228713,6.4832253,5.2333417,14.069734,5.3639526,4.82264,4.961524,5.866293,4.207897,4.7415614,5.597764,5.5075707,4.971243,5.238592,5.2938805,4.485708,3.3820188,5.235819,5.0549192,4.8250413,4.971074,4.861201,1
9.274014,4.3658686,10.516227,7.405312,5.516545,4.5717673,5.1850057,10.459927,5.145554,5.542746,4.661539,2.7525392,3.691484,1.6527463,4.876631,5.5076113,5.3523383,4.117594,5.4954734,5.2454114,4.9252863,3.3928971,5.2826133,5.001005,4.532167,6.403921,5.7586265,0
9.346017,6.6953387,5.35357,5.6752753,5.6437106,4.2464647,6.4837747,5.2526665,14.075077,5.383319,4.8461185,4.9814363,5.858871,4.1894283,4.763285,5.5961585,5.507871,4.94706,5.2606506,5.294013,4.496437,3.4066212,5.219354,5.0373893,4.815336,4.966151,4.8857903,1
9.273282,4.3727584,10.509144,7.410222,5.5142612,4.566008,5.183055,10.457617,5.1450725,5.5389123,4.6614165,2.7544155,3.6935441,1.6526785,4.874463,5.5119524,5.3512454,4.1152554,5.50168,5.251527,4.921813,3.3959558,5.2787,5.005837,4.525735,6.4021287,5.762679,0
9.342247,6.700912,5.365239,5.6740713,5.6497545,4.2372675,6.483667,5.2429557,14.076149,5.374771,4.8358216,4.9711137,5.862679,4.199231,4.7523723,5.601094,5.5071454,4.957379,5.2496257,5.29183,4.494035,3.396004,5.2284737,5.0466585,4.822727,4.9686604,4.8733354,1
9.270822,4.3702497,10.511612,7.41406,5.512633,4.5683475,5.186779,10.462728,5.143527,5.541794,4.6660337,2.7568452,3.6983118,1.6488566,4.871717,5.5070915,5.3512235,4.1129107,5.4977627,5.251012,4.917983,3.4004207,5.27476,5.008022,4.5281115,6.407779,5.7578955,0
9.377632,6.665278,5.340735,5.667166,5.652185,4.2461534,6.447766,5.2554097,14.106451,5.3685317,4.847103,4.989029,5.8263493,4.1844087,4.773508,5.6081758,5.5420117,4.947829,5.271675,5.2890153,4.51093,3.4084704,5.2180343,5.0363936,4.8222876,4.93209,4.8987756,1
9.270671,4.3651443,10.516754,7.413203,5.5130825,4.5725856,5.189433,10.466971,5.1432314,5.5451984,4.66867,2.7563477,3.6998556,1.6466699,4.872263,5.5024424,5.3518343,4.1132984,5.492869,5.2468534,4.9183297,3.401428,5.275138,5.0059958,4.5327616,6.412394,5.7537737,0
9.356591,6.6864095,5.3601995,5.6697416,5.6543236,4.2361674,6.4702735,5.243069,14.089143,5.367552,4.835187,4.973459,5.8484225,4.198058,4.755927,5.607054,5.520699,4.959246,5.2534833,5.2891803,4.5012617,3.3949587,5.2289476,5.0472255,4.8264604,4.954631,4.8797064,1
9.279936,4.3679423,10.517205,7.3740396,5.522442,4.569907,5.1775694,10.443336,5.145323,5.540493,4.6410923,2.743121,3.6574256,1.6673975,4.884517,5.5176086,5.3498783,4.1257334,5.496466,5.2415347,4.9503083,3.3590775,5.3114543,4.9864616,4.531659,6.376005,5.7719607,0
9.349006,6.693618,5.359016,5.671934,5.6508975,4.2409678,6.479575,5.2472844,14.080791,5.3783164,4.8414416,4.9758143,5.8561635,4.19509,4.7577734,5.602948,5.5117803,4.951449,5.255166,5.2908254,4.4985895,3.4022503,5.225147,5.0429845,4.821828,4.9628973,4.87998,1
9.278828,4.3816233,10.502446,7.396293,5.5139985,4.559756,5.1756754,10.444306,5.144721,5.5338635,4.6486444,2.7475727,3.6727464,1.6593235,4.8791003,5.5238194,5.3485513,4.116792,5.509002,5.254749,4.935193,3.3775887,5.293364,5.0033507,4.518637,6.3845043,5.7764063,0
9.3464575,6.6960573,5.3596473,5.6726,5.650174,4.241613,6.482848,5.247688,14.07797,5.38079,4.842313,4.975657,5.858831,4.195029,4.757389,5.60189,5.5087276,4.9502296,5.254706,5.2912364,4.4974594,3.4032815,5.2247567,5.0424867,4.8209224,4.965778,4.8791933,1
9.261019,4.357584,10.5242815,7.4267673,5.512485,4.580138,5.1978683,10.475492,5.138627,5.5518546,4.6779904,2.767141,3.7113123,1.6437994,4.8616767,5.4931664,5.351338,4.106535,5.4830523,5.249341,4.9051576,3.414973,5.2620397,5.017241,4.540817,6.4186845,5.743874,0
9.336408,6.7015705,5.327663,5.679549,5.620162,4.272959,6.4767756,5.279149,14.084914,5.385921,4.873461,5.0074253,5.8641305,4.1633697,4.789249,5.5811353,5.510838,4.9192853,5.286605,5.302769,4.506518,3.43435,5.193252,5.011061,4.789575,4.967989,4.911312,1
9.269033,4.3606977,10.521952,7.411047,5.5159163,4.5770993,5.1898875,10.464106,5.142479,5.5473046,4.665812,2.757716,3.6951118,1.6506666,4.871049,5.5025277,5.351755,4.1136503,5.4881215,5.2461305,4.919556,3.3975298,5.277166,5.0070357,4.5378094,6.4063525,5.7534485,0
9.358109,6.68406,5.350685,5.6674666,5.6540623,4.244497,6.470849,5.2518096,14.090551,5.378491,4.8473363,4.981433,5.8469257,4.1905046,4.7646246,5.6076746,5.5205574,4.94549,5.2622323,5.2885594,4.507335,3.4087677,5.2219605,5.039376,4.8222203,4.9538527,4.889491,1
9.275291,4.3710637,10.51518,7.4027185,5.4967966,4.5707364,5.190142,10.47044,5.1308827,5.552817,4.6688094,2.7472956,3.6829853,1.6277257,4.873281,5.503266,5.34363,4.099545,5.491913,5.251242,4.93222,3.3919468,5.289901,5.0183425,4.52959,6.42479,5.7647567,0
9.349468,6.692954,5.357857,5.6714816,5.6511445,4.2427325,6.481205,5.2489934,14.080437,5.382013,4.844266,4.976991,5.8559456,4.1938715,4.758949,5.603071,5.510605,4.948198,5.256311,5.2906094,4.499506,3.4053006,5.2238708,5.0414248,4.8209615,4.9632206,4.8808694,1
9.257658,4.3522673,10.528664,7.43573,5.5112963,4.58402,5.203088,10.483847,5.136711,5.5557847,4.686188,2.7710936,3.7210877,1.6387894,4.8578925,5.4860506,5.351409,4.1032963,5.477562,5.2484684,4.8973584,3.426816,5.2536755,5.0223393,4.5454435,6.428879,5.736962,0
9.352728,6.6894655,5.354689,5.670722,5.6507316,4.244286,6.4770293,5.250886,14.084279,5.380742,4.8460083,4.9794497,5.852395,4.191724,4.7617354,5.603521,5.514483,4.9466825,5.259192,5.2905164,4.5019164,3.4070382,5.222164,5.039726,4.820213,4.9594803,4.8842506,1
9.268513,4.35646,10.517794,7.4478297,5.5181875,4.5742044,5.192137,10.476184,5.148265,5.539981,4.684033,2.7659063,3.7314398,1.6480075,4.868553,5.495285,5.354309,4.1140957,5.490532,5.2499795,4.8912344,3.4456425,5.2450447,5.019452,4.537864,6.4276824,5.7410507,0
