0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,class_numeric
8.69228,6.3111024,4.2381897,5.600667,5.337492,3.1169903,4.605305,6.2428336,4.962572,5.0363755,6.953999,5.45851,3.4700205,9.313653,4.913903,0.5112854,6.767051,6.7760863,13.692172,2.2072763,6.2225204,0
8.703677,6.313334,4.233083,5.600826,5.353196,3.112727,4.611987,6.237081,4.9465027,5.040204,6.9378896,5.469663,3.4534245,9.302868,4.8978267,0.5123867,6.782795,6.783718,13.709058,2.1913786,6.220018,0
8.706202,6.3086014,4.232194,5.595922,5.352747,3.1081746,4.616436,6.2317653,4.942457,5.0449386,6.933738,5.4700894,3.4550905,9.304867,4.8937836,0.5095992,6.787338,6.789294,13.712489,2.1889322,6.2139473,0
8.708992,6.3045163,4.23151,5.5913496,5.353649,3.1043842,4.6205807,6.226418,4.932248,5.0497775,6.923303,5.4712477,3.4546206,9.305702,4.8835826,0.5075036,6.7982154,6.7961884,13.72183,2.1825376,6.207449,0
8.705302,6.3082933,4.2325835,5.5955157,5.350742,3.1082406,4.616079,6.2316256,4.941838,5.0451694,6.933082,5.46936,3.4575205,9.305989,4.893172,0.50937533,6.788424,6.7901273,13.712454,2.1893973,6.2131305,0
8.699746,6.3175054,4.233614,5.605736,5.3505673,3.1171126,4.606488,6.2436066,4.9581714,5.0342765,6.9498706,5.467923,3.456149,9.302663,4.9095035,0.5152151,6.770581,6.775866,13.696884,2.199405,6.226994,0
8.696475,6.3256016,4.232858,5.6124234,5.3518085,3.1209633,4.600959,6.2501855,4.9636335,5.0275908,6.955368,5.4702764,3.4525354,9.299768,4.9149823,0.5191138,6.764545,6.769521,13.693438,2.204094,6.234688,0
8.699109,6.3197594,4.232659,5.607008,5.349441,3.1163335,4.605266,6.2455564,4.9596844,5.0327973,6.9514203,5.469053,3.4564013,9.303581,4.911033,0.5155186,6.769338,6.7749224,13.69531,2.2015235,6.2286935,0
8.708927,6.3494053,4.2084627,5.6365805,5.380873,3.1256688,4.5858274,6.268396,4.94213,5.004945,6.9339433,5.4960575,3.4242065,9.272673,4.8934407,0.54009426,6.7765613,6.748205,13.71889,2.1785612,6.2574596,0
8.697642,6.320335,4.234205,5.607868,5.35054,3.1193616,4.603959,6.2461967,4.960617,5.0318675,6.952298,5.4681544,3.4549706,9.3021,4.911958,0.5167377,6.7681828,6.7739863,13.695444,2.2018383,6.229516,0
8.695422,6.322894,4.232792,5.6082697,5.3488107,3.118795,4.601671,6.2480454,4.9615874,5.029253,6.9531584,5.4705205,3.4555922,9.303097,4.9129615,0.51819026,6.7678456,6.7742367,13.694488,2.205723,6.2298656,0
8.695164,6.3213463,4.237296,5.609087,5.348674,3.1225586,4.6016054,6.249761,4.9688106,5.030028,6.960649,5.4654026,3.4557688,9.303511,4.9201407,0.51641923,6.7602553,6.7703505,13.687956,2.2071702,6.232266,0
8.198921,6.5334063,4.8758698,4.988781,5.0955753,3.8191528,4.840259,6.3977113,4.5069637,5.05693,8.010774,5.372432,3.6983767,9.696312,4.807007,0.69003344,5.9313855,5.660351,-1.5970775,4.0213494,5.1604605,1
