0,1,2,3,4,5,6,7,8,9,10,11,12,class_numeric
1.3783581,0.7311537,2.8898528,2.4147217,12.310787,5.5720654,0.6246826,3.6038284,5.2383785,4.1892877,4.8359246,5.0965667,6.198189,0
1.4170324,0.84709406,2.8122604,2.3456392,12.39261,5.666161,0.55424243,3.3716166,5.3380675,4.3632894,4.916912,5.3645344,6.2563815,1
0.8977072,0.7538008,2.9423797,2.391921,11.792886,5.354721,0.39980632,3.2375236,5.2842383,4.2959423,4.7063317,5.460792,5.94595,2
1.3865973,0.7941138,2.8493507,2.374222,12.333298,5.608494,0.56867474,3.461155,5.2999845,4.286977,4.8688126,5.2514205,6.212858,3
1.3930758,0.7994115,2.8517642,2.3636725,12.350884,5.631521,0.5572512,3.4344912,5.30604,4.3109374,4.882739,5.293154,6.2213874,4
1.4094784,0.75954527,2.9136748,2.3016477,12.358457,5.71015,0.51729727,3.4130116,5.342769,4.3591976,4.9080014,5.32668,6.1951156,5
8.256968,2.197106,0.1674087,2.0004668,9.500846,0.98113567,2.42909,5.306982,5.816055,4.271085,3.4684277,6.4723125,5.2947884,0
7.608299,2.4430528,-0.77669525,2.1015742,9.025143,0.8480943,2.1875224,5.7496734,5.4925365,4.156125,3.7277532,6.6839027,5.0665708,1
7.6510763,2.301616,-0.5041316,2.1538281,9.067881,0.90792495,2.2583742,5.678015,5.589482,3.9534214,3.575484,6.605985,5.223024,2
7.7654867,2.166804,-0.2496552,2.1970284,9.142023,0.9909559,2.3068957,5.5582685,5.663627,3.8071907,3.4427977,6.5063453,5.3570976,3
7.770902,2.3073153,-0.3533505,2.1220624,9.173387,0.9872249,2.2249582,5.553473,5.595615,4.109506,3.5980358,6.568199,5.1851583,4
7.6527805,2.37515,-0.5950581,2.1205134,9.071174,0.89832836,2.2222483,5.684452,5.548165,4.0758476,3.656923,6.640097,5.135278,5
