0,1,2,3,4,5,6,7,8,9,10,11,12,13,class_numeric
-0.19974229,0.42081222,4.030301,3.0657268,10.731577,3.2483582,8.354951,4.785633,5.1609206,6.165043,7.150127,6.3538322,5.049684,6.1815596,0
-0.22967051,0.44088465,3.8285306,3.1833107,10.788333,2.8916507,8.2588215,4.7842155,4.8949428,6.2463307,7.280168,6.418635,5.0835605,6.149461,1
-0.4735748,-0.12228414,3.8138633,3.0566394,10.550462,3.450455,8.366164,5.229088,4.962527,6.2522125,7.521288,6.343332,5.1270156,6.2561045,2
-0.24240278,0.38218415,3.89723,3.1080925,10.762505,2.9960344,8.293175,4.830435,4.955851,6.241054,7.2752047,6.364188,5.041946,6.144914,3
-0.24060236,0.3959853,3.8865428,3.1299248,10.773162,2.9734976,8.280782,4.8196816,4.9530544,6.2312794,7.2609363,6.390045,5.054334,6.1549397,4
-0.24897541,0.42738008,3.875615,3.1437361,10.829305,2.8412244,8.260439,4.806776,4.8724566,6.241396,7.2556295,6.377835,5.0370483,6.1221356,5
8.573353,1.0149671,-0.93101346,4.5600147,9.12107,7.197904,6.8603253,4.595422,5.5861807,6.037078,6.3028226,3.8858778,4.7128367,5.331895,0
8.130868,0.68407875,-1.2282046,4.9990544,9.225416,6.849463,6.7219796,5.0020666,5.5345335,6.1506457,5.834606,3.4388716,4.7297525,5.48993,1
8.11074,0.81727517,-1.1327022,4.928503,9.09384,6.93486,6.9202027,4.9590206,5.4407306,6.063296,6.051034,3.550027,4.7647023,5.3351502,2
7.985264,0.8339708,-1.0774254,4.916925,8.995512,6.9328833,7.077246,4.978133,5.2997108,6.0454707,6.0877213,3.5335174,4.823334,5.204055,3
8.244388,0.89428854,-1.0843966,4.8703475,9.083092,7.0116816,6.910705,4.879419,5.4641433,6.03792,6.1081023,3.6408868,4.7739096,5.3277216,4
8.125499,0.764348,-1.1788898,4.960395,9.156535,6.897914,6.8322067,4.9780827,5.491683,6.103973,5.9700766,3.512575,4.7435193,5.406239,5
-0.21630727,0.4160281,4.05588,3.040472,10.715558,3.2916899,8.366855,4.7839613,5.197113,6.161607,7.1527476,6.338951,5.041541,6.1897497,0
-0.21149185,0.42520413,3.8905246,3.1136117,10.764954,2.9230938,8.288364,4.791808,4.935406,6.2496386,7.2764378,6.367587,5.052188,6.1434965,1
-0.6670233,-0.1399897,3.9343288,3.0751061,10.551469,3.373216,8.412978,5.2451787,5.0514455,6.199965,7.448245,6.426087,5.182849,6.284897,2
-0.65794915,-0.1601062,3.9133463,3.0941012,10.522754,3.4009724,8.423451,5.2732344,5.03452,6.207866,7.4719524,6.419122,5.202353,6.275812,3
-0.30762422,0.35479516,3.8198822,3.1938527,10.80035,2.8288283,8.223676,4.873485,4.8867435,6.292633,7.197512,6.4256387,5.095813,6.0649786,4
-0.22329116,0.45781752,3.931932,3.0690536,10.79776,2.8264577,8.294167,4.782792,4.9022794,6.2788568,7.2762413,6.2937293,4.983597,6.076334,5
8.429484,0.94544065,-1.0108734,4.6899056,9.1283245,7.099513,6.8486,4.719204,5.560608,6.0602417,6.209968,3.774719,4.7149587,5.3617797,0
8.084971,0.6734619,-1.2588845,5.030679,9.24808,6.8209233,6.739533,5.0407286,5.5626173,6.1823373,5.8477173,3.4635315,4.6917033,5.486049,1
8.103226,0.88112456,-1.063195,4.8579707,9.011329,6.9860816,7.012241,4.912197,5.3809586,6.0193458,6.1490693,3.5945766,4.79476,5.248926,2
8.023965,0.87483984,-1.0388262,4.8734827,8.960705,6.9728193,7.0760913,4.93632,5.305271,6.011987,6.129386,3.5706387,4.8413844,5.187516,3
8.214369,0.87142754,-1.1023616,4.8666124,9.104911,6.993761,6.888388,4.887099,5.474055,6.0565715,6.098783,3.625861,4.759122,5.351285,4
8.058846,0.6613424,-1.2738473,5.051699,9.25822,6.8024893,6.7374773,5.0644965,5.5755973,6.197098,5.845788,3.4629738,4.676829,5.4884524,5
