0,1,2,3,active_hand
8.059237,-2.9714873,2.0440953,1.2422779,1
0.4629363,5.8461623,-1.4078807,-1.5252407,0
8.053602,-2.9654665,2.0404963,1.2375717,1
0.45713523,5.8536835,-1.4152179,-1.5331331,0
8.063159,-2.965944,2.0290408,1.2264119,1
0.45698938,5.8545275,-1.4160949,-1.5336727,0
8.063493,-2.9742424,2.036482,1.2330182,1
0.4377314,5.879324,-1.4400228,-1.5591204,0
8.04111,-2.9522676,2.0496054,1.2481321,1
0.45549208,5.8539276,-1.415673,-1.5333916,0
7.9986033,-2.9093356,2.0033166,1.1998252,1
0.455585,5.85383,-1.4154897,-1.5327982,0
8.037531,-2.9502118,2.0457716,1.2427404,1
0.4507958,5.856312,-1.4184146,-1.5350014,0
8.037441,-2.9501686,2.0462286,1.2432395,1
0.4575588,5.850382,-1.4123178,-1.5294406,0
8.0271225,-2.9402912,2.051733,1.2489953,1
0.45771602,5.847388,-1.4096023,-1.5257449,0
8.023032,-2.9377792,2.0580485,1.2532208,1
0.4614376,5.842371,-1.4051958,-1.5197731,0
8.006255,-2.920817,2.0561857,1.2469643,1
0.44078243,5.8665595,-1.4288757,-1.5446211,0
0.45284542,5.8562036,-1.4180276,-1.5354398,0
8.030218,-2.9459095,2.055503,1.2509675,1
0.50304765,5.771739,-1.3377967,-1.44254,0
7.8008046,11.695595,5.0367584,7.9717426,1
0.51189667,5.729118,-1.2969935,-1.3971776,0
7.78067,11.703439,5.0458145,7.9925303,1
0.48886448,5.652916,-1.2227836,-1.3163306,0
7.784808,11.718864,5.05755,7.986443,1
0.50738484,5.701269,-1.2700247,-1.3668517,0
7.7856836,11.751706,5.0822916,7.981729,1
0.5181623,5.7842503,-1.3474972,-1.4583533,0
7.784256,11.760577,5.088426,7.9821906,1
0.51130545,5.7693677,-1.334642,-1.4417225,0
7.7816887,11.76562,5.0924435,7.983871,1
0.4765048,5.820445,-1.3838131,-1.4967362,0
7.776274,11.770845,5.0946684,7.987993,1
0.42348567,5.8806696,-1.4430755,-1.559239,0
7.780331,11.770713,5.0940065,7.9842014,1
0.46350506,5.8376427,-1.400479,-1.5151134,0
7.791639,11.779677,5.1036124,7.9721828,1
0.45333588,5.8630476,-1.4246945,-1.542757,0
7.7823954,11.760725,5.0887074,7.984009,1
0.45430955,5.8554955,-1.4171727,-1.5347354,0
7.7762914,11.789988,5.1084795,7.98552,1
0.45171782,5.859153,-1.4208833,-1.5385017,0
7.7685885,11.785322,5.1037946,7.9930916,1
0.5261671,5.764371,-1.3290617,-1.4378508,0
4.7034597,11.054343,6.2534866,7.3341312,1
0.52606815,5.7626634,-1.3273219,-1.4356612,0
4.697444,11.047413,6.261019,7.34265,1
0.5244745,5.764483,-1.329118,-1.439176,0
4.709013,11.054587,6.2519736,7.3351073,1
0.507625,5.7775702,-1.3423868,-1.4531907,0
4.6824584,11.04082,6.2705956,7.349258,1
0.5430026,5.7497034,-1.3146652,-1.4209286,0
4.6921754,11.044937,6.2647424,7.345087,1
0.5092406,5.780472,-1.3449371,-1.4546134,0
4.6684394,11.026361,6.288539,7.3632946,1
0.53010964,5.7611284,-1.3250871,-1.4362013,0
4.6303725,11.018797,6.3025823,7.370067,1
0.5352509,5.7539988,-1.318621,-1.4288243,0
4.612324,10.994982,6.3263273,7.3946457,1
4.632357,11.010517,6.310591,7.3782096,1
0.5191858,5.767069,-1.3319448,-1.4407899,0
0.5184225,5.7726154,-1.337128,-1.4473122,0
4.647563,11.018163,6.3007255,7.3671994,1
0.52128536,5.7686124,-1.334295,-1.4446725,0
4.6416035,11.013324,6.306321,7.3742642,1
4.6005445,11.015823,6.311673,7.370072,1
0.5148535,5.7652607,-1.3319346,-1.4409835,0
7.686839,12.165539,5.3591614,8.009593,1
0.575787,5.702949,-1.2677665,-1.3719947,0
7.6883173,12.158803,5.35425,8.009604,1
0.58630985,5.68755,-1.2528561,-1.3556068,0
7.687918,12.163252,5.357373,8.009234,1
0.5791505,5.715165,-1.2797735,-1.3844173,0
7.6869435,12.18103,5.3687086,8.008223,1
0.58735365,5.7041206,-1.2690215,-1.3721074,0
7.6899023,12.171174,5.3612,8.007898,1
0.5885634,5.6998653,-1.2651588,-1.3672714,0
7.7053633,12.139681,5.335353,8.002434,1
0.581098,5.708738,-1.273755,-1.3767335,0
7.6886563,12.176886,5.3652234,8.007948,1
0.59181875,5.7303176,-1.295255,-1.3992425,0
7.6877046,12.178773,5.366633,8.008432,1
0.5418351,5.749859,-1.3148168,-1.4196746,0
7.6876216,12.180023,5.367443,8.008369,1
0.5735951,5.7217793,-1.2869557,-1.3936496,0
7.6876607,12.179196,5.366962,8.008431,1
0.60291106,5.6709604,-1.2365583,-1.3381344,0
7.681085,12.223884,5.3971543,8.00788,1
0.5875439,5.7017827,-1.2666938,-1.3696462,0
7.6870165,12.182821,5.3693743,8.0085,1
0.58277863,5.705476,-1.2706943,-1.3736575,0
11.006205,7.6019926,5.8583903,7.8367677,1
0.55388916,5.6082077,-1.1793891,-1.2679018,0
11.000968,7.6024632,5.8530536,7.8389087,1
0.52066576,5.613588,-1.1859332,-1.2716821,0
11.005466,7.60245,5.8577023,7.8372593,1
0.49745682,5.644805,-1.2172171,-1.3039801,0
11.005477,7.602574,5.857623,7.837369,1
0.5205985,5.6112995,-1.183925,-1.2689327,0
11.005579,7.6026244,5.8577867,7.8372636,1
0.52501124,5.6231275,-1.1948822,-1.2821205,0
11.005372,7.6029387,5.8574953,7.837554,1
0.5222475,5.607094,-1.1795412,-1.2645483,0
11.005122,7.6029086,5.857205,7.837729,1
0.52087176,5.609914,-1.1824896,-1.2676554,0
11.003517,7.604567,5.8556404,7.839291,1
0.5154627,5.5987573,-1.1717339,-1.2558217,0
10.99946,7.6084924,5.851744,7.8431234,1
0.53029925,5.581817,-1.155252,-1.2362288,0
10.966016,7.636967,5.8191195,7.8723035,1
0.51792526,5.6042747,-1.1770493,-1.2614509,0
0.5148824,5.600953,-1.1737229,-1.2582046,0
10.99855,7.609264,5.850791,7.843917,1
0.50292164,5.549308,-1.1222557,-1.2058063,0
11.002874,7.6050396,5.854861,7.8398304,1
10.83763,7.581468,5.68753,7.881964,1
0.55489975,5.653545,-1.222348,-1.3163221,0
10.836483,7.581315,5.68618,7.8824935,1
0.55863947,5.6838245,-1.2509243,-1.3495674,0
10.832557,7.5807,5.6825323,7.8835216,1
0.6242169,5.5876355,-1.153654,-1.2520607,0
10.8375225,7.5814304,5.687258,7.8821573,1
0.5831113,5.647392,-1.2140098,-1.3138653,0
10.837552,7.581457,5.6873636,7.882089,1
0.5758786,5.6830487,-1.2493426,-1.3492767,0
10.837581,7.581409,5.6872306,7.8822145,1
0.58090836,5.7061577,-1.2709622,-1.3741838,0
10.837195,7.5814033,5.686832,7.8823676,1
0.5659104,5.723143,-1.2880063,-1.3910904,0
10.834958,7.58103,5.6846113,7.8831153,1
0.63703734,5.706736,-1.2718452,-1.3743248,0
10.837906,7.581515,5.68748,7.8821707,1
0.58864725,5.697151,-1.2620468,-1.3651743,0
10.837934,7.581544,5.687459,7.8821783,1
0.58925694,5.6990037,-1.2639099,-1.3671935,0
10.838328,7.5816092,5.6878724,7.8820505,1
0.5892278,5.6933155,-1.2584236,-1.3611013,0
10.838311,7.5816073,5.6878285,7.882079,1
0.5911644,5.6949663,-1.2600231,-1.3629391,0
4.4383864,-1.060729,3.49278,4.2231402,0
0.05388949,3.683818,8.136891,-3.09568,1
3.0624917,-3.7128012,10.578273,3.0186086,1
0.117033675,3.480435,8.29267,-2.802556,0
3.0610301,-3.7102923,10.578104,3.0176182,1
0.13553712,3.5101967,8.283044,-2.8773289,0
3.061993,-3.7152224,10.582462,3.0143144,1
0.13112971,3.50786,8.274891,-2.8720083,0
3.1092937,-3.7677128,10.621746,2.9885898,1
0.10372671,3.4582572,8.327843,-2.7610114,0
3.1081946,-3.766648,10.619096,2.9931655,1
0.122303724,3.4781759,8.312345,-2.798963,0
3.1533248,-3.8160534,10.661434,2.9523635,1
0.08930584,3.4886491,8.3021965,-2.7611449,0
3.1567402,-3.8226628,10.6676235,2.9488788,1
0.10977306,3.4546187,8.335484,-2.7677736,0
3.1739874,-3.8405044,10.683897,2.9334621,1
0.10219226,3.4537954,8.330893,-2.7565367,0
3.2477307,-3.9147217,10.756962,2.8608596,1
0.10950159,3.4506397,8.338296,-2.7540772,0
3.1809607,-3.8475769,10.690575,2.9264739,1
0.112250485,3.4668064,8.323864,-2.7812867,0
3.1680605,-3.836562,10.680856,2.9383912,1
0.11677572,3.4658253,8.324489,-2.788052,0
5.5486226,-0.6901676,3.8940709,5.116556,1
0.13154392,3.4600556,8.338248,-2.79243,0
5.45348,-0.6176372,3.7873604,5.2210555,1
0.11053739,3.453902,8.336772,-2.7683446,0
5.542864,-0.64964586,3.851433,5.173011,1
0.112150624,3.4545424,8.336768,-2.77017,0
5.6040006,-0.43026078,3.663813,5.7900066,1
0.21079327,3.523681,8.316703,-2.9708366,0
5.586,-0.38406816,3.6689508,5.8392973,1
0.16638415,3.5157256,8.288489,-2.8963873,0
5.588689,-0.3871242,3.6334972,5.9088016,1
0.1595782,3.5119305,8.285508,-2.8889349,0
5.624629,-0.42476493,3.6019845,5.93739,1
0.30376446,3.4977612,8.403616,-3.0189672,0
5.6173882,-0.38711894,3.6014516,5.9972076,1
0.262604,3.4826853,8.385403,-2.9793057,0
5.6138005,-0.38059464,3.6038551,6.0502043,1
0.3479257,3.4843607,8.460746,-3.1192594,0
5.670642,-0.4087588,3.5688543,6.0852203,1
0.21282494,3.4780922,8.355919,-2.9100811,0
5.6554585,-0.3986394,3.5667152,6.1038013,1
0.30543518,3.474521,8.419759,-3.016939,0
5.6156554,-0.38045624,3.5985441,6.0363717,1
0.35713327,3.4681733,8.44594,-2.9836934,0
5.5537124,-0.5154843,3.7776752,5.445825,1
0.33098057,3.5019405,8.4652815,-3.15711,0
5.5666986,-0.4787158,3.768037,5.5177,1
0.34657586,3.4880345,8.482785,-3.155866,0
5.5666924,-0.6102426,3.8121035,5.270792,1
0.35500887,3.4740133,8.506094,-3.1940496,0
5.570417,-0.59283084,3.8177762,5.2728667,1
0.21770482,3.571638,8.300913,-3.0973036,0
5.748258,-0.18567003,4.0288515,5.4556775,1
0.35427362,3.4804065,8.483105,-3.1550055,0
5.7639856,-0.1707349,4.042794,5.4595513,1
0.28357223,3.553087,8.383814,-3.1413276,0
5.7670994,-0.15385343,4.0529385,5.4487214,1
0.36703563,3.472892,8.503243,-3.1527703,0
5.764182,-0.16286121,4.0488377,5.4452434,1
0.3539318,3.4802837,8.484419,-3.141692,0
5.7669263,-0.15802434,4.0545993,5.4400177,1
0.35522407,3.4820065,8.483195,-3.1498802,0
5.763504,-0.16202831,4.049065,5.44385,1
0.35997254,3.477465,8.456301,-3.041531,0
5.763133,-0.16281664,4.0492334,5.4395742,1
0.37818205,3.4861157,8.458277,-3.039551,0
5.722927,-0.19408046,4.0210114,5.4053802,1
0.29050317,3.5353272,8.392766,-3.1290314,0
4.293398,-0.8771641,3.631754,4.312858,1
0.37148166,3.4786742,8.49341,-3.1492062,0
4.2876334,-0.8803876,3.6293056,4.3097367,1
0.39367294,3.4164133,8.512711,-3.0310173,0
4.2802024,-0.88313216,3.6290812,4.2964854,1
0.3736448,3.4898052,8.464017,-3.0915296,0
4.2656345,-0.87688774,3.635699,4.2972236,1
0.3835466,3.471448,8.481295,-3.0718858,0
4.289749,-0.884755,3.6260402,4.3011055,1
0.38166133,3.469389,8.460306,-3.0048614,0
4.2518086,-0.8785667,3.6386447,4.265618,1
0.27990854,3.5552015,8.367326,-3.116492,0
4.286312,-0.8888019,3.6238866,4.2900314,1
0.3968353,3.4737399,8.477635,-3.0360963,0
4.307571,-1.0126293,3.516597,4.186622,1
0.42584464,3.4591286,8.503429,-3.0284677,0
4.367323,-1.0637771,3.4666238,4.169305,1
0.38604435,3.451332,8.520968,-3.1668167,0
4.4026823,-1.0965319,3.4253912,4.1629443,1
0.27404615,3.544665,8.38284,-3.1540697,0
5.595286,-0.7101291,3.8639882,5.1261287,1
0.2896885,3.5457165,8.3969145,-3.1395862,0
5.557706,-0.69294006,3.8675585,5.124955,1
0.29758653,3.5709944,8.393551,-3.160479,0
5.729757,-0.8355816,3.786637,5.1095138,1
0.34319463,3.4922867,8.467522,-3.154464,0
5.7305245,-0.8342016,3.7783492,5.1187363,1
0.33382234,3.4421375,8.45017,-3.090256,0
5.7201385,-0.8214325,3.780916,5.138086,1
0.37140742,3.4565299,8.482717,-3.078319,0
5.739339,-0.8404312,3.7733042,5.1179676,1
0.38392696,3.4618378,8.488472,-3.0652573,0
5.738964,-0.8433864,3.7745852,5.112771,1
0.33439612,3.4746046,8.442411,-3.0332057,0
5.748247,-0.8522547,3.7691462,5.103263,1
0.34893417,3.4267836,8.520889,-3.0326815,0
5.720712,-0.8228452,3.7881827,5.117554,1
0.38553104,3.476394,8.4780655,-3.0585248,0
5.7130585,-0.8145496,3.79419,5.116896,1
0.39129388,3.4786627,8.474356,-3.041867,0
5.7080913,-0.81124604,3.7982743,5.1172853,1
0.3605961,3.476788,8.483068,-3.1758244,0
5.781064,-0.8872325,3.7756584,5.084198,1
0.3747279,3.4668748,8.482742,-3.0835514,0
5.74813,-0.8470194,3.78578,5.1066084,1
0.35980728,3.4733222,8.483983,-3.1393094,0
5.70162,-0.8084354,3.803464,5.1150594,1
0.3743975,3.4540708,8.491765,-3.1194613,0
5.7643185,-0.17743772,4.035946,5.4758067,1
0.35130385,3.4847755,8.479557,-3.1536305,0
5.775201,-0.16186637,4.044714,5.4867687,1
0.39492863,3.4387763,8.525334,-3.1043563,0
5.7690034,-0.17126206,4.0439897,5.4705195,1
0.3473536,3.4904485,8.473482,-3.1633432,0
5.7520957,-0.18208486,4.0242248,5.4758434,1
0.3503613,3.4824932,8.487509,-3.161659,0
5.7792354,-0.15531433,4.055291,5.4748135,1
0.35203728,3.482028,8.487624,-3.1557205,0
5.7789636,-0.15822023,4.0540767,5.4712763,1
0.31916323,3.5100687,8.442425,-3.1706016,0
5.7770286,-0.16074617,4.0526624,5.470205,1
0.34295073,3.4967692,8.466883,-3.170268,0
5.7775736,-0.16016729,4.052796,5.471315,1
0.28664455,3.564882,8.3820095,-3.1334426,0
5.775752,-0.16064662,4.0502377,5.473662,1
0.42445928,3.5426245,8.4497175,-3.108297,0
5.776025,-0.16186339,4.050513,5.472362,1
0.36317325,3.5234106,8.443419,-3.1219895,0
5.7732553,-0.16565405,4.048943,5.4695888,1
0.35975796,3.4776335,8.4933815,-3.1544044,0
5.759126,-0.18281871,4.031516,5.471738,1
0.37145898,3.4756644,8.502862,-3.1697636,0
-8.403697,-5.4019156,4.2798686,2.968748,0
8.077962,-2.9948323,2.0407193,1.2387439,1
8.0813875,-2.9989643,2.0422068,1.2412138,1
-8.401635,-5.404553,4.284932,2.9719644,0
8.092185,-3.010777,2.0425603,1.2416669,1
-8.398769,-5.4067135,4.2857575,2.972992,0
8.095013,-3.0133836,2.0378225,1.2368511,1
-8.414407,-5.3919845,4.261727,2.9476528,0
8.084437,-3.0082593,2.060975,1.2647861,1
-8.417915,-5.370312,4.2323065,2.9381213,0
8.075211,-3.003895,2.0783684,1.284758,1
-8.411539,-5.384876,4.253434,2.952077,0
8.091899,-3.0244062,2.1060402,1.3144476,1
-8.452523,-5.3224297,4.1754255,2.8996143,0
8.074466,-3.00402,2.0838962,1.2906129,1
-8.392224,-5.4156857,4.294059,2.9809682,0
8.081156,-3.0132701,2.0871313,1.2955813,1
-8.389696,-5.4182873,4.2961035,2.9826777,0
8.081153,-3.0126204,2.0896187,1.2980906,1
-8.394449,-5.4133453,4.291464,2.9784963,0
8.07452,-3.005982,2.0905223,1.2981758,1
-8.431676,-5.351508,4.2076364,2.9222088,0
8.072635,-3.005174,2.0944161,1.3027679,1
-8.456137,-5.318949,4.172979,2.8969548,0
7.7032824,11.587894,4.9546223,8.085083,1
-8.55432,-5.1845603,4.0353575,2.7905748,0
7.734069,11.601714,4.971923,8.056998,1
-8.582173,-5.148872,4.000225,2.758081,0
7.670751,11.623219,4.9554358,8.112257,1
-8.590295,-5.118696,3.9735022,2.7356749,0
7.691282,11.667027,5.001662,8.084005,1
-8.565,-5.1704326,4.0213466,2.7780483,0
7.685321,11.670902,5.001476,8.087118,1
-8.573433,-5.158019,4.009127,2.7673213,0
7.7361584,11.800042,5.1069694,8.019003,1
-8.542935,-5.203529,4.05583,2.805891,0
-8.536581,-5.2121043,4.0637918,2.8130703,0
7.7334394,11.8638735,5.1533747,8.011451,1
-8.56355,-5.1735377,4.024373,2.7803435,0
7.7383895,11.823292,5.124912,8.013433,1
0.5128785,5.7739816,-1.3414669,-1.4524996,0
7.7384872,11.840231,5.136877,8.010877,1
-8.578361,-5.1611905,4.011938,2.7668417,0
7.7423983,11.841896,5.1387215,8.007204,1
7.7426157,11.825116,5.1243277,8.009316,1
-8.546466,-5.1995435,4.0503483,2.8018022,0
7.7372146,11.792075,5.1007767,8.020441,1
-8.527104,-5.22799,4.0806584,2.8249638,0
5.5901604,11.002186,6.161295,7.7372255,1
-8.5141325,-5.239682,4.090975,2.8374057,0
5.5916677,11.00322,6.160195,7.7374825,1
-8.497444,-5.2655654,4.119015,2.85684,0
5.5930586,11.004154,6.1592135,7.737896,1
-8.516695,-5.23605,4.0871086,2.8344738,0
5.5901217,11.002153,6.161601,7.737029,1
-8.505372,-5.2522807,4.1037717,2.8473833,0
-8.506156,-5.2515755,4.1030073,2.8466258,0
5.5790243,10.996579,6.168569,7.7325954,1
-8.487763,-5.2692437,4.120435,2.8648167,0
5.5890713,11.002058,6.1620383,7.736022,1
-8.50072,-5.2608275,4.1131496,2.85327,0
5.569817,10.991491,6.175233,7.7259345,1
-8.494098,-5.273295,4.127627,2.8616068,0
5.5288973,10.974941,6.1966033,7.7098074,1
-8.48301,-5.3022857,4.167019,2.882423,0
5.5364423,10.97547,6.1957693,7.69413,1
-8.502087,-5.2580094,4.109971,2.8515065,0
5.553561,10.98916,6.1811857,7.7120943,1
-8.512158,-5.243275,4.094346,2.840227,0
5.579871,11.000502,6.167511,7.720195,1
-8.510262,-5.246244,4.0974154,2.8424728,0
5.5533442,10.983258,6.185719,7.7173586,1
5.2851243,10.865911,6.3338284,7.612324,1
-8.40407,-5.3972917,4.276785,2.9730313,0
5.28195,10.87709,6.3237343,7.6067944,1
-8.404108,-5.4001584,4.2806697,2.973052,0
5.3005147,10.860283,6.337539,7.6203194,1
-8.3956585,-5.412244,4.2946525,2.9846637,0
5.2725444,10.881518,6.321189,7.601619,1
-8.385059,-5.4266634,4.313214,2.994485,0
5.2705092,10.874017,6.3285775,7.6027007,1
-8.395852,-5.411451,4.296912,2.981117,0
5.168978,10.929379,6.28886,7.5379167,1
-8.398456,-5.4089966,4.2922897,2.9782913,0
5.072931,10.950613,6.282676,7.490471,1
-8.438544,-5.3491664,4.2202187,2.9313776,0
5.0461946,10.954478,6.283056,7.4790006,1
-8.403281,-5.403798,4.286341,2.9717982,0
4.9794846,10.962937,6.2920046,7.449757,1
-8.405007,-5.3999457,4.27943,2.971901,0
5.033531,10.962401,6.2685084,7.4753447,1
-8.398209,-5.4145846,4.2933846,2.9872112,0
-8.373224,-5.433916,4.3144836,3.005095,0
4.9482374,10.963635,6.298516,7.437995,1
-8.406185,-5.3973203,4.276811,2.9721663,0
4.9502745,10.967525,6.294188,7.437292,1
-8.401032,-5.4053035,4.2829823,2.970254,0
2.1416183,11.542987,2.7064817,7.7835913,1
-8.383775,-5.425176,4.305574,2.9902706,0
2.1231077,11.558455,2.6919913,7.8017263,1
-8.391748,-5.416014,4.297704,2.982547,0
2.1319366,11.55055,2.6990185,7.7929463,1
-8.391717,-5.4160557,4.2974577,2.9819093,0
2.1402059,11.544078,2.7054741,7.784841,1
-8.397224,-5.410027,4.288978,2.9759042,0
2.1403015,11.544021,2.705611,7.7847195,1
2.1388793,11.545879,2.7039466,7.786534,1
-8.410313,-5.3969493,4.2747526,2.9618905,0
2.1630752,11.523099,2.7270072,7.7623935,1
-8.34775,-5.4772325,4.3565035,3.0360928,0
2.1469707,11.539493,2.7107792,7.778726,1
-8.387379,-5.422782,4.2980676,2.9834123,0
2.1453593,11.541476,2.7088187,7.780461,1
-8.399315,-5.4082546,4.284281,2.972457,0
2.1446865,11.542435,2.7079737,7.781145,1
-8.388389,-5.4203377,4.2953863,2.9808264,0
2.143275,11.54343,2.7068596,7.782642,1
-8.386797,-5.4186873,4.2946916,2.9764888,0
2.1494794,11.537807,2.7131886,7.7764497,1
-8.388041,-5.422187,4.297825,2.9830022,0
-8.509748,-5.2464232,4.09762,2.842762,0
1.2188305,11.037492,9.959422,8.145779,1
-8.517172,-5.235418,4.086184,2.834024,0
1.2081486,11.039163,9.971645,8.156869,1
-8.530092,-5.2186866,4.068988,2.8193135,0
1.2049248,11.039896,9.974968,8.16014,1
-8.5080805,-5.249642,4.1017,2.8450663,0
1.210585,11.039344,9.9678545,8.154177,1
1.2201134,11.0258,9.960295,8.145396,1
-8.515845,-5.2352824,4.0854607,2.8347776,0
1.1614383,11.046921,10.024319,8.205651,1
-8.509884,-5.2458873,4.097577,2.8428018,0
1.1619036,11.049136,10.022721,8.204368,1
-8.525953,-5.224159,4.0710564,2.8236847,0
1.1693245,11.045604,10.016713,8.197319,1
-8.492006,-5.260283,4.109683,2.8592036,0
1.1687833,11.045765,10.0171795,8.197839,1
-8.5195,-5.233019,4.081969,2.8317232,0
1.177113,11.044771,10.005343,8.189377,1
-8.51917,-5.23312,4.0820265,2.8320227,0
1.1497067,11.049194,10.037332,8.217656,1
-8.523784,-5.227583,4.0761666,2.826979,0
1.170053,11.045538,10.016003,8.196544,1
-8.529991,-5.2182736,4.064299,2.8190763,0
3.0660968,-3.7114942,10.571551,3.0288548,1
0.017653657,3.7130213,8.085993,-3.097166,0
3.0611956,-3.7009673,10.564308,3.0321782,1
0.033516422,3.6245627,8.09668,-2.9824755,0
3.077342,-3.728153,10.58282,3.0269098,1
0.043013427,3.638863,8.107515,-3.0103498,0
3.0488183,-3.7428694,10.580303,3.0283225,1
-0.008096173,3.6638288,8.028065,-3.005349,0
3.0582564,-3.7505453,10.587794,3.019711,1
-0.01912608,3.7533998,8.049162,-3.133519,0
2.8387747,-3.9495647,10.602247,2.9315734,1
0.014603636,3.6268797,8.049935,-2.9799335,0
2.8265934,-3.9646242,10.60305,2.9258127,1
0.026710756,3.6245995,8.080314,-2.9792457,0
2.8213866,-3.9619951,10.601422,2.927306,1
0.00229402,3.6164994,7.983523,-2.9700458,0
2.8262022,-3.9610474,10.600477,2.9270847,1
0.08510722,3.6366382,8.165742,-3.0426362,0
2.827322,-3.9605165,10.601994,2.927002,1
-0.0077972943,3.649698,8.027929,-2.9914796,0
2.8292162,-3.9589326,10.60294,2.9279761,1
0.0012277456,3.651419,8.039572,-2.9999552,0
2.8490105,-3.94294,10.602522,2.9354315,1
-0.020652337,3.6596167,8.017444,-2.9821084,0
6.002196,-0.69239235,3.3759873,6.2159967,1
0.097169034,3.6432858,8.1818285,-3.0706956,0
6.0149455,-0.70416766,3.3656652,6.2254734,1
0.043937504,3.7059112,8.114321,-3.11485,0
6.010598,-0.70189714,3.370986,6.215573,1
-0.008703034,3.6646352,8.026221,-3.001257,0
6.014204,-0.7027955,3.3683436,6.220834,1
0.005012598,3.720325,8.067456,-3.099008,0
5.989094,-0.6796256,3.3830101,6.2143216,1
0.045350168,3.691874,8.128773,-3.1012628,0
6.003419,-0.69401854,3.3756652,6.2139945,1
0.041745774,3.6872497,8.123412,-3.0868888,0
6.0158253,-0.7044678,3.3651443,6.2266355,1
-0.05768995,3.8145232,8.058702,-3.1933506,0
6.014481,-0.70371807,3.3665762,6.2233796,1
-0.010354229,3.7326422,8.054885,-3.1072977,0
6.018398,-0.69804347,3.359854,6.247048,1
-0.029744113,3.7501235,8.034832,-3.1136136,0
6.0153484,-0.7031337,3.365406,6.227453,1
-0.0069011953,3.7413797,8.0622,-3.1205297,0
6.011046,-0.700236,3.3702836,6.21919,1
0.021268541,3.720282,8.092806,-3.1178715,0
6.0105343,-0.6972302,3.3692365,6.226551,1
-0.03725966,3.7008197,8.009832,-3.0580359,0
5.409492,-0.5878166,3.7242107,5.3241377,1
-0.009472488,3.7360587,8.043388,-3.106321,0
5.3982434,-0.5966546,3.7287796,5.286729,1
0.042070325,3.6978636,8.114744,-3.1222203,0
5.031635,-0.7612558,3.6677525,4.8511095,1
-0.0058445535,3.7403162,8.065038,-3.1212323,0
4.85472,-0.83200955,3.6158135,4.6742864,1
0.08312842,3.6546278,8.164948,-3.0726821,0
4.795671,-0.8632504,3.5827975,4.615317,1
-0.021869656,3.696331,8.018935,-3.029327,0
4.6698613,-1.0701923,3.4075663,4.36398,1
0.112145446,3.541858,8.189614,-2.8986874,0
4.5859923,-1.0986773,3.3890338,4.289859,1
-0.0057214955,3.6782355,8.03636,-3.026321,0
4.5898724,-1.0980493,3.3895345,4.2918224,1
0.01556205,3.7400668,8.077854,-3.1486435,0
4.5593557,-1.1081709,3.385624,4.264355,1
-0.0027143431,3.6549141,8.039792,-2.9914382,0
4.5722528,-1.1118859,3.3797638,4.270785,1
0.099099495,3.641274,8.186289,-3.0617814,0
4.5964336,-1.126401,3.3544521,4.278518,1
-0.05641468,3.6696172,7.9653068,-2.9967656,0
4.591436,-1.1150355,3.368592,4.2812405,1
0.0052114427,3.671336,8.047875,-3.0211616,0
4.2747817,-0.98949707,3.541043,4.1908083,1
0.025644552,3.717453,8.080358,-3.086263,0
4.259209,-0.9754463,3.556491,4.20427,1
0.0033948885,3.716725,8.052712,-3.0819962,0
4.2897925,-1.0265096,3.5031517,4.1670504,1
-0.00827838,3.7145984,8.035641,-3.065305,0
4.2590313,-0.99429,3.5389762,4.1773696,1
-0.034730114,3.6798313,8.00908,-2.9732907,0
4.2874136,-0.9780198,3.551274,4.20843,1
-0.005244965,3.6711936,8.033704,-3.0103621,0
4.363199,-1.0253817,3.5029435,4.205706,1
0.12883537,3.5903018,8.221739,-2.9460626,0
4.386015,-1.0613221,3.4666882,4.184202,1
0.09660654,3.531125,8.194864,-2.8864782,0
4.391107,-1.0916611,3.4344356,4.157383,1
0.0022209669,3.7165215,8.04385,-3.0789485,0
4.3953223,-1.0774978,3.4502587,4.173038,1
0.13861717,3.5964425,8.220454,-3.0270815,0
4.403247,-1.0869058,3.4395888,4.167126,1
-0.0069985692,3.6777399,8.029899,-3.0171785,0
4.415711,-1.1019589,3.423774,4.16381,1
0.0049637603,3.6661751,8.047351,-3.010216,0
4.3943067,-1.094388,3.4316785,4.1568336,1
-0.010482028,3.743766,8.051199,-3.1160784,0
5.517158,-0.6166856,3.8445945,5.209847,1
0.1140238,3.591785,8.207252,-2.990369,0
5.5447283,-0.65307075,3.8600783,5.166275,1
0.17773809,3.5557623,8.2563505,-2.9843287,0
5.543169,-0.6873022,3.8926256,5.118721,1
0.12063544,3.4685798,8.324131,-2.8402345,0
5.536204,-0.6517632,3.8526673,5.1717296,1
0.13078402,3.5286894,8.256391,-2.8837535,0
5.5413976,-0.63623875,3.8431323,5.1963563,1
0.16999613,3.5258784,8.279956,-2.9300985,0
5.5478525,-0.6440337,3.8470614,5.1823654,1
0.13192977,3.5275912,8.223529,-2.9015505,0
5.516922,-0.6081656,3.8109841,5.241153,1
0.008188084,3.7289312,8.065763,-3.1062799,0
5.536297,-0.6539444,3.8378737,5.170715,1
