0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,active_hand
0.12635688,8.7885065,3.818929,8.236155,2.7013037,9.362001,-0.18130775,2.3053322,-0.55698055,7.9651003,6.680658,3.2547998,5.8474703,4.9382067,4.6021557,3.8764102,8.143491,8.861864,8.238892,6.197707,3.1024745,1
-0.0736975,4.148985,11.362885,5.9757524,2.8549001,9.095672,1.8606682,-0.5609894,9.528334,7.7913303,5.952299,6.6764784,8.697339,8.578089,4.7690654,3.1604764,7.8127265,9.45105,8.163272,5.526873,2.8831835,0
0.13397036,8.794904,3.8080456,8.238171,2.7002716,9.361145,-0.18333179,2.3015158,-0.556043,7.966059,6.6802845,3.2640057,5.8381596,4.937207,4.604232,3.8665466,8.144895,8.872038,8.241344,6.1862035,3.1123543,1
-0.08017563,4.14093,11.357635,5.9880643,2.8655653,9.101568,1.8691077,-0.5488511,9.525651,7.7975483,5.953817,6.656929,8.681844,8.583567,4.776455,3.1580276,7.825577,9.446742,8.156176,5.5194755,2.8939872,0
0.12917477,8.791549,3.8175502,8.230802,2.7006624,9.356764,-0.18257605,2.3011408,-0.56254643,7.959666,6.685872,3.257164,5.845035,4.9437165,4.596912,3.8744662,8.138297,8.8625,8.233691,6.196912,3.1044173,1
-0.07967412,4.135573,11.355988,5.990407,2.8581011,9.109882,1.8746513,-0.5683743,9.535872,7.8031096,5.9579377,6.6763754,8.689544,8.571449,4.7815657,3.1499286,7.8275537,9.449725,8.149057,5.520908,2.8870997,0
0.16154182,8.825347,3.7906895,8.188015,2.6913137,9.316163,-0.20107824,2.263641,-0.60488665,7.9174767,6.7274613,3.2868962,5.8152766,4.9859915,4.554194,3.8460639,8.096042,8.879516,8.190795,6.18081,3.13283,1
-0.07586189,4.146232,11.360376,5.9779387,2.855519,9.098972,1.8636459,-0.5620423,9.530448,7.793553,5.95418,6.676525,8.6964855,8.576899,4.7725267,3.1574793,7.814756,9.450074,8.160132,5.5248237,2.883872,0
0.13053112,8.792374,3.8143692,8.23608,2.7005713,9.360322,-0.18276091,2.3020506,-0.55780774,7.964436,6.6816864,3.2591217,5.8430448,4.938825,4.602079,3.8721285,8.143004,8.8658085,8.239033,6.1929345,3.1067762,1
-0.075781174,4.145353,11.361765,5.983131,2.8593707,9.100674,1.8663181,-0.5598044,9.528154,7.7967076,5.9523077,6.6731224,8.690903,8.575304,4.771084,3.1588335,7.8206153,9.450296,8.15801,5.52326,2.8879611,0
0.13156843,8.793694,3.8160236,8.232085,2.7003124,9.357008,-0.18327564,2.2997327,-0.5616692,7.960634,6.685199,3.2590337,5.843058,4.942689,4.5981417,3.8729465,8.139246,8.8638525,8.235024,6.195116,3.1059775,1
-0.074705556,4.148775,11.363052,5.9799976,2.8583376,9.09929,1.8642455,-0.5603275,9.527731,7.795623,5.951306,6.67456,8.693317,8.574498,4.768563,3.160112,7.81794,9.450743,8.159705,5.5237346,2.8869245,0
0.13155015,8.79341,3.8155646,8.233855,2.7004774,9.358499,-0.1829485,2.3006854,-0.5599392,7.962368,6.6835337,3.259406,5.842685,4.9409413,4.5999084,3.872528,8.140985,8.864468,8.236796,6.1944547,3.1064188,1
-0.0735771,4.1522465,11.365032,5.9805956,2.8597045,9.100139,1.8639939,-0.5612588,9.526553,7.7985864,5.948848,6.6788025,8.693496,8.567722,4.7652926,3.1618538,7.820218,9.451394,8.158981,5.523575,2.8881516,0
0.12980205,8.792337,3.8191538,8.23212,2.700575,9.357354,-0.1827686,2.3003538,-0.56160283,7.9607525,6.685052,3.256504,5.845583,4.9425583,4.5981526,3.8757963,8.139294,8.861137,8.2350025,6.197972,3.10315,1
-0.087561,4.132943,11.348168,5.995415,2.8655913,9.108671,1.879092,-0.54994744,9.531969,7.7969604,5.9631724,6.6593194,8.678152,8.591115,4.7843266,3.1478105,7.829142,9.443614,8.1494255,5.5118923,2.8953915,0
0.13881552,8.805543,3.840974,8.209597,2.6977742,9.334536,-0.18834695,2.2771657,-0.5842805,7.9381394,6.7077155,3.2522125,5.849117,4.9651628,4.575642,3.8892362,8.116716,8.839224,8.212518,6.219773,3.089861,1
-0.074447036,4.148495,11.35806,5.9673986,2.8453412,9.0879345,1.8546914,-0.5632469,9.532437,7.781371,5.959487,6.6798496,8.708187,8.588556,4.7730584,3.1579394,7.8035955,9.449927,8.172382,5.5270014,2.8739748,0
0.12857302,8.790788,3.8182452,8.235185,2.7008924,9.360405,-0.18213885,2.303043,-0.55854064,7.963771,6.6820908,3.2558656,5.846304,4.9394917,4.601175,3.8756993,8.142237,8.862428,8.238032,6.1967273,3.1032438,1
