0,1,2,3,4,5,6,7,8,9,10,11,12,13,class_numeric
9.09804,3.0016844,4.8902326,4.7305474,4.5476375,0.45926243,4.3165765,6.733782,5.3275166,5.08053,6.5533185,4.5286508,2.2343497,-6.4167128,0
9.096028,2.9966862,4.892105,4.7286415,4.5496693,0.4553769,4.3217807,6.7349887,5.332337,5.07787,6.55104,4.526271,2.2390113,-6.422055,0
9.101418,3.0045154,4.8870654,4.733805,4.5475826,0.46054262,4.3120074,6.731565,5.3250217,5.081208,6.556356,4.5324264,2.2318118,-6.4119077,0
9.107534,3.0109427,4.8816276,4.7394776,4.546494,0.46377465,4.3032618,6.7284822,5.3195534,5.0827003,6.561554,4.5395675,2.2265701,-6.4024076,0
9.103349,3.007797,4.8854313,4.735523,4.5464387,0.46270725,4.3086624,6.7307153,5.3222203,5.082093,6.558135,4.534843,2.229173,-6.408248,0
9.090856,2.9926133,4.8969617,4.7236733,4.549879,0.45310712,4.3270125,6.7386637,5.3359127,5.0770516,6.546429,4.5206075,2.2425077,-6.4276953,0
9.061357,2.9631042,4.926082,4.694427,4.55877,0.42673704,4.357786,6.764866,5.364923,5.0608306,6.5173926,4.490505,2.271403,-6.458855,0
9.09163,2.9910553,4.896244,4.7244377,4.5511265,0.45126218,4.3281765,6.738355,5.337553,5.075716,6.5465946,4.5213428,2.2441516,-6.428766,0
9.057952,2.9596407,4.9296384,4.690903,4.547356,0.43519142,4.3604965,6.770465,5.365103,5.0765142,6.5140743,4.4873447,2.2705147,-6.461526,0
9.090288,2.9890702,4.8974934,4.7231607,4.550967,0.45090458,4.331069,6.738902,5.339349,5.0756197,6.545178,4.519706,2.24589,-6.4317865,0
9.084427,2.9812806,4.902146,4.7181463,4.5534234,0.4469123,4.3417883,6.74002,5.3458476,5.073521,6.54024,4.5119486,2.251998,-6.443753,0
9.070553,2.9757826,4.917046,4.70347,4.5470715,0.44908923,4.3480477,6.7532754,5.351461,5.075853,6.526692,4.499758,2.2577183,-6.4489946,0
8.864644,6.538538,5.499316,3.99936,4.626293,3.932601,4.622099,3.0657847,3.0974228,4.908939,9.613218,3.174856,3.0118752,-4.338925,1
8.880112,6.541224,5.5261726,3.9996798,4.651536,3.9278164,4.637253,3.0651329,3.0994148,4.9191275,9.633119,3.190697,2.9953356,-4.3074956,1
8.888795,6.542502,5.5355806,4.001122,4.658105,3.9248798,4.6457844,3.0644858,3.101729,4.9230833,9.640913,3.19953,2.986941,-4.287283,1
8.898246,6.552565,5.533545,4.0092196,4.6548114,3.9182808,4.654705,3.0544455,3.1013317,4.9328046,9.643146,3.2074978,2.9795332,-4.2904406,1
8.900859,6.548676,5.542318,4.005763,4.66228,3.9198458,4.6570516,3.0588408,3.1022203,4.9312,9.647784,3.2103302,2.9763474,-4.275629,1
8.914991,6.5584764,5.544579,4.013801,4.661375,3.9118412,4.6705747,3.049349,3.1046324,4.9423447,9.653635,3.223019,2.963682,-4.2652206,1
8.915781,6.5711517,5.527329,4.0248437,4.6444125,3.9051692,4.67182,3.0356858,3.1029105,4.9506397,9.64599,3.2227645,2.964924,-4.2926683,1
8.903779,6.553709,5.5380716,4.010206,4.658132,3.9169521,4.660383,3.0536547,3.103045,4.935445,9.646813,3.2131898,2.974132,-4.278401,1
8.9061,6.5554905,5.5386977,4.0116324,4.657878,3.9154992,4.662503,3.0518963,3.1027424,4.937456,9.647947,3.2151191,2.9721174,-4.2778673,1
8.909237,6.556836,5.5401607,4.011466,4.6612306,3.9157872,4.665014,3.0506275,3.1003995,4.939189,9.646962,3.2168832,2.9700713,-4.281157,1
8.921477,6.571472,5.5325923,4.0247517,4.647641,3.903892,4.677427,3.0355773,3.1043324,4.952695,9.649408,3.2282135,2.958911,-4.2806454,1
8.936629,6.6029735,5.502717,4.052598,4.6143723,3.8835807,4.6936007,3.002432,3.105921,4.9783216,9.641681,3.2411351,2.9479434,-4.314513,1
-1.675461,13.796411,4.152973,4.4336357,4.391115,3.491579,3.6777415,4.230475,3.987254,4.288226,5.4995074,4.6699286,3.9707355,5.5106,2
-1.666946,13.808607,4.1603346,4.411056,4.4017105,3.4747975,3.6611736,4.2492533,3.9964027,4.2950625,5.493741,4.6585016,3.9556608,5.507305,2
-1.6710083,13.798858,4.1553087,4.429271,4.393694,3.4885085,3.6749055,4.235524,3.9892,4.286974,5.4982357,4.6677966,3.9699512,5.5078835,2
-1.6705436,13.789848,4.1573353,4.449913,4.3919363,3.506035,3.6920807,4.2228675,3.9883506,4.2874236,5.4957523,4.669328,3.9889452,5.502748,2
-1.6680701,13.7979145,4.1598783,4.4318924,4.4006677,3.4881675,3.6754088,4.237497,3.996585,4.2875,5.4959297,4.660017,3.9783652,5.5058055,2
-1.6339968,13.781911,4.1731596,4.491635,4.391651,3.5404027,3.7294116,4.20358,3.9827018,4.292533,5.477827,4.678177,4.0491843,5.4658175,2
-1.6816055,13.772063,4.1379046,4.500771,4.360725,3.5308826,3.717348,4.173747,3.9579976,4.276229,5.5052733,4.7134843,4.0208945,5.5071535,2
-1.6946099,13.768893,4.1285872,4.504005,4.352537,3.5291262,3.7147627,4.1646996,3.9522142,4.270986,5.5125413,4.723707,4.0136204,5.51755,2
-1.6805556,13.772153,4.136278,4.502521,4.358137,3.5309315,3.7175825,4.171995,3.955015,4.2752028,5.5061727,4.716993,4.0227423,5.506706,2
-1.68185,13.772984,4.135517,4.501014,4.35765,3.5293913,3.7160745,4.1722846,3.954502,4.2757797,5.5066156,4.717374,4.020799,5.5080175,2
-1.6947527,13.768433,4.127908,4.5048423,4.351652,3.5295298,3.7152054,4.1637573,3.9514463,4.2702727,5.513089,4.7247705,4.014167,5.5175366,2
-1.6804628,13.7550745,4.13426,4.522768,4.352719,3.5480156,3.734223,4.1534867,3.952214,4.261765,5.5095553,4.725076,4.0370874,5.5020185,2
7.491573,6.3855834,4.300173,3.6904352,4.1008196,3.6748257,5.1939335,2.2456815,3.5729017,5.3987694,8.625627,3.8263752,1.855212,-6.686451,3
