data_unit,PH2,num_classes,difficulty,accuracy,top2accuracy,macro_f1,macro_precision,macro_recall
Spf,False,2,easy,0.6935817805383023,1.0,0.6650359874044085,0.8082901554404145,0.6979591836734693
Spf,False,2,average,0.7821011673151751,1.0,0.7821011673151751,0.7821485350897115,0.7821485350897115
Spf,False,2,hard,0.7063492063492064,1.0,0.7002314814814815,0.7270972633900875,0.7075275590551181
Spf,False,4,easy,0.7087857847976308,0.912142152023692,0.6985122362351964,0.7074413144388257,0.7147125670171617
Spf,False,4,average,0.7320717131474104,0.9601593625498008,0.7261907149544684,0.7262650603476835,0.7353593101979461
Spf,False,4,hard,0.6679764243614931,0.9292730844793713,0.6653832216969895,0.682864267374719,0.6670988987887991
Spf,False,6,easy,0.7387267904509284,0.9277188328912467,0.7353363007774324,0.7628117325380961,0.7402673626230974
Spf,False,6,average,0.7606100795755968,0.9290450928381963,0.7563891968523944,0.7610917725810102,0.7602245354545062
Spf,False,6,hard,0.6516927083333334,0.849609375,0.6471238679406842,0.6634868498278955,0.6497180606520853
Spf,False,8,easy,0.7667652859960552,0.9166666666666666,0.765787281937426,0.772827614022213,0.765133870824133
Spf,False,8,average,0.7524703557312253,0.8853754940711462,0.745946794072051,0.7623214152902802,0.7537517129818774
Spf,False,8,hard,0.7472852912142152,0.8894373149062191,0.742626299805959,0.7613463626608284,0.7480511475321214
Spf,False,10,easy,0.7751968503937008,0.9086614173228347,0.7725431156643702,0.7911217010920304,0.7764821714723757
Spf,False,10,average,0.7677165354330708,0.9019685039370079,0.7644528427665206,0.7737979532921855,0.769148368977927
Spf,False,10,hard,0.7692913385826772,0.9078740157480315,0.7679112905490124,0.7768240004555367,0.7713898253742748
Spf,True,2,easy,0.9648033126293996,1.0,0.9647978804131137,0.9658091770847644,0.965186074429772
Spf,True,2,average,0.5175097276264592,1.0,0.3648376616905507,0.7554240631163709,0.5137254901960784
Spf,True,2,hard,0.6031746031746031,1.0,0.5574521890311364,0.6686365555086534,0.6006614173228346
Spf,True,4,easy,0.5557749259624877,0.8746298124383021,0.4843013284274748,0.6036266847298103,0.5715319200801132
Spf,True,4,average,0.5786852589641435,0.852589641434263,0.5643118593936743,0.5821356735536762,0.5870691401600077
Spf,True,4,hard,0.4823182711198428,0.7632612966601179,0.4264993084998333,0.5103622577191944,0.4835605703699672
Spf,True,6,easy,0.5643236074270557,0.8381962864721485,0.5434273696051551,0.5864570171341009,0.5709965529150958
Spf,True,6,average,0.5172413793103449,0.8494694960212201,0.4805525877245757,0.5379362223503253,0.5225785243028672
Spf,True,6,hard,0.470703125,0.71484375,0.44987833289057705,0.5311807670383243,0.4688610330151608
Spf,True,8,easy,0.47928994082840237,0.7899408284023669,0.45675481097465576,0.5049457809885112,0.48478009757333407
Spf,True,8,average,0.4856719367588933,0.7514822134387352,0.45168207761586165,0.4843778138704149,0.49399725746674006
Spf,True,8,hard,0.4921026653504442,0.7211253701875617,0.47727785101126596,0.5074362984066086,0.4990508070310727
Spf,True,10,easy,0.45511811023622045,0.7279527559055118,0.4462256471250326,0.46404885880390345,0.45799295374785104
Spf,True,10,average,0.4456692913385827,0.7161417322834646,0.4221525728070981,0.4477438449659079,0.4511936201829535
Spf,True,10,hard,0.4566929133858268,0.7275590551181103,0.44183052726763156,0.45784403986646893,0.46051817363422554
Spv,False,2,easy,0.975609756097561,1.0,0.975551580202743,0.9772727272727273,0.975
Spv,False,2,average,0.627906976744186,1.0,0.558974358974359,0.7894736842105263,0.6190476190476191
Spv,False,2,hard,0.5,1.0,0.3333333333333333,0.25,0.5
Spv,False,4,easy,0.47058823529411764,0.6823529411764706,0.45544871794871794,0.6272875816993464,0.46639610389610386
Spv,False,4,average,0.47619047619047616,0.75,0.4087758374910905,0.36454116059379216,0.4799242424242424
Spv,False,4,hard,0.36470588235294116,0.6588235294117647,0.31421421421421425,0.396031746031746,0.35795454545454547
Spv,False,6,easy,0.46825396825396826,0.7142857142857143,0.4104473306096825,0.5599477778288445,0.45829725829725837
Spv,False,6,average,0.4523809523809524,0.6984126984126984,0.44450660450660456,0.5897225797605304,0.45270562770562767
Spv,False,6,hard,0.453125,0.75,0.3587505489679403,0.44823232323232326,0.44047619047619047
Spv,False,8,easy,0.5266272189349113,0.7514792899408284,0.5266235706884026,0.5538515406162465,0.5262175324675324
Spv,False,8,average,0.4437869822485207,0.7100591715976331,0.40734681984681986,0.44181878857222107,0.4395833333333333
Spv,False,8,hard,0.5857988165680473,0.7159763313609467,0.5607542305015709,0.5972934704184705,0.5818993506493506
Spv,False,10,easy,0.419811320754717,0.6084905660377359,0.40751998408224965,0.44206363571069457,0.4203896103896104
Spv,False,10,average,0.39622641509433965,0.660377358490566,0.34414111606019826,0.3380587264282916,0.38831168831168833
Spv,False,10,hard,0.4056603773584906,0.6037735849056604,0.3682620582889729,0.4858856469201297,0.3999350649350649
Spv,True,2,easy,1.0,1.0,1.0,1.0,1.0
Spv,True,2,average,0.7209302325581395,1.0,0.7013888888888888,0.7826704545454546,0.7153679653679654
