data_unit,PH2,num_classes,difficulty,accuracy,top2accuracy,macro_f1,macro_precision,macro_recall
Spf,False,2,easy,0.6525911708253359,1.0,0.6133382536851385,0.7633026831474223,0.6544475227681334
Spf,False,2,average,1.0,1.0,1.0,1.0,1.0
Spf,False,2,hard,0.534516765285996,1.0,0.43475056689342406,0.5715541165587419,0.524089068825911
Spf,False,4,easy,0.6821705426356589,0.9089147286821705,0.6800344917455716,0.7411406230636326,0.6831071153590238
Spf,False,4,average,0.7582524271844661,0.9631067961165048,0.753836578164402,0.7634148890529546,0.760157909998099
Spf,False,4,hard,0.796895213454075,0.9495472186287193,0.7968404648880248,0.8101052628491652,0.7977722914881875
Spf,False,6,easy,0.7181314330958036,0.9311163895486936,0.711889254595113,0.7339077321649551,0.7138762804056922
Spf,False,6,average,0.7249666221628839,0.9025367156208278,0.7133981826224763,0.7306231594177272,0.7251686009356756
Spf,False,6,hard,0.6450068399452804,0.9370725034199726,0.6339361325209308,0.647945557539817,0.6381564528844494
Spf,False,8,easy,0.734,0.8825,0.7249170959983684,0.7344829714797027,0.7410321508675889
Spf,False,8,average,0.712832108535896,0.9293386093838327,0.7089619792390917,0.7198322469269967,0.7082684282475297
Spf,False,8,hard,0.6189931350114416,0.9153318077803204,0.5925110638998193,0.6204360062630688,0.6133081923884356
Spf,False,10,easy,0.8126232741617357,0.9191321499013807,0.8108183108846628,0.818074998008527,0.8141072081354259
Spf,False,10,average,0.7945151033386327,0.9157392686804452,0.7885331776544576,0.802826958898701,0.7962957671192099
Spf,False,10,hard,0.7627118644067796,0.9165923282783229,0.7471257375171084,0.7950073299708355,0.7556755227626968
Spf,False,12,easy,0.7135173897454284,0.8798852635353173,0.704191452229455,0.7092447995320466,0.712572390137555
Spf,False,12,average,0.733510109380179,0.9045409347033477,0.7286998293537384,0.7348326214905959,0.7357824703226283
Spf,False,12,hard,0.8369565217391305,0.9242424242424242,0.838725505658712,0.8470065076638114,0.8375173477665787
Spf,False,14,easy,0.7935086737548964,0.9196978175713486,0.7934880312773103,0.8043420408817663,0.7952403688933268
Spf,False,14,average,0.7501532801961986,0.9196811771919068,0.7495559323150244,0.758206643870966,0.7534023525576798
Spf,False,14,hard,0.7954891801280097,0.9231941481255714,0.7949398690621151,0.8015572515268412,0.7960183680400091
Spf,False,16,easy,0.8136863136863137,0.9323176823176823,0.8115650865730172,0.8183706592604166,0.8131217269540293
Spf,False,16,average,0.8473605577689243,0.9439741035856574,0.846147258941826,0.8526958049582112,0.8499517641053949
Spf,False,16,hard,0.7881397637795275,0.9116633858267716,0.785854156607224,0.7980422229493112,0.7905212328914555
Spf,False,18,easy,0.8157398680490103,0.9267200754005656,0.8189089473650233,0.8265056168375969,0.815930833540454
Spf,False,18,average,0.7802836549639619,0.9167635433620088,0.781491232175202,0.8000767881672106,0.7828965189221261
Spf,False,18,hard,0.8217018316716902,0.9223278460468352,0.8185576175110675,0.8223952812198351,0.8213781775928896
Spf,False,20,easy,0.7925867507886435,0.9146293375394322,0.7905169183148987,0.7993761410227989,0.7930311071269028
Spf,False,20,average,0.8136745301879248,0.9292283086765294,0.8139142902923047,0.8238123908613122,0.815978818358795
Spf,False,20,hard,0.7753608031792512,0.9077598828696926,0.7687904890127698,0.7789121141830594,0.7725865585872416
Spf,False,22,easy,0.8134861006761833,0.9256198347107438,0.8134531431624165,0.8203074082731592,0.8157068971314215
Spf,False,22,average,0.7773156899810965,0.9107750472589792,0.7750661928909472,0.7832438387583271,0.7750709032954671
Spf,False,22,hard,0.7963834997174609,0.9137313995102656,0.7938629259677955,0.809247830964658,0.7976650876554949
Spf,False,24,easy,0.7740044819858645,0.9113945871401482,0.7728912515106997,0.7788977679439711,0.7729817936488486
Spf,False,24,average,0.8200858369098712,0.9318454935622318,0.819872832153553,0.8280009505973159,0.8201151883576074
Spf,False,24,hard,0.8282462493533368,0.9318848077254699,0.8272288461047275,0.8335411643290446,0.8264533443677915
Spf,False,26,easy,0.8085510688836105,0.920665083135392,0.8083325761268099,0.8182033350638561,0.8078354309470869
Spf,False,26,average,0.8149905123339658,0.9214104996837444,0.8143230429345948,0.8160438081700316,0.8152879000685624
Spf,False,26,hard,0.8156309448319594,0.9270767279644896,0.8134748266114724,0.8219840790764117,0.8138081055683045
Spf,False,28,easy,0.8135269953051644,0.9313380281690141,0.8126248090069774,0.8155709119128594,0.8128345655476017
Spf,False,28,average,0.8088321596244131,0.929137323943662,0.8073293287373039,0.8139123235271535,0.8076697994334922
Spf,False,28,hard,0.820862676056338,0.9284037558685446,0.8198515842175226,0.8227349907393503,0.8201820495709126
Spf,True,2,easy,0.8598848368522073,1.0,0.8575996405638655,0.8865869455326678,0.8606428129328894
Spf,True,2,average,1.0,1.0,1.0,1.0,1.0
Spf,True,2,hard,0.621301775147929,1.0,0.6211824040347436,0.6225438130642592,0.622165991902834
Spf,True,4,easy,0.6676356589147286,0.9089147286821705,0.6578504298952659,0.6835031787209569,0.6647745844963603
Spf,True,4,average,0.5776699029126213,0.9310679611650485,0.499018249924316,0.6806948158051099,0.5709272858418217
Spf,True,4,hard,0.7283311772315654,0.9469598965071151,0.7236451845602847,0.7900352551532707,0.729319355768443
Spf,True,6,easy,0.6967537608867775,0.946159936658749,0.6893812204386806,0.7147870354600242,0.6982919795272737
Spf,True,6,average,0.5473965287049399,0.7883845126835781,0.5285691821087123,0.5409706180872697,0.5462790072066596
Spf,True,6,hard,0.43912448700410395,0.6935704514363885,0.4406539479791296,0.45022604775895636,0.4386394672993523
Spf,True,8,easy,0.5305,0.795,0.49428804590346587,0.5647081466342389,0.5349342018056991
Spf,True,8,average,0.5765969474279253,0.7998869417750142,0.5344299550032907,0.5638188682872276,0.5686292496662185
Spf,True,8,hard,0.40217391304347827,0.6481693363844394,0.3634279428830021,0.3991915216472216,0.3955752168880352
Spf,True,10,easy,0.4970414201183432,0.7112426035502959,0.4875984234014562,0.520829347924127,0.5021380494377008
Spf,True,10,average,0.4996025437201908,0.7432432432432432,0.4859780799402909,0.5041241390726159,0.5039645814404088
Spf,True,10,hard,0.5205173951828724,0.7225691347011597,0.5192634235514861,0.5323301869993906,0.5216174399985873
Spf,True,12,easy,0.45679455001792757,0.680172104697024,0.43225193535862566,0.45738111991577846,0.4561884792677644
Spf,True,12,average,0.4196221411998674,0.6446801458402387,0.3891855934164319,0.41315045886589585,0.4179033607745128
Spf,True,12,hard,0.4720026350461133,0.7055335968379447,0.45721485355428326,0.46424794293748467,0.47646364263584
Spf,True,14,easy,0.47285954113038614,0.6992165640738668,0.4653086581606068,0.469955270983458,0.4751228716044458
Spf,True,14,average,0.4331698344573881,0.6597179644389944,0.41837096138757907,0.42875279644501185,0.43801805383997705
Spf,True,14,hard,0.4885705577567815,0.6839378238341969,0.48300740305594025,0.4946658592271837,0.48937814659727114
Spf,True,16,easy,0.4532967032967033,0.6825674325674326,0.43571305701463475,0.4478752923955944,0.45528597967804774
Spf,True,16,average,0.44223107569721115,0.6690737051792829,0.43503340255651035,0.4554380457780193,0.44527214949358285
Spf,True,16,hard,0.4562007874015748,0.6786417322834646,0.44135845315775707,0.4499923369335029,0.4579206992951519
Spf,True,18,easy,0.4507540056550424,0.676248821866164,0.4300851854050131,0.4559098527157611,0.451674958868001
Spf,True,18,average,0.4694257149500116,0.6751918158567775,0.45549631682000064,0.47096816097541766,0.4727426149188949
Spf,True,18,hard,0.4618594945513564,0.6563876651982379,0.4470373808952458,0.4626547060496708,0.46053205258291646
Spf,True,20,easy,0.4597791798107255,0.6646293375394322,0.4470714345308737,0.45984399379947866,0.46150012206942054
Spf,True,20,average,0.46761295481807275,0.6767293082766893,0.46094081499493644,0.47385749399529553,0.470668518105958
Spf,True,20,hard,0.45931813428153107,0.6657603011922192,0.44426529895583117,0.4569975130898975,0.45975042708634595
Spf,True,22,easy,0.45379413974455296,0.6572126220886552,0.4435435466470276,0.4529604689026119,0.4570012536775622
Spf,True,22,average,0.4659735349716446,0.7003780718336484,0.45969682402064016,0.4737908553732585,0.46678947446096586
Spf,True,22,hard,0.5038613674891693,0.7159540403089094,0.4951292325895767,0.5050388670839615,0.5062673212144688
Spf,True,24,easy,0.48646785037062573,0.6912601275642131,0.4718850638011887,0.48587992193065793,0.48731996473684647
Spf,True,24,average,0.49871244635193135,0.7095278969957082,0.49139571436971574,0.49969642078507526,0.500892440412824
Spf,True,24,hard,0.4980168994654251,0.7140886359717192,0.48828770796951604,0.5002375956875047,0.4993761456607139
Spf,True,26,easy,0.4932699920823436,0.7051464766429137,0.4830293226831089,0.49072320646327017,0.4949580201347244
Spf,True,26,average,0.5079063883617964,0.7160025300442757,0.49915835829829236,0.5084307004152491,0.5091800330572266
Spf,True,26,hard,0.5088776157260622,0.7276474318325935,0.5002135140338418,0.5146141936557856,0.5096568926652575
Spf,True,28,easy,0.5425469483568075,0.738556338028169,0.5370305052138249,0.54364584758938,0.5435403529929959
Spf,True,28,average,0.5319835680751174,0.7447183098591549,0.5219933630186473,0.5350328903248369,0.5332836514175019
Spf,True,28,hard,0.5384389671361502,0.738556338028169,0.533174200733926,0.5407835538902065,0.5395213452464417
Spv,False,2,easy,0.5227272727272727,1.0,0.38193979933110367,0.7558139534883721,0.5227272727272727
Spv,False,2,average,1.0,1.0,1.0,1.0,1.0
Spv,False,2,hard,0.4883720930232558,1.0,0.328125,0.2441860465116279,0.5
Spv,False,4,easy,0.5465116279069767,0.8023255813953488,0.48675636420734464,0.5557203389830508,0.5340909090909091
Spv,False,4,average,0.4186046511627907,0.7209302325581395,0.3032648180320841,0.4833333333333333,0.40909090909090906
Spv,False,4,hard,0.7384615384615385,0.9384615384615385,0.7020960108181203,0.8047619047619047,0.7424242424242425
Spv,False,6,easy,0.6037735849056604,0.8584905660377359,0.5259547092125579,0.5558393532851738,0.5917748917748917
Spv,False,6,average,0.544,0.76,0.5065398160044533,0.5532756132756133,0.5305435305435304
Spv,False,6,hard,0.45901639344262296,0.6065573770491803,0.4103539013321622,0.5807098765432098,0.45471886787676263
Spv,False,8,easy,0.39520958083832336,0.6826347305389222,0.3699801650303782,0.44532375740063557,0.3865440115440115
Spv,False,8,average,0.527027027027027,0.8445945945945946,0.5014989444053484,0.5200884113927593,0.5227679588581845
Spv,False,8,hard,0.4383561643835616,0.6095890410958904,0.36283595204746977,0.4052242161232309,0.4219640009113693
Spv,False,10,easy,0.42924528301886794,0.6415094339622641,0.4139102875167707,0.45523917748917747,0.4339177489177489
Spv,False,10,average,0.5190476190476191,0.680952380952381,0.4850095160479671,0.49910452349582785,0.5155122655122655
Spv,False,10,hard,0.44385026737967914,0.6149732620320856,0.4080435552894486,0.45148397668766016,0.4392977392977393
Spv,False,12,easy,0.4978540772532189,0.6995708154506438,0.45512086009541713,0.456347990654417,0.4953913709894571
Spv,False,12,average,0.4365079365079365,0.6071428571428571,0.4013222470061651,0.46614440372398774,0.42888059795954536
Spv,False,12,hard,0.4505928853754941,0.5810276679841897,0.42483627508991945,0.5106123670887216,0.4496572871572872
Spv,False,14,easy,0.48322147651006714,0.6845637583892618,0.46345329774836613,0.48125449552580896,0.48398268398268396
Spv,False,14,average,0.3014705882352941,0.5919117647058824,0.24037005245376186,0.3068246525723344,0.2967976467976468
Spv,False,14,hard,0.33941605839416056,0.5912408759124088,0.28804343055539766,0.3028660951497705,0.3422410922410923
Spv,False,16,easy,0.4281437125748503,0.6646706586826348,0.39256202413481706,0.4627812658878835,0.4259298815219868
Spv,False,16,average,0.5373134328358209,0.7194029850746269,0.5283829920001768,0.5594149674813871,0.5358585858585858
Spv,False,16,hard,0.4778761061946903,0.7463126843657817,0.46331928948958995,0.5195949231801875,0.4764781271360219
Spv,False,18,easy,0.5536723163841808,0.7655367231638418,0.5438995518377192,0.5759438497094187,0.5510243969996291
Spv,False,18,average,0.42896935933147634,0.6406685236768802,0.3867082304581701,0.37674332589510795,0.4325184619302267
Spv,False,18,hard,0.5555555555555556,0.7416666666666667,0.5469115691592815,0.5811384767360822,0.5515886418363198
Spv,False,20,easy,0.49645390070921985,0.6950354609929078,0.48142261973072814,0.5118477026111476,0.4973137388926864
Spv,False,20,average,0.5347721822541966,0.7218225419664268,0.5219119155946383,0.5494846681096681,0.5364929368876737
Spv,False,20,hard,0.506265664160401,0.6992481203007519,0.49440797743431186,0.5172381399136863,0.5049076039380749
Spv,False,22,easy,0.4572072072072072,0.7094594594594594,0.43498424129414237,0.469797876083491,0.4613275613275613
Spv,False,22,average,0.4988662131519274,0.7120181405895691,0.4912198216532753,0.525905437899761,0.49764237433410363
Spv,False,22,hard,0.5259593679458239,0.7020316027088036,0.5136175720395246,0.5441800678403387,0.5265177735102547
Spv,False,24,easy,0.47107438016528924,0.6859504132231405,0.44210554480501846,0.49637632682448085,0.46908509746038346
Spv,False,24,average,0.5576131687242798,0.7695473251028807,0.549808287008091,0.5922739095179648,0.5584133258046302
Spv,False,24,hard,0.5144628099173554,0.7417355371900827,0.49595467644612273,0.5353950441905232,0.5117006944238065
Spv,False,26,easy,0.4117647058823529,0.6451612903225806,0.3622848676209104,0.4112412367670524,0.410747322852586
Spv,False,26,average,0.4250474383301708,0.6375711574952562,0.4086628264766259,0.46773013053301987,0.4265756816283133
Spv,False,26,hard,0.3821292775665399,0.6463878326996197,0.35894108696476024,0.42027761943938413,0.37902574618364093
Spv,False,28,easy,0.5422535211267606,0.7623239436619719,0.5290099443719289,0.5495330955284312,0.5419186293455299
Spv,False,28,average,0.5475352112676056,0.7482394366197183,0.5283675697300808,0.5906886547312389,0.5471872723334712
Spv,False,28,hard,0.5721830985915493,0.7887323943661971,0.5517151830131717,0.597083134807307,0.5707534830341847
Spv,True,2,easy,0.6363636363636364,1.0,0.5954022988505747,0.7291666666666667,0.6363636363636364
Spv,True,2,average,1.0,1.0,1.0,1.0,1.0
Spv,True,2,hard,0.4883720930232558,1.0,0.328125,0.2441860465116279,0.5
Spv,True,4,easy,0.5465116279069767,0.9186046511627907,0.42964960337841696,0.5112100737100738,0.5340909090909092
Spv,True,4,average,0.5930232558139535,0.9883720930232558,0.5167151162790697,0.4826839826839827,0.6022727272727273
Spv,True,4,hard,0.7076923076923077,0.9076923076923077,0.6988318462002673,0.7336898395721926,0.7063492063492064
Spv,True,6,easy,0.5094339622641509,0.8113207547169812,0.47975135975135974,0.5885167464114833,0.502900432900433
Spv,True,6,average,0.384,0.6,0.3440023889212899,0.36920116920116924,0.3846801346801347
Spv,True,6,hard,0.28688524590163933,0.4672131147540984,0.20632586367880487,0.19308574879227056,0.28106060606060607
Spv,True,8,easy,0.38323353293413176,0.5988023952095808,0.3141154438622793,0.3677741190707837,0.37534271284271287
Spv,True,8,average,0.43243243243243246,0.7027027027027027,0.41800408950765655,0.48812217194570134,0.42793672492920615
Spv,True,8,hard,0.2671232876712329,0.4589041095890411,0.20530611412964353,0.2130007558578987,0.2563388991960421
Spv,True,10,easy,0.33962264150943394,0.6084905660377359,0.31601118835204794,0.36625525073287674,0.34335497835497836
Spv,True,10,average,0.3523809523809524,0.6047619047619047,0.31156259056259056,0.386723044397463,0.3487662337662337
Spv,True,10,hard,0.39572192513368987,0.5347593582887701,0.38581768968907026,0.45286160270834597,0.3966249799583133
Spv,True,12,easy,0.3562231759656652,0.5364806866952789,0.30850287122781894,0.40090754518768096,0.35333167629818346
Spv,True,12,average,0.25396825396825395,0.4801587301587302,0.23324551397383086,0.257472561965843,0.25039904053061945
Spv,True,12,hard,0.2845849802371542,0.5138339920948617,0.2535936707244337,0.2894070917508418,0.285479797979798
Spv,True,14,easy,0.3422818791946309,0.5302013422818792,0.3259650249949018,0.4395739928070755,0.3412801484230056
Spv,True,14,average,0.25735294117647056,0.45588235294117646,0.20561882906710494,0.2503983841640371,0.25815850815850816
Spv,True,14,hard,0.28832116788321166,0.43795620437956206,0.25928806231233836,0.32199561454935804,0.2867684946632315
Spv,True,16,easy,0.36826347305389223,0.5778443113772455,0.34013974925224727,0.3820008557257025,0.36656959633933317
Spv,True,16,average,0.3850746268656716,0.6,0.3738016621476504,0.4208669770435738,0.3857864357864358
Spv,True,16,hard,0.3421828908554572,0.5427728613569321,0.3217631528884396,0.3835100350115206,0.34162109820004555
Spv,True,18,easy,0.3615819209039548,0.6016949152542372,0.3586823334677318,0.3910787896082014,0.3628016118728193
Spv,True,18,average,0.37047353760445684,0.5793871866295265,0.3451784482153594,0.4224281707891251,0.3728927934810288
Spv,True,18,hard,0.3388888888888889,0.5472222222222223,0.29749359673185255,0.35092880335593624,0.3374032228521392
Spv,True,20,easy,0.31678486997635935,0.5342789598108747,0.307323295543256,0.3321098498026492,0.31846092503987244
Spv,True,20,average,0.3333333333333333,0.5251798561151079,0.31335726648028395,0.3594968851678954,0.3356759322548796
Spv,True,20,hard,0.3458646616541353,0.5388471177944862,0.3190197414784507,0.3503045740173886,0.34635632142557354
Spv,True,22,easy,0.3333333333333333,0.5135135135135135,0.30482696470780885,0.33344303688841503,0.3341166769738198
Spv,True,22,average,0.32653061224489793,0.4897959183673469,0.3131115975456204,0.32930784977388555,0.32710039890491016
Spv,True,22,hard,0.3002257336343115,0.49435665914221216,0.27572922732433114,0.2807571815106612,0.30303681281124895
Spv,True,24,easy,0.30578512396694213,0.5,0.2773951827340175,0.3184817709580704,0.30513487275500994
Spv,True,24,average,0.33127572016460904,0.5329218106995884,0.3064917064443915,0.3460200751534681,0.33209109730848857
Spv,True,24,hard,0.34297520661157027,0.5165289256198347,0.3270358076530117,0.3824464979996667,0.3453191608798016
Spv,True,26,easy,0.2884250474383302,0.45540796963946867,0.2424832553105432,0.2783539713977676,0.2906016556542872
Spv,True,26,average,0.2903225806451613,0.44022770398481975,0.25921671143630876,0.3290864838180234,0.2919723551302499
Spv,True,26,hard,0.25285171102661597,0.43155893536121676,0.2334835701928565,0.31542395695455533,0.2546721348826612
Spv,True,28,easy,0.29577464788732394,0.49295774647887325,0.2651057040124569,0.29128385035456406,0.29674480814831694
Spv,True,28,average,0.31161971830985913,0.49295774647887325,0.292433342966034,0.3260869850304515,0.3123439912913597
Spv,True,28,hard,0.29577464788732394,0.4612676056338028,0.272526310555052,0.28847883929332396,0.29694677209297093
