data_unit,PH2,num_classes,difficulty,accuracy,top2accuracy,macro_f1,macro_precision,macro_recall
Spf,False,2,easy,0.9895397489539749,1.0,0.9894696492379815,0.990014114326041,0.9890047009525151
Spf,False,2,average,0.974609375,1.0,0.974608503252141,0.9746230849050845,0.9746013580529488
Spf,False,2,hard,0.7558139534883721,1.0,0.741852487135506,0.8238077972635154,0.7549239066748794
Spf,False,4,easy,0.9113441372735939,0.9809342230695901,0.9119917447240214,0.9175949628249769,0.9115108745356837
Spf,False,4,average,0.9424390243902439,0.9824390243902439,0.9423481591872525,0.9429246921240774,0.9428335909943016
Spf,False,4,hard,0.9737903225806451,0.9838709677419355,0.9737330273189486,0.9744147010310803,0.9735038954853197
Spf,False,6,easy,0.9494609164420486,0.9871967654986523,0.9498344281120289,0.9511389222370871,0.9500875783548958
Spf,False,6,average,0.9595300261096605,0.9862924281984334,0.9597362929894775,0.9609482336334901,0.9594629391618406
Spf,False,6,hard,0.8957219251336899,0.9852941176470589,0.8907404422158324,0.9001487169464779,0.8898269931263845
Spf,False,8,easy,0.9713438735177866,0.9886363636363636,0.9715297803892299,0.9718238618934192,0.971447552631838
Spf,False,8,average,0.9327603640040445,0.9853387259858443,0.9295939012304903,0.9355186232506264,0.9288648721474613
Spf,False,8,hard,0.971540726202159,0.9882237487733072,0.9716766216692816,0.9719560374893147,0.9714926076562288
Spf,False,10,easy,0.9384255650818394,0.9816835541699143,0.9383899395336993,0.9390428982116624,0.9387472483131539
Spf,False,10,average,0.9553712480252765,0.9830173775671406,0.9558596849045436,0.9564653211303442,0.955562681461846
Spf,False,10,hard,0.9562475364603863,0.9877808435159637,0.9560214796363503,0.9557980356320858,0.9567424592353919
Spf,True,2,easy,0.9309623430962343,1.0,0.930499684970678,0.9309809456598448,0.9300931387221156
Spf,True,2,average,0.92578125,1.0,0.9257404580152673,0.9264847512038523,0.9257038223849852
Spf,True,2,hard,0.7829457364341085,1.0,0.7814981171453201,0.7899603902408951,0.7826420083229422
Spf,True,4,easy,0.8913250714966635,0.9742612011439467,0.8908091615275755,0.8925031717204611,0.8917597085536018
