0,1,2,3,4,5,6,7,class_numeric
-0.35475112384095747,-0.0405084280089512,-0.20300414725436056,-0.38922142186353764,0.10636817256276697,-0.21804385405271332,-0.27350577935173387,-0.016669782062820705,0
-0.35653475795894707,0.06259332070580984,-0.2820396466888865,-0.44329969055148727,0.20575180111582825,-0.26386338913077456,-0.20272233578366589,-0.02705357052517143,1
-0.4565769354228358,-0.13125144126331062,-0.14608393884282406,-0.27444442931040647,0.04496399073573449,-0.1502030896841643,0.08641794218491018,-0.14824464084732117,2
-0.440658879227395,-0.17122369896415393,-0.14587693209488325,-0.24041122021376002,0.1135195625639294,-0.11032980023838988,-0.29041068502065365,-0.030134553845775153,3
-0.4209604070054408,-0.012120599062323765,-0.3261673288843745,-0.39293303394019613,0.20701664727433353,-0.23494853818552253,-0.22678110998486772,-0.038755582556359455,4
-0.3853335053472989,0.03440943350820385,-0.29901104829597325,-0.41355270284008294,0.21620167880237695,-0.2448108858998093,-0.23791276625026217,-0.025518499265509767,5
0.14604848351029048,0.07611000225753542,0.19052870418623688,-0.3744666554933748,-0.031662512779283676,0.01257948550276059,-0.02660208056549215,0.1580526747729752,0
0.20702793919144705,0.16874929914354764,0.003203672599335393,-0.43407398848090084,-0.24609548674614162,0.29918045773137775,-0.05650772308244968,0.044205851150045904,1
0.4358381628655557,0.02702370507504031,-0.14566388238222122,-0.3492177337881236,-0.17752387755980428,0.41733384187840233,-0.004655402520360035,-0.00772289928953886,2
0.3968304394382358,0.016057112085550464,-0.10240360757662549,-0.3323968061741377,-0.1697086855884838,0.34600661934562776,0.08114832107259912,-0.030725154289043745,3
0.5149721972482157,-0.05324407471274779,-0.07422334970754485,-0.30524092004964,-0.0011088817744270975,0.3577124539855547,-0.05189257710394237,0.07531011350335776,4
0.4049413615383507,0.058274370424257045,-0.17038511581327345,-0.3566082977733245,-0.22750151293721182,0.42037664905586974,-0.039484398082121536,0.0058907611793920225,5
-0.38758273560950846,-0.09053135871098862,-0.20575992586486244,-0.31425713137639455,0.11815888568187612,-0.17155547220811646,-0.32288901939379216,0.017914978426769992,0
-0.4207397747973616,0.01949368221304933,-0.30400453769423147,-0.3563447264969312,0.23512406942148797,-0.20704173337124454,-0.19767687450017776,-0.004376876327485839,1
-0.27091741223463195,0.16904456249268116,-0.2194015304380216,-0.46287075168665714,0.1002618859763088,-0.2718549209234304,0.16161668148266065,-0.08512150021072022,2
-0.32025887571430584,0.11470197846623266,-0.22750363200726526,-0.39785973715690315,0.07973129916143153,-0.23868333587743107,0.25328200642712384,-0.10487765030491945,3
-0.43054151011637276,0.03979820588613271,-0.40958834224935525,-0.34396013556774346,0.23098954976844338,-0.20821318368144145,-0.16907394340077694,-0.03869008516121837,4
-0.4551965568204177,-0.027130677580026578,-0.36416522753585545,-0.25089422273993367,0.224251806535513,-0.1487933857369137,-0.223142474654517,0.0010444464628130339,5
0.24223380348936507,0.08593407817672247,0.13980536910161215,-0.43470752777174865,-0.028190128051027608,0.18609103654965403,-0.022460939625364443,0.1667746664837539,0
0.1988424412086532,0.16770283095404231,0.03280947366391942,-0.44865411718870846,-0.23116710388827763,0.31088571132217496,-0.0463755498346327,0.07010900805096837,1
0.4949992314768758,-0.036464001190118736,-0.02989767505959654,-0.34329754062556656,-0.013702313176592863,0.34639189833139994,0.05958021460345041,0.01754540033068761,2
0.47469921263728904,-0.055750284791420135,-0.0011997496756108767,-0.3135854926360334,0.0012023187933267291,0.27469763493792765,0.11792475083237539,-0.0026783564001826216,3
0.4947304089953933,-0.01603221642316546,-0.05837686051348041,-0.36489672862424666,-0.030703106760317317,0.39920135668834483,-0.025152881887627227,0.04919902769691787,4
0.1511687278012088,0.19240901713257175,0.008511760200516163,-0.4215967184601228,-0.27026450630876037,0.2502140042420944,-0.036059138413713394,0.03061852577710832,5
-0.3727190340392044,-0.1252628633298698,-0.22910071049359698,-0.31689805256532044,0.071294383012843,-0.17530131316655798,-0.29675563717359155,-0.01126583606853056,0
-0.40712999570419184,0.05856969058798493,-0.3724497449971543,-0.38619374023421926,0.2335422070909402,-0.2273259581365863,-0.18016336320925383,-0.03918831299487761,1
-0.47080393606949755,-0.15791079356417068,-0.19747984776273766,-0.15949412224430343,0.02804325525329575,-0.09252199258131091,0.17184511634631847,-0.16921186566314225,2
-0.30951303286630716,0.1664701692401312,-0.26470954451310985,-0.4377619020529485,0.12486335080613432,-0.2576226596234147,0.1801276973477757,-0.09842850792373761,3
-0.41960747862036707,0.03498027390915825,-0.41468728972066654,-0.335607220655966,0.213394012586284,-0.19744218897402646,-0.17498192512474314,-0.059952949692562596,4
-0.3984591590517055,0.08346830179602727,-0.3675563028608797,-0.31857593371001963,0.24089460584856426,-0.18629771536887546,-0.19948816234089692,0.0026343151014191573,5
0.36018752498856094,-0.005861871719808113,0.09995227349868711,-0.4055569964431336,0.05095502005523675,0.22516992061554542,-0.025768157158232673,0.12941426597555092,0
