0,1,2,3,4,5,6,7,8,class_numeric
-0.339123580531783,-0.0939652348437799,-0.20213397516112253,-0.3399831077949118,0.04230976300041875,-0.11475000141916647,0.32752721099048643,-0.18530577756510658,-0.05197783825962449,0
-0.33829215541875923,-0.12449111214906756,-0.2049293152010009,-0.35349767892884176,0.06048515171669485,-0.1268907006022317,0.3190071867262384,-0.17844157726172158,-0.061021286743267844,0
-0.34733624808394975,-0.09417291385906501,-0.20571488849878097,-0.3455948361716934,0.04566497430838387,-0.11731600077396166,0.3216074328070358,-0.17797046852801432,-0.07634383582186267,0
-0.35853270845608887,-0.07530990934020337,-0.21150550430463863,-0.3362101872937101,0.037513479683892785,-0.10993338813594355,0.32490481608489036,-0.17364163323952098,-0.08371783165448449,0
-0.3577640735733415,-0.08143582963329048,-0.2092043917492108,-0.33250990925584206,0.042317561679025534,-0.11215449388880115,0.32683574824948547,-0.16850382704062777,-0.05877688697998981,0
-0.33779986433216064,-0.13312403054085672,-0.20230396930906863,-0.3541371821354204,0.06499903722873134,-0.1299483196163244,0.31634472345341463,-0.17140615543824989,-0.05653000236558051,0
-0.32449187810666025,-0.15983404950641522,-0.18975214434796642,-0.3651060667843035,0.0768473505279331,-0.1394679269860049,0.30698148918400076,-0.1694019736698902,-0.04801941306850194,0
-0.3337544481823899,-0.13648272758824273,-0.1921858126830635,-0.35429044131334164,0.06907004867277766,-0.12843582490473354,0.3166578222792357,-0.1719639599363363,-0.04635366893747231,0
-0.34103181213843814,-0.12908970884640333,-0.1872050296839173,-0.3547330553311662,0.0734264376920664,-0.1262450001922678,0.31858202048917533,-0.17007350401918503,-0.04544667749758628,0
-0.32276514689907376,-0.15327271945449952,-0.16914823352741082,-0.3735070363089897,0.09118208231523206,-0.13658859432460252,0.30492866086448017,-0.181142401360989,-0.04647314290207898,0
-0.3130876416124119,-0.15011574968621452,-0.15304055754355292,-0.3849657992061494,0.09443369316161546,-0.14135679209917137,0.2944391724473351,-0.18667351220983058,-0.052140353272920464,0
-0.29057859138438896,-0.15306122644245498,-0.12972238973101596,-0.38769806953948116,0.0976745161045288,-0.13635257083756208,0.290870568983731,-0.20655641411780953,-0.03592198298022949,0
-0.300149637112925,-0.3089821433657829,-0.15548856743317288,-0.41158853583480176,0.19646326551771048,-0.20037565166041257,0.18834140244456987,-0.13050061157161943,-0.04125096507632404,1
