0,1,2,active_hand,class_numeric
-0.3592006033767211,-0.41622701305128706,-0.16649402950805006,1,0
0.40649844317282363,0.07370191049937797,-0.4154335277706444,0,0
-0.3569759588701759,-0.4104161698154362,-0.16714585332526188,1,0
0.40954548707390137,0.07388262113041254,-0.41742209796274204,0,0
-0.3535347288834247,-0.41409623998419987,-0.1637543372125167,1,0
0.417829018409156,0.07591729839865156,-0.4142523699613895,0,0
-0.3579232408175092,-0.4211219317675762,-0.163258743661511,1,0
0.4195771997859885,0.07608999507077402,-0.4161999047072098,0,0
-0.35919494893741843,-0.4209199279167991,-0.16487072351519555,1,0
0.41803006703132495,0.07564744922145,-0.41516079177876136,0,0
-0.3536628661610079,-0.40486501181567724,-0.16673580212225342,1,0
0.42219882249637547,0.07742200267802829,-0.41455940753634807,0,0
-0.34931679560956275,-0.3962649095190419,-0.16636615713662906,1,0
0.4349336921180025,0.07975164017972144,-0.41566648346012647,0,0
-0.35233522472174383,-0.40372092813976546,-0.16196259759522252,1,0
0.4247948259108346,0.0780056206947671,-0.41447422754470903,0,0
-0.35003864290969655,-0.4100905911591294,-0.1583244438039313,1,0
0.43595672967780985,0.0789291819776145,-0.41650556434565666,0,0
-0.33908635579810575,-0.39797117379919833,-0.14736082242829818,1,0
0.4427059171564971,0.07935411146237357,-0.4152462218268186,0,0
-0.3267379267637384,-0.39369640681807744,-0.13978562941317027,1,0
0.4394836297195356,0.07956593772290793,-0.4118294524849407,0,0
0.42495186267132407,0.07754977247964193,-0.4135944523319928,0,0
-0.32257472696513506,-0.3881346471532253,-0.12943835435549084,1,0
0.46514321903311734,0.08217832834584067,-0.4099381287380239,0,1
-0.32105664872399314,-0.33379429622294504,-0.1255953193840767,1,1
0.4639488427903083,0.08145710398499846,-0.40755817935805216,0,1
-0.32047993820221204,-0.33400307138675267,-0.12581492808911804,1,1
0.45827626375986585,0.0802767378458759,-0.4086977081319434,0,1
-0.3249004033277469,-0.34267149779081296,-0.12934867951087656,1,1
0.45608501718396993,0.08174240492718059,-0.40816436290476243,0,1
-0.3399741317557336,-0.36613770487301067,-0.13550422200654366,1,1
0.4262676998534382,0.07670597251805508,-0.41578862793532345,0,1
-0.3323435890895078,-0.36183702025170195,-0.13093437363256524,1,1
0.45263187279933365,0.08053687759891992,-0.4160086894297556,0,1
-0.34553287206415173,-0.3833206680967249,-0.1355988000026764,1,1
0.4447391530692198,0.08100271447227944,-0.41185290522457557,0,1
-0.3488165489737249,-0.3900733301502438,-0.13834050944552473,1,1
0.441293308592836,0.08098204117624332,-0.41195077148245346,0,1
-0.3338977484459924,-0.36794819603587675,-0.13137283936259478,1,1
0.44160202757517136,0.08127555976264256,-0.41275386843975975,0,1
-0.3356542628054942,-0.3694678910860736,-0.13095776379354948,1,1
0.4338816273176729,0.08031406013504586,-0.4113954115568368,0,1
-0.3450286116255635,-0.3849985036833634,-0.1353182627931219,1,1
0.41893319949470326,0.07793740512862292,-0.4121024934364326,0,1
-0.3510229362002551,-0.39336695566641744,-0.1345905264445837,1,1
0.4239517449824599,0.07963505473373286,-0.4066213340413004,0,1
