0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,class_numeric
-0.4146382165694401,0.12567283941570215,-0.18048401789607513,0.5294590196911926,0.0181356083138507,0.1215940946678943,-0.05750758009116878,-0.11897785136489322,0.03835386525997509,-0.25006276201614414,-0.2286028871318678,-0.13423515828736593,0.022804407664330426,-0.05682585804076432,0.04318238839955407,-0.009586144346878121,-0.07055415028529895,0.012227763025588588,-0.07436568452183073,0.017763405373567315,-0.08566702019768371,0
-0.40579206315738947,0.1325377439756146,-0.21487795321424835,0.539020709662432,0.030893440481223753,0.14566048686198546,-0.03810300667235472,-0.1232082447289156,0.03851009442939567,-0.2563514705594928,-0.21678008021107145,-0.1286509170610177,0.051258406404122936,-0.06025612008896651,0.03449444965913598,-0.03529199900825765,-0.06886395453948888,0.024636054884594364,-0.07231375223627733,0.007623753475944233,-0.0789026673003362,0
-0.41563168160417047,0.13182520907860396,-0.18451627489392344,0.5303325152410583,0.02594127251197782,0.11955801539600099,-0.04375032486721987,-0.14394352990669815,0.03214481779851343,-0.2461835225067517,-0.21512529490799484,-0.13321334594653395,0.0354717756273892,-0.05483681192077878,0.042035145945950515,-0.017608383589738624,-0.07461254494460022,0.011477222316841831,-0.06709701002246682,-0.004425741871398502,-0.08023769272553553,0
-0.42694974950844655,0.12349926740476443,-0.16342792195814768,0.525099814196432,0.023448702678910766,0.10421446000866776,-0.04668165210829178,-0.15188683469102138,0.02783546226621536,-0.23488153036272164,-0.20822225363104327,-0.13121408613573124,0.024120974163636105,-0.04655296175492229,0.046401247592332245,-0.0072916550388420895,-0.07581283973142047,0.0013834014685241154,-0.06151868071066939,-0.01378204113588994,-0.08036633461046604,0
-0.42719984351283524,0.12104539122209813,-0.16949935815547074,0.5228097646782481,0.02281961122724651,0.11990907351092434,-0.052798109883375965,-0.1228260404215154,0.04041797678337699,-0.24053264299886068,-0.2169786332892187,-0.13073952034665032,0.015910697485833625,-0.05055642471060557,0.042669299723559456,-0.014106229093602053,-0.07717586705132581,0.0031334916152915226,-0.06946126520378818,-0.007154838649653231,-0.08761916073956776,0
-0.4012511218407912,0.13519495490445108,-0.2248765178429163,0.5351606960553904,0.03280462314941412,0.1502844075806722,-0.03888395998391181,-0.11690981840888891,0.04470552733351048,-0.25983616719534425,-0.2161898511972875,-0.12640564322195535,0.053608866154117925,-0.06981125507810566,0.028302677606422234,-0.03976068094376088,-0.07553048653075342,0.031465335262297736,-0.07627976236727489,-0.0037836301148825983,-0.07736253444628464,0
-0.3849982034012396,0.14552957155117013,-0.2553814909205646,0.53098138532029,0.03967720937782523,0.16741433492393146,-0.0323474259611767,-0.10586414082650737,0.05255024919962077,-0.27098345409112945,-0.21580979640341638,-0.12051751850922614,0.06815555688526626,-0.08186327774200775,0.017758380814376445,-0.05472198332915554,-0.0715333583333332,0.04830901079296104,-0.07691013308575838,-0.003357139014938026,-0.07170169950354136,0
-0.4002845986866466,0.1356191948248601,-0.22851301136542612,0.528275537229217,0.03741977302751392,0.15415878891931176,-0.04255826747733663,-0.10565192826351211,0.053397982258996474,-0.26893385473814013,-0.22230187458584863,-0.12550035723960798,0.04668200207038593,-0.06876665005773686,0.032287543967660065,-0.03609324510296901,-0.07518380776683857,0.034333165217295354,-0.07803790181229757,0.004989499513809119,-0.07798239178183503,0
-0.40878205774906845,0.13833832859244255,-0.22502960330656954,0.5224853709107973,0.04549182467433147,0.1601994098074338,-0.04112902321562299,-0.10669999884086559,0.05566889708682781,-0.26907724302720926,-0.22395068778176253,-0.12332344001524398,0.03717388395029695,-0.05572438943755957,0.0352308889158054,-0.039092123750023945,-0.07274180792356992,0.02732269619895942,-0.07303817651375918,0.005913218884168403,-0.08083790556409229,0
-0.39124711888945923,0.15344081127063217,-0.24893528149320432,0.5204036166010192,0.05838678105859002,0.1819778166087369,-0.024309479311359565,-0.10725494460095952,0.05215615849396771,-0.2930345995902312,-0.2243107195603634,-0.11921994631422025,0.06176290675585632,-0.04587602176406075,0.03630776042249124,-0.05221800370946137,-0.06912022695033662,0.04145498038427413,-0.07722000223460844,0.02414909293982324,-0.0772035291558664,0
-0.3835923549467555,0.17028399171756115,-0.24953404437005466,0.5130861049965059,0.06465964615103408,0.18830333822121564,-0.014532994642503707,-0.11697601778278494,0.050704834081809466,-0.3039690844492366,-0.2275622086489712,-0.12182586654563368,0.06581463637499943,-0.03767171885308127,0.037485139965052795,-0.05700911588459787,-0.06600411477725247,0.04189894617357063,-0.07592317212256133,0.027896363514705605,-0.07860136912398245,0
-0.3702053557667382,0.175618911678393,-0.25167404495590023,0.49935441617195914,0.07113311643373484,0.20103467536031575,-0.003878310883443253,-0.0968508728429261,0.05548931765701987,-0.3199713812927259,-0.23185354947582587,-0.12237805859050738,0.06544372920569266,-0.019483019403683285,0.0518237030803811,-0.05327986176562582,-0.04554167577914494,0.04874884576311,-0.07739080207212733,0.08115677730514309,-0.07338050288522904,0
-0.29633496071078375,0.18436519964039288,-0.3748281092056156,0.4487533980539419,0.11592250023739066,0.3145779555488766,0.13077947949305016,-0.05716297049523542,0.015149057086125753,-0.27595457323282974,-0.05933437133997157,-0.012788014436942621,0.24376287393801863,0.004989378975033873,-0.02376858028112867,-0.2601371471898721,-0.011188877635144007,0.12774101884941927,-0.028323822894612775,0.020204295541839366,0.009788029056015947,1
-0.29729143894536414,0.18425146797934971,-0.3758434637898061,0.44876954884627424,0.11590448250335667,0.3164896502883188,0.1279022552134703,-0.055477638691422304,0.013551502771658615,-0.27560269711290064,-0.061056388657540046,-0.01082238023660654,0.24209281689161619,0.00652912697200291,-0.02656039297560148,-0.2599507087295128,-0.01236244333233653,0.1256432987340761,-0.02952565673452136,0.019747872375123387,0.007293823353317446,1
-0.31118831142066766,0.17675834694289028,-0.37094149999195664,0.4615728799423271,0.11704751765153329,0.315331200301098,0.12480805999119081,-0.06464376828993645,0.011694287898241585,-0.267967699262386,-0.060184540468915644,-0.014240804230039471,0.23688169631175138,0.01228412859310781,-0.022928544139891847,-0.25532517506716595,-0.01373662728104689,0.11417877489492266,-0.02806190777171771,0.016117457914950825,0.0045412231694008445,1
