0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,active_hand,class_numeric
-0.35920060337672105,-0.41622701305128845,-0.16649402950805062,0.0640869578218069,-0.14568048245217857,-0.1670394066997659,-0.22053600116875915,-0.2562325393320985,-0.29532902303311814,-0.09060368755992211,-0.03273284946875323,0.16000795087650566,0.016334731445147375,0.004768433021905178,-0.13679372051012165,-0.08061669975506329,-0.0047554490029340524,0.1463494127777536,0.04981459087800014,0.15284290605860776,0.027812840715711464,0.05613429727080557,0.05105000904396104,-0.015589305178773506,0.12965287909089593,0.08317038102067797,-0.057440397738634845,-0.12313366872328838,0.04082768984344631,0.032180057510713095,1,0
0.4064984431727683,0.07370191049933812,-0.4154335277706539,-0.1997842865056495,-0.24658633412402822,-0.25815150953602123,0.09275814506479567,0.06202822617821281,0.27913187431198616,-0.17194536865953133,0.014862429570388792,0.03033804417117001,-0.053689417377383475,-0.006417498863139225,-0.1769550782790184,0.03836780871364871,0.05313877332926606,0.0516173505526252,-0.03176065716723339,-0.012434195707775859,-0.009536134431371449,-0.027536781634994636,0.02707934973373385,0.06061521695034806,-0.0724398644781098,0.06577025049853376,-0.026288685424114673,0.010619421784507267,-0.04025648478373858,0.013280574812627842,0,0
-0.3569759588701797,-0.4104161698154325,-0.16714585332525175,0.06802353895906312,-0.16722652129736906,-0.1728507701224434,-0.21837644054068941,-0.26405818955834204,-0.31491684361576594,-0.09313424804041559,-0.03296810354203123,0.1597216240755502,0.018514041986337843,-0.0031137874322305983,-0.14532277085473974,-0.08444126573125749,-0.007966752686744794,0.13431244337257986,0.050666604311052604,0.14592327614518746,0.02465699061864589,0.059233030321528934,0.04882639519208401,-0.015151154744352404,0.13165894920661408,0.07687102623460494,-0.06544592341573272,-0.10472236901731644,0.05105919382895094,0.03861829615812948,1,0
0.40954548707388444,0.07388262113044589,-0.4174220979627316,-0.1996370982056575,-0.24329086480038292,-0.2614238596950457,0.09303089974273428,0.06412360577115742,0.27528119602870516,-0.16827187489511286,0.019097318720121288,0.02911208655399631,-0.054790982554998945,-0.005405468227241347,-0.17532242367557632,0.03446352754264886,0.05542920728008957,0.045584257917053145,-0.028690617550404484,-0.012137509002851163,-0.006731693965387214,-0.025561259723399486,0.02545666169487468,0.05909374367700169,-0.06861648773070499,0.06543146864390069,-0.022458774976281726,0.010816262630298022,-0.04233628060774389,0.012888317303749324,0,0
-0.35353472888342125,-0.41409623998419776,-0.163754337212527,0.06716205746565787,-0.1513129296655994,-0.1807772970367597,-0.2270040437801973,-0.254355177572811,-0.30759298497997645,-0.08245371976886177,-0.018775563542531324,0.16447702658350588,0.002279761408854354,-0.014681776683413849,-0.13868614185326572,-0.07471781134038531,-0.014102743308334945,0.14378484946977663,0.04364060440443816,0.15110631644801362,0.025087642077168917,0.05380243095478999,0.05123949714628438,-0.018158285560963234,0.13382081864595655,0.07706281383198348,-0.05937282848630692,-0.11075144447030602,0.045716686746795396,0.03620600911181874,1,0
0.4178290184091549,0.07591729839865466,-0.41425236996139503,-0.19263530369984383,-0.23339130886790638,-0.2627483790536978,0.08507647166633234,0.07206327601372142,0.268484191589664,-0.1780420139064404,0.02621328260019939,0.009019425405000465,-0.0646180778679376,0.007633497158017887,-0.18096004056985676,0.027145203178871168,0.05971221333946887,0.04348837233709027,-0.020116435774093378,-0.009880342740606314,-0.015437923788121232,-0.02850568717218347,0.03357044345494131,0.049944309509081714,-0.06620374022906002,0.0619830985673958,-0.013554300627661563,0.006480389603052258,-0.043028218976144846,0.017334321453260953,0,0
-0.35792324081750504,-0.4211219317675761,-0.163258743661509,0.06961391606955068,-0.13873601562512589,-0.18227555893134761,-0.23091756581872228,-0.2461074684410708,-0.3000818967814053,-0.0774412668950345,-0.014512866935806636,0.1630440071205937,-0.0064611267228518185,-0.019877936731628913,-0.13518940223964337,-0.06858616898498521,-0.01767825402390464,0.14450073002511796,0.038087669481027445,0.15144842778741172,0.024880462326188832,0.048105015996473044,0.05061915521839846,-0.016806490689121555,0.13007672770859793,0.07314933190757104,-0.05198634358400331,-0.10973036959308445,0.03591580226435954,0.03189659346161522,1,0
0.4195771997859881,0.07608999507077613,-0.41619990470720925,-0.1932951058097627,-0.23052868272602872,-0.26659863260755284,0.08656042765081597,0.07340072221625131,0.2653860814774894,-0.17318794502187995,0.028735590972260524,0.009179426102035803,-0.06479116307753988,0.008687025675292415,-0.17905458952814038,0.02414544020208578,0.05877063046364591,0.038287846157147344,-0.016425851178951265,-0.007115392740292743,-0.012563389341507705,-0.02959689913688553,0.03241303137430012,0.05132936915404114,-0.06549745127405503,0.057722336689051496,-0.016312107473199087,0.005527010549064464,-0.04280926320488369,0.015220272719084367,0,0
-0.3591949489374144,-0.4209199279167985,-0.16487072351519738,0.0729545215182164,-0.14129151850856772,-0.1757746174537463,-0.2220994925615211,-0.2528419648153715,-0.29253759961927894,-0.08531468301793807,-0.031955425648423665,0.16378313402060166,0.02163421108383359,0.0045444411517415,-0.1385894548562489,-0.07876622267945835,-0.008317054504184462,0.1381961788567619,0.04302468358570536,0.15572283176366536,0.023283483880075735,0.05806018261988395,0.04804082974694256,-0.012055871703243957,0.129636649069313,0.07606694881713823,-0.04908427472476411,-0.11473024631556698,0.03660999996590262,0.03445447791184228,1,0
0.41803006703132445,0.07564744922145235,-0.41516079177876075,-0.1826401269766188,-0.2300242272720612,-0.26132548814889045,0.09558924044786184,0.0712461086021273,0.270397702117514,-0.17640496643947232,-0.0026243784956373217,0.030288759912961705,-0.0617256381703993,-0.002867019739844762,-0.17672431912692296,0.0330285658186587,0.05046565827089278,0.05234874950943525,-0.037329356426163175,-0.007516884550880955,-0.014007033903653055,-0.024707316427598634,0.033655105315830325,0.05564586701616885,-0.07230467223203312,0.06161254701858146,-0.027217025808105953,0.008054756447292312,-0.04133597126247129,0.01708889923911693,0,0
