class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,k
alpha-classes,0.9579590370104204,AHpf,True,True,kpca,poly,2,2
alpha-classes,0.9702479338842975,AHpf,True,True,kpca,poly,2,3
alpha-classes,0.969098095580309,AHpf,True,True,kpca,poly,2,4
alpha-classes,0.9720445562342795,AHpf,True,True,kpca,poly,2,5
alpha-classes,0.9716852317642831,AHpf,True,True,kpca,poly,2,6
alpha-classes,0.9721164211282788,AHpf,True,True,kpca,poly,2,7
alpha-classes,0.8607258354293927,AHpf,True,True,kpca,rbf,2,1
alpha-classes,0.8592166726554078,AHpf,True,True,kpca,rbf,2,2
alpha-classes,0.8733021918792669,AHpf,True,True,kpca,rbf,2,3
alpha-classes,0.8687747035573122,AHpf,True,True,kpca,rbf,2,4
alpha-classes,0.8766079770032339,AHpf,True,True,kpca,rbf,2,5
alpha-classes,0.8722242184692778,AHpf,True,True,kpca,rbf,2,6
alpha-classes,0.8772547610492275,AHpf,True,True,kpca,rbf,2,7
alpha-classes,0.5597556593604024,AHpf,True,True,kpca,sigmoid,2,1
alpha-classes,0.5474667624865254,AHpf,True,True,kpca,sigmoid,2,2
alpha-classes,0.5725476104922745,AHpf,True,True,kpca,sigmoid,2,3
alpha-classes,0.5642831476823572,AHpf,True,True,kpca,sigmoid,2,4
alpha-classes,0.5814588573481854,AHpf,True,True,kpca,sigmoid,2,5
alpha-classes,0.5745598275242544,AHpf,True,True,kpca,sigmoid,2,6
alpha-classes,0.582393100970176,AHpf,True,True,kpca,sigmoid,2,7
alpha-classes,0.9625583902263745,AHpf,True,True,kpca,cosine,2,1
alpha-classes,0.9642112827883579,AHpf,True,True,kpca,cosine,2,2
alpha-classes,0.9729787998562702,AHpf,True,True,kpca,cosine,2,3
alpha-classes,0.972691340280273,AHpf,True,True,kpca,cosine,2,4
alpha-classes,0.9739130434782609,AHpf,True,True,kpca,cosine,2,5
alpha-classes,0.9736974487962631,AHpf,True,True,kpca,cosine,2,6
alpha-classes,0.974703557312253,AHpf,True,True,kpca,cosine,2,7
alpha-classes,0.9734818541142651,AHpf,True,True,umap,None,2,1
alpha-classes,0.9795185052102048,AHpf,True,True,umap,None,2,2
alpha-classes,0.9811713977721883,AHpf,True,True,umap,None,2,3
alpha-classes,0.982105641394179,AHpf,True,True,umap,None,2,4
alpha-classes,0.9820337765001796,AHpf,True,True,umap,None,2,5
alpha-classes,0.9822493711821775,AHpf,True,True,umap,None,2,6
alpha-classes,0.9822493711821775,AHpf,True,True,umap,None,2,7
alpha-classes,0.9719726913402803,AHpf,True,True,pca,None,3,1
alpha-classes,0.9771469637082285,AHpf,True,True,pca,None,3,2
alpha-classes,0.9797340998922026,AHpf,True,True,pca,None,3,3
alpha-classes,0.9802371541501976,AHpf,True,True,pca,None,3,4
alpha-classes,0.9801652892561984,AHpf,True,True,pca,None,3,5
alpha-classes,0.9800215594681998,AHpf,True,True,pca,None,3,6
alpha-classes,0.9805246137261947,AHpf,True,True,pca,None,3,7
alpha-classes,0.9621272008623787,AHpf,True,True,kpca,poly,3,1
alpha-classes,0.9646424721523535,AHpf,True,True,kpca,poly,3,2
alpha-classes,0.9717570966582825,AHpf,True,True,kpca,poly,3,3
alpha-classes,0.9711821775062882,AHpf,True,True,kpca,poly,3,4
alpha-classes,0.9732662594322673,AHpf,True,True,kpca,poly,3,5
alpha-classes,0.9735537190082645,AHpf,True,True,kpca,poly,3,6
alpha-classes,0.9736255839022637,AHpf,True,True,kpca,poly,3,7
alpha-classes,0.8857348185411427,AHpf,True,True,kpca,rbf,3,1
alpha-classes,0.8856629536471434,AHpf,True,True,kpca,rbf,3,2
alpha-classes,0.8945742005030543,AHpf,True,True,kpca,rbf,3,3
alpha-classes,0.8914121451670859,AHpf,True,True,kpca,rbf,3,4
alpha-classes,0.8977362558390226,AHpf,True,True,kpca,rbf,3,5
alpha-classes,0.8966582824290334,AHpf,True,True,kpca,rbf,3,6
alpha-classes,0.8965864175350341,AHpf,True,True,kpca,rbf,3,7
alpha-classes,0.5860582105641394,AHpf,True,True,kpca,sigmoid,3,1
alpha-classes,0.582393100970176,AHpf,True,True,kpca,sigmoid,3,2
alpha-classes,0.6085519223859145,AHpf,True,True,kpca,sigmoid,3,3
alpha-classes,0.6028745957599713,AHpf,True,True,kpca,sigmoid,3,4
alpha-classes,0.6224218469277758,AHpf,True,True,kpca,sigmoid,3,5
alpha-classes,0.613798059647862,AHpf,True,True,kpca,sigmoid,3,6
alpha-classes,0.6247933884297521,AHpf,True,True,kpca,sigmoid,3,7
alpha-classes,0.9705353934602946,AHpf,True,True,kpca,cosine,3,1
alpha-classes,0.9757815307222422,AHpf,True,True,kpca,cosine,3,2
alpha-classes,0.9785123966942149,AHpf,True,True,kpca,cosine,3,3
alpha-classes,0.979302910528207,AHpf,True,True,kpca,cosine,3,4
alpha-classes,0.979302910528207,AHpf,True,True,kpca,cosine,3,5
alpha-classes,0.9800215594681998,AHpf,True,True,kpca,cosine,3,6
alpha-classes,0.9795185052102048,AHpf,True,True,kpca,cosine,3,7
alpha-classes,0.9765720445562343,AHpf,True,True,umap,None,3,1
alpha-classes,0.9804527488321955,AHpf,True,True,umap,None,3,2
alpha-classes,0.9825368307581747,AHpf,True,True,umap,None,3,3
alpha-classes,0.9834710743801653,AHpf,True,True,umap,None,3,4
alpha-classes,0.9829680201221703,AHpf,True,True,umap,None,3,5
alpha-classes,0.9836148041681638,AHpf,True,True,umap,None,3,6
alpha-classes,0.9831836148041682,AHpf,True,True,umap,None,3,7
alpha-classes,0.9752784764642473,AHpf,True,True,pca,None,4,1
alpha-classes,0.9793747754222063,AHpf,True,True,pca,None,4,2
alpha-classes,0.9805246137261947,AHpf,True,True,pca,None,4,3
alpha-classes,0.9810276679841897,AHpf,True,True,pca,None,4,4
alpha-classes,0.9804527488321955,AHpf,True,True,pca,None,4,5
alpha-classes,0.9808120733021919,AHpf,True,True,pca,None,4,6
alpha-classes,0.9809558030901905,AHpf,True,True,pca,None,4,7
alpha-classes,0.9731225296442688,AHpf,True,True,kpca,poly,4,1
alpha-classes,0.9759252605102408,AHpf,True,True,kpca,poly,4,2
alpha-classes,0.978296802012217,AHpf,True,True,kpca,poly,4,3
alpha-classes,0.9791591807402084,AHpf,True,True,kpca,poly,4,4
alpha-classes,0.9800215594681998,AHpf,True,True,kpca,poly,4,5
alpha-classes,0.9796622349982034,AHpf,True,True,kpca,poly,4,6
alpha-classes,0.9797340998922026,AHpf,True,True,kpca,poly,4,7
alpha-classes,0.910600071864894,AHpf,True,True,kpca,rbf,4,1
alpha-classes,0.9001077973409989,AHpf,True,True,kpca,rbf,4,2
alpha-classes,0.910600071864894,AHpf,True,True,kpca,rbf,4,3
alpha-classes,0.9063600431189364,AHpf,True,True,kpca,rbf,4,4
alpha-classes,0.9099532878189005,AHpf,True,True,kpca,rbf,4,5
alpha-classes,0.9062163133309379,AHpf,True,True,kpca,rbf,4,6
alpha-classes,0.9098814229249012,AHpf,True,True,kpca,rbf,4,7
alpha-classes,0.7344592166726555,AHpf,True,True,kpca,sigmoid,4,1
alpha-classes,0.7214516708587855,AHpf,True,True,kpca,sigmoid,4,2
alpha-classes,0.7517786561264822,AHpf,True,True,kpca,sigmoid,4,3
alpha-classes,0.7420050305425799,AHpf,True,True,kpca,sigmoid,4,4
alpha-classes,0.7555156306144448,AHpf,True,True,kpca,sigmoid,4,5
alpha-classes,0.7495508444125045,AHpf,True,True,kpca,sigmoid,4,6
alpha-classes,0.7527128997484729,AHpf,True,True,kpca,sigmoid,4,7
alpha-classes,0.9734099892202659,AHpf,True,True,kpca,cosine,4,1
alpha-classes,0.9778656126482214,AHpf,True,True,kpca,cosine,4,2
alpha-classes,0.9797340998922026,AHpf,True,True,kpca,cosine,4,3
alpha-classes,0.9803090190441969,AHpf,True,True,kpca,cosine,4,4
alpha-classes,0.9808839381961911,AHpf,True,True,kpca,cosine,4,5
alpha-classes,0.9814588573481854,AHpf,True,True,kpca,cosine,4,6
alpha-classes,0.9812432626661876,AHpf,True,True,kpca,cosine,4,7
alpha-classes,0.9740567732662594,AHpf,True,True,umap,None,4,1
alpha-classes,0.9803090190441969,AHpf,True,True,umap,None,4,2
alpha-classes,0.981602587136184,AHpf,True,True,umap,None,4,3
alpha-classes,0.9826805605461731,AHpf,True,True,umap,None,4,4
alpha-classes,0.9830398850161696,AHpf,True,True,umap,None,4,5
alpha-classes,0.9831117499101689,AHpf,True,True,umap,None,4,6
alpha-classes,0.9830398850161696,AHpf,True,True,umap,None,4,7
alpha-classes,0.9767876392382321,AHpf,True,True,pca,None,5,1
alpha-classes,0.9800215594681998,AHpf,True,True,pca,None,5,2
alpha-classes,0.9813869924541861,AHpf,True,True,pca,None,5,3
alpha-classes,0.9819619116061804,AHpf,True,True,pca,None,5,4
alpha-classes,0.9817463169241826,AHpf,True,True,pca,None,5,5
alpha-classes,0.9818181818181818,AHpf,True,True,pca,None,5,6
alpha-classes,0.9819619116061804,AHpf,True,True,pca,None,5,7
alpha-classes,0.9726194753862738,AHpf,True,True,kpca,poly,5,1
alpha-classes,0.9766439094502336,AHpf,True,True,kpca,poly,5,2
alpha-classes,0.9790873158462091,AHpf,True,True,kpca,poly,5,3
alpha-classes,0.9788717211642113,AHpf,True,True,kpca,poly,5,4
alpha-classes,0.9801652892561984,AHpf,True,True,kpca,poly,5,5
alpha-classes,0.9799496945742006,AHpf,True,True,kpca,poly,5,6
alpha-classes,0.979805964786202,AHpf,True,True,kpca,poly,5,7
alpha-classes,0.938196191160618,AHpf,True,True,kpca,rbf,5,1
alpha-classes,0.934099892202659,AHpf,True,True,kpca,rbf,5,2
alpha-classes,0.9404240028745957,AHpf,True,True,kpca,rbf,5,3
alpha-classes,0.9356090549766439,AHpf,True,True,kpca,rbf,5,4
alpha-classes,0.9389867049946101,AHpf,True,True,kpca,rbf,5,5
alpha-classes,0.935896514552641,AHpf,True,True,kpca,rbf,5,6
alpha-classes,0.9361839741286382,AHpf,True,True,kpca,rbf,5,7
alpha-classes,0.7582464965864175,AHpf,True,True,kpca,sigmoid,5,1
alpha-classes,0.7340280273086597,AHpf,True,True,kpca,sigmoid,5,2
alpha-classes,0.7734818541142652,AHpf,True,True,kpca,sigmoid,5,3
alpha-classes,0.757096658282429,AHpf,True,True,kpca,sigmoid,5,4
alpha-classes,0.7744879626302551,AHpf,True,True,kpca,sigmoid,5,5
alpha-classes,0.7662234998203378,AHpf,True,True,kpca,sigmoid,5,6
alpha-classes,0.7755659360402444,AHpf,True,True,kpca,sigmoid,5,7
alpha-classes,0.9757096658282429,AHpf,True,True,kpca,cosine,5,1
alpha-classes,0.9797340998922026,AHpf,True,True,kpca,cosine,5,2
alpha-classes,0.9804527488321955,AHpf,True,True,kpca,cosine,5,3
alpha-classes,0.9821775062881782,AHpf,True,True,kpca,cosine,5,4
alpha-classes,0.9818181818181818,AHpf,True,True,kpca,cosine,5,5
alpha-classes,0.9820337765001796,AHpf,True,True,kpca,cosine,5,6
alpha-classes,0.9816744520301832,AHpf,True,True,kpca,cosine,5,7
alpha-classes,0.9744160977362558,AHpf,True,True,umap,None,5,1
alpha-classes,0.9797340998922026,AHpf,True,True,umap,None,5,2
alpha-classes,0.9811713977721883,AHpf,True,True,umap,None,5,3
alpha-classes,0.9827524254401725,AHpf,True,True,umap,None,5,4
alpha-classes,0.9822493711821775,AHpf,True,True,umap,None,5,5
alpha-classes,0.9829680201221703,AHpf,True,True,umap,None,5,6
alpha-classes,0.9830398850161696,AHpf,True,True,umap,None,5,7
alpha-classes,0.9783686669062163,AHpf,True,True,pca,None,6,1
alpha-classes,0.9812432626661876,AHpf,True,True,pca,None,6,2
alpha-classes,0.9817463169241826,AHpf,True,True,pca,None,6,3
alpha-classes,0.9822493711821775,AHpf,True,True,pca,None,6,4
alpha-classes,0.9819619116061804,AHpf,True,True,pca,None,6,5
alpha-classes,0.9824649658641753,AHpf,True,True,pca,None,6,6
alpha-classes,0.9821775062881782,AHpf,True,True,pca,None,6,7
alpha-classes,0.9724757455982752,AHpf,True,True,kpca,poly,6,1
alpha-classes,0.9765720445562343,AHpf,True,True,kpca,poly,6,2
alpha-classes,0.9790154509522099,AHpf,True,True,kpca,poly,6,3
alpha-classes,0.9792310456342077,AHpf,True,True,kpca,poly,6,4
alpha-classes,0.9797340998922026,AHpf,True,True,kpca,poly,6,5
alpha-classes,0.979805964786202,AHpf,True,True,kpca,poly,6,6
alpha-classes,0.9799496945742006,AHpf,True,True,kpca,poly,6,7
alpha-classes,0.9343154868846568,AHpf,True,True,kpca,rbf,6,1
alpha-classes,0.9320158102766798,AHpf,True,True,kpca,rbf,6,2
alpha-classes,0.9406395975565937,AHpf,True,True,kpca,rbf,6,3
alpha-classes,0.9349622709306504,AHpf,True,True,kpca,rbf,6,4
alpha-classes,0.9401365432985986,AHpf,True,True,kpca,rbf,6,5
alpha-classes,0.9366870283866331,AHpf,True,True,kpca,rbf,6,6
alpha-classes,0.9392741645706073,AHpf,True,True,kpca,rbf,6,7
alpha-classes,0.8153072224218469,AHpf,True,True,kpca,sigmoid,6,1
alpha-classes,0.7917355371900826,AHpf,True,True,kpca,sigmoid,6,2
alpha-classes,0.8172475745598275,AHpf,True,True,kpca,sigmoid,6,3
alpha-classes,0.807905138339921,AHpf,True,True,kpca,sigmoid,6,4
alpha-classes,0.8156665468918434,AHpf,True,True,kpca,sigmoid,6,5
alpha-classes,0.8076895436579231,AHpf,True,True,kpca,sigmoid,6,6
alpha-classes,0.8151634926338484,AHpf,True,True,kpca,sigmoid,6,7
alpha-classes,0.9767876392382321,AHpf,True,True,kpca,cosine,6,1
alpha-classes,0.9814588573481854,AHpf,True,True,kpca,cosine,6,2
alpha-classes,0.9816744520301832,AHpf,True,True,kpca,cosine,6,3
alpha-classes,0.9830398850161696,AHpf,True,True,kpca,cosine,6,4
alpha-classes,0.9821775062881782,AHpf,True,True,kpca,cosine,6,5
alpha-classes,0.9828961552281711,AHpf,True,True,kpca,cosine,6,6
alpha-classes,0.9821775062881782,AHpf,True,True,kpca,cosine,6,7
alpha-classes,0.9774344232842257,AHpf,True,True,umap,None,6,1
alpha-classes,0.9813151275601868,AHpf,True,True,umap,None,6,2
alpha-classes,0.9826086956521739,AHpf,True,True,umap,None,6,3
alpha-classes,0.9831117499101689,AHpf,True,True,umap,None,6,4
alpha-classes,0.9831836148041682,AHpf,True,True,umap,None,6,5
alpha-classes,0.983399209486166,AHpf,True,True,umap,None,6,6
alpha-classes,0.9834710743801653,AHpf,True,True,umap,None,6,7
alpha-classes,0.9800215594681998,AHpf,True,True,pca,None,7,1
alpha-classes,0.9817463169241826,AHpf,True,True,pca,None,7,2
alpha-classes,0.9824649658641753,AHpf,True,True,pca,None,7,3
alpha-classes,0.9828242903341717,AHpf,True,True,pca,None,7,4
alpha-classes,0.9829680201221703,AHpf,True,True,pca,None,7,5
alpha-classes,0.9834710743801653,AHpf,True,True,pca,None,7,6
alpha-classes,0.983399209486166,AHpf,True,True,pca,None,7,7
alpha-classes,0.9716133668702839,AHpf,True,True,kpca,poly,7,1
alpha-classes,0.9771469637082285,AHpf,True,True,kpca,poly,7,2
alpha-classes,0.979302910528207,AHpf,True,True,kpca,poly,7,3
alpha-classes,0.9799496945742006,AHpf,True,True,kpca,poly,7,4
alpha-classes,0.9804527488321955,AHpf,True,True,kpca,poly,7,5
alpha-classes,0.9801652892561984,AHpf,True,True,kpca,poly,7,6
alpha-classes,0.9801652892561984,AHpf,True,True,kpca,poly,7,7
alpha-classes,0.9312252964426877,AHpf,True,True,kpca,rbf,7,1
alpha-classes,0.9281351060007187,AHpf,True,True,kpca,rbf,7,2
alpha-classes,0.9350341358246497,AHpf,True,True,kpca,rbf,7,3
alpha-classes,0.9289256198347108,AHpf,True,True,kpca,rbf,7,4
alpha-classes,0.9353215954006467,AHpf,True,True,kpca,rbf,7,5
alpha-classes,0.931800215594682,AHpf,True,True,kpca,rbf,7,6
alpha-classes,0.9320158102766798,AHpf,True,True,kpca,rbf,7,7
alpha-classes,0.8756737333812432,AHpf,True,True,kpca,sigmoid,7,1
alpha-classes,0.8516708587854833,AHpf,True,True,kpca,sigmoid,7,2
alpha-classes,0.8738771110312612,AHpf,True,True,kpca,sigmoid,7,3
alpha-classes,0.8582824290334172,AHpf,True,True,kpca,sigmoid,7,4
alpha-classes,0.8644628099173554,AHpf,True,True,kpca,sigmoid,7,5
alpha-classes,0.8577793747754222,AHpf,True,True,kpca,sigmoid,7,6
alpha-classes,0.8594322673374056,AHpf,True,True,kpca,sigmoid,7,7
alpha-classes,0.9788717211642113,AHpf,True,True,kpca,cosine,7,1
alpha-classes,0.982105641394179,AHpf,True,True,kpca,cosine,7,2
alpha-classes,0.9821775062881782,AHpf,True,True,kpca,cosine,7,3
alpha-classes,0.9832554796981674,AHpf,True,True,kpca,cosine,7,4
alpha-classes,0.9833273445921668,AHpf,True,True,kpca,cosine,7,5
alpha-classes,0.9836866690621632,AHpf,True,True,kpca,cosine,7,6
alpha-classes,0.9832554796981674,AHpf,True,True,kpca,cosine,7,7
alpha-classes,0.9773625583902263,AHpf,True,True,umap,None,7,1
alpha-classes,0.9806683435141933,AHpf,True,True,umap,None,7,2
alpha-classes,0.9816744520301832,AHpf,True,True,umap,None,7,3
alpha-classes,0.9829680201221703,AHpf,True,True,umap,None,7,4
alpha-classes,0.9828242903341717,AHpf,True,True,umap,None,7,5
alpha-classes,0.9825368307581747,AHpf,True,True,umap,None,7,6
alpha-classes,0.9829680201221703,AHpf,True,True,umap,None,7,7
alpha-classes,0.9798778296802012,AHpf,True,True,pca,None,8,1
alpha-classes,0.981890046712181,AHpf,True,True,pca,None,8,2
alpha-classes,0.9828242903341717,AHpf,True,True,pca,None,8,3
alpha-classes,0.9836148041681638,AHpf,True,True,pca,None,8,4
alpha-classes,0.9834710743801653,AHpf,True,True,pca,None,8,5
alpha-classes,0.9837585339561624,AHpf,True,True,pca,None,8,6
alpha-classes,0.983399209486166,AHpf,True,True,pca,None,8,7
alpha-classes,0.972691340280273,AHpf,True,True,kpca,poly,8,1
alpha-classes,0.9771469637082285,AHpf,True,True,kpca,poly,8,2
alpha-classes,0.9794466403162055,AHpf,True,True,kpca,poly,8,3
alpha-classes,0.9802371541501976,AHpf,True,True,kpca,poly,8,4
alpha-classes,0.9806683435141933,AHpf,True,True,kpca,poly,8,5
alpha-classes,0.9805246137261947,AHpf,True,True,kpca,poly,8,6
alpha-classes,0.9804527488321955,AHpf,True,True,kpca,poly,8,7
alpha-classes,0.9385555156306145,AHpf,True,True,kpca,rbf,8,1
alpha-classes,0.9333093783686669,AHpf,True,True,kpca,rbf,8,2
alpha-classes,0.9458857348185411,AHpf,True,True,kpca,rbf,8,3
alpha-classes,0.9397772188286022,AHpf,True,True,kpca,rbf,8,4
alpha-classes,0.9422206252245778,AHpf,True,True,kpca,rbf,8,5
alpha-classes,0.9392741645706073,AHpf,True,True,kpca,rbf,8,6
alpha-classes,0.94200503054258,AHpf,True,True,kpca,rbf,8,7
alpha-classes,0.8718648939992814,AHpf,True,True,kpca,sigmoid,8,1
alpha-classes,0.8512396694214877,AHpf,True,True,kpca,sigmoid,8,2
alpha-classes,0.8664750269493352,AHpf,True,True,kpca,sigmoid,8,3
alpha-classes,0.8546173194394538,AHpf,True,True,kpca,sigmoid,8,4
alpha-classes,0.8581386992454186,AHpf,True,True,kpca,sigmoid,8,5
alpha-classes,0.8493711821775063,AHpf,True,True,kpca,sigmoid,8,6
alpha-classes,0.850592885375494,AHpf,True,True,kpca,sigmoid,8,7
alpha-classes,0.9795903701042041,AHpf,True,True,kpca,cosine,8,1
alpha-classes,0.981890046712181,AHpf,True,True,kpca,cosine,8,2
alpha-classes,0.9826805605461731,AHpf,True,True,kpca,cosine,8,3
alpha-classes,0.9833273445921668,AHpf,True,True,kpca,cosine,8,4
alpha-classes,0.9836866690621632,AHpf,True,True,kpca,cosine,8,5
alpha-classes,0.983902263744161,AHpf,True,True,kpca,cosine,8,6
alpha-classes,0.9835429392741646,AHpf,True,True,kpca,cosine,8,7
alpha-classes,0.9764283147682358,AHpf,True,True,umap,None,8,1
alpha-classes,0.9811713977721883,AHpf,True,True,umap,None,8,2
alpha-classes,0.9827524254401725,AHpf,True,True,umap,None,8,3
alpha-classes,0.9827524254401725,AHpf,True,True,umap,None,8,4
alpha-classes,0.9836866690621632,AHpf,True,True,umap,None,8,5
alpha-classes,0.9832554796981674,AHpf,True,True,umap,None,8,6
alpha-classes,0.9828961552281711,AHpf,True,True,umap,None,8,7
alpha-classes,0.980093424362199,AHpf,True,True,pca,None,9,1
alpha-classes,0.9820337765001796,AHpf,True,True,pca,None,9,2
alpha-classes,0.9826805605461731,AHpf,True,True,pca,None,9,3
alpha-classes,0.9835429392741646,AHpf,True,True,pca,None,9,4
alpha-classes,0.9834710743801653,AHpf,True,True,pca,None,9,5
alpha-classes,0.9838303988501617,AHpf,True,True,pca,None,9,6
alpha-classes,0.9836866690621632,AHpf,True,True,pca,None,9,7
alpha-classes,0.9732662594322673,AHpf,True,True,kpca,poly,9,1
alpha-classes,0.9770750988142293,AHpf,True,True,kpca,poly,9,2
alpha-classes,0.9796622349982034,AHpf,True,True,kpca,poly,9,3
alpha-classes,0.9797340998922026,AHpf,True,True,kpca,poly,9,4
alpha-classes,0.9808839381961911,AHpf,True,True,kpca,poly,9,5
alpha-classes,0.9801652892561984,AHpf,True,True,kpca,poly,9,6
alpha-classes,0.9805964786201941,AHpf,True,True,kpca,poly,9,7
alpha-classes,0.9385555156306145,AHpf,True,True,kpca,rbf,9,1
alpha-classes,0.9335968379446641,AHpf,True,True,kpca,rbf,9,2
alpha-classes,0.9435141933165648,AHpf,True,True,kpca,rbf,9,3
alpha-classes,0.9374775422206252,AHpf,True,True,kpca,rbf,9,4
alpha-classes,0.9430111390585699,AHpf,True,True,kpca,rbf,9,5
alpha-classes,0.939202299676608,AHpf,True,True,kpca,rbf,9,6
alpha-classes,0.9422206252245778,AHpf,True,True,kpca,rbf,9,7
alpha-classes,0.898598634567014,AHpf,True,True,kpca,sigmoid,9,1
alpha-classes,0.8774703557312253,AHpf,True,True,kpca,sigmoid,9,2
alpha-classes,0.89399928135106,AHpf,True,True,kpca,sigmoid,9,3
alpha-classes,0.8818541142651815,AHpf,True,True,kpca,sigmoid,9,4
alpha-classes,0.8839381961911607,AHpf,True,True,kpca,sigmoid,9,5
alpha-classes,0.8735896514552641,AHpf,True,True,kpca,sigmoid,9,6
alpha-classes,0.8755300035932447,AHpf,True,True,kpca,sigmoid,9,7
alpha-classes,0.9805964786201941,AHpf,True,True,kpca,cosine,9,1
alpha-classes,0.982105641394179,AHpf,True,True,kpca,cosine,9,2
alpha-classes,0.9827524254401725,AHpf,True,True,kpca,cosine,9,3
alpha-classes,0.9836148041681638,AHpf,True,True,kpca,cosine,9,4
alpha-classes,0.9837585339561624,AHpf,True,True,kpca,cosine,9,5
alpha-classes,0.983902263744161,AHpf,True,True,kpca,cosine,9,6
alpha-classes,0.9838303988501617,AHpf,True,True,kpca,cosine,9,7
alpha-classes,0.97599712540424,AHpf,True,True,umap,None,9,1
alpha-classes,0.9800215594681998,AHpf,True,True,umap,None,9,2
alpha-classes,0.9811713977721883,AHpf,True,True,umap,None,9,3
alpha-classes,0.9827524254401725,AHpf,True,True,umap,None,9,4
alpha-classes,0.9826805605461731,AHpf,True,True,umap,None,9,5
alpha-classes,0.9831117499101689,AHpf,True,True,umap,None,9,6
alpha-classes,0.9830398850161696,AHpf,True,True,umap,None,9,7
alpha-classes,0.9799496945742006,AHpf,True,True,pca,None,10,1
alpha-classes,0.9823931009701761,AHpf,True,True,pca,None,10,2
alpha-classes,0.9828242903341717,AHpf,True,True,pca,None,10,3
alpha-classes,0.983399209486166,AHpf,True,True,pca,None,10,4
alpha-classes,0.9837585339561624,AHpf,True,True,pca,None,10,5
alpha-classes,0.9838303988501617,AHpf,True,True,pca,None,10,6
alpha-classes,0.9837585339561624,AHpf,True,True,pca,None,10,7
alpha-classes,0.9745598275242544,AHpf,True,True,kpca,poly,10,1
