class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,k
alpha-classes,0.9067193675889328,AHpf,True,True,pca,None,1,1
alpha-classes,0.8987423643550125,AHpf,True,True,pca,None,1,2
alpha-classes,0.9297879985627021,AHpf,True,True,pca,None,1,3
alpha-classes,0.9266259432267338,AHpf,True,True,pca,None,1,4
alpha-classes,0.9347466762486525,AHpf,True,True,pca,None,1,5
alpha-classes,0.9341717570966582,AHpf,True,True,pca,None,1,6
alpha-classes,0.9373338124326267,AHpf,True,True,pca,None,1,7
alpha-classes,0.9366151634926339,AHpf,True,True,pca,None,1,8
alpha-classes,0.938699245418613,AHpf,True,True,pca,None,1,9
alpha-classes,0.9374775422206252,AHpf,True,True,pca,None,1,10
alpha-classes,0.9384836507366152,AHpf,True,True,pca,None,1,11
alpha-classes,0.9381243262666188,AHpf,True,True,pca,None,1,12
alpha-classes,0.939202299676608,AHpf,True,True,pca,None,1,13
alpha-classes,0.9382680560546173,AHpf,True,True,pca,None,1,14
alpha-classes,0.9395616241466044,AHpf,True,True,pca,None,1,15
alpha-classes,0.8229249011857708,AHpf,True,True,kpca,poly,1,1
alpha-classes,0.8012217031979878,AHpf,True,True,kpca,poly,1,2
alpha-classes,0.8512396694214877,AHpf,True,True,kpca,poly,1,3
alpha-classes,0.8406755300035933,AHpf,True,True,kpca,poly,1,4
alpha-classes,0.8599353215954006,AHpf,True,True,kpca,poly,1,5
alpha-classes,0.8537549407114624,AHpf,True,True,kpca,poly,1,6
alpha-classes,0.8657563780093425,AHpf,True,True,kpca,poly,1,7
alpha-classes,0.8604383758533957,AHpf,True,True,kpca,poly,1,8
alpha-classes,0.866906216313331,AHpf,True,True,kpca,poly,1,9
alpha-classes,0.8635285662953647,AHpf,True,True,kpca,poly,1,10
alpha-classes,0.8708587854832914,AHpf,True,True,kpca,poly,1,11
alpha-classes,0.8661875673733381,AHpf,True,True,kpca,poly,1,12
alpha-classes,0.8703557312252964,AHpf,True,True,kpca,poly,1,13
alpha-classes,0.8681279195113187,AHpf,True,True,kpca,poly,1,14
alpha-classes,0.8718648939992814,AHpf,True,True,kpca,poly,1,15
alpha-classes,0.5487603305785124,AHpf,True,True,kpca,rbf,1,1
alpha-classes,0.5383399209486166,AHpf,True,True,kpca,rbf,1,2
