score,data_unit,n,k,subcode,sub2code,reducer_name,kernel_name
0.9913304434811604,AHpf,,1,w2,scale,,
0.9913304434811604,AHpf,,2,w2,scale,,
0.9936645548516172,AHpf,,3,w2,scale,,
0.9943314438146049,AHpf,,4,w2,scale,,
0.9916638879626543,AHpf,,5,w2,scale,,
0.9876625541847283,AHpf,,6,w2,scale,,
0.9939979993331111,AHpf,,7,w2,scale,,
0.9913304434811604,AHpf,,8,w2,scale,,
0.9936645548516172,AHpf,,9,w2,scale,,
0.9903301100366789,AHpf,,10,w2,scale,,
0.9933311103701233,AHpf,,11,w2,scale,,
0.9909969989996665,AHpf,,12,w2,scale,,
0.9896632210736912,AHpf,,13,w2,scale,,
0.9926642214071357,AHpf,,14,w2,scale,,
0.9913304434811604,AHpf,,15,w2,scale,,
0.9909969989996665,AHpf,,16,w2,scale,,
0.9896632210736912,AHpf,,17,w2,scale,,
0.9913304434811604,AHpf,,18,w2,scale,,
0.9926642214071357,AHpf,,19,w2,scale,,
0.9896632210736912,AHpf,,20,w2,scale,,
0.9896632210736912,AHpf,,21,w2,scale,,
0.9883294431477159,AHpf,,22,w2,scale,,
0.9903301100366789,AHpf,,23,w2,scale,,
0.9869956652217405,AHpf,,24,w2,scale,,
0.991997332444148,AHpf,,25,w2,scale,,
0.9929976658886296,AHpf,,26,w2,scale,,
0.9893297765921975,AHpf,,27,w2,scale,,
0.9899966655551851,AHpf,,28,w2,scale,,
0.9886628876292097,AHpf,,29,w2,scale,,
0.9889963321107036,AHpf,,30,w2,scale,,
0.9886628876292097,AHpf,,31,w2,scale,,
0.9373124374791597,AHpf,1,1,w2,reduce,pca,
0.914971657219073,AHpf,1,2,w2,reduce,pca,
0.9449816605535178,AHpf,1,3,w2,reduce,pca,
0.9449816605535178,AHpf,1,4,w2,reduce,pca,
0.9506502167389129,AHpf,1,5,w2,reduce,pca,
0.9499833277759253,AHpf,1,6,w2,reduce,pca,
0.9549849949983328,AHpf,1,7,w2,reduce,pca,
0.9516505501833945,AHpf,1,8,w2,reduce,pca,
0.9536512170723574,AHpf,1,9,w2,reduce,pca,
0.9533177725908636,AHpf,1,10,w2,reduce,pca,
0.9549849949983328,AHpf,1,11,w2,reduce,pca,
0.9489829943314438,AHpf,1,12,w2,reduce,pca,
0.9493164388129376,AHpf,1,13,w2,reduce,pca,
0.9519839946648883,AHpf,1,14,w2,reduce,pca,
0.9563187729243081,AHpf,1,15,w2,reduce,pca,
0.9536512170723574,AHpf,1,16,w2,reduce,pca,
0.956652217405802,AHpf,1,17,w2,reduce,pca,
0.9509836612204068,AHpf,1,18,w2,reduce,pca,
0.952650883627876,AHpf,1,19,w2,reduce,pca,
0.9489829943314438,AHpf,1,20,w2,reduce,pca,
0.9509836612204068,AHpf,1,21,w2,reduce,pca,
0.9529843281093698,AHpf,1,22,w2,reduce,pca,
0.9546515505168389,AHpf,1,23,w2,reduce,pca,
0.9473157719239746,AHpf,1,24,w2,reduce,pca,
0.9519839946648883,AHpf,1,25,w2,reduce,pca,
0.9489829943314438,AHpf,1,26,w2,reduce,pca,
0.9499833277759253,AHpf,1,27,w2,reduce,pca,
0.9569856618872957,AHpf,1,28,w2,reduce,pca,
0.9519839946648883,AHpf,1,29,w2,reduce,pca,
0.9506502167389129,AHpf,1,30,w2,reduce,pca,
0.9589863287762588,AHpf,1,31,w2,reduce,pca,
0.9873291097032344,AHpf,2,1,w2,reduce,pca,
0.9846615538512837,AHpf,2,2,w2,reduce,pca,
0.9883294431477159,AHpf,2,3,w2,reduce,pca,
0.9886628876292097,AHpf,2,4,w2,reduce,pca,
0.9899966655551851,AHpf,2,5,w2,reduce,pca,
0.991997332444148,AHpf,2,6,w2,reduce,pca,
0.9833277759253084,AHpf,2,7,w2,reduce,pca,
0.9899966655551851,AHpf,2,8,w2,reduce,pca,
0.9899966655551851,AHpf,2,9,w2,reduce,pca,
0.9873291097032344,AHpf,2,10,w2,reduce,pca,
0.9883294431477159,AHpf,2,11,w2,reduce,pca,
0.9909969989996665,AHpf,2,12,w2,reduce,pca,
0.9883294431477159,AHpf,2,13,w2,reduce,pca,
0.9863287762587529,AHpf,2,14,w2,reduce,pca,
0.9876625541847283,AHpf,2,15,w2,reduce,pca,
0.9889963321107036,AHpf,2,16,w2,reduce,pca,
0.9899966655551851,AHpf,2,17,w2,reduce,pca,
0.9859953317772591,AHpf,2,18,w2,reduce,pca,
0.9899966655551851,AHpf,2,19,w2,reduce,pca,
0.9906635545181727,AHpf,2,20,w2,reduce,pca,
0.9866622207402468,AHpf,2,21,w2,reduce,pca,
0.9903301100366789,AHpf,2,22,w2,reduce,pca,
0.9893297765921975,AHpf,2,23,w2,reduce,pca,
0.9916638879626543,AHpf,2,24,w2,reduce,pca,
0.9849949983327776,AHpf,2,25,w2,reduce,pca,
0.9889963321107036,AHpf,2,26,w2,reduce,pca,
0.9883294431477159,AHpf,2,27,w2,reduce,pca,
0.9853284428142715,AHpf,2,28,w2,reduce,pca,
0.9876625541847283,AHpf,2,29,w2,reduce,pca,
0.9879959986662221,AHpf,2,30,w2,reduce,pca,
0.9879959986662221,AHpf,2,31,w2,reduce,pca,
0.9876625541847283,AHpf,3,1,w2,reduce,pca,
0.9893297765921975,AHpf,3,2,w2,reduce,pca,
0.9889963321107036,AHpf,3,3,w2,reduce,pca,
0.991997332444148,AHpf,3,4,w2,reduce,pca,
0.9909969989996665,AHpf,3,5,w2,reduce,pca,
0.991997332444148,AHpf,3,6,w2,reduce,pca,
0.9946648882960987,AHpf,3,7,w2,reduce,pca,
0.9906635545181727,AHpf,3,8,w2,reduce,pca,
0.9906635545181727,AHpf,3,9,w2,reduce,pca,
0.9896632210736912,AHpf,3,10,w2,reduce,pca,
0.9939979993331111,AHpf,3,11,w2,reduce,pca,
0.9903301100366789,AHpf,3,12,w2,reduce,pca,
0.9909969989996665,AHpf,3,13,w2,reduce,pca,
0.9949983327775925,AHpf,3,14,w2,reduce,pca,
0.991997332444148,AHpf,3,15,w2,reduce,pca,
0.9893297765921975,AHpf,3,16,w2,reduce,pca,
0.9899966655551851,AHpf,3,17,w2,reduce,pca,
0.9876625541847283,AHpf,3,18,w2,reduce,pca,
0.9909969989996665,AHpf,3,19,w2,reduce,pca,
0.9933311103701233,AHpf,3,20,w2,reduce,pca,
0.9923307769256419,AHpf,3,21,w2,reduce,pca,
0.9846615538512837,AHpf,3,22,w2,reduce,pca,
0.9903301100366789,AHpf,3,23,w2,reduce,pca,
0.9886628876292097,AHpf,3,24,w2,reduce,pca,
0.9899966655551851,AHpf,3,25,w2,reduce,pca,
0.9886628876292097,AHpf,3,26,w2,reduce,pca,
0.9879959986662221,AHpf,3,27,w2,reduce,pca,
0.9896632210736912,AHpf,3,28,w2,reduce,pca,
0.9893297765921975,AHpf,3,29,w2,reduce,pca,
0.9883294431477159,AHpf,3,30,w2,reduce,pca,
0.9869956652217405,AHpf,3,31,w2,reduce,pca,
0.9906635545181727,AHpf,4,1,w2,reduce,pca,
0.9899966655551851,AHpf,4,2,w2,reduce,pca,
0.9903301100366789,AHpf,4,3,w2,reduce,pca,
0.9923307769256419,AHpf,4,4,w2,reduce,pca,
0.9903301100366789,AHpf,4,5,w2,reduce,pca,
0.9933311103701233,AHpf,4,6,w2,reduce,pca,
0.9893297765921975,AHpf,4,7,w2,reduce,pca,
0.9896632210736912,AHpf,4,8,w2,reduce,pca,
0.991997332444148,AHpf,4,9,w2,reduce,pca,
0.9923307769256419,AHpf,4,10,w2,reduce,pca,
0.991997332444148,AHpf,4,11,w2,reduce,pca,
0.9899966655551851,AHpf,4,12,w2,reduce,pca,
0.9899966655551851,AHpf,4,13,w2,reduce,pca,
0.9929976658886296,AHpf,4,14,w2,reduce,pca,
0.9926642214071357,AHpf,4,15,w2,reduce,pca,
0.9909969989996665,AHpf,4,16,w2,reduce,pca,
0.991997332444148,AHpf,4,17,w2,reduce,pca,
0.9889963321107036,AHpf,4,18,w2,reduce,pca,
0.9906635545181727,AHpf,4,19,w2,reduce,pca,
0.9893297765921975,AHpf,4,20,w2,reduce,pca,
0.9936645548516172,AHpf,4,21,w2,reduce,pca,
0.9943314438146049,AHpf,4,22,w2,reduce,pca,
0.9889963321107036,AHpf,4,23,w2,reduce,pca,
0.9886628876292097,AHpf,4,24,w2,reduce,pca,
0.9929976658886296,AHpf,4,25,w2,reduce,pca,
0.9889963321107036,AHpf,4,26,w2,reduce,pca,
0.9906635545181727,AHpf,4,27,w2,reduce,pca,
0.9916638879626543,AHpf,4,28,w2,reduce,pca,
0.9906635545181727,AHpf,4,29,w2,reduce,pca,
0.9909969989996665,AHpf,4,30,w2,reduce,pca,
0.9913304434811604,AHpf,4,31,w2,reduce,pca,
0.9879959986662221,AHpf,5,1,w2,reduce,pca,
0.9886628876292097,AHpf,5,2,w2,reduce,pca,
0.9929976658886296,AHpf,5,3,w2,reduce,pca,
0.9946648882960987,AHpf,5,4,w2,reduce,pca,
0.991997332444148,AHpf,5,5,w2,reduce,pca,
0.991997332444148,AHpf,5,6,w2,reduce,pca,
0.9943314438146049,AHpf,5,7,w2,reduce,pca,
0.9923307769256419,AHpf,5,8,w2,reduce,pca,
0.9913304434811604,AHpf,5,9,w2,reduce,pca,
0.9913304434811604,AHpf,5,10,w2,reduce,pca,
0.9926642214071357,AHpf,5,11,w2,reduce,pca,
0.9906635545181727,AHpf,5,12,w2,reduce,pca,
0.9916638879626543,AHpf,5,13,w2,reduce,pca,
0.9909969989996665,AHpf,5,14,w2,reduce,pca,
0.9863287762587529,AHpf,5,15,w2,reduce,pca,
0.9916638879626543,AHpf,5,16,w2,reduce,pca,
0.9873291097032344,AHpf,5,17,w2,reduce,pca,
0.9909969989996665,AHpf,5,18,w2,reduce,pca,
0.9899966655551851,AHpf,5,19,w2,reduce,pca,
0.9903301100366789,AHpf,5,20,w2,reduce,pca,
0.9863287762587529,AHpf,5,21,w2,reduce,pca,
0.9869956652217405,AHpf,5,22,w2,reduce,pca,
0.9916638879626543,AHpf,5,23,w2,reduce,pca,
0.9893297765921975,AHpf,5,24,w2,reduce,pca,
0.9899966655551851,AHpf,5,25,w2,reduce,pca,
0.9899966655551851,AHpf,5,26,w2,reduce,pca,
0.9883294431477159,AHpf,5,27,w2,reduce,pca,
0.9916638879626543,AHpf,5,28,w2,reduce,pca,
0.9879959986662221,AHpf,5,29,w2,reduce,pca,
0.9873291097032344,AHpf,5,30,w2,reduce,pca,
0.9879959986662221,AHpf,5,31,w2,reduce,pca,
0.9883294431477159,AHpf,6,1,w2,reduce,pca,
0.9923307769256419,AHpf,6,2,w2,reduce,pca,
0.9899966655551851,AHpf,6,3,w2,reduce,pca,
0.9939979993331111,AHpf,6,4,w2,reduce,pca,
0.9916638879626543,AHpf,6,5,w2,reduce,pca,
0.9916638879626543,AHpf,6,6,w2,reduce,pca,
0.9906635545181727,AHpf,6,7,w2,reduce,pca,
0.9936645548516172,AHpf,6,8,w2,reduce,pca,
0.9916638879626543,AHpf,6,9,w2,reduce,pca,
0.9923307769256419,AHpf,6,10,w2,reduce,pca,
0.9923307769256419,AHpf,6,11,w2,reduce,pca,
0.9893297765921975,AHpf,6,12,w2,reduce,pca,
0.9899966655551851,AHpf,6,13,w2,reduce,pca,
0.9923307769256419,AHpf,6,14,w2,reduce,pca,
0.9923307769256419,AHpf,6,15,w2,reduce,pca,
0.9913304434811604,AHpf,6,16,w2,reduce,pca,
0.9906635545181727,AHpf,6,17,w2,reduce,pca,
0.9889963321107036,AHpf,6,18,w2,reduce,pca,
