PCA1,PCA2,PCA3,active_hand
-17.56349926077264,11.10907438994195,21.20207367931121,0
-22.091399569066144,5.439413959233485,25.403066874291028,1
28.940700543591788,1.5644181068260037,4.823773268951285,0
19.048297324649962,-19.78198045655437,27.95664993866706,1
-16.620362529650464,9.516676694192682,16.481591253487405,0
-22.223949483336014,4.625517712151385,19.12802405796707,1
34.548447023183805,-7.944945260378287,12.045683014107503,0
23.36947705643106,-20.46290825706022,28.76547741637532,1
-14.101176495971309,9.52236719304246,17.550079092088236,0
-21.23515657723731,1.175880319323442,22.417135084352587,1
28.309069380158686,-7.332965014467039,8.293998428534827,0
20.768486810163534,-22.8708589093883,35.37220688330941,1
-16.3191586695775,8.25776011692553,19.06203837245683,0
-21.82870532294823,-1.0054518640690209,23.661365073717008,1
31.965368315546353,-7.316925501080372,7.3459160531186685,0
24.133707082870153,-19.589475473994113,24.508731999550243,1
-17.079704623386245,5.884414255845911,19.267973384304696,0
-23.275906621474814,-2.0879914229584564,22.66384184186528,1
32.23662159023928,-0.5803138904753168,3.318974802866407,0
22.42228632546075,-14.295791370041806,14.00549609482398,1
-9.437524238034397,4.024550258070191,2.4703596742463403,0
-10.019690474875395,1.699753877660192,-8.735184567377615,1
11.17223761551437,5.328986776004624,5.1730093279603775,0
5.345644665710508,-3.8988834716614686,-13.98308892270344,1
-1.3269524484174966,11.66941551606544,1.8900298466741332,0
-8.630788658735973,3.0207087333132816,-12.420975232339789,1
37.915591882440715,48.493174817304286,2.449085629597827,0
10.008361241821031,-3.6608596644837124,-10.687854755851271,1
4.352290467985588,25.27970507809525,3.935313551002174,0
-6.208549081666683,3.6922401348857647,-14.641716636744889,1
12.371125800771106,-9.507709782984794,2.0222441017460753,0
10.920540672072272,-16.567468251493537,-5.855087267648022,1
17.549568474761234,32.05861844468108,8.760034033347507,0
-8.237969324453088,4.728108476325698,-13.907413467823234,1
12.768076609052143,-13.814349887601818,2.7449222574423646,0
11.980788753947722,-15.955401505959532,-12.601772943669138,1
4.017398860818933,26.085781537267415,6.54877361296624,0
-8.172415140951887,3.7881544759723855,-12.11872765159173,1
20.59217609537152,33.281456799096006,-15.244087355549473,0
-5.803976798818138,-6.753457806020001,-10.674341434362471,1
2.1736516263164334,30.2678451953638,-6.325534306224577,0
-9.034145409297361,9.248141252664924,2.007036810411134,1
43.75925466515211,25.954006263389367,-16.400369897513855,0
19.351105472500528,-8.803129139515768,-9.916233075919779,1
-4.981569655025153,18.651263719101838,1.335781242075755,0
-12.348191709836126,6.825280154734293,4.141156490758504,1
27.085248399259047,4.797317219841017,-5.241992718971063,0
13.175189694425532,-13.588205044935812,-8.558196876316345,1
4.279027296236876,40.05469428403213,-9.729543157655678,0
-15.296483353755134,2.476076196805872,5.535768756830634,1
19.535437114445568,-12.427248812491692,6.96436719941737,0
16.201654469843515,-14.45407970984627,-0.6976978819128378,1
-8.75394368669536,17.37839712933977,-1.4285154417097792,0
-15.38635436715269,4.029260494730045,4.6089256294702,1
21.801438731932294,-11.063173505838394,1.2631134271081574,0
16.430226317095684,-14.775689653006514,-5.472662246420573,1
-13.79207754745431,12.39282102437469,8.382244472697478,0
-14.739759518797467,7.727737179381492,2.960135243188873,1
39.04974792491396,17.960237450247217,-13.97734359346255,0
12.055121175637462,-12.742915785968195,-6.128377215040214,1
-19.687611783665144,5.951142186374301,7.912818360735297,0
-21.38485485052062,3.978379253429305,5.548068202891399,1
10.663115131595646,28.664953287660374,7.82401837135863,0
-8.307143453668175,-19.19989311706013,0.1794718181760506,1
-19.931409818410902,6.601356059930547,5.993731982539785,0
-24.11910570546027,0.2380867372999353,8.421158006252739,1
10.149462648114746,31.31382291214187,12.253217181582107,0
-9.875295895152982,-20.15720664378125,-2.272275169370962,1
0.6772612850156281,20.755790836411624,38.513860030828134,0
-20.147734780509847,3.664962251565654,12.65735977535335,1
-7.299250330120368,-19.396593566757314,7.098806454947136,0
-5.295585037293849,-7.560000838776116,1.3870430442061124,1
-15.036422719184797,6.757852329924511,16.49822601888612,0
-28.079597504009815,-6.574351253422763,10.648590924361532,1
-5.891532856255542,-17.12144909875628,9.601281061551568,0
-9.490539798141853,-16.348769273940732,1.744347159509014,1
-26.27552891681683,-1.5482219449602712,6.818419856795686,0
-28.414469919463173,-5.650532904547348,7.306858766203221,1
-7.566890940908489,-16.425334183346386,7.204620714935042,0
-10.610784920565402,-19.274774903258347,-0.8675474901711584,1
4.219877732799372,31.988505507124593,20.047257771865628,0
-14.450594530669415,1.3305152728573966,6.607478315161396,1
13.876102474855841,29.65761428389506,8.310527891732159,0
-3.124095550444639,-6.64413556810314,6.2429847663452165,1
8.596568583429498,34.67993698623354,4.534936113600708,0
13.671546099129351,27.75943395087087,3.0818976193556438,0
0.541015082056021,-6.855561765397876,-1.2865411164292044,1
18.509760952545427,42.08901691307908,5.774786463425761,0
14.513612678778937,34.30512136074407,9.891234654063965,0
-3.075659289046819,-8.990826959423423,8.569616726899966,1
-3.447980054386087,16.356055177121625,5.860486654028073,0
12.090497543594347,21.065327281641952,5.499933662951446,0
-0.21530609832522346,-6.103380041281529,-2.773115714648869,1
-4.602403900737013,12.148430492170073,8.130414027583168,0
-13.562411966025651,0.6542606842511477,5.97810425542924,1
5.9944921554178086,5.724249075734477,9.917872554039093,0
-2.454493805498269,-9.087421751433093,6.364302751301024,1
15.984774437268143,36.31458856974887,-0.12003415437339442,0
-9.02999633766648,3.841577859519991,0.15477594192896224,1
14.26043480031488,-13.43896292197229,-0.526303880477662,0
6.9287118718361445,-16.218782465355044,17.474182391344275,1
-0.2179621965928947,15.423107785188309,3.2054804456527064,0
-8.631699525066422,5.504307213432628,4.49036462572444,1
12.83982830736324,-8.80649899587496,1.714771357454508,0
9.459074647681827,-16.012575376610197,5.889367121880017,1
6.891287126504752,22.395679044126034,-7.518103864071304,0
-7.344775908682493,4.1967156085458495,7.9981375063300675,1
12.083931833847712,-11.098314973881115,2.7094248840586013,0
9.094345009010508,-16.344713411860308,6.701964653300114,1
-3.441181363926286,13.186093697777077,3.130834113705613,0
-6.78259099756597,5.46295484396542,5.612787192798538,1
20.475147741741843,-7.370990841939273,1.3630503656832504,0
14.59360945897423,-12.712174345928636,4.939318625107136,1
18.532193894097688,38.3322407178858,4.416385828930955,0
-2.9427103775595587,12.37819874550003,-5.726211016636569,1
13.919898861318062,-0.0017316352898874231,2.1715347571679033,0
7.480233831058895,-13.690766711952467,4.994174977910099,1
-17.40442167437191,4.801128108509252,-6.407376110570989,0
-19.334205216742056,1.8245786954533951,-11.06342451074717,1
