class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
two-classes,0.544921875,Spf,True,True,pca,None,1,1024,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,True,True,umap,None,1,1024,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,True,True,pca,None,3,1024,prajjwal1/bert-tiny,2
two-classes,0.541015625,Spf,True,True,umap,None,3,1024,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,True,True,pca,None,5,1024,prajjwal1/bert-tiny,2
two-classes,0.5078125,Spf,True,True,umap,None,5,1024,prajjwal1/bert-tiny,2
two-classes,0.505859375,Spf,True,True,pca,None,7,1024,prajjwal1/bert-tiny,2
two-classes,0.509765625,Spf,True,True,umap,None,7,1024,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,True,True,pca,None,9,1024,prajjwal1/bert-tiny,2
two-classes,0.55078125,Spf,True,True,umap,None,9,1024,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,True,True,pca,None,11,1024,prajjwal1/bert-tiny,2
two-classes,0.51953125,Spf,True,True,umap,None,11,1024,prajjwal1/bert-tiny,2
two-classes,0.51171875,Spf,True,True,pca,None,13,1024,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,True,True,umap,None,13,1024,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,True,True,pca,None,15,1024,prajjwal1/bert-tiny,2
two-classes,0.537109375,Spf,True,True,umap,None,15,1024,prajjwal1/bert-tiny,2
two-classes,0.45703125,Spf,True,False,None,None,75,1024,prajjwal1/bert-tiny,2
two-classes,0.498046875,Spf,False,True,pca,None,1,1024,prajjwal1/bert-tiny,2
two-classes,0.51171875,Spf,False,True,umap,None,1,1024,prajjwal1/bert-tiny,2
two-classes,0.51171875,Spf,False,True,pca,None,3,1024,prajjwal1/bert-tiny,2
two-classes,0.513671875,Spf,False,True,umap,None,3,1024,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,False,True,pca,None,5,1024,prajjwal1/bert-tiny,2
two-classes,0.51171875,Spf,False,True,umap,None,5,1024,prajjwal1/bert-tiny,2
two-classes,0.505859375,Spf,False,True,pca,None,7,1024,prajjwal1/bert-tiny,2
two-classes,0.5390625,Spf,False,True,umap,None,7,1024,prajjwal1/bert-tiny,2
two-classes,0.484375,Spf,False,True,pca,None,9,1024,prajjwal1/bert-tiny,2
two-classes,0.4296875,Spf,False,True,umap,None,9,1024,prajjwal1/bert-tiny,2
two-classes,0.517578125,Spf,False,True,pca,None,11,1024,prajjwal1/bert-tiny,2
two-classes,0.572265625,Spf,False,True,umap,None,11,1024,prajjwal1/bert-tiny,2
two-classes,0.443359375,Spf,False,True,pca,None,13,1024,prajjwal1/bert-tiny,2
two-classes,0.4765625,Spf,False,True,umap,None,13,1024,prajjwal1/bert-tiny,2
two-classes,0.51171875,Spf,False,True,pca,None,15,1024,prajjwal1/bert-tiny,2
two-classes,0.51171875,Spf,False,True,umap,None,15,1024,prajjwal1/bert-tiny,2
two-classes,0.51171875,Spf,False,False,None,None,72,1024,prajjwal1/bert-tiny,2
