class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
two-classes,0.48828125,Spf,True,True,pca,None,1,256,prajjwal1/bert-tiny,2
two-classes,0.5,Spf,True,True,umap,None,1,256,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,True,True,pca,None,3,256,prajjwal1/bert-tiny,2
two-classes,0.517578125,Spf,True,True,umap,None,3,256,prajjwal1/bert-tiny,2
two-classes,0.634765625,Spf,True,True,pca,None,5,256,prajjwal1/bert-tiny,2
two-classes,0.51171875,Spf,True,True,umap,None,5,256,prajjwal1/bert-tiny,2
two-classes,0.51171875,Spf,True,True,pca,None,7,256,prajjwal1/bert-tiny,2
two-classes,0.52734375,Spf,True,True,umap,None,7,256,prajjwal1/bert-tiny,2
two-classes,0.50390625,Spf,True,True,pca,None,9,256,prajjwal1/bert-tiny,2
two-classes,0.556640625,Spf,True,True,umap,None,9,256,prajjwal1/bert-tiny,2
two-classes,0.447265625,Spf,True,True,pca,None,11,256,prajjwal1/bert-tiny,2
two-classes,0.5078125,Spf,True,True,umap,None,11,256,prajjwal1/bert-tiny,2
two-classes,0.521484375,Spf,True,True,pca,None,13,256,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,True,True,umap,None,13,256,prajjwal1/bert-tiny,2
two-classes,0.509765625,Spf,True,True,pca,None,15,256,prajjwal1/bert-tiny,2
two-classes,0.515625,Spf,True,True,umap,None,15,256,prajjwal1/bert-tiny,2
two-classes,0.564453125,Spf,True,False,None,None,75,256,prajjwal1/bert-tiny,2
two-classes,0.51171875,Spf,False,True,pca,None,1,256,prajjwal1/bert-tiny,2
two-classes,0.513671875,Spf,False,True,umap,None,1,256,prajjwal1/bert-tiny,2
two-classes,0.54296875,Spf,False,True,pca,None,3,256,prajjwal1/bert-tiny,2
two-classes,0.47265625,Spf,False,True,umap,None,3,256,prajjwal1/bert-tiny,2
two-classes,0.51171875,Spf,False,True,pca,None,5,256,prajjwal1/bert-tiny,2
two-classes,0.43359375,Spf,False,True,umap,None,5,256,prajjwal1/bert-tiny,2
two-classes,0.5,Spf,False,True,pca,None,7,256,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,False,True,umap,None,7,256,prajjwal1/bert-tiny,2
two-classes,0.548828125,Spf,False,True,pca,None,9,256,prajjwal1/bert-tiny,2
two-classes,0.470703125,Spf,False,True,umap,None,9,256,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,False,True,pca,None,11,256,prajjwal1/bert-tiny,2
two-classes,0.537109375,Spf,False,True,umap,None,11,256,prajjwal1/bert-tiny,2
two-classes,0.55078125,Spf,False,True,pca,None,13,256,prajjwal1/bert-tiny,2
two-classes,0.47265625,Spf,False,True,umap,None,13,256,prajjwal1/bert-tiny,2
two-classes,0.4765625,Spf,False,True,pca,None,15,256,prajjwal1/bert-tiny,2
two-classes,0.51171875,Spf,False,True,umap,None,15,256,prajjwal1/bert-tiny,2
two-classes,0.48828125,Spf,False,False,None,None,72,256,prajjwal1/bert-tiny,2
