class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
ten-classes,0.2172017439556084,Spf,True,True,pca,None,1,1024,distilbert-base-uncased,37
ten-classes,0.2211652794292509,Spf,True,True,umap,None,1,1024,distilbert-base-uncased,37
ten-classes,0.463337296868807,Spf,True,True,pca,None,3,1024,distilbert-base-uncased,37
ten-classes,0.45105033690051527,Spf,True,True,umap,None,3,1024,distilbert-base-uncased,37
ten-classes,0.4934601664684899,Spf,True,True,pca,None,5,1024,distilbert-base-uncased,37
ten-classes,0.4661117717003567,Spf,True,True,umap,None,5,1024,distilbert-base-uncased,37
ten-classes,0.5168450257629805,Spf,True,True,pca,None,7,1024,distilbert-base-uncased,37
ten-classes,0.44787950852160124,Spf,True,True,umap,None,7,1024,distilbert-base-uncased,37
ten-classes,0.5390408244153785,Spf,True,True,pca,None,9,1024,distilbert-base-uncased,37
ten-classes,0.4383670233848593,Spf,True,True,umap,None,9,1024,distilbert-base-uncased,37
ten-classes,0.5437970669837495,Spf,True,True,pca,None,11,1024,distilbert-base-uncased,37
ten-classes,0.42608006341656757,Spf,True,True,umap,None,11,1024,distilbert-base-uncased,37
ten-classes,0.5172413793103449,Spf,True,True,pca,None,13,1024,distilbert-base-uncased,37
ten-classes,0.4629409433214427,Spf,True,True,umap,None,13,1024,distilbert-base-uncased,37
ten-classes,0.5140705509314308,Spf,True,True,pca,None,15,1024,distilbert-base-uncased,37
ten-classes,0.45977011494252873,Spf,True,True,umap,None,15,1024,distilbert-base-uncased,37
ten-classes,0.5196195005945303,Spf,True,False,None,None,75,1024,distilbert-base-uncased,37
ten-classes,0.17875544986127626,Spf,False,True,pca,None,1,1024,distilbert-base-uncased,37
ten-classes,0.18549346016646848,Spf,False,True,umap,None,1,1024,distilbert-base-uncased,37
ten-classes,0.3258026159334126,Spf,False,True,pca,None,3,1024,distilbert-base-uncased,37
ten-classes,0.4589774078478002,Spf,False,True,umap,None,3,1024,distilbert-base-uncased,37
ten-classes,0.4340071343638526,Spf,False,True,pca,None,5,1024,distilbert-base-uncased,37
ten-classes,0.5212049147839873,Spf,False,True,umap,None,5,1024,distilbert-base-uncased,37
ten-classes,0.5414189456995641,Spf,False,True,pca,None,7,1024,distilbert-base-uncased,37
ten-classes,0.4768133174791914,Spf,False,True,umap,None,7,1024,distilbert-base-uncased,37
ten-classes,0.7550535077288941,Spf,False,True,pca,None,9,1024,distilbert-base-uncased,37
ten-classes,0.4780023781212842,Spf,False,True,umap,None,9,1024,distilbert-base-uncased,37
ten-classes,0.7732857709076496,Spf,False,True,pca,None,11,1024,distilbert-base-uncased,37
ten-classes,0.4244946492271106,Spf,False,True,umap,None,11,1024,distilbert-base-uncased,37
ten-classes,0.797859690844233,Spf,False,True,pca,None,13,1024,distilbert-base-uncased,37
ten-classes,0.4383670233848593,Spf,False,True,umap,None,13,1024,distilbert-base-uncased,37
ten-classes,0.7950852160126833,Spf,False,True,pca,None,15,1024,distilbert-base-uncased,37
ten-classes,0.4684898929845422,Spf,False,True,umap,None,15,1024,distilbert-base-uncased,37
ten-classes,0.8787158145065398,Spf,False,False,None,None,72,1024,distilbert-base-uncased,37
