0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,class_numeric
-0.23568005967207778,0.43131258721964705,0.43001927500631304,0.1333498212053011,-0.16599058329824223,-0.035735124125742194,-0.11255637851881659,-0.03604847489281245,0.038343673871736664,-0.004228062665704589,0.007381075567451159,-0.15086060711363183,0.09216357601428546,0.08789945526705303,0.055322490532689686,-0.09902765306483272,-0.06274705450496555,-0.0523999996238917,0.05956967518555815,0
-0.2531344409724542,0.41745304552236717,0.46282550629174346,0.12277763318029279,-0.1659646492446063,-0.046389418152031105,-0.12150983308116352,-0.047575725165141435,0.03003949458375224,0.004630251961384127,-0.0012190994245875946,-0.14816973204503506,0.07354780310062783,0.08680331994792737,0.05007150038773512,-0.09973583464723847,-0.07287752786236955,-0.05552136609259388,0.04617378118077363,0
-0.24934529023753052,0.43653988319417003,0.42965131560968034,0.1122827260770349,-0.1707036568605279,-0.06351348795500492,-0.11131341989415867,-0.041018290063166984,0.03847311783935393,-0.001134843069869997,0.002513331515049446,-0.14218212757697732,0.08952300584526202,0.08537465519839536,0.05033976521254301,-0.09725327960420496,-0.06413038519515986,-0.05280113990102305,0.055470025371576914,0
-0.24807243950724006,0.4438265823179909,0.4052243390083247,0.1056689132555219,-0.1694865654532356,-0.06799399804092716,-0.10442723658930045,-0.0353725360906542,0.038077899083819644,-0.001773367247777432,0.00039086921462749174,-0.13336543936716602,0.0940465540270653,0.08257846074008296,0.050904212368763885,-0.09301171636693958,-0.0583331310383356,-0.050919771714428116,0.05929436148482926,0
-0.25032447728373536,0.44516164073149195,0.4103998438327062,0.11455678419949254,-0.1706704938484264,-0.03214359859098465,-0.1059220635167787,-0.030956362095689957,0.025118425856120223,-0.0034363043414186363,0.006811052056053434,-0.13949251617116978,0.10483092556894134,0.08806447584139548,0.04029052268437086,-0.0943287193809429,-0.05945953224196399,-0.05229531767336335,0.06472640143674993,0
-0.26213165128605387,0.4116519961169302,0.4692933351814308,0.11918745552284005,-0.1728593631879874,-0.04094254620677421,-0.12282859323973656,-0.05893672960611165,0.029071724649171543,0.0006476804881131481,0.0062549209903691675,-0.15535698332080303,0.07548556409555404,0.08849878486821233,0.046605694079733306,-0.09716220328023209,-0.07453482094049507,-0.057464836288040985,0.04510214824267052,0
-0.2744608542051415,0.3944156629379636,0.5039205793024792,0.12222052787818763,-0.17798576687410544,-0.03537772505956541,-0.13634102020412334,-0.07256674096301782,0.0370256774601022,0.0007652537958560576,0.008904447383392479,-0.16773875264175472,0.05800852021362898,0.08569230437978827,0.041672572384487044,-0.09696198067578475,-0.07931958846160327,-0.060706824641009974,0.027457214719079595,0
-0.27088681724262514,0.41110121462093896,0.4715568198595325,0.1263630683756006,-0.1729094444762733,-0.028529545920528015,-0.13026790982307004,-0.06761481780818797,0.03284105934536276,-0.000942094736442218,0.008185584675633866,-0.16371398053573274,0.07273410807326476,0.08650505826484128,0.055542503554708626,-0.09939549029617475,-0.07096977143762724,-0.05683623001739241,0.04569548189147498,0
-0.2850715754499891,0.43213064012368135,0.4627059843149725,0.1253488397795708,-0.1732254977463861,-0.018633863798551486,-0.13079267036215272,-0.05552391418223791,0.029016331758090305,0.0003317236787055302,0.0024606050895863117,-0.15770782033947808,0.08832206194562348,0.0876197084129146,0.032504724620483774,-0.09499537501835183,-0.06759147457272381,-0.057930469714140204,0.04362379441946533,0
-0.30375491777825947,0.4230476987923719,0.5025016554997046,0.13722987630364686,-0.15533245739425733,-0.027173165293079834,-0.14767497177733416,-0.07387331073343564,0.022727279539865745,0.0012533762447478095,-0.004320048761534906,-0.16822745121980995,0.059748452051545345,0.08877776720921948,0.053981259875029455,-0.10462800276046202,-0.06684771875116956,-0.06448011880835919,0.03921727141762675,0
