0,1,2,3,4,5,6,7,8,9,10,class_numeric
-0.23568005967207778,0.43131258721964705,0.4300192750063132,0.13334982120530106,-0.16599058329824223,-0.03573512412574219,-0.1125563785188167,-0.03604847489281243,0.038343673871736664,-0.004228062665704582,0.007381075567451182,0
-0.2531344409724542,0.41745304552236717,0.4628255062917435,0.12277763318029293,-0.16596464924460613,-0.04638941815203109,-0.12150983308116357,-0.04757572516514139,0.030039494583752213,0.004630251961384217,-0.001219099424587603,0
-0.24934529023753052,0.43653988319417003,0.42965131560968045,0.11228272607703486,-0.1707036568605276,-0.06351348795500476,-0.11131341989415891,-0.04101829006316698,0.038473117839353935,-0.0011348430698700017,0.002513331515049455,0
-0.24807243950724006,0.4438265823179909,0.4052243390083261,0.10566891325552169,-0.16948656545323548,-0.06799399804092711,-0.10442723658930039,-0.0353725360906542,0.0380778990838196,-0.0017733672477773955,0.00039086921462752573,0
-0.25032447728373536,0.44516164073149195,0.4103998438327063,0.11455678419949321,-0.17067049384842636,-0.03214359859098477,-0.10592206351677906,-0.030956362095689787,0.025118425856120306,-0.0034363043414186237,0.006811052056053524,0
-0.26213165128605387,0.4116519961169302,0.4692933351814309,0.11918745552284002,-0.17285936318798745,-0.040942546206774184,-0.1228285932397368,-0.05893672960611154,0.029071724649171553,0.0006476804881131144,0.006254920990369181,0
-0.2744608542051415,0.3944156629379636,0.5039205793024794,0.12222052787818759,-0.17798576687410597,-0.03537772505956566,-0.13634102020412345,-0.07256674096301767,0.03702567746010208,0.0007652537958560626,0.008904447383392555,0
-0.27088681724262514,0.41110121462093896,0.47155681985953257,0.12636306837560057,-0.17290944447627296,-0.02852954592052784,-0.13026790982307043,-0.06761481780818793,0.032841059345362716,-0.0009420947364422257,0.008185584675633866,0
-0.2850715754499891,0.43213064012368135,0.4627059843149727,0.12534883977957215,-0.17322549774638635,-0.018633863798551347,-0.1307926703621531,-0.05552391418223768,0.029016331758090385,0.00033172367870550865,0.002460605089586344,0
-0.30375491777825947,0.4230476987923719,0.5025016554997047,0.1372298763036475,-0.1553324573942573,-0.027173165293079695,-0.1476749717773338,-0.07387331073343559,0.022727279539865686,0.0012533762447478546,-0.0043200487615348854,0
-0.314385987026832,0.44776548675114214,0.5164298068820257,0.13704046207824683,-0.14881245224959602,-0.03203223790353712,-0.15792066790972947,-0.06639239913164377,0.025082878118588572,-0.0030962170321235734,-0.006687967642380265,0
-0.30983428620290887,0.44242583341607605,0.533994167883512,0.1780516237155536,-0.11700074265653347,-0.018804632685854084,-0.19184367810472705,-0.05504101561099004,0.017917449362827128,0.004263275965242388,-0.018381644184827246,0
-0.42052610937687424,0.19659169808856988,0.6353475579850384,0.09477389136683487,-0.01114128610126421,-0.05166694408198049,-0.17345894110443202,0.011500476809035036,-0.12361115283241808,0.0021137576128685154,-0.008834744475241976,1
-0.4209347156141675,0.2009362279044642,0.6355108140217198,0.0959932648503571,-0.013263344293667495,-0.04395997362765492,-0.165031977775394,0.010248490023818564,-0.1278070294531891,0.0030562348954136873,-0.011316979080288125,1
-0.41532618372625707,0.22408590825991093,0.6177507943396584,0.08870971737150005,-0.011661531216742332,-0.04932898830756043,-0.15950065830107207,0.0014997660161630475,-0.13036564636971698,0.010345934340799426,-0.024725320366314214,1
-0.40411944596242316,0.2687221124752009,0.5618790139951909,0.07640305745703461,-0.009958686815511016,-0.04995801214997683,-0.1561811017769129,-0.017498090548729646,-0.12896845242476432,0.02687463998963072,-0.046763334047040986,1
-0.40186425229840994,0.2788498504637967,0.5724856516030066,0.08797789049590167,-0.0015279822228944277,-0.051376342328549936,-0.1502906682062029,-0.017225541277955933,-0.13362352000605404,0.03076698699782963,-0.0531035921723674,1
-0.3866303662430231,0.3221127328416584,0.5189384316851395,0.08395226013003268,0.0016975934919179131,-0.039367726683263854,-0.14148215064470823,-0.02287423993115497,-0.13436873629711313,0.047016923405324144,-0.07170601822895481,1
-0.3764240537700046,0.3348089224346914,0.5062084652154684,0.08691931353296446,-0.002327799967190766,-0.040205173596212146,-0.14164290352776202,-0.023993724593793356,-0.11912306956942534,0.04845884855046109,-0.07453651466369314,1
-0.383525431575764,0.3011283383185593,0.5666067715670652,0.10240264294351188,0.006274515467880255,-0.04285485576661139,-0.1666416730647063,-0.014482808367507921,-0.12267178104507946,0.03937590892391298,-0.06775058614030614,1
-0.38356249338331166,0.3010467276082144,0.5647616647817779,0.10734907877977495,0.00957262553139026,-0.035095862321969394,-0.16747216208639573,-0.012846963286849533,-0.1255441413649117,0.0425135525923358,-0.07160352906488464,1
