data_unit,class_list,difficulty,num_classes,class_name_list,PH2,PH3,reducer,kernel,num_components,batch_size,num_epochs,loadable,accuracy,top2accuracy,macro_f1,macro_precision,macro_recall
Spf,two-classes,unspecified,2,"['a', 'b']",True,True,pca,None,4,1024,1440,gaunernst/bert-tiny-uncased,0.83203125,1,0.8317745583470872,0.8323844505662688,0.8315725190839696
Spf,two-classes,unspecified,2,"['a', 'b']",True,True,pca,None,4,1024,576,gaunernst/bert-mini-uncased,0.83984375,1,0.8397557251908396,0.8397557251908396,0.8397557251908396
Spf,two-classes,unspecified,2,"['a', 'b']",True,True,pca,None,4,1024,192,gaunernst/bert-small-uncased,0.830078125,1,0.8300256045302083,0.8299861125948083,0.8301221374045802
Spf,two-classes,unspecified,2,"['a', 'b']",True,True,pca,None,4,1024,144,gaunernst/bert-medium-uncased,0.787109375,1,0.7869720393167288,0.7870035274176554,0.7869465648854962
Spf,two-classes,unspecified,2,"['a', 'b']",True,True,pca,None,4,1024,96,distilbert-base-uncased,0.82421875,1,0.8241516691853277,0.8241147741147741,0.8242137404580152
Spf,two-classes,unspecified,2,"['a', 'b']",True,False,None,None,75,1024,1440,gaunernst/bert-tiny-uncased,0.9609375,1,0.9608652449743942,0.9620098039215685,0.9604580152671756
Spf,two-classes,unspecified,2,"['a', 'b']",True,False,None,None,75,1024,576,gaunernst/bert-mini-uncased,0.94140625,1,0.9412304866850321,0.9436758285679149,0.9406412213740458
Spf,two-classes,unspecified,2,"['a', 'b']",True,False,None,None,75,1024,192,gaunernst/bert-small-uncased,0.927734375,1,0.9276347203599928,0.9282436091605856,0.9273740458015267
Spf,two-classes,unspecified,2,"['a', 'b']",True,False,None,None,75,1024,144,gaunernst/bert-medium-uncased,0.865234375,1,0.8650485325632298,0.8655820215093243,0.8648396946564885
Spf,two-classes,unspecified,2,"['a', 'b']",True,False,None,None,75,1024,96,distilbert-base-uncased,0.92578125,1,0.9257631257631258,0.9277012549739823,0.9266564885496182
