0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,active_hand
9.858161,5.234694,4.776547,3.9034374,4.4235454,4.916064,5.1312475,5.208406,4.9867673,4.7649264,5.0300274,5.0525813,13.253088,5.1858687,5.0269184,5.2718763,5.0959773,6.318173,4.3247366,5.3943543,4.9806757,4.941875,5.6639023,5.38685,4.7831416,4.75213,4.720428,5.2805743,4.831984,1
3.5741968,12.681414,3.7163951,4.7929697,8.609017,4.873695,5.4194922,5.1694727,4.98711,5.0630674,4.999744,4.7311797,5.007256,5.262729,5.187381,5.2615666,5.9117723,5.5753927,4.5769424,5.4521213,4.7954626,4.774109,5.513698,5.0081983,5.1365366,5.245675,5.678054,4.6622167,5.071312,0
9.854145,5.2156634,4.7643447,3.996888,4.3685,4.87196,5.1544538,5.223948,5.041167,4.75223,4.9946427,5.0577526,13.306348,5.170309,4.9596276,5.308869,5.0543184,6.4018965,4.2687583,5.4021564,4.9810195,4.9431906,5.655765,5.4481397,4.767189,4.7374563,4.7114305,5.3889613,4.8648396,1
3.5784087,12.677073,3.7103834,4.790694,8.619871,4.879185,5.4230037,5.1733127,4.9820275,5.0716567,5.0065045,4.728217,5.012254,5.2694225,5.1896553,5.2577443,5.9047227,5.571564,4.573842,5.452784,4.801751,4.7789493,5.5234685,5.012581,5.1313996,5.2415705,5.684384,4.665091,5.064862,0
9.855811,5.233238,4.7736,3.934633,4.400645,4.9041834,5.1378736,5.215562,5.019712,4.7545857,5.0116405,5.059731,13.256191,5.1924047,4.9998574,5.2887583,5.1049156,6.33758,4.305804,5.397983,4.973063,4.9299574,5.6683817,5.410573,4.7742763,4.76307,4.718599,5.323863,4.818139,1
3.5751781,12.676673,3.7131147,4.7902117,8.617958,4.8754654,5.424084,5.1706758,4.981516,5.067124,5.0048127,4.7275586,5.0128183,5.265446,5.187854,5.2593675,5.9081645,5.57153,4.5757422,5.453719,4.801942,4.779418,5.5188103,5.013153,5.1347156,5.2418303,5.681497,4.6657715,5.0665684,0
9.856219,5.2345786,4.774358,3.9338477,4.4005713,4.9041343,5.1356564,5.2145805,5.0208735,4.75308,5.0113,5.0596595,13.252384,5.193412,4.9990034,5.290196,5.108675,6.333532,4.306575,5.3971357,4.971539,4.9294834,5.668017,5.4111667,4.774545,4.764209,4.717431,5.323852,4.8133864,1
3.576199,12.676277,3.7123208,4.79036,8.619106,4.876468,5.4241514,5.171621,4.9809446,5.068471,5.005627,4.7271423,5.0133963,5.2665343,5.1885705,5.258646,5.907129,5.571034,4.575304,5.4533496,4.8027406,4.7800136,5.5202594,5.0137076,5.1337924,5.2413125,5.6823406,4.666091,5.0658417,0
9.85503,5.236678,4.7746406,3.9176083,4.4116917,4.9185295,5.138091,5.2176013,5.0141153,4.7601137,5.0168185,5.0631795,13.244688,5.201642,5.0145564,5.276646,5.1203675,6.3221846,4.318118,5.401009,4.9737005,4.9200635,5.678791,5.396432,4.7746415,4.77755,4.726346,5.3099318,4.8065047,1
3.577922,12.675292,3.7120252,4.7913933,8.619663,4.877103,5.4235187,5.173378,4.980232,5.0692525,5.005605,4.7259784,5.014129,5.267183,5.1902075,5.2570744,5.907093,5.569681,4.5757017,5.4520564,4.8033347,4.780812,5.521058,5.0144677,5.1331773,5.2399683,5.682762,4.666905,5.0659785,0
9.857753,5.242597,4.7758565,3.8547518,4.4403043,4.9535847,5.1343985,5.2192736,4.982167,4.7758675,5.029018,5.064105,13.224863,5.214082,5.0666695,5.243474,5.145209,6.2830863,4.3496385,5.4049172,4.9768734,4.905501,5.698731,5.3509974,4.7748446,4.8020453,4.73924,5.2520647,4.7964454,1
3.570286,12.7380705,3.726604,4.8111644,8.533441,4.879263,5.3790503,5.160852,5.046813,5.054876,4.9713063,4.777089,4.9477267,5.2622013,5.1802998,5.285156,5.914414,5.622223,4.567426,5.444619,4.736516,4.7164016,5.497277,4.9542284,5.1345663,5.291392,5.664663,4.619085,5.0958543,0
9.854205,5.2386937,4.7749023,3.8825862,4.435863,4.9454513,5.1420083,5.2214656,4.9930143,4.775569,5.029682,5.0663447,13.23491,5.2115884,5.0479116,5.2486134,5.13492,6.300677,4.3417273,5.4073086,4.9795604,4.906812,5.695341,5.3654027,4.775848,4.795895,4.7426233,5.2770743,4.79807,1
3.5801165,12.680458,3.7143393,4.7955995,8.608083,4.878294,5.416676,5.1748457,4.986705,5.0682697,5.000886,4.729553,5.007641,5.267359,5.191943,5.2577186,5.908604,5.5729346,4.575829,5.448598,4.796131,4.7749853,5.518953,5.0090685,5.1324983,5.243149,5.680572,4.662789,5.070495,0
