0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,class_numeric
-3.4944355,7.8729057,4.4909363,4.670908,5.0502987,6.6257358,6.68904,3.7318232,2.6033766,5.543531,5.472276,6.096631,5.3025146,4.08219,5.1453314,3.5644476,6.694828,4.695323,4.6837535,5.925179,0
-3.5959141,7.944009,4.51236,4.5824075,5.073635,6.6259956,6.675726,3.725619,2.6773558,5.631234,5.5312486,6.044476,5.410701,4.0190573,5.1492195,3.5024815,6.7862887,4.694804,4.586314,5.9735656,1
1.3834879,8.518678,3.042578,6.328771,5.022029,6.004241,5.344097,3.23203,3.090447,5.5110445,5.6847944,6.452725,3.932507,4.5433655,4.777197,3.4618754,6.659178,3.7734013,4.2877555,6.0136,2
-3.5684588,7.939008,4.4958243,4.615442,5.050164,6.634076,6.6670213,3.712463,2.660152,5.6125684,5.52028,6.070726,5.3810625,4.0247808,5.1339164,3.5071478,6.7656136,4.6793675,4.602324,5.9760327,3
-3.595291,7.971946,4.464446,4.6493235,5.0289774,6.6736007,6.6567993,3.6715434,2.6440032,5.6642847,5.5038586,6.0843515,5.3716574,4.0348577,5.1098833,3.4569383,6.7633653,4.6569996,4.5555396,6.0085735,4
-3.5703034,7.929431,4.445097,4.720071,4.9597125,6.7374077,6.687503,3.6435847,2.5292876,5.623596,5.4096823,6.1745343,5.320936,4.073251,5.1046934,3.4663703,6.6484003,4.6446104,4.6105685,5.994509,5
11.686439,3.2690628,5.2731724,5.272076,4.816202,6.266383,6.5691943,5.107575,2.3884814,3.7794874,4.1614337,3.101481,4.5863557,4.653403,4.5860066,3.2564251,6.640794,3.9515152,3.4334457,5.577326,0
11.846463,3.3853185,5.323038,5.412235,4.743748,6.218475,6.551571,5.1709857,2.4120824,3.805257,4.095611,3.224001,4.724384,4.509407,4.4614472,3.1237586,6.589825,3.7716408,3.3488038,5.750541,1
11.741618,3.494553,5.308364,5.311536,4.822497,6.2009487,6.5408382,5.15571,2.4513156,3.808028,4.16184,3.2105205,4.6277194,4.5163493,4.4884787,3.2338283,6.5877748,3.912444,3.4171667,5.617607,2
11.866906,3.9027839,5.153456,5.6016192,4.7327886,6.309607,6.2963824,5.0691857,2.56636,3.7616627,4.0715485,3.4645963,4.9106646,4.420116,4.4949374,2.981313,6.6611657,3.878287,3.5706122,5.6525817,3
11.722404,3.3328173,5.2873907,5.299804,4.8036075,6.248914,6.5632105,5.12454,2.3992033,3.7858264,4.1499004,3.1396942,4.614247,4.6090035,4.5514045,3.234137,6.626284,3.914012,3.4137228,5.6139207,4
11.781963,3.463004,5.287301,5.363316,4.7867336,6.2303076,6.5237837,5.157105,2.4364054,3.7979403,4.1214266,3.222974,4.677826,4.5259523,4.486694,3.177099,6.590927,3.8657296,3.4130487,5.6631403,5
