0,1,active_hand,class_numeric
0.40403924605574143,-0.22629258365053265,1,0
-0.5954482054503808,0.23572483948971829,0,0
0.4353275448994373,-0.22016255278042782,1,0
-0.6152232990520002,0.23300219173983827,0,0
0.43044650127115264,-0.2065364389433863,1,0
-0.6039623829932658,0.2101240519849839,0,0
0.4459132012510256,-0.20652106406817783,1,0
-0.6005956589997375,0.2097848785721637,0,0
0.4505817600566951,-0.18185911878113278,1,0
-0.6031827168081598,0.23086194176497804,0,0
0.4404527717127581,-0.16981951259086,1,0
-0.5857341328057505,0.21617879351036018,0,0
0.4421557623468828,-0.16630392497561947,1,0
-0.5843267535158027,0.2075756196961798,0,0
0.4353152782563892,-0.1619044103716148,1,0
-0.5779784096931323,0.214107239658399,0,0
0.42437884412583976,-0.14933839438727736,1,0
-0.5896731732281766,0.220203854341393,0,0
0.4214829184488141,-0.18542020091375772,1,0
-0.5927238687782661,0.21866051720543905,0,0
0.402564723395189,-0.1879075750023097,1,0
-0.5803053927375666,0.195205372914231,0,0
-0.5763905800000358,0.20158996810319413,0,0
0.3821774989964997,-0.18070254664840946,1,0
-0.6106768940360702,0.19736591269199022,0,1
0.3961767288595676,-0.2136732817780629,1,1
-0.6106118791423101,0.18365838326618353,0,1
0.4019088766779927,-0.2181311761513719,1,1
-0.6083884814643872,0.17495061649303545,0,1
0.3970797973244179,-0.2158839380712268,1,1
-0.613363144115281,0.17877241754369605,0,1
0.4120105295879891,-0.21989921216650296,1,1
-0.5963927392237854,0.19714134421677018,0,1
0.4015602216080325,-0.2352839615027286,1,1
-0.6013065485418126,0.22208750066185326,0,1
0.4210427381138689,-0.23610195105192952,1,1
-0.6214407605550871,0.20968683919362868,0,1
0.424374750188775,-0.23906295332085042,1,1
-0.6150756033558398,0.20579263562899391,0,1
0.4003592713119803,-0.23170839278309005,1,1
-0.6081076089938919,0.2039296308683645,0,1
0.40097322592334617,-0.23688089442189295,1,1
-0.6145038246427201,0.2169586211310883,0,1
0.4274752523852713,-0.24051520147187685,1,1
-0.6032615772324588,0.2251743184256556,0,1
0.4178583306345378,-0.24201503868989035,1,1
-0.6145177458218894,0.21112747494574105,0,1
0.42744524303334563,-0.24334003583584868,1,1
-0.6671152594735622,0.656046751076699,0,0
-0.1333003768988725,-0.8473006140820913,1,0
-0.0014797243160602936,0.4382683565256123,1,0
-0.16678278489405945,-0.8677411441738314,0,0
0.009931417282707166,0.4214836905871753,1,0
-0.1798284355682732,-0.864046620368745,0,0
0.025881038452555263,0.46156132277011797,1,0
-0.16863158160722838,-0.8112769996146292,0,0
0.15423121980511903,0.42019024673275146,1,0
-0.19752175077871287,-0.779031520461753,0,0
0.1556074324451766,0.3996965130155243,1,0
-0.17372114619357487,-0.7912629509659365,0,0
0.17588631491958495,0.3866674931688651,1,0
-0.19170023543880713,-0.7945912126319484,0,0
0.23344923576172774,0.33961077140245505,1,0
-0.20748361410362023,-0.8152925444102563,0,0
0.23491704619917567,0.3420824763644494,1,0
-0.1923192351717896,-0.8186912273044772,0,0
0.26357199175650065,0.3214889931055012,1,0
-0.18598062790688547,-0.8060079366702345,0,0
0.2614899469863922,0.31627298712542673,1,0
-0.19346605769335304,-0.8122875570295092,0,0
0.25012930715613324,0.33197376137467505,1,0
-0.181276267321369,-0.7933938682441283,0,0
0.09166516647588065,0.3364210982395198,1,1
-0.19940194878860068,-0.7756135988603844,0,1
0.07411763062875147,0.3405053983872194,1,1
-0.21265588115731285,-0.7931492537224027,0,1
0.08143788414931648,0.3139351374667538,1,1
-0.21272901710417055,-0.7937310559607192,0,1
0.07935352985085321,0.3054779247330994,1,1
-0.2033107636422275,-0.7719135278577408,0,1
0.04670486291701724,0.3479629768286929,1,1
-0.1977178505185277,-0.7759213116390252,0,1
0.04616084579256913,0.3115784055794694,1,1
-0.19724194815183327,-0.7715445160894041,0,1
0.05912554384582672,0.30324145083275333,1,1
-0.1990335959154377,-0.7627936718063754,0,1
0.04360073700201875,0.273160318862002,1,1
-0.194401930355597,-0.7497757506769559,0,1
0.024695423160312552,0.2268015436561241,1,1
-0.19400978128651672,-0.7451655636863879,0,1
0.013967989716057755,0.21421731191813417,1,1
-0.20753367204722048,-0.7630522312313931,0,1
0.01835333721577954,0.21684334346239803,1,1
-0.1913223484863271,-0.764018957622216,0,1
0.012405939115685029,0.2613717866605069,1,1
-0.19803727694500464,-0.7516798645114864,0,1
-0.6444924485022306,0.030086445402940455,0,0
0.41397885487433,-0.20549893373191672,1,0
0.4233600567082355,-0.1671503039368855,1,0
-0.631530026423581,0.012143044661172145,0,0
0.4222086725313346,-0.15784056831124868,1,0
-0.6291751212706469,0.0015659421271360158,0,0
0.4259098040210516,-0.14378146509389397,1,0
-0.628663467733267,0.00841193866505971,0,0
0.4184027223178909,-0.11771308969655013,1,0
-0.6273721956661501,0.0176267162505742,0,0
0.4136153685337906,-0.10135949297599955,1,0
-0.6182031783788532,0.020846433832486445,0,0
0.4004488231379638,-0.109189393664848,1,0
-0.6310901725896401,0.03653575408394335,0,0
0.39548860878467634,-0.11091075012211034,1,0
-0.6251779733314948,0.007119083174095038,0,0
0.39593241749048713,-0.10149646763771301,1,0
-0.6430300203218332,0.017947911422142318,0,0
0.4245858932321905,-0.09677979958635391,1,0
-0.6261635540310186,0.00994549587509827,0,0
0.4001777993102224,-0.11084669032333991,1,0
-0.6370940631380704,0.03143211147503016,0,0
0.4083038305411509,-0.12119966647288265,1,0
-0.6507001601726875,0.026165465449332882,0,0
0.39885569831353157,-0.14499151667287977,1,1
-0.6201901179711882,0.10596819191263235,0,1
0.3950282040493563,-0.14630976421038352,1,1
-0.6083721262251005,0.11173152255966214,0,1
0.4227110392215494,-0.14317284562091648,1,1
-0.6126438930988295,0.109455174150742,0,1
0.4258814836345537,-0.16039411776222137,1,1
-0.6201055293933843,0.09646879707364123,0,1
0.41378028570768277,-0.18175351572563117,1,1
-0.6172743575031696,0.10279768457881171,0,1
0.41407094053668664,-0.1865408293103847,1,1
-0.6249892396707603,0.09492740778169023,0,1
-0.6262021835644768,0.09637697587549497,0,1
0.4256483957467879,-0.20625815470954448,1,1
-0.6266555900778712,0.11611091173710941,0,1
0.4190853395152645,-0.2093751412158531,1,1
-0.6189024199648681,0.12679945964312866,0,1
0.43326395295426867,-0.22718451051685912,1,1
-0.6241606141275434,0.10939893502452186,0,1
0.42111232338820825,-0.21065594320999656,1,1
0.411782345706457,-0.21164488213979227,1,1
-0.6308141339247446,0.10495158792121739,0,1
0.40920904710427236,-0.21306427195773908,1,1
-0.621554556877007,0.08516620210922164,0,1
-0.05626936134009592,0.3140681516853017,1,0
-0.13772646029034588,-0.8231259564553004,0,0
0.028417242081793484,0.34836298252750053,1,0
-0.1634438687638205,-0.796810851627344,0,0
0.09971123564217306,0.33920438692503,1,0
-0.13858550293147526,-0.7902740283000858,0,0
0.05578382002553316,0.36809985243447707,1,0
-0.14921369832084388,-0.7819808349048005,0,0
0.07111578598358774,0.38908477894411897,1,0
-0.12699166421130023,-0.8053623236067582,0,0
0.04906936099439055,0.3805124386025382,1,0
-0.14154801850447676,-0.7950612570356095,0,0
0.04421671781121679,0.3938889410604977,1,0
-0.16601028551364974,-0.8012903040434717,0,0
0.11039548217844262,0.37044236446278095,1,0
-0.1556808372097596,-0.7999312392341863,0,0
0.1454983929682727,0.31564772676775166,1,0
-0.14455978140110576,-0.8102423723333858,0,0
0.1309024462890416,0.3863877286235036,1,0
-0.17379842660510675,-0.7880344095297266,0,0
0.10121490056056336,0.3464693600519993,1,0
-0.17436920811262818,-0.7820217108431138,0,0
0.09842105171890074,0.3241653899566756,1,0
-0.1708388478774141,-0.786906801885394,0,0
0.0031272996173417724,0.19433806994370656,1,1
-0.1718602861346473,-0.8048758566054341,0,1
-0.022457380012914144,0.2899921772506344,1,1
-0.15582699127925567,-0.7694857343366958,0,1
0.012053933989825412,0.24105190045584418,1,1
-0.16217814075744438,-0.778631645140385,0,1
0.04306839583903522,0.17542004538531905,1,1
-0.160987374402301,-0.7745677177661853,0,1
-0.005203353337456914,0.2414546498993725,1,1
-0.16031462340532873,-0.780850836019684,0,1
0.01598286972679569,0.23477695022146136,1,1
-0.16167689664832624,-0.78736779597438,0,1
0.003249815605216957,0.2825653961883988,1,1
-0.15921638055853743,-0.7713571246163439,0,1
0.015796854325685127,0.29103431725163864,1,1
-0.1500810763561833,-0.7709872408475267,0,1
0.002111172064200705,0.2938140647239485,1,1
-0.1689012455543067,-0.7817997500090033,0,1
0.010199425424855637,0.2740561323794283,1,1
-0.15472333213105874,-0.7753376516195413,0,1
0.02232147186229319,0.2223953243758236,1,1
-0.16508329189137547,-0.7676791476819163,0,1
0.005769842891442854,0.22400684284688566,1,1
-0.18421240773102157,-0.7637157669333949,0,1
0.49608346831567235,-0.15365990852066044,1,0
-0.6834781189628346,-0.0809321973814556,0,0
-0.6800518851818251,-0.0689089545541614,0,0
0.5020475723765784,-0.149372112687839,1,0
-0.6826209343079152,-0.0681746880232161,0,0
0.5035522568380151,-0.1417798458321637,1,0
-0.670787243400005,-0.09340731909630742,0,0
0.48268007308268696,-0.1399156409168876,1,0
-0.67891978279859,-0.07881026659483258,0,0
0.4549363383465842,-0.14118320203695495,1,0
-0.6763136843313879,-0.06439316094766072,0,0
0.4375440748151841,-0.15525154598079013,1,0
-0.6731322320739187,-0.07998124132989008,0,0
0.43922723594678353,-0.1490743765198524,1,0
-0.6671747964379148,-0.07467901993163609,0,0
0.4500035992459482,-0.13937509759765376,1,0
-0.669619415423296,-0.0789477966411562,0,0
0.4609672007137031,-0.13631638761121978,1,0
-0.6841424777502483,-0.0915226997883767,0,0
0.44276554916898453,-0.12454110204300932,1,0
-0.676349971058868,-0.07675133358690427,0,0
0.48999961315768903,-0.18752865779882616,1,0
-0.6766617386172891,-0.08117719780195588,0,0
0.480481856371826,-0.16058545826690734,1,0
0.41834199730522914,-0.17793478907138927,1,1
-0.6817287021408727,-0.09167413873144115,0,1
0.4258211258557722,-0.1924957980186618,1,1
-0.6812809220633533,-0.092233002477952,0,1
0.42872494635600816,-0.19898036563286364,1,1
-0.6889039103918806,-0.09434953926957367,0,1
0.415755425120604,-0.19603896738915486,1,1
-0.6821647402081095,-0.09169909146242797,0,1
0.4008963599450822,-0.18867310976925838,1,1
-0.6725535528160024,-0.09716021477423474,0,1
0.41655559895138655,-0.19182880441585834,1,1
-0.6649406586816717,-0.08933443742820281,0,1
0.3866031889746426,-0.21592658771442325,1,1
-0.6693207877873244,-0.09668248600218589,0,1
0.39915225519628317,-0.22226372494411897,1,1
-0.6669288175669479,-0.09011695207012124,0,1
0.41307297781207886,-0.22270525036883448,1,1
-0.6890666019309957,-0.09257146661666361,0,1
0.41087810482268744,-0.23290760421516085,1,1
-0.6826903856523036,-0.09966543433842004,0,1
0.42534743883498216,-0.24038759417720315,1,1
-0.6733882551274499,-0.11173710939730068,0,1
0.42731261373874085,-0.24297194870576205,1,1
-0.6481148462545394,-0.10843759637808574,0,1
0.10996451993489033,0.3404116276665579,1,0
0.15415280575055898,0.33822643528352914,1,0
0.1545287371215126,0.3209168240530459,1,0
0.16005743857503768,0.3194363916590252,1,0
0.15628837243827276,0.3530091065954561,1,0
0.17954126971631457,0.3597102295440643,1,0
0.1763923803528712,0.3284291917956255,1,0
0.21460615314623482,0.3477288181599832,1,0
0.2093275323981468,0.335671152007186,1,0
0.1902261853190865,0.3348861174332634,1,0
0.14408768638054614,0.3648017492312172,1,0
0.11595317443131108,0.343498237952281,1,0
0.01036454487920829,0.3304698754123646,1,1
0.04613084573426735,0.35416793829508253,1,1
0.05400287268221329,0.3452836667409989,1,1
0.03767106834158944,0.30815823692181543,1,1
0.02379834705579722,0.27025684104285186,1,1
0.025621853867238375,0.26052633591666263,1,1
-0.01107863012603476,0.19841483967506998,1,1
0.00689001064069072,0.17129547684847396,1,1
-0.009651790477481879,0.17250010128493706,1,1
