0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,class_numeric
-0.37539961678407363,-0.07252924858845795,0.22458981078237455,0.14564062834987967,-0.030196216088893037,-0.007851089812568187,-0.07217911124283455,-0.06550950539768777,0.060271586583931155,0.052849669092478284,0.0631560603487151,-0.05215553750648547,-0.06125970401964858,0.006839070148157442,-0.03367622995597594,0.03305942195951235,-0.03228092554558494,-0.03259743747648414,-0.01874574457212498,0.008761333732680269,0
-0.49030641998650637,-0.21983066654173603,0.36520301931642396,0.03832585383320467,-0.025126386768548514,-0.018903921123780018,-0.00040015439971960605,-0.004111694929782684,0.06196449108779541,-0.0008241808448953549,0.046282045982968645,-0.023987676541925386,-0.06537764688136019,-0.024188619288050984,-0.018296423418310132,0.022862624868656096,-0.055161832701473096,0.014464265398845723,-0.014227516403682111,-0.02767750609718054,1
0.13827776543422363,-0.46728772347424935,-0.12005798461139802,0.4833552197161733,-0.3431013000298968,-0.0925203380840371,0.09634202516499304,0.11377118240967314,0.10860333438620248,0.07552696428162238,-0.09861800058544559,-0.005987322761015934,-0.09442785620280843,-0.052198972067124656,-0.019125229322286556,-0.08941979214811915,0.08743716679534452,-0.04222850810317651,-0.07946855073759726,0.02706323396331616,0
0.17694043821078234,-0.6458498383770913,0.3576340388537817,0.08617717804813298,0.08834643972781625,-0.03984043632566211,-0.1000042898318333,-0.0017933370093836465,-0.017438592819245848,0.03345517059323283,0.03275034180748154,0.041464504175619386,0.06649917475453072,0.03201624033792953,0.019657155723884344,0.0051493157145795455,-0.0021527362664798704,-0.04475915263615086,-0.01012974903441982,0.04236434384977499,1
-0.3704042076323918,-0.11840705448846496,0.10380116905214933,0.12127769131509719,0.054941037653478235,0.02932820709962577,0.05099504140833495,-0.02540439078769022,0.023088148540622383,-0.027508826558069445,0.0012541796954388827,-0.05518764939217937,-0.06309304270746557,0.031607505898575965,-0.03966841735395853,-0.01482494253206809,-0.002381743891592827,-0.0508563041082206,-0.01357456046160367,-0.015550973525913822,0
-0.46874258747918,-0.21424618535709505,0.2629910653121008,0.009791400662484207,0.041504264149571576,-0.01866267174506583,-0.0007662529884368412,-0.024364375288986617,0.04721647683404976,-0.046713393809808004,0.04144468863732925,0.0011699935672401184,-0.04220297252412875,-0.01555137872072692,-0.03247743706158658,0.028670440509570932,-0.019743492385084153,0.016969610053950666,-0.0014614745551394775,-0.013208478653982485,1
0.16954778292721095,-0.7502068045833816,0.0910652178615113,0.21719312354590062,-0.10088007385280261,-0.01748662886389001,0.01974594723073632,0.13811591443654747,0.007381560073142183,-0.07947780177422716,-0.042985729077271856,0.029130609390236265,-0.06700436755481524,-0.043971525378223034,-0.014974023948806635,-0.000629200406029266,-0.06107514487688796,0.011844370954382104,-0.001873312818318021,-0.062220061397057935,0
0.12267838584534463,-0.7851302723270488,0.4923414827428077,0.003339456357760309,-0.09111561280218951,-0.07608852034207908,0.03241889205141051,0.0031300265010231437,-0.040015347324973756,-0.026812078436823414,-0.02086689933628314,0.04775429320124386,0.06770246003287861,0.04371784520244825,-0.05023384140679604,-0.004679588632540039,0.009519932205893838,-0.030610653875650342,0.060198379217983045,0.02834018497184477,1
-0.43418570075882545,-0.19734329831890907,0.06656062090460242,0.1693700451252804,0.056840321647902974,0.04560652722788811,-0.07342136120569331,-0.0005216173908284214,0.014999939290026647,-0.04574556682479927,0.04097509857615025,-0.02006925857541643,-0.027990252773763675,0.0017059636675958486,-0.03845371776694537,-0.024991011519879435,-0.0213949152505025,0.015382040885989696,-0.01614802543893184,-0.03120740765227939,0
-0.4526919961192374,-0.21694447805603964,0.3476577141665091,0.08402128446564486,-0.011079073351611747,0.01621037068664097,-0.0631872493633609,-0.013281784240450631,0.05863185550807743,-0.017793012349925474,0.05942278640485546,-0.0424183658966012,-0.06406517413433607,-0.018009490669187455,-0.013130631560663237,0.03635376267876405,-0.04105137219432442,0.02683170432617343,-0.0049802805824949795,-0.019981619700160182,1
