0,1,2,3,4,5,6,7,8,9,class_numeric
-0.3412567711120853,-0.14775870508950043,0.22237184120340067,-0.1813295159220075,0.04884205114306121,-0.015239002144859622,-0.01999126124665537,-0.07713537560690144,0.05381377705791068,-0.05088565211228721,0
-0.4125023341730815,-0.314370436886599,0.368946192936876,-0.07854390596436077,0.03654715406858919,-0.022225815952530304,0.009198846665399121,-0.013180028132053143,0.052419282900718366,-0.013803434236790799,1
0.2606229407056261,-0.38488686830402774,-0.18530174263215674,-0.46952581601063065,0.34327836201604767,-0.1132371177125989,0.05541686759795657,0.165506570090207,0.10821150729701291,0.11804555318059577,0
0.34467185229097963,-0.6053448231760807,0.3485949810267771,-0.12944651450236733,-0.08602934143229664,-0.03607108239627849,-0.07683191897719173,-0.03317885040469491,0.006166895710853501,-0.03869201292147043,1
-0.32179068583253556,-0.18027820743638998,0.09619344286606056,-0.1390443751147541,-0.04472491904453208,0.030637956589139266,0.06489839675418818,-0.021073771403717478,0.014088034773668594,-0.006744070872157723,0
-0.39312646360489656,-0.30429125069757806,0.26778013038208304,-0.041467310638551635,-0.03416367574696473,-0.017757443175923867,0.008746674251398346,-0.04469095128237022,0.029104067025278745,-0.0014803610782215646,1
0.3646496931276291,-0.6765992913561467,0.05445011874461025,-0.2266241349354966,0.08853285810513617,-0.026613339881504036,-0.051121349829079156,0.12512920941821795,0.016191599987359376,0.0858635965527076,0
0.33222890687002155,-0.7493806777571019,0.47624909050591774,-0.05313631771447689,0.08971925774420735,-0.07489441736307147,0.006529660550462845,0.017725382676985195,-0.06501629719504011,0.03324744621643097,1
-0.36696348995762285,-0.26243798863719053,0.05176707501558993,-0.19072883571186078,-0.05108410080008257,0.04688999121130191,-0.06405513673921638,-0.04275213296816062,0.022944777913978164,-0.03376122948081309,0
-0.37731551638630406,-0.30172337594345877,0.3465871860852983,-0.12559328678872161,0.02278404558953128,0.012401541215176058,-0.046248550225144035,-0.04381565619957954,0.052841167605313884,-0.03186165413148296,1
0.31363615555676466,-0.48238742677661367,-0.16526444539606103,-0.44877748462331024,0.07638402288273002,0.049952365806001355,-0.1264037013701155,0.02943755700330306,0.07377898183943458,-0.07165296508372998,0
0.36587276137312885,-0.5125278873264224,0.5470885859460273,-0.1563614145213614,0.01758334345834836,-0.04902336951180048,-0.18677726262308927,-0.05896935051999458,0.0014721751726993301,0.010060308250404408,1
-0.36132554410470136,-0.12291865508939359,0.20335372170615199,-0.21210781955896896,0.03367878861314661,0.03746285428400831,-0.0035244380212559414,-0.10325450179991678,0.03359454413900849,-0.038209743797404605,0
-0.3593001951339635,-0.2566030136925195,0.3378211970415897,-0.15938096015269188,0.01955286403647918,0.04685759324022908,0.00911793540835805,-0.056216167425373734,0.039533061045025145,-0.0037021270852602524,1
0.32687467039961005,-0.5392337083599495,-0.011604929412549656,-0.32792526231817803,-0.021148601315938226,-0.012144238443803008,-0.14223963588372093,0.042589824020776046,0.027919617758318326,-0.041014783396086205,0
0.3301639221826384,-0.7605799075697561,0.4668864106064942,-0.06674067008392907,-0.056371634553527526,-0.014413631412312295,-0.010709969743528452,-0.016339043300439376,-0.04355498724163896,0.025633940095675756,1
-0.37856975305826013,-0.06361225912319089,0.09725969617385165,-0.10091816760689903,0.02432433225283548,0.10576325853941981,0.16594615419160577,-0.11897754933160731,-0.03987854303957037,0.00742791349068293,0
-0.3489358227446049,-0.22787568038703407,0.1724326415069029,0.012327968270036517,-0.10743606004537981,0.07361581263158119,0.14512916862382594,-0.14896268184963019,-0.026639841034835514,0.007549970659981261,1
0.3682778110471511,-0.5229111007611192,-0.14963222673146204,-0.17878494591114202,0.0373609697955832,-0.05658041824725309,-0.0836404210547349,0.07341656603797492,0.12480606630142264,-0.12918627190789034,0
0.43436546682312166,-0.5609919488230075,0.21087666103106595,-0.09660272593591818,-0.042841475173908676,-0.019727208241763355,-0.02317470178127715,0.023667936068203256,-0.03852829365540845,0.05172317797104065,1
-0.32017293502388544,-0.1659781460548489,-0.133098980008655,0.15637997575378015,-0.13177360310510175,0.0685000511761713,0.09800610623666234,-0.061913740948347944,-0.05536605771003943,0.007810610191524069,0
-0.39258420246892084,-0.13477182803166368,-0.07471254990770408,0.20124479950246404,-0.09797071567975577,0.023130396347113773,0.05872052122160664,-0.07880566244450046,-0.028641313908697053,0.014834387835838868,1
0.309334585925835,-0.25406799693470583,-0.36737759295252875,0.07483132030793081,-0.17727734141873083,0.19302152705819386,0.13454534066103369,-0.13942167354485185,-0.05179856151237038,0.022951726856760578,0
0.19421124755616873,-0.10688513934671835,-0.16060515282408958,0.08479391651427899,-0.05633152160818759,0.05734973784316928,0.11448138945233657,-0.12308129042628019,-0.04891374189868112,-0.010170720054431901,1
-0.17061220920295067,-0.11570532351284377,-0.2714817390116659,0.023344833447446887,0.04739149329666968,-0.5056589980405792,0.22696024400929468,-0.13964087222613858,-0.014004960705789595,0.07590303024257984,0
-0.39283954669889926,-0.11531818611203379,-0.13563646063959575,0.2410586710146503,-0.05042148083527495,-0.07149041625783994,-0.01891864572448766,-0.06339151364975207,-0.0006881558965627451,-0.027720161365678196,1
0.3050304986965039,0.8384641434855038,-0.6445178344470209,-0.36844077982468953,-0.21903116241950038,0.13314985577671926,-0.034838526935202827,-0.16060916068026676,-0.12255938674337018,-0.08179443811458326,0
0.2755740374440992,-0.32864542826903476,-0.13250086513127474,0.023435952233685095,-0.1490148490511414,0.040852012284233685,0.0365648699440946,-0.08405391241136236,-0.01314816134650409,-0.03260295167748274,1
-0.08119120280524272,0.14055054094393313,-0.17258464766302953,-0.006217643543854106,0.03407763864026647,0.3985699425662215,-0.02936300996156943,-0.13058763526144154,0.348944867329484,0.3594233813229088,0
-0.39420842793166083,-0.11646681055930364,-0.1458576386622793,0.1720252579956788,-0.11852130416386225,-0.01406184034401366,-0.007318408943042007,-0.11271486967514335,-0.017209079164201224,-0.03033480962413979,1
0.2641293491657971,-0.130366555317817,-0.2097998626627278,0.01065375735440999,-0.00690594541041407,0.12085435877815146,0.09129021998960123,-0.19635021889065235,-0.04273611064977175,-0.012950706788507179,0
0.2328044434798742,-0.08277457294488208,0.006854995670117138,0.19735900931232409,-0.09827791084465688,0.03129794141835986,0.041690811142467636,-0.13545631022620266,-0.039135311648591006,0.012945524892300395,1
0.28684958918774456,0.04440339636917655,0.3005006681401884,0.3021167760846441,0.04072361729863538,0.7949815486446926,-0.08976021562779146,0.26996092263878924,-0.15712570282433305,0.00919009498846364,0
-0.41305344840098424,-0.07895261840280395,-0.004768260369778095,0.25498564962508885,-0.13616273580415683,-0.03273695134268576,-0.06319582976991964,-0.06615617217107692,-0.03746474070469272,-0.013311532660696873,1
0.23742511065917207,-0.09450146340421971,-0.18484211147487353,0.07070440908083851,-0.035509415609995515,0.0938688163628234,0.08376909531943333,-0.17495980238049477,-0.023233380628839253,-0.0755937851325159,0
0.1954339950609254,-0.0531146777504435,-0.04355874988530214,0.11683693579761803,-0.07778027538652497,0.04070733640109114,0.11275662259357222,-0.14308552678300437,-0.038499182176233625,-0.03022518750382638,1
-0.1265838710480481,0.014411576202268803,-0.1459956387102486,-0.05027677355164698,-0.11883054371017826,0.27988715962036365,0.15764454960316543,0.08848426060333613,0.491075961245888,0.0051781008566665265,0
-0.41316124232684615,-0.0915500514010348,-0.018200756611778557,0.16199813862778942,-0.017022846387941857,0.034585707930259786,0.03327066746581288,-0.05096901179207929,-0.04700869260865021,0.03626772257254124,1
