class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
ten-classes,0.11374407582938388,Spv,True,True,pca,None,1,1024,distilbert-base-uncased,2
ten-classes,0.16113744075829384,Spv,True,True,umap,None,1,1024,distilbert-base-uncased,2
ten-classes,0.2037914691943128,Spv,True,True,pca,None,3,1024,distilbert-base-uncased,2
ten-classes,0.17535545023696683,Spv,True,True,umap,None,3,1024,distilbert-base-uncased,2
ten-classes,0.26066350710900477,Spv,True,True,pca,None,5,1024,distilbert-base-uncased,2
ten-classes,0.1943127962085308,Spv,True,True,umap,None,5,1024,distilbert-base-uncased,2
ten-classes,0.1848341232227488,Spv,True,True,pca,None,7,1024,distilbert-base-uncased,2
ten-classes,0.13270142180094788,Spv,True,True,umap,None,7,1024,distilbert-base-uncased,2
ten-classes,0.21800947867298578,Spv,True,True,pca,None,9,1024,distilbert-base-uncased,2
ten-classes,0.15639810426540285,Spv,True,True,umap,None,9,1024,distilbert-base-uncased,2
ten-classes,0.1990521327014218,Spv,True,True,pca,None,11,1024,distilbert-base-uncased,2
ten-classes,0.10426540284360189,Spv,True,True,umap,None,11,1024,distilbert-base-uncased,2
ten-classes,0.1848341232227488,Spv,True,True,pca,None,13,1024,distilbert-base-uncased,2
ten-classes,0.13270142180094788,Spv,True,True,umap,None,13,1024,distilbert-base-uncased,2
ten-classes,0.16113744075829384,Spv,True,True,pca,None,15,1024,distilbert-base-uncased,2
ten-classes,0.10426540284360189,Spv,True,True,umap,None,15,1024,distilbert-base-uncased,2
ten-classes,0.08530805687203792,Spv,True,False,None,None,75,1024,distilbert-base-uncased,2
ten-classes,0.16113744075829384,Spv,False,True,pca,None,1,1024,distilbert-base-uncased,2
ten-classes,0.11374407582938388,Spv,False,True,umap,None,1,1024,distilbert-base-uncased,2
ten-classes,0.15639810426540285,Spv,False,True,pca,None,3,1024,distilbert-base-uncased,2
ten-classes,0.12796208530805686,Spv,False,True,umap,None,3,1024,distilbert-base-uncased,2
ten-classes,0.17535545023696683,Spv,False,True,pca,None,5,1024,distilbert-base-uncased,2
ten-classes,0.10426540284360189,Spv,False,True,umap,None,5,1024,distilbert-base-uncased,2
ten-classes,0.15165876777251186,Spv,False,True,pca,None,7,1024,distilbert-base-uncased,2
ten-classes,0.10900473933649289,Spv,False,True,umap,None,7,1024,distilbert-base-uncased,2
ten-classes,0.17061611374407584,Spv,False,True,pca,None,9,1024,distilbert-base-uncased,2
ten-classes,0.09004739336492891,Spv,False,True,umap,None,9,1024,distilbert-base-uncased,2
ten-classes,0.10426540284360189,Spv,False,True,pca,None,11,1024,distilbert-base-uncased,2
ten-classes,0.11848341232227488,Spv,False,True,umap,None,11,1024,distilbert-base-uncased,2
ten-classes,0.11848341232227488,Spv,False,True,pca,None,13,1024,distilbert-base-uncased,2
ten-classes,0.07582938388625593,Spv,False,True,umap,None,13,1024,distilbert-base-uncased,2
ten-classes,0.12796208530805686,Spv,False,True,pca,None,15,1024,distilbert-base-uncased,2
ten-classes,0.10426540284360189,Spv,False,True,umap,None,15,1024,distilbert-base-uncased,2
ten-classes,0.17061611374407584,Spv,False,False,None,None,72,1024,distilbert-base-uncased,2
