PCA1,PCA2,PCA3,active_hand
-5.477673916238854,0.7157481677007196,-4.311005705173182,1
8.349893655342226,4.26421715917231,2.15190203995271,0
-5.730529830932515,1.0416388628537296,-4.396943509576213,1
8.509446862310618,4.344799203574428,2.016421687852378,0
-5.802384165126014,0.8506773814693344,-4.04902547437115,1
8.458545058385734,4.195731459699004,1.7949445330579517,0
-5.99712304249661,0.7577019320565427,-3.973394196050111,1
8.357857137409578,3.9837936159822185,1.8979431732224668,0
-6.061472047858323,1.148062530585895,-3.819513376829093,1
8.37726680813311,4.041241969870947,2.185295438622317,0
-6.036016089972363,1.2158353146475371,-3.704806337783137,1
8.288095689549168,4.06412741640449,1.9755131139738908,0
-5.97389101748041,1.3333601631638787,-3.68235910987723,1
8.178270933250378,3.865843737205251,1.8978236446521224,0
-5.96267186807389,0.9915193098450008,-3.3525297530307565,1
8.146151891557693,3.9678926004319277,1.9597576584999734,0
-5.820835832929247,1.2177550608802243,-3.3100163311941806,1
8.224785219290291,3.751209453753427,2.1722914264383877,0
-5.7721213392647535,0.8164145932477852,-3.6516204353572985,1
8.225051154183733,3.5539347985329335,2.2362702161426027,0
-5.585379219502931,0.890494425643606,-3.805206504365605,1
8.139451201221112,3.451218586815868,1.968979891090806,0
8.133546458414424,3.601673974483121,1.9965285963498345,0
-5.3216479840244135,1.2029258216630558,-3.928712994053714,1
8.460103371736015,3.3096444791538513,2.047983222161345,0
-5.289900528207917,1.9622081271430976,-5.077665385820876,1
8.44064416096512,3.2782741299789047,1.8379737036527883,0
-5.319202752401818,1.9805236842338374,-5.1634724826793486,1
8.492144465848739,3.391691511510452,1.671611502281884,0
-5.299250007532715,1.999390261013035,-5.155440834455831,1
8.622391479598814,3.7654671771345622,1.5461644087656543,0
-5.4767522805120485,2.014982673435701,-5.236006355225134,1
8.413928258914101,3.6390967847429594,1.9277499772329656,0
-5.4146900722602185,1.8963234612257667,-5.456839496835145,1
8.375812049350044,3.4107745257260738,2.4192400495540327,0
-5.650973611399354,1.9736395645870608,-5.53265458274213,1
8.75364549382605,4.034470295890172,1.9202408170332235,0
-5.61804841916634,2.193837923063635,-5.742091791087945,1
8.683742496899931,4.0395666188181005,1.8538601684881137,0
-5.275410299950077,2.427015128976539,-5.780618825126171,1
8.5643342189051,3.9365937964158033,1.8639658839205508,0
-5.257282495479459,2.431086246834659,-5.86530630682064,1
8.697916998324647,4.362030647872421,1.854574366653544,0
-5.630586773982934,2.142004265344826,-5.7115585973504155,1
8.530794486749556,4.0604023100491675,2.142225269950294,0
-5.602496904109929,1.88552403025962,-5.556267698622498,1
8.768593699584887,4.4848325374978675,1.710446993551746,0
-5.70714480179796,1.8054372074737464,-5.506810042390463,1
7.5595408068626675,3.489183779423328,8.31602560094713,0
2.412293172621421,-4.219532051981213,-11.564652941321107,1
0.13873332036365665,5.412339251301524,4.2459649412215725,1
2.8444526560506067,-4.766908194317733,-11.504937505797084,0
-0.04435529780012695,5.166340151514019,4.139492210120897,1
2.9358824659075937,-5.027840853346457,-11.276883638413446,0
-0.06223676009837184,6.095943515023043,4.195184767666361,1
2.8090691483480397,-4.693791377868974,-10.60430198487316,0
-1.649929970941266,6.347678853107246,3.2950004611822106,1
3.1691722741255464,-4.5747616261418464,-10.241123768234596,0
-1.7021320224165029,6.176237550532558,3.071125250924769,1
2.827366613490712,-4.588126670353032,-10.404071877731097,0
-2.297551323539775,4.953575006197815,3.624082669654587,1
3.0156425479334126,-4.6491349834237745,-10.3921281484578,0
-3.127930267257851,4.5088545520341725,3.1050950637446153,1
3.1836069843576413,-4.943729811813727,-10.514880312894867,0
-3.130258923911241,4.547767686674371,3.127545236054522,1
3.0032380002214842,-4.797598006765655,-10.677223163696812,0
-3.6082659327029196,3.906588880761383,3.2022453977292527,1
2.914667261014144,-4.861730807609169,-10.42961541176449,0
-3.577503944648198,3.914729461316595,3.1103276888643956,1
2.9856372293508695,-4.913343411237444,-10.506611720190813,0
-3.3714396412504404,4.265161556537572,3.143840912410668,1
2.8916928502534773,-4.502450550950539,-10.438850703623473,0
-0.9575267964346821,5.487081900955826,2.591951625611762,1
3.061466188167736,-4.66931280388285,-10.129350826447627,0
-0.5463792468638303,6.122942893576853,2.2678865992213497,1
3.232482879334588,-4.914525458933015,-10.28313738392465,0
-0.8151785808013328,5.344147724034002,2.3174916550699747,1
3.245958075857612,-4.715399601006538,-10.43177898884517,0
-0.6637199200277552,5.784796290281679,1.8908676364623298,1
3.0777017630010786,-4.600274074852961,-10.091195343144255,0
-0.1929461785821016,6.09431858096584,2.435087917368065,1
2.9919187212227323,-4.752412104117561,-10.091788009160968,0
-0.11502359820975706,6.117399068408939,1.8088920177045429,1
3.0223484845485875,-4.5726206103846145,-10.13294608990265,0
-0.43609548264735903,5.5726588867408084,2.0085329701537837,1
3.0277608355641976,-4.4541260204113895,-10.032146315612477,0
-0.06710766927132962,5.9481416709981545,1.271457885894814,1
2.9467399860552574,-4.431598478331681,-9.871525274103066,0
0.3316498988613074,6.1515857187599305,0.35658563952981265,1
2.955780012161947,-4.261127391583613,-9.887486655032319,0
0.6352686564137848,6.620600502975091,-0.17140051496943037,1
3.1619792087979994,-4.363028451290665,-10.13631886104097,0
0.38731188388783006,5.979498536603904,0.3088889493131321,1
2.9089254963899456,-4.528718803105967,-10.002054003343297,0
0.4771320061250435,6.227315401783405,0.9293211814207377,1
3.015069224626332,-4.522745022069541,-9.805966235895163,0
8.358485371497315,-0.9586697020218717,1.3466862347260238,0
-5.6481477287199855,0.624853172097972,-3.8499582199724562,1
-5.8655811884725555,0.6965433736678867,-3.233447400482012,1
8.251594104109902,-1.1755891584819307,1.2161448601423361,0
-5.808604697365073,0.9020839208531316,-3.212166904452263,1
8.144134936858807,-1.5168053948867342,1.1687965401860103,0
