0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,class_numeric
-2.10255831061942,2.0510698194621884,5.311611689615476,3.507954819054688,-0.761202765916268,-1.3730957278484432,-1.0162069305824477,-1.5446206118895431,-1.4253485494944695,-0.8829452654092782,0.75385650322154,-0.3077640425353326,-0.040250338707383926,-0.13691165057690793,-0.0300272789501122,0.18848564877024682,-0.26544987560818073,0.0662168639730112,0.22382655612419286,0.018248551235839544,-0.1451500356011399,0.0055363759134428175,-0.09979653486930878,-0.03253245150452065,-0.01398543094619746,-0.018876989396416858,-0.03865247235547395,-0.04068235416029183,0.004847810139928992,0
-2.5999833757807043,2.456498993815274,4.441401773206954,4.444377979624232,-1.47181733050062,-0.2261968413323001,-1.1657990167584829,-1.2987457697051557,-1.6707653371871256,-1.0162431027306875,0.662736053209944,-0.1799912333966608,-0.03393359025885839,-0.2752145465510234,-0.07314816706766958,0.32357447137131606,-0.3261200126133762,0.029297442954762058,0.26507840800241234,0.01364961772739956,-0.18507632136410376,-0.018686263808690137,-0.17797472703206785,-0.06359082574892586,-0.03029633360031597,-0.07224491186442952,-0.05627304034390226,0.005578921980205442,0.030579318408250594,0
-2.7866761339096584,2.0192152792168314,4.233652540062534,4.076020345892107,-0.6245472520071907,-1.199876372714642,-0.8252608235977017,-1.316702142725689,-1.5788299698089903,-0.9148984291466855,0.7813321374125383,-0.20583214848538056,-0.04670905791562785,-0.2613567655287964,-0.09255741930382631,0.24239998890662617,-0.2554296830451739,0.04682305070934478,0.2128265178924608,-0.029843394265673506,-0.12541889917841867,-0.034748012288556236,-0.15111829803091054,-0.03783845385558702,-0.008285694281844686,-0.03907662664561985,-0.04512616626272885,-0.008890571599662224,0.006607788993915606,0
-3.0373839069190534,1.8466880409614737,3.90677965199224,4.373681701779703,-0.5766312568565498,-1.1867158193483591,-0.745093320731598,-1.2523872974989452,-1.6678284289370398,-0.965131321648631,0.8489881852000845,-0.22688459470856226,-0.07838494776144833,-0.3261120037171418,-0.1013441421838648,0.23174417676038023,-0.2650352557136582,0.044787231721016174,0.20819609307002787,-0.04859974410810633,-0.10633266290091828,-0.04474021769079458,-0.16664803028755223,-0.040069550274492334,-0.003217154240522553,-0.043339151880825766,-0.046516168411638956,-0.0049835569281324425,-0.006615184265571538,0
-3.5215790739209862,2.127170813624851,3.269068074530762,3.9646501766541853,-0.453285321795143,-0.9219204236878018,-0.6387242388157113,-1.1080334834892838,-1.7309868017799657,-1.0480121575019652,0.8466080148499942,-0.12781166923259996,-0.17970485272682796,-0.21330618468029874,-0.12310026063395538,0.26901771599510577,-0.28216683553242,0.0433192229556979,0.2451591745163542,-0.0028583165220683604,-0.1337121951314286,-0.05875123482373625,-0.1329437401413261,-0.034175328733171535,-0.0003257506951166028,-0.06091929737498057,-0.054169321123187,0.013935941368292782,0.013926004336654982,0
-3.724614231788167,2.015081243660387,3.3627109328448253,3.014400558078764,0.0385907000036019,-1.7634023770140963,-0.34768419244308507,-0.8620756054392622,-1.6404146781990143,-0.9624927089668025,0.7862076685195446,-0.10049001300127937,-0.016399155288707223,-0.15121293047747833,-0.14195348280943695,0.22633098265894674,-0.2177768184299383,0.03497503598581354,0.23857557646248714,-0.08458627346372138,-0.09278523879757589,-0.0468169768425904,-0.17478585663713364,-0.048167431764747845,0.005318287651984048,-0.05080898691165571,-0.04856821089668311,0.009528914597536454,-0.001878288751913905,0
-3.5117111735456232,2.2354061212830394,3.250489851902606,3.163683922465322,-0.6343306781721978,-0.9003144378243635,-0.585867170260238,-0.8526638785220315,-1.7376554847801386,-0.9497546972248396,0.694367430702329,-0.03397941422535783,0.04103110972835472,-0.25556081818008036,-0.12391267898152819,0.22919631958213038,-0.20900979860465163,0.03804565704053185,0.2322118286239739,-0.029295854028360213,-0.16130036493462394,-0.04809263845446344,-0.14557018819402273,-0.03886239540903431,0.018516863955136798,-0.03232783641607656,-0.04344747606014639,0.0010059462591403383,0.002441460428804376,0
-3.217143766071559,1.7627905257954617,3.371344455879837,2.845259328367455,-0.44718108115152655,-1.2631302656684513,-0.48636032210551644,-0.9973447673014412,-1.6541886278783504,-0.770006123944861,0.7762214328319562,-0.05436736549126486,0.001944906856245765,-0.17448510491321986,-0.04167546067050751,0.24191092543882375,-0.19024524041384064,0.04771462110062727,0.21112138419448714,-0.06624363709849637,-0.12403192520248044,-0.05230049409384032,-0.15160131215312955,-0.022346762065725743,0.020053993889708764,-0.008037004283369887,-0.03941100798772977,-0.006630015551159786,-0.01488939216254357,0
-3.2267004454761152,2.050780245548504,3.1524278140299344,3.172287520942938,-0.2570753820585918,-1.3835279220908283,-0.47730784441949853,-1.0566085538928758,-1.799999431680953,-1.0013844476023281,0.9406941503311887,-0.026316339182533496,-0.12756337147067204,-0.19664900933387516,-0.06349663050923612,0.229785115350774,-0.17239001219881195,0.03875477319275314,0.22160767204414714,-0.04262393415226659,-0.16839874993081613,-0.08313880898463594,-0.14116738154464292,-0.02602048786056938,-0.00340538436996116,-0.04686186210606873,-0.04892649607626597,0.014468034167503339,-0.009059209186977741,0
-2.696733688830019,1.778529148387126,4.182172972526485,3.0344988266314217,-0.708540722515918,-1.5101739709492794,-0.6718257124742208,-1.110856203588408,-1.6660689350292914,-0.8482480345310204,0.8355282139442033,-0.15876485801983126,0.045209230080970275,-0.19228827971895943,-0.01989377981655982,0.3078749342245111,-0.24099830686593524,0.03793411481030025,0.23212859606378275,-0.03887480181782815,-0.16608283835634727,-0.037820051020261515,-0.14756680311086248,-0.03146750353348505,-0.00010958737352178421,-0.026122508765351996,-0.051067719701071955,0.0004448244465828817,-0.007918917959827989,0
