data_unit,class_list,difficulty,num_classes,class_name_list,PH2,PH3,reducer,kernel,num_components,batch_size,num_epochs,loadable,accuracy,top2accuracy,macro_f1,macro_precision,macro_recall
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,1,1024,0,gaunernst/bert-tiny-uncased,0.5077519379844961,1.0,0.33676092544987146,0.25387596899224807,0.5
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,2,1024,0,gaunernst/bert-tiny-uncased,0.5077519379844961,1.0,0.33676092544987146,0.25387596899224807,0.5
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,3,1024,0,gaunernst/bert-tiny-uncased,0.49224806201550386,1.0,0.32987012987012987,0.24612403100775193,0.5
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,4,1024,0,gaunernst/bert-tiny-uncased,0.49224806201550386,1.0,0.32987012987012987,0.24612403100775193,0.5
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,5,1024,0,gaunernst/bert-tiny-uncased,0.49224806201550386,1.0,0.32987012987012987,0.24612403100775193,0.5
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,6,1024,0,gaunernst/bert-tiny-uncased,0.49224806201550386,1.0,0.32987012987012987,0.24612403100775193,0.5
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,7,1024,0,gaunernst/bert-tiny-uncased,0.6550387596899225,1.0,0.6284646376389496,0.7285344827586206,0.6593436316643626
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,8,1024,0,gaunernst/bert-tiny-uncased,0.5077519379844961,1.0,0.33676092544987146,0.25387596899224807,0.5
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,9,1024,0,gaunernst/bert-tiny-uncased,0.5077519379844961,1.0,0.33676092544987146,0.25387596899224807,0.5
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,10,1024,0,gaunernst/bert-tiny-uncased,0.49224806201550386,1.0,0.32987012987012987,0.24612403100775193,0.5
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,11,1024,0,gaunernst/bert-tiny-uncased,0.5077519379844961,1.0,0.33676092544987146,0.25387596899224807,0.5
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,12,1024,0,gaunernst/bert-tiny-uncased,0.5077519379844961,1.0,0.33676092544987146,0.25387596899224807,0.5
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,13,1024,0,gaunernst/bert-tiny-uncased,0.42054263565891475,1.0,0.391353402738602,0.4043971631205674,0.42403979082767324
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,14,1024,0,gaunernst/bert-tiny-uncased,0.49224806201550386,1.0,0.32987012987012987,0.24612403100775193,0.5
Spf,specified,easy,2,"['a', 'c']",True,True,pca,None,15,1024,0,gaunernst/bert-tiny-uncased,0.5058139534883721,1.0,0.3589187661695421,0.7495088408644401,0.5133587786259542
Spf,specified,easy,2,"['a', 'c']",True,False,None,None,75,1024,0,gaunernst/bert-tiny-uncased,0.5077519379844961,1.0,0.33676092544987146,0.25387596899224807,0.5
Spf,specified,easy,2,"['a', 'c']",False,True,pca,None,1,1024,0,gaunernst/bert-tiny-uncased,0.49224806201550386,1.0,0.32987012987012987,0.24612403100775193,0.5
Spf,specified,easy,2,"['a', 'c']",False,True,pca,None,2,1024,0,gaunernst/bert-tiny-uncased,0.5077519379844961,1.0,0.33676092544987146,0.25387596899224807,0.5
Spf,specified,easy,2,"['a', 'c']",False,True,pca,None,3,1024,0,gaunernst/bert-tiny-uncased,0.49224806201550386,1.0,0.32987012987012987,0.24612403100775193,0.5
Spf,specified,easy,2,"['a', 'c']",False,True,pca,None,4,1024,0,gaunernst/bert-tiny-uncased,0.49224806201550386,1.0,0.32987012987012987,0.24612403100775193,0.5
Spf,specified,easy,2,"['a', 'c']",False,True,pca,None,5,1024,0,gaunernst/bert-tiny-uncased,0.501937984496124,1.0,0.3973031072894274,0.5304789550072568,0.5085201658952936
Spf,specified,easy,2,"['a', 'c']",False,True,pca,None,6,1024,0,gaunernst/bert-tiny-uncased,0.5872093023255814,1.0,0.5871705398695117,0.5871805657797876,0.5872002163851655
Spf,specified,easy,2,"['a', 'c']",False,True,pca,None,7,1024,0,gaunernst/bert-tiny-uncased,0.5077519379844961,1.0,0.33676092544987146,0.25387596899224807,0.5
Spf,specified,easy,2,"['a', 'c']",False,True,pca,None,8,1024,0,gaunernst/bert-tiny-uncased,0.5077519379844961,1.0,0.33676092544987146,0.25387596899224807,0.5
Spf,specified,easy,2,"['a', 'c']",False,True,pca,None,9,1024,0,gaunernst/bert-tiny-uncased,0.49224806201550386,1.0,0.32987012987012987,0.24612403100775193,0.5
Spf,specified,easy,2,"['a', 'c']",False,True,pca,None,10,1024,0,gaunernst/bert-tiny-uncased,0.49224806201550386,1.0,0.32987012987012987,0.24612403100775193,0.5
Spf,specified,easy,2,"['a', 'c']",False,True,pca,None,11,1024,0,gaunernst/bert-tiny-uncased,0.5581395348837209,1.0,0.5394300031318509,0.5648822572661056,0.5551481637314419
Spf,specified,easy,2,"['a', 'c']",False,True,pca,None,12,1024,0,gaunernst/bert-tiny-uncased,0.5755813953488372,1.0,0.4960375684004442,0.7381243718043963,0.5818807477309611
