0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,active_hand
0.2711161703743628,-0.3315664123744924,0.16214327260376843,0.20067349278314248,0.0809879541284151,0.1000672385638062,0.005196698824922315,-0.12321670251210458,-0.0088252981673604,0.09381387382631715,-0.02003047755132202,-0.05840520418570345,-0.025623290933590368,-0.003996986069572428,-0.01705670205817213,-0.0041152258251733855,-0.03188206736826063,-0.027177127513641052,0.01748565068381691,0.030451844117981304,0.0059894086079509985,0.01962822291474369,-0.04168007846710269,0.0009219056957538667,1
-0.5791861873110523,0.2819581301081306,0.1954263513493131,0.22937896080063883,0.10839317163320689,-0.07772759419137092,0.023311210698956458,-0.040542247502976504,0.011116459530422066,0.0682702586815475,-0.04301321229723309,-0.08743291999072285,-0.05784208030237167,-0.02775194839022346,-0.008430342928544114,0.050395146012327925,-0.029793157664389374,-0.060922987438813386,0.003645892223737555,-0.01459627908038785,-0.00940531997747484,0.07025386146167109,-0.06423719940091896,-0.015580905032361769,0
0.2967490986219563,-0.33917365462032545,0.19248597985884175,0.2750065955163257,-0.0037562294245427753,0.08714646874370224,-0.007954867120088667,-0.12017585931935314,0.004921532859674116,0.08860936697262686,-0.043270621085311885,-0.05752800977301795,-0.024280613212157326,-0.03223966108051912,-0.020796065481290888,-0.005428215584709583,-0.051519592259421224,-0.030954897915062667,0.02328299799355937,0.05178424841792817,-8.516614184461405e-05,0.02565035284108886,-0.06750568951902619,0.007940503808459634,1
-0.5995994602283977,0.2848420250165238,0.19698131350446751,0.29703502966307366,0.029609857153440194,-0.08624134801517286,0.0030358022673400717,-0.06986876636274342,-0.0083565436455396,0.06570640664428432,-0.06600124152611375,-0.09500498135561884,-0.05358678189306299,-0.04691661917080236,0.0022227500782614528,0.05644680112894269,-0.036008790156940244,-0.07399593891964835,0.001410467437250065,0.007257547663776603,0.0009315873879114247,0.0802556062058926,-0.08494184871120332,-0.011440233899808944,0
0.2989515407423959,-0.3183079536514831,0.1738760805432658,0.24484195689255128,0.07986697066636976,0.08989565421556292,0.016416777801974362,-0.11581693208044654,0.006075316049560673,0.09185317405122494,-0.026041401508463177,-0.05992380795138985,-0.03187954490563181,-0.009824956023632914,-0.01540654711888716,-0.0032700437391056402,-0.04012318326685143,-0.02675347754693651,0.0170772884010801,0.03520410583064318,0.0038777532985974222,0.027251017010778554,-0.04988978966770883,0.0045759205725841474,1
-0.5928480032877174,0.26024724824615497,0.19453755508437592,0.2637393472536296,0.11282954645705882,-0.07633394673955314,0.016564433279445175,-0.043432918728555654,0.010068659497933799,0.0689862232867414,-0.051168808712924826,-0.09474420120721341,-0.04447250790677468,-0.03594162542798237,-0.0007696451942282633,0.05114772038805345,-0.03607494503407217,-0.06984203436254979,0.0052194004152591855,-0.0021500208138237353,-0.00841843080425725,0.06914179885689249,-0.06970939147723879,-0.015136022075550318,0
0.3140475738392391,-0.3170246170208636,0.16783302490421104,0.2655392922604032,0.08431555087615661,0.0848341070136122,0.02428377632817663,-0.11711800623260173,0.006733729302060459,0.09489895076742084,-0.029346525485020775,-0.06313508601766638,-0.03498929320990789,-0.012429257694296427,-0.013916626162214087,-0.007591766592343574,-0.04615817720142336,-0.02855919490971108,0.017417362598990457,0.03482863135958956,0.0014341876512371145,0.03175039830704679,-0.053444850713229575,0.006457937856969225,1
-0.5860105818513871,0.2635692420831238,0.18200295049228032,0.28241892404585767,0.11931623069995644,-0.06379373998920171,0.020436498886871414,-0.04371544596631794,0.009040343504249688,0.06799840040265293,-0.054982698251891365,-0.09150633974294548,-0.05373237429346154,-0.033722633370924286,0.002151235306075438,0.04904475354245516,-0.046308502695595694,-0.06824687382212892,0.0010576123120640429,0.001079418678420275,-0.014427659799531008,0.07024861899217547,-0.06941769101841962,-0.013953731641656173,0
0.32004120401780345,-0.3050105445928301,0.19652948814798005,0.24373837462176906,0.06763543810970488,0.07995268369177293,0.01794474152709874,-0.10042607412913011,0.022155402256643246,0.09386319184934461,-0.03140023236752522,-0.062052610849862064,-0.039652177071712376,-0.01212136575377601,-0.015522725565037102,-0.008019868617572439,-0.05056900635136703,-0.022707843931917465,0.02414270939224428,0.03396353813294114,0.002596775687939198,0.0305617906678188,-0.05137079634770897,0.002129786495768825,1
-0.5838195929362321,0.2841400946408228,0.1811698905087379,0.2597052277463533,0.10171430390150915,-0.06636155484375107,0.02229277187764115,-0.046325976259830585,0.008456389957457327,0.07215011346387937,-0.05254724352113933,-0.09031286491833064,-0.06099070007561046,-0.027964797884964025,-0.0025900549738402164,0.04552427319256843,-0.04106492758739681,-0.06282679079736826,0.007336019667083266,-0.008407730617570086,-0.011924640899292694,0.07272281438682571,-0.06990277487527763,-0.016689012796634744,0
