data_unit,class_list,difficulty,num_classes,class_name_list,PH2,PH3,reducer,kernel,num_components,k,accuracy,top2accuracy,macro_f1,macro_precision,macro_recall
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,rbf,4,1,0.9267326732673268,1.0,0.9267185931224899,0.926821614200255,0.9266810191012866
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,sigmoid,4,1,0.7346534653465346,1.0,0.7345868583822623,0.7346918758165575,0.7345740738562169
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,cosine,4,1,0.9801980198019802,1.0,0.9801942143574297,0.9803079337059919,0.9801497202059535
AHpf,specified,easy,2,"['a', 'c']",True,True,umap,None,4,1,0.9732673267326732,1.0,0.9732509379827853,0.9739221632152846,0.9731323208200495
AHpf,specified,easy,2,"['a', 'c']",True,True,pca,None,5,1,0.9821782178217822,1.0,0.9821737442197042,0.9823564722360631,0.9821143567481931
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,poly,5,1,0.9712871287128713,1.0,0.9712747104669306,0.971688336159789,0.9711833699987059
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,rbf,5,1,0.9237623762376238,1.0,0.9237587140250831,0.9237538036829062,0.9237654357297194
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,sigmoid,5,1,0.7861386138613862,1.0,0.7861352594492219,0.7861386138613862,0.7861565670231246
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,cosine,5,1,0.9841584158415841,1.0,0.9841561792861653,0.98421719400222,0.9841260504531213
AHpf,specified,easy,2,"['a', 'c']",True,True,umap,None,5,1,0.9732673267326732,1.0,0.9732509379827853,0.9739221632152846,0.9731323208200495
AHpf,specified,easy,2,"['a', 'c']",True,True,pca,None,6,1,0.9821782178217822,1.0,0.9821747929216867,0.9822889085025008,0.9821300424690893
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,poly,6,1,0.9722772277227723,1.0,0.9722640680413017,0.9727366598482141,0.9721656882698257
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,rbf,6,1,0.9287128712871288,1.0,0.928684907325684,0.9290180516467859,0.9286142842017341
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,sigmoid,6,1,0.7801980198019802,1.0,0.7801971579145492,0.7802180996859083,0.7802312859546133
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,cosine,6,1,0.9831683168316832,1.0,0.9831655278641398,0.9832512237981674,0.9831280464611053
AHpf,specified,easy,2,"['a', 'c']",True,True,umap,None,6,1,0.9722772277227723,1.0,0.9722588442100637,0.9730023846845891,0.9721343168280335
AHpf,specified,easy,2,"['a', 'c']",True,True,pca,None,7,1,0.9821782178217822,1.0,0.9821737442197042,0.9823564722360631,0.9821143567481931
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,poly,7,1,0.9762376237623762,1.0,0.9762263440354015,0.9767020938276646,0.9761263327960974
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,rbf,7,1,0.9287128712871288,1.0,0.928684907325684,0.9290180516467859,0.9286142842017341
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,sigmoid,7,1,0.8415841584158416,1.0,0.8415338270365257,0.8417370079543537,0.8414957903446545
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,cosine,7,1,0.9801980198019802,1.0,0.9801917283795657,0.9804574832534758,0.9801183487641613
AHpf,specified,easy,2,"['a', 'c']",True,True,umap,None,7,1,0.9762376237623762,1.0,0.9762218664657689,0.9769703112661614,0.9760949613543051
AHpf,specified,easy,2,"['a', 'c']",True,True,pca,None,8,1,0.9841584158415841,1.0,0.9841544393064037,0.9843377890074192,0.984094679011329
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,poly,8,1,0.9752475247524752,1.0,0.9752368193680436,0.9756532252999184,0.9751440145249776
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,rbf,8,1,0.9396039603960396,1.0,0.9395939529242665,0.939673026233212,0.9395609566721175
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,sigmoid,8,1,0.8475247524752475,1.0,0.8473901098901099,0.8482439482757943,0.8473426428086852
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,cosine,8,1,0.9821782178217822,1.0,0.982171226831421,0.982537121863335,0.9820829853064009
AHpf,specified,easy,2,"['a', 'c']",True,True,umap,None,8,1,0.9752475247524752,1.0,0.9752387620753937,0.9755494505494506,0.9751597002458736
AHpf,specified,easy,2,"['a', 'c']",True,True,pca,None,9,1,0.9831683168316832,1.0,0.9831635469709583,0.983386696801331,0.9830966750193131
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,poly,9,1,0.9752475247524752,1.0,0.9752368193680436,0.9756532252999184,0.9751440145249776
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,rbf,9,1,0.9316831683168317,1.0,0.9316750638983744,0.9317112198795181,0.9316553533404703
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,sigmoid,9,1,0.8613861386138614,1.0,0.8613812466668758,0.8616063548102383,0.861487241626766
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,cosine,9,1,0.9821782178217822,1.0,0.9821725555416091,0.9824392043291776,0.9820986710272971
AHpf,specified,easy,2,"['a', 'c']",True,True,umap,None,9,1,0.9752475247524752,1.0,0.9752346820378375,0.9757719976125405,0.9751283288040815
AHpf,specified,easy,2,"['a', 'c']",True,True,pca,None,10,1,0.9841584158415841,1.0,0.9841544393064037,0.9843377890074192,0.984094679011329
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,poly,10,1,0.9742574257425742,1.0,0.9742452060383517,0.9747193768379394,0.9741460105329616
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,rbf,10,1,0.9247524752475248,1.0,0.9247450980392158,0.9247653820360878,0.9247320682799431
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,sigmoid,10,1,0.8712871287128713,1.0,0.8712623933232932,0.8713543198980092,0.871231995733484
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,cosine,10,1,0.9821782178217822,1.0,0.9821725555416091,0.9824392043291776,0.9820986710272971
AHpf,specified,easy,2,"['a', 'c']",True,True,umap,None,10,1,0.9742574257425742,1.0,0.9742452060383517,0.9747193768379394,0.9741460105329616
AHpf,specified,easy,2,"['a', 'c']",True,True,pca,None,11,1,0.9831683168316832,1.0,0.9831635469709583,0.983386696801331,0.9830966750193131
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,poly,11,1,0.9732673267326732,1.0,0.9732534566008645,0.9737889925548958,0.9731480065409457
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,rbf,11,1,0.9188118811881189,1.0,0.9187962788654618,0.9188977150142199,0.9187597300487433
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,sigmoid,11,1,0.8633663366336634,1.0,0.863301478203559,0.8636872254133278,0.8632479637973562
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,cosine,11,1,0.9831683168316832,1.0,0.9831623582112679,0.9834772370486656,0.9830809892984169
AHpf,specified,easy,2,"['a', 'c']",True,True,umap,None,11,1,0.9712871287128713,1.0,0.9712695259815101,0.9719385350218396,0.9711519985569137
AHpf,specified,easy,2,"['a', 'c']",True,True,pca,None,12,1,0.9831683168316832,1.0,0.9831635469709583,0.983386696801331,0.9830966750193131
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,poly,12,1,0.9752475247524752,1.0,0.9752368193680436,0.9756532252999184,0.9751440145249776
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,rbf,12,1,0.9267326732673268,1.0,0.9267323859715164,0.9267550515447748,0.9267751334266634
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,sigmoid,12,1,0.7891089108910891,1.0,0.7890623850962128,0.7891598405674293,0.7890407789528997
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,cosine,12,1,0.9831683168316832,1.0,0.9831623582112679,0.9834772370486656,0.9830809892984169
AHpf,specified,easy,2,"['a', 'c']",True,True,umap,None,12,1,0.9732673267326732,1.0,0.9732509379827853,0.9739221632152846,0.9731323208200495
AHpf,specified,easy,2,"['a', 'c']",True,True,pca,None,13,1,0.9831683168316832,1.0,0.9831635469709583,0.983386696801331,0.9830966750193131
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,poly,13,1,0.9801980198019802,1.0,0.9801917283795657,0.9804574832534758,0.9801183487641613
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,rbf,13,1,0.9386138613861386,1.0,0.938584722091454,0.9390304710228856,0.9385002097965169
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,sigmoid,13,1,0.904950495049505,1.0,0.9049471405715719,0.9049411617082515,0.9049602170903772
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,cosine,13,1,0.9821782178217822,1.0,0.9821725555416091,0.9824392043291776,0.9820986710272971
AHpf,specified,easy,2,"['a', 'c']",True,True,umap,None,13,1,0.9762376237623762,1.0,0.9762241987437275,0.9768286696121748,0.9761106470752012
AHpf,specified,easy,2,"['a', 'c']",True,True,pca,None,14,1,0.9831683168316832,1.0,0.9831635469709583,0.983386696801331,0.9830966750193131
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,poly,14,1,0.9792079207920792,1.0,0.9792005601433308,0.9795133437990581,0.9791203447721453
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,rbf,14,1,0.9326732673267327,1.0,0.9326666666666668,0.9326872923930052,0.9326533573324863
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,sigmoid,14,1,0.897029702970297,1.0,0.8970151653600744,0.8970666101874405,0.8969918708751456
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,cosine,14,1,0.9821782178217822,1.0,0.9821725555416091,0.9824392043291776,0.9820986710272971
AHpf,specified,easy,2,"['a', 'c']",True,True,umap,None,14,1,0.9722772277227723,1.0,0.9722588442100637,0.9730023846845891,0.9721343168280335
AHpf,specified,easy,2,"['a', 'c']",True,True,pca,None,15,1,0.9831683168316832,1.0,0.9831635469709583,0.983386696801331,0.9830966750193131
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,poly,15,1,0.9801980198019802,1.0,0.9801917283795657,0.9804574832534758,0.9801183487641613
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,rbf,15,1,0.9326732673267327,1.0,0.9326722113080883,0.9326732673267327,0.9327004144951747
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,sigmoid,15,1,0.907920792079208,1.0,0.9079004779997548,0.9080281203904215,0.9078601147410483
AHpf,specified,easy,2,"['a', 'c']",True,True,kpca,cosine,15,1,0.9821782178217822,1.0,0.9821725555416091,0.9824392043291776,0.9820986710272971
AHpf,specified,easy,2,"['a', 'c']",True,True,umap,None,15,1,0.9732673267326732,1.0,0.9732534566008645,0.9737889925548958,0.9731480065409457
AHpf,specified,easy,2,"['a', 'c']",True,False,None,None,75,1,0.9821782178217822,1.0,0.9821725555416091,0.9824392043291776,0.9820986710272971
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,1,1,0.8742574257425743,1.0,0.8742296850104179,0.8743487744405737,0.8741946362677395
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,1,1,0.7742574257425743,1.0,0.7741298880654108,0.7745311732940598,0.7741177762353486
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,1,1,0.807920792079208,1.0,0.8078936738447541,0.8079353312859614,0.8078773690340341
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,1,1,0.5445544554455446,1.0,0.5439750923632023,0.5444821083381561,0.5443062793862177
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,1,1,0.8831683168316832,1.0,0.8830651491365777,0.8839822448682715,0.8829884435451298
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,1,1,0.7693069306930693,1.0,0.7693048953475718,0.7693158290984379,0.7693316706469183
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,2,1,0.9316831683168317,1.0,0.9316750638983744,0.9317112198795181,0.9316553533404703
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,2,1,0.8920792079207921,1.0,0.8920782557634563,0.8920885877407616,0.8921116509613387
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,2,1,0.8475247524752475,1.0,0.8472348266094656,0.849403176482194,0.8472328427624123
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,2,1,0.6059405940594059,1.0,0.6057860154947534,0.6059214425616931,0.6058217553105969
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,2,1,0.9405940594059405,1.0,0.9405791473990139,0.9407488200375862,0.9405275892223411
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,2,1,0.9712871287128713,1.0,0.9712789918916348,0.9714976300342153,0.9712147414404981
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,3,1,0.9544554455445544,1.0,0.9544490154477252,0.9545067677017269,0.9544212165060841
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,3,1,0.9455445544554455,1.0,0.9455380944117477,0.9455752698293173,0.945517609182421
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,3,1,0.9099009900990099,1.0,0.9098811128814805,0.9100092583874714,0.9098404370041842
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,3,1,0.6227722772277228,1.0,0.6227275267431978,0.6229984301412873,0.6228976232211412
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,3,1,0.9643564356435643,1.0,0.9643495858433735,0.9644601353339217,0.9643071421008671
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,3,1,0.9722772277227723,1.0,0.9722615652010154,0.9728620520373098,0.9721500025489296
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,4,1,0.9693069306930693,1.0,0.9693001593332515,0.9694433982989674,0.9692501048982585
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,4,1,0.9594059405940594,1.0,0.9594011249251211,0.9594393197791165,0.9593798650243717
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,4,1,0.9178217821782179,1.0,0.9177630126813496,0.9185095247076576,0.9176676117313507
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,4,1,0.6762376237623763,1.0,0.6761661968378478,0.6762349747355867,0.6761624099541584
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,4,1,0.9742574257425742,1.0,0.9742492468934354,0.9745123200263706,0.9741773819747539
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,4,1,0.9742574257425742,1.0,0.9742403553379164,0.9749863479753753,0.9741146390911692
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,5,1,0.9742574257425742,1.0,0.974250963872906,0.974431205150639,0.97419306769565
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,5,1,0.9594059405940594,1.0,0.9593969849246231,0.9595377083137181,0.9593484935825793
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,5,1,0.902970297029703,1.0,0.9029459407517229,0.9031038013818213,0.9029014662227608
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,5,1,0.7386138613861386,1.0,0.7384897843894171,0.7394524845782763,0.7388327470795149
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,5,1,0.9732673267326732,1.0,0.973261429096703,0.9734056742930672,0.9732107494245301
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,5,1,0.9643564356435643,1.0,0.9643327996986533,0.9650665315214444,0.9642130277754903
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,6,1,0.9742574257425742,1.0,0.974250963872906,0.974431205150639,0.97419306769565
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,6,1,0.9603960396039604,1.0,0.9603834567591314,0.9606402724964584,0.9603151261328031
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,6,1,0.9306930693069307,1.0,0.9306601701032546,0.9310996030639849,0.9305789207439737
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,6,1,0.7673267326732673,1.0,0.7673210303163982,0.7674822706162923,0.767414091267367
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,6,1,0.9742574257425742,1.0,0.9742524786646587,0.9743650093164656,0.9742087534165461
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,6,1,0.9702970297029703,1.0,0.9702802484296593,0.9708787432498773,0.9701696802857938
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,7,1,0.9782178217821782,1.0,0.978212354046305,0.9783938386933511,0.9781537122219215
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,7,1,0.9653465346534653,1.0,0.965331547115261,0.9657410024495948,0.9652424032092985
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,7,1,0.9148514851485149,1.0,0.9148110661268556,0.9152378671461832,0.9147363426388873
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,7,1,0.8643564356435643,1.0,0.8643339598463033,0.8649032724075121,0.8645126250446062
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,7,1,0.9742574257425742,1.0,0.974250963872906,0.974431205150639,0.97419306769565
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,7,1,0.9762376237623762,1.0,0.9762263440354015,0.9767020938276646,0.9761263327960974
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,8,1,0.9801980198019802,1.0,0.9801902520349122,0.9805549340775369,0.9801026630432652
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,8,1,0.9653465346534653,1.0,0.9653342669055514,0.9656397174254318,0.9652580889301946
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,8,1,0.9257425742574258,1.0,0.9256970499521813,0.9263150865726048,0.92560458650479
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,8,1,0.9396039603960396,1.0,0.9395991643292918,0.9396078431372549,0.9395923281139098
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,8,1,0.9752475247524752,1.0,0.9752387620753937,0.9755494505494506,0.9751597002458736
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,8,1,0.9732673267326732,1.0,0.9732557649174871,0.9736707807298537,0.9731636922618417
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,9,1,0.9801980198019802,1.0,0.9801886200295014,0.980667527807115,0.980086977322369
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,9,1,0.9663366336633663,1.0,0.9663234284593507,0.96667961957695,0.9662404072013144
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,9,1,0.9227722772277228,1.0,0.9227528916187182,0.9229169690953818,0.9227046888541188
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,9,1,0.897029702970297,1.0,0.8970260689525362,0.897020245391556,0.8970389280378339
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,9,1,0.9782178217821782,1.0,0.9782074820324513,0.9786848108173898,0.9781066550592332
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,9,1,0.9742574257425742,1.0,0.974250963872906,0.974431205150639,0.97419306769565
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,10,1,0.9792079207920792,1.0,0.9791971329117835,0.9797380077278296,0.979088973330353
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,10,1,0.9712871287128713,1.0,0.9712722311638915,0.9718059874972513,0.9711676842778098
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,10,1,0.9168316831683169,1.0,0.9167765326301912,0.9174514125425766,0.9166852934602308
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,10,1,0.9534653465346534,1.0,0.9534616512045364,0.9534705882352941,0.9534545839558604
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,10,1,0.9801980198019802,1.0,0.9801902520349122,0.9805549340775369,0.9801026630432652
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,10,1,0.9722772277227723,1.0,0.9722615652010154,0.9728620520373098,0.9721500025489296
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,11,1,0.9801980198019802,1.0,0.9801886200295014,0.980667527807115,0.980086977322369
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,11,1,0.9702970297029703,1.0,0.9702802484296593,0.9708787432498773,0.9701696802857938
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,11,1,0.9178217821782179,1.0,0.9177630126813496,0.9185095247076576,0.9176676117313507
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,11,1,0.9534653465346534,1.0,0.9534521592726495,0.9536640298835422,0.9533918410722759
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,11,1,0.9801980198019802,1.0,0.9801902520349122,0.9805549340775369,0.9801026630432652
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,11,1,0.9722772277227723,1.0,0.9722588442100637,0.9730023846845891,0.9721343168280335
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,12,1,0.9801980198019802,1.0,0.9801886200295014,0.980667527807115,0.980086977322369
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,12,1,0.9722772277227723,1.0,0.9722615652010154,0.9728620520373098,0.9721500025489296
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,12,1,0.9277227722772278,1.0,0.9276784619534564,0.9282987147660497,0.9275849087679258
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,12,1,0.8811881188118812,1.0,0.8811876529267834,0.8812889967802533,0.881259092816332
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,12,1,0.9801980198019802,1.0,0.9801902520349122,0.9805549340775369,0.9801026630432652
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,12,1,0.9702970297029703,1.0,0.9702853780523684,0.9706439951485464,0.9702010517275861
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,13,1,0.9801980198019802,1.0,0.9801886200295014,0.980667527807115,0.980086977322369
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,13,1,0.9702970297029703,1.0,0.9702773330822111,0.9710184213938029,0.9701539945648977
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,13,1,0.9198019801980198,1.0,0.919773589124276,0.9200549450549451,0.919710676878071
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,13,1,0.9524752475247524,1.0,0.9524722656847405,0.9524722656847405,0.9524722656847405
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,13,1,0.9801980198019802,1.0,0.9801902520349122,0.9805549340775369,0.9801026630432652
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,13,1,0.9762376237623762,1.0,0.9762263440354015,0.9767020938276646,0.9761263327960974
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,14,1,0.9792079207920792,1.0,0.9791971329117835,0.9797380077278296,0.979088973330353
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,14,1,0.9702970297029703,1.0,0.9702773330822111,0.9710184213938029,0.9701539945648977
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,14,1,0.9257425742574258,1.0,0.9257162862261814,0.9260007849293563,0.9256516436674784
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,14,1,0.9465346534653465,1.0,0.9465327665715093,0.9465259723709027,0.9465469846162292
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,14,1,0.9811881188118812,1.0,0.9811799827197132,0.9816005590101125,0.9810849813143849
AHpf,specified,easy,2,"['a', 'c']",False,True,umap,None,14,1,0.9683168316831683,1.0,0.9683017920472021,0.9687712258687637,0.9682050437435541
AHpf,specified,easy,2,"['a', 'c']",False,True,pca,None,15,1,0.9792079207920792,1.0,0.9791971329117835,0.9797380077278296,0.979088973330353
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,poly,15,1,0.9702970297029703,1.0,0.9702773330822111,0.9710184213938029,0.9701539945648977
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,rbf,15,1,0.9237623762376238,1.0,0.9237228206765394,0.9242138661137813,0.9236399499625503
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,sigmoid,15,1,0.9554455445544554,1.0,0.9554402590641572,0.9554781626506024,0.9554192204981
AHpf,specified,easy,2,"['a', 'c']",False,True,kpca,cosine,15,1,0.9811881188118812,1.0,0.9811799827197132,0.9816005590101125,0.9810849813143849
