0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,active_hand
-0.8675696973465914,1.5953058435822398,-0.5057180177379226,0.25404327927913034,0.37005741455711105,0.8573853994050448,-0.9474778253739006,0.4573839048441581,0.13315954085960008,0.049467950408140275,-0.1990327479193366,0.07837952247309522,-0.024869305379630353,-0.3153079254186833,-0.8514999149765603,-0.2750506746379813,0.3226053510235961,1
-0.017934985745387013,-1.031870271044095,-1.3959788351317037,-0.5040600639904638,0.990508677508353,0.3496809762655353,0.6572722640639883,-0.45944803279359236,-0.4118728461027014,0.4644959548637242,-0.36870336595565245,0.31973287792905697,-0.17800413208359875,-0.05924258424713459,-0.01811234599064259,-0.0033081862375992557,-0.23054212631331353,0
-0.9043167231155144,1.652243554502944,-0.5149486037186776,0.29777016609490636,0.423614418910617,0.9186712635856504,-0.9531106285626825,0.4616579047606946,0.19805310101913434,0.03172224810374565,-0.19561415573141658,0.057411887139916525,-0.008304627788728472,-0.3525270342400106,-0.8751342479733425,-0.26832009048777217,0.30735834670510204,1
-0.01533153862599068,-1.0327243347648187,-1.3970825317792683,-0.5014279133501099,0.9855118126249296,0.34489763729943834,0.6490219168718173,-0.46769946034938165,-0.41147503640723326,0.45451571092001486,-0.371387485731451,0.3068473585509639,-0.17141712766322878,-0.055997964517663895,-0.01593298926039606,-0.009108672525232469,-0.22329718787398684,0
-0.880981798769282,1.6372512778262098,-0.5182724040978486,0.2790680402324891,0.38546418914366404,0.9015480971923863,-0.9862358287375709,0.4080895787475939,0.1470298475518804,0.04014179010306437,-0.20346210145656,0.01605237298789157,0.02565026816958306,-0.3212341704905339,-0.921098785081224,-0.28217658833813136,0.27913468803474,1
0.0016479675206409838,-1.039653808827786,-1.3914093725091556,-0.4830855700677595,0.9506112447713753,0.35290600249131965,0.6214759939468131,-0.4860666546027123,-0.4125749609588823,0.40116932767764074,-0.3904873243178773,0.2945689262779574,-0.2043723547794414,-0.030398245636512704,0.005183387544408181,-0.04289391467090789,-0.21816211790803902,0
-0.8658984162112005,1.6262402273776095,-0.5133472371807046,0.2715464765105799,0.3471138103649078,0.8746737543751918,-0.990871609006343,0.37900903984332757,0.11298529904968069,0.04642959132913759,-0.19992920976550763,0.007051049454890879,0.03568359218679237,-0.29730946544132686,-0.9150885453304893,-0.28528801925292363,0.25562027871774606,1
0.002373996098604485,-1.0389109567223378,-1.3898320605633045,-0.4820795455545926,0.9502718980456611,0.3479575288873687,0.6139570388561741,-0.4955555589128532,-0.4139129841672396,0.3973245724782885,-0.38928095868814167,0.27844348702054333,-0.1999586440228432,-0.02724098853961993,0.008093120836432799,-0.05181409824492484,-0.20061316731282702,0
-0.8698894096109242,1.6294086669951866,-0.5136975325381087,0.28254650013950267,0.3614940551760949,0.8656815174231596,-0.99446800614606,0.42054193216831287,0.13629057836043423,0.07321265936780677,-0.20272326959496587,0.04944367497302728,-0.030457004527112835,-0.3240032716368127,-0.8355539816399199,-0.24558971883423264,0.3014929395234824,1
0.005052349560750096,-1.0387449815580687,-1.3996104129211067,-0.46414252247383453,0.9476340313049917,0.31511269554775323,0.6199245527511287,-0.49076013964956217,-0.3938780503456894,0.46820038224418253,-0.34056716811971194,0.3284346898630409,-0.18849247387137638,-0.08233327246528928,-0.009347619984726854,-0.040966393145271486,-0.2145799379716738,0
-0.9215753250567573,1.6747374623195341,-0.5168985608520026,0.3236223995635134,0.4549038159035052,0.931716217602227,-0.9682956667908895,0.4617133446404166,0.22677007994589493,0.04442628388682813,-0.2005648402124625,0.04505648444532798,-0.016926948450058356,-0.366940705925654,-0.8633301109059983,-0.2528142067854932,0.32105663667460793,1
0.0097458281071406,-1.0394234238808169,-1.3918703533334422,-0.45248349311030955,0.9156267873121562,0.3163488294028886,0.6114917803885745,-0.4683608310597895,-0.38306900177405506,0.4386428856248563,-0.34315525107345773,0.33343458360565376,-0.19377575888987922,-0.06681405493592624,0.0006215973598163062,-0.04785440956500236,-0.23915969953690944,0
-0.9545559491642178,1.7181263539821707,-0.5226277436977417,0.3566622796993879,0.5032964236193422,0.9737133795539626,-0.9375498360633109,0.4843836667554862,0.2868989204920173,0.02729760818482134,-0.19380452115436075,0.05329087296930288,-0.009764081458385603,-0.40389756990089987,-0.843945787487044,-0.23244367406004202,0.3411341308216573,1
0.02902951035014934,-1.039732186853863,-1.388048969003718,-0.41548903141976984,0.8570768499533511,0.28156609729166077,0.5831877342958353,-0.4590214100579948,-0.35078486633382033,0.4268019092455362,-0.31519225494144826,0.34517189017523175,-0.18941934208867572,-0.0794435652509953,0.004294458048968429,-0.05839767224684513,-0.2505786036743239,0
-0.9300527514354365,1.7092352184057098,-0.5236142469410725,0.33808947290029395,0.43705771293672147,0.9496285985141635,-0.9663945885772224,0.47724609383305777,0.21797223221099646,0.04826706030594651,-0.2020154665824771,0.0822205736012127,-0.02637986572859756,-0.38756279328440774,-0.8603613193681487,-0.24764864132503442,0.35533118711661377,1
