0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,class_numeric
-0.25980746335861354,0.34364942200654697,0.3866611611481067,-0.09856460876304371,-0.011061371128779288,-0.06753659598727976,0.11734821140682505,-0.04586107713416166,-0.08576045935180697,0.09161897739879299,0.10283356373295005,0.05876213916640116,-0.07532607305226843,0.029398033533426807,-0.03795969355204249,-0.054845010367155035,0.035079401624831516,-0.04880833126068361,0.016218064432124576,0.017285496435184133,0
-0.2808921997204601,0.3251297768417265,0.41395578847063635,-0.08775267381160158,-0.018175464774146183,-0.07880994013211438,0.12068367269113332,-0.06129729260942674,-0.08475664660752225,0.08098766374531281,0.08854041631363405,0.06926017032413995,-0.07376889532122578,0.020040011231045346,-0.04136650850398888,-0.05563311026969482,0.03427461967379736,-0.04990767131307467,0.017250390232125653,0.006412954256711131,0
-0.2734485695520866,0.3478431938790528,0.3890172798485253,-0.07488245946769524,-0.03438377134573249,-0.07076499755946106,0.12249479194867566,-0.047864611387729517,-0.08182345894192569,0.08646366571934892,0.09966495294273182,0.058194418595538505,-0.073769124183565,0.027237617616482964,-0.041294116857613535,-0.05752971409660782,0.030447543667425494,-0.04681999125043979,0.014488523696948962,0.011569759473099846,0
-0.26945974441952086,0.35853629307904333,0.3681880696100931,-0.06764776229079394,-0.03890376337981584,-0.06473345569585331,0.11593996179043593,-0.039293321413162406,-0.07610586811597071,0.08447251809255775,0.10244156998935884,0.05155844056640793,-0.07191352167443602,0.030416863518808866,-0.040181770129441796,-0.05540934751475122,0.028165056472444387,-0.03924730839548867,0.016703464600289836,0.013823414149547464,0
-0.27145405083463686,0.3590263171948335,0.3721298590214978,-0.07982940162256413,-0.005216413893920676,-0.061145681906094144,0.10476083830139067,-0.04354937550715651,-0.081352167140541,0.09355715246269007,0.10705595717170219,0.044254181360902804,-0.07231145679911899,0.02030108633809498,-0.04441334512815636,-0.05885190091239014,0.033519300467152305,-0.04343866102717913,0.014744040373935442,0.013708001216099648,0
-0.2905173837018615,0.3189614130325048,0.41973527685573997,-0.08564582852867716,-0.012372999895152524,-0.0780288984990679,0.13003362792618864,-0.06997704007242368,-0.09239166281889909,0.08969114304272127,0.08678516104394643,0.06487195006690316,-0.07267615607871063,0.014017174051882957,-0.04757251047052008,-0.05465830812402939,0.030100995179142588,-0.05084453167429174,0.02139366224808768,0.002671241252198945,0
-0.3065048369596486,0.2979234641129807,0.4479657424768825,-0.09050224752064023,-0.0036902767802938097,-0.08512554479160267,0.1506841289012371,-0.07893652423181269,-0.09922062079061301,0.08758374204302742,0.07184593199456688,0.07513058084688128,-0.0693163360315451,0.0024350105099506117,-0.04767248950453169,-0.054968890181067244,0.026202096625323256,-0.05748000620838898,0.02008136357015775,-0.011092708446952992,0
-0.29930010697672643,0.319353875378032,0.42040990743371365,-0.09424187654619964,-0.0008307023678703561,-0.08083850091955189,0.13803172837307387,-0.0751681053310969,-0.09729098744706557,0.09273763750482711,0.08666217402595151,0.06820459732377654,-0.07230663835997317,0.018896951210606056,-0.045116838353493886,-0.05298818611274945,0.024903653238204534,-0.05214078556471123,0.032067443757860394,0.003344535345700917,0
-0.31096338908772636,0.33997539910719043,0.41567396321383526,-0.09291538513196079,0.0108162279750155,-0.07864982985651883,0.12722784607918997,-0.06736369113970497,-0.09017517496276568,0.08835314873860865,0.0954224007443854,0.06047316405499817,-0.06779276556980032,0.0027613610892451615,-0.04651160002153909,-0.06457938565173023,0.031103506522665542,-0.05087426613165096,0.01749977509251646,-0.0027493850998981627,0
-0.33330067989704415,0.3270311023606376,0.44628909852698717,-0.10409055523944977,1.620274545108837e-07,-0.09831970771111392,0.12832484255938562,-0.08523998132798985,-0.10191441595672929,0.08491505749338761,0.08064833395565692,0.0770765967109505,-0.07382231030079009,0.012893064876791585,-0.03575426791396661,-0.05618483338593724,0.024678975301003343,-0.051584802718504005,0.0425002902809365,0.0035802510156535874,0
