0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,class_numeric
-0.25980746335861354,0.34364942200654697,0.3866611611481067,-0.09856460876304368,-0.011061371128779269,-0.0675365959872798,0.11734821140682519,-0.045861077134161723,-0.08576045935180697,0.09161897739879298,0.1028335637329502,0.058762139166400766,-0.0753260730522689,0.029398033533426706,-0.03795969355204262,-0.054845010367155236,0.03507940162483186,-0.04880833126068332,0.01621806443212442,0.017285496435183928,0.01652937214047386,0
-0.2808921997204601,0.3251297768417265,0.41395578847063635,-0.0877526738116017,-0.01817546477414609,-0.07880994013211458,0.12068367269113355,-0.061297292609426915,-0.08475664660752225,0.08098766374531284,0.08854041631363409,0.06926017032413961,-0.07376889532122625,0.02004001123104515,-0.04136650850398912,-0.05563311026969501,0.03427461967379764,-0.049907671313074414,0.017250390232125584,0.0064129542567110355,0.008666860846375406,0
-0.2734485695520866,0.3478431938790528,0.3890172798485253,-0.07488245946769523,-0.034383771345732485,-0.07076499755946114,0.12249479194867598,-0.047864611387729565,-0.08182345894192569,0.08646366571934895,0.09966495294273191,0.058194418595538144,-0.07376912418356547,0.027237617616482898,-0.0412941168576137,-0.057529714096608106,0.030447543667425907,-0.04681999125043949,0.014488523696948929,0.011569759473099744,0.017766395656973855,0
-0.26945974441952086,0.35853629307904333,0.3681880696100931,-0.06764776229079367,-0.038903763379815784,-0.06473345569585334,0.11593996179043609,-0.039293321413162545,-0.07610586811597071,0.08447251809255772,0.10244156998935898,0.0515584405664076,-0.07191352167443647,0.030416863518808766,-0.0401817701294418,-0.05540934751475133,0.02816505647244462,-0.039247308395488484,0.01670346460028967,0.013823414149547361,0.018073540920394187,0
-0.27145405083463686,0.3590263171948335,0.3721298590214978,-0.07982940162256386,-0.005216413893920648,-0.06114568190609396,0.10476083830139062,-0.04354937550715648,-0.081352167140541,0.09355715246269024,0.10705595717170228,0.04425418136090266,-0.07231145679911949,0.020301086338095093,-0.04441334512815653,-0.0588519009123903,0.03351930046715289,-0.04343866102717888,0.014744040373935313,0.013708001216099407,0.02155603848895564,0
-0.2905173837018622,0.3189614130325048,0.41973527685573997,-0.08564582852867715,-0.01237299989515244,-0.0780288984990679,0.13003362792618878,-0.06997704007242381,-0.09239166281889909,0.08969114304272116,0.08678516104394655,0.06487195006690269,-0.07267615607871121,0.014017174051882988,-0.04757251047052039,-0.05465830812402958,0.030100995179143067,-0.05084453167429162,0.021393662248087586,0.002671241252198918,0.012856935010905601,0
-0.30650483695964853,0.2979234641129807,0.4479657424768825,-0.09050224752063915,-0.0036902767802935617,-0.08512554479160304,0.15068412890123728,-0.07893652423181297,-0.09922062079061301,0.08758374204302709,0.07184593199456694,0.07513058084688087,-0.06931633603154556,0.0024350105099506074,-0.047672489504532074,-0.05496889018106748,0.026202096625323548,-0.05748000620838872,0.020081363570157534,-0.011092708446952978,0.0037601762113216902,0
-0.29930010697672627,0.319353875378032,0.42040990743371365,-0.09424187654619963,-0.0008307023678703432,-0.08083850091955203,0.138031728373074,-0.07516810533109704,-0.09729098744706557,0.09273763750482716,0.08666217402595158,0.06820459732377611,-0.07230663835997367,0.018896951210606076,-0.045116838353494046,-0.05298818611274978,0.024903653238204804,-0.05214078556471099,0.03206744375786026,0.003344535345700776,0.013104360079917606,0
-0.3109633890877263,0.33997539910719043,0.41567396321383526,-0.09291538513196078,0.010816227975015417,-0.07864982985651901,0.1272278460791901,-0.06736369113970524,-0.09017517496276568,0.08835314873860842,0.09542240074438559,0.06047316405499772,-0.06779276556980089,0.002761361089245176,-0.04651160002153938,-0.06457938565173049,0.031103506522665997,-0.050874266131650886,0.017499775092516334,-0.002749385099898162,0.012287916124572796,0
-0.333300679897044,0.3270311023606376,0.44628909852698717,-0.10409055523944974,1.6202745470727326e-07,-0.09831970771111355,0.12832484255938542,-0.08523998132798992,-0.10191441595672929,0.08491505749338747,0.08064833395565708,0.07707659671095016,-0.07382231030079063,0.012893064876791697,-0.03575426791396678,-0.05618483338593743,0.024678975301003644,-0.05158480271850395,0.042500290280936416,0.0035802510156535427,0.0030731110905165976,0
