0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,active_hand
-0.41882522862376675,-0.40209261027870774,0.16232329538416282,0.04750914615385184,-0.0017483713019174393,0.3242369650807555,0.1847520675131018,-0.15322023480744812,-0.07032108018204697,-0.05967533907650759,0.10594842025581393,-0.008043437752173234,-0.001838642748155761,0.014542969842977123,-0.04795084579307015,-0.14211769423418688,0.09236546710554423,-0.06337780879073196,-0.1052747273174476,0.07186201958137621,-0.0272671553883908,1
0.3370036242936901,0.17614681395494167,0.5834303247811921,-0.058094187275557,0.08875807363263337,0.034813130815150084,-0.31605160401890464,0.03147127326115329,-0.14300674413946776,0.09429288566769833,-0.13468552860988722,-0.027984985689109728,0.040602110147597896,0.1603268221113552,-0.021206989600365836,-0.13137505011342604,0.0345291301714059,-0.08683894616657596,-0.03748898307733032,-0.14482336509859786,0.09541057572021255,0
-0.387656614335215,-0.3662110832287982,0.17482535559738618,0.09039948244056324,0.03769141959616775,0.33956064500075656,0.16469408504443078,-0.1487527869894796,-0.04657681129351797,-0.12365501490401502,0.1152593697071347,0.02892506282290431,-0.024395893070418177,-0.023973563135523734,-0.0755148899981261,-0.21145554670437544,0.07056519449941479,-0.02486442011080426,-0.10341077679631495,0.05373447907053446,-0.03828680655754239,1
0.3131253245501044,0.15327519147530824,0.538115546073806,-0.0040329725589075905,0.10346000324867285,0.057612573391209336,-0.3355284593411599,0.06783407426672253,-0.09071977303075336,0.03664259790358264,-0.12510028476944784,-0.011191446993334159,0.057610719694393284,0.15210064464567072,-0.002580318142797876,-0.12768300375649214,0.09184098497416023,-0.09518223260530605,0.007188088427573052,-0.1341885848921682,0.09826177318553742,0
-0.4162134663717726,-0.3767991778996847,0.16862089434677732,0.0565097519628344,0.043018934647035705,0.35656652456188154,0.18687095231389697,-0.16630765113823787,-0.07099231664192067,-0.07352008661830867,0.12204778734840552,-0.01832522979705422,-0.01911855225856268,-0.0095738813532605,-0.03341786140896808,-0.1698947581657118,0.08917330836691673,-0.04881306579803197,-0.1074920950814811,0.06055767476613406,-0.01970465638715182,1
0.3318656065730051,0.1544649924651625,0.5668404406132693,-0.035762362470255604,0.09595337382974502,0.051113184663086945,-0.3267365470629591,0.07267524630722744,-0.13182463537254857,0.0860288855551612,-0.1317145805383555,-0.0328707051497187,0.05324984567498494,0.16212049912538504,-0.011499284030982812,-0.1432435983881071,0.05514791042193942,-0.09416757033757739,-0.031817245811512,-0.14822647492336932,0.10697351590936625,0
-0.4072634006948535,-0.36958839788437425,0.17094103616369297,0.062098016758867204,0.0670284836505428,0.36324037435518686,0.19056598418866696,-0.17154656913604913,-0.07700312443225146,-0.07836071518973528,0.12722564153917493,-0.024252196828720173,-0.032088727845540774,-0.01793065357801754,-0.02551906019751009,-0.1794480322939848,0.09049790271595924,-0.043769552222263045,-0.10586132967165865,0.057545447462304826,-0.015049120791013114,1
0.33101586589236,0.1535793127673536,0.555467487380542,-0.03232330290297125,0.10095532484511796,0.06658647038830638,-0.3204215516605007,0.09412870307968209,-0.13278562863470567,0.08807442868267323,-0.13405243753145413,-0.029338396296330733,0.055976632757352034,0.15856308751924864,-0.017993073811441395,-0.13624238393829724,0.05677269869861753,-0.0946359300652372,-0.027326719589600475,-0.14288164014845156,0.10291765033456719,0
-0.4356664216318982,-0.3636108879712545,0.1676219048126735,0.03835592899364721,0.0572116013135226,0.35936252836400495,0.17415025774006618,-0.16794395833938758,-0.0559189035939626,-0.0669645059839885,0.12520376469399894,-0.023505197622477526,-0.014037612563275355,-0.023522745837121033,-0.023231312160689462,-0.170691743656926,0.08219870272077012,-0.03955423776150248,-0.10081687121434647,0.04628225302107537,-0.023894722434833048,1
0.33464305240789743,0.16697929043941054,0.5655087469321278,-0.04746166440653597,0.0972877482500733,0.05328877742375946,-0.31442806805372636,0.06465465883422863,-0.1374673692117269,0.08768690004343505,-0.13407636736477238,-0.023758378427916147,0.047396207437410236,0.15598195371762436,-0.024521564351154573,-0.12886049950159034,0.04831596443837718,-0.08906604776510212,-0.02375099986960616,-0.14060462629509257,0.09170469724741673,0
