0,1,2,3,4,5,6,7,8,class_numeric
-0.5985588980156636,0.09417055764434613,-0.35495204479714326,-0.08463811115905197,0.021295683302754137,0.007322680628877965,-0.15200956206043556,-0.14535619054806084,0.3523116797091709,0
-0.6435758992230134,0.15528010372905354,-0.3412371875874803,-0.12430159202334201,0.019871387727887838,0.024904350012495805,-0.2410868397153194,-0.17999630479028986,0.5226263674909479,1
4.523299279300357,-2.0822658246039554,-3.9747134734953726,2.986475311013553,0.5551970471697035,1.1099846681601493,5.580842430195203,-0.2456053224903912,-0.2608393880536011,2
-0.6754403234753225,0.1447078322628672,-0.36576964309200627,-0.1438711799393488,0.022654868892942784,0.007829694563334308,-0.3321864089076625,-0.2074107868464015,0.5852766290862178,3
-0.6201647785526329,0.2025617643839505,-0.3155744025426273,-0.11030754417832161,0.0006201704602156881,0.07789626202542729,-0.1715600434984449,-0.16058063181088886,0.4935753629737214,4
-0.5454916009046039,0.3939427408749503,-0.49082539592130164,0.0810405014253482,-0.022852551813738485,0.22023973121105808,-0.08854840287417082,-0.13413661103396685,0.45999134546855697,5
-0.7043560850062103,0.026871031938650446,0.9611794572504794,-0.8342402390593447,-0.4496760526906423,-0.30618120059521914,1.4344561175537067,-0.08012405716940532,-0.22942893462231592,0
-0.6990940812371211,0.22938752534724668,1.1040924923402413,-0.8959389880722856,-0.3467193208723141,-0.03135005563168535,1.7252575705784112,-0.29270009747516945,0.15485967666988296,1
-0.5859295266355913,-0.06388847631915884,1.3051723958015766,-0.7605957053169693,-0.42717143657522116,-0.14122047002591162,1.3607813200844652,-0.09137285974343218,-0.21056169619485549,2
-0.07697013059584232,-0.1381565595850186,1.4540369874112418,-0.42668320416520544,-0.2997854390304196,-0.03485938986857875,1.0628009791279647,-0.054090270802014555,-0.0788805322609452,3
-0.6791799978916092,0.02982296359750374,1.0342384114190333,-0.8163247035346745,-0.37668140522203775,-0.16821499792389488,1.3491333928565974,-0.15042765879320924,-0.06620013289632144,4
-0.6037091860504227,0.0063300059406954726,1.1953203388500602,-0.7702603264719079,-0.38752193123031226,-0.12423456666482632,1.3494734607166439,-0.11328932757826285,-0.12409301148067914,5
-0.61797975879548,0.0543747052875255,-0.35679922187953494,-0.08621279580568415,0.03604832488125259,-0.04471670459884754,-0.31348279045564054,-0.11686475657353818,0.3459125163997992,0
-0.6458478002417816,0.09709332593733455,-0.37743605502299177,-0.11020625531866579,0.051422540689592504,-0.0113073504528332,-0.34996373547258314,-0.17386644593157766,0.4806065198272931,1
-0.06390848576050445,-0.46106383075146007,-1.7404293958259043,1.1467277617501723,0.392549465104993,0.30480923673956206,0.7169402068093209,-0.08988296873654032,-0.2345057824537762,2
1.81051709556131,-0.9386950080293579,-2.6654873451271928,1.6555498829286295,0.4313698811699175,0.6636212109468803,2.8153041762711233,-0.14251060381593927,-0.3017430669019379,3
-0.6237036116356928,0.10609132474864276,-0.33636847767299793,-0.11154524392189503,0.01984825879591674,0.013307535471511433,-0.2212210147127016,-0.1516365306071362,0.4309703293543852,4
-0.5664804821001496,0.19939521789889966,-0.4391672656715841,0.002421862920600088,0.01989019539967706,0.08266460451744044,-0.16579008318317665,-0.11373271055876406,0.39921195278709354,5
-0.7711187921031981,0.07315013742750541,1.2322160046967592,-1.0656762448905197,-0.5040780403650924,-0.21920970477034363,1.9632341974494556,-0.2436763693018334,-0.0114615509707863,0
-0.7602551958838777,0.3420870508258099,1.3450646452918447,-1.0943230410873448,-0.4895878950681135,0.043424921442032756,2.2784895246568877,-0.3862675164438069,0.27467101274337025,1
-0.4618503161328991,0.1621067517663077,1.4679390834035875,-0.822945825595414,-0.5095662497061803,0.11671577075777649,1.7640118085939633,-0.24704931442150915,-0.001127015642497466,2
-0.08872298181121609,0.040833387564003024,1.4720389289055016,-0.5330439586507759,-0.3415225278592938,0.019906581889057813,1.3217897121879572,-0.17003021153458753,-0.022919973051662,3
-0.6800035027727154,0.04192954876438201,1.0497604981517952,-0.8226644557897459,-0.3989010579489371,-0.16375154997069943,1.3849115275350359,-0.1576624211532245,-0.055305082372419864,4
-0.6682578900714274,0.2997164267680494,1.3054520627502937,-0.9298353474318183,-0.42669215191117216,0.08787741342225003,1.8024147066336285,-0.24979717753586633,0.10646494157088178,5
-0.6497652577019433,0.0074744479470688595,-0.4253356687520161,-0.06492283834374218,0.05607461107256674,-0.06531471710586274,-0.38088835133500143,-0.162472736815636,0.3632600847970693,0
-0.6382907662002842,0.1394776786838394,-0.30526761821953513,-0.13501104562646468,0.0012103021131625567,0.031670923609212524,-0.1650531656766791,-0.18427855319021164,0.49587557384056485,1
2.945970362956341,-1.6458455964398067,-3.2611447362262425,2.703540750894154,0.5043569111410003,0.7002097875500525,4.101285802123266,0.14962932116387112,-0.6535957904445688,2
-0.060213251211414104,-0.10551700341898786,-1.42868638800213,0.6903466115122971,0.1560179728974443,0.2840454937720687,0.8233180313408306,-0.05363970901738858,-0.05013072301615265,3
-0.6310576270444409,0.1141033015231907,-0.33383420135285546,-0.11946192682098712,0.007765566485590469,0.016814828283518823,-0.1714685696099293,-0.17188115882100924,0.4529207687957985,4
-0.5223481899636352,0.2929851497519913,-0.3788628833105886,0.00837532600412358,-0.03276722421028759,0.15973345545255016,0.0334717751877089,-0.11612041968321435,0.3567623505844647,5
-0.7161400612753344,-0.049118876220742895,1.0631632023627,-0.809180034949031,-0.4139600441524613,-0.2544838304177516,1.4459676171296296,-0.1589621438394646,-0.19193831324315289,0
-0.6577032035842091,0.49228692872713836,1.345087694564528,-0.8927934053713815,-0.38080513051422843,0.22804894227356823,2.1350562168268024,-0.411478340838027,0.23574126187712294,1
-0.07808140111558362,0.12393539246924806,1.7446658363284975,-0.7591639553684927,-0.6096696545087471,0.21920053477918294,1.8622610740039391,-0.30975868924691086,-0.004776004427420539,2
0.3258896137811962,-0.04742937519700426,1.603038791582383,-0.4189216127612018,-0.37434149774658004,0.09451494394816035,1.3246058424910754,-0.20359779097175482,0.06284183538086027,3
-0.6709483506049898,0.07594156176352372,1.0948729050893466,-0.8398602639181889,-0.4125500955829775,-0.1303998870170638,1.4924364118400457,-0.1763206631111485,-0.018291762697046975,4
-0.625773572069512,0.13457594546104945,1.2608940579648347,-0.8560415011379331,-0.4237838099807066,-0.0550240146373385,1.7146094760932433,-0.23984198111916033,0.008045883011001502,5
-0.5946884892611352,0.09416206391990851,-0.40898177501317606,-0.04052998005737184,0.017829854396399704,0.018679120508113062,-0.17211594574545436,-0.1410857761434962,0.3647851608719936,0
-0.6219104947806013,0.16586672268209657,-0.29656887627836176,-0.11426903427050716,-0.020576908381675318,0.05019949034563843,-0.12670942059293094,-0.1677823767396842,0.48196412005878103,1
3.8059088071124747,-2.0050186344923593,-3.146911723717378,2.74923430433942,0.5061255640133592,0.8936738646711309,4.4301620524151435,-0.13194789819904043,-0.27414157469255185,2
1.8010452316425603,-0.6608500132571156,-2.199323132474009,1.216628193171893,0.2788924000034063,0.5880812164328617,2.443551149290908,-0.15547551555196024,-0.18531516616403457,3
-0.5928340457323141,0.16040443308555302,-0.37631605112650535,-0.05846325491854404,0.01473370272480146,0.05807070921384896,-0.20137770789524526,-0.13841773215878947,0.4042717066950704,4
