0,1,2,3,4,5,6,7,8,9,active_hand
-0.09970658858565516,-0.43480480540913663,0.7932195241919257,-0.7656876913370401,-0.36147193798027466,-0.47579084275966116,-0.07165850547301575,-0.4717602437418874,-0.3321999924594311,0.08729585870087518,1
-0.19044036387782545,0.6635490243679227,-1.1044965015299728,0.25449000548679507,-0.4955022876534762,0.8575821241757832,1.191529932549708,-0.9930313872732048,-0.42057908604519545,-0.5216877562039096,0
-0.09329105099623375,-0.4365754860069374,0.8128587709556679,-0.7796144954415507,-0.3846275009942407,-0.5654951871372678,0.060057305676110916,-0.4334364340217309,-0.43647085074799746,0.026333186654036833,1
-0.19420821484168094,0.6923188498768298,-1.10912344341805,0.24542796242546708,-0.4844171498064078,0.7122474247222246,1.3103869865635638,-0.8617474272493926,-0.6071634540921212,-0.6563223330325958,0
-0.08380355521246077,-0.4471459854190576,0.8476220536697453,-0.7530615828861097,-0.38847587357832103,-0.4631107226140281,0.00048214930306376866,-0.435883266283421,-0.391076699102747,0.052739945769574324,1
-0.19535919223581477,0.6751633428746749,-1.124388344895589,0.21618254814898574,-0.4485832764322521,0.797747100049105,1.2395842143279017,-0.9938064723973083,-0.47769734136548603,-0.5976818724875073,0
-0.07628251509399363,-0.45689609842173873,0.8853073210746694,-0.756402639474791,-0.38169088709449045,-0.4524706936101809,0.029939941640600407,-0.42964599209830234,-0.43168531250331965,0.028970158155154364,1
-0.19082523471591048,0.5959242466449605,-1.133708587187027,0.21052055600440184,-0.449675490944892,0.7726469909347768,1.251813396661328,-0.97704617297551,-0.4803075977800028,-0.6274508188064979,0
-0.0664984684672479,-0.4497052552469304,0.9008054713720507,-0.7396809073353786,-0.4364724702004282,-0.42243226159738884,0.006908442870236613,-0.4011284166468936,-0.36963735466558795,0.08037669522017687,1
-0.18898919429385383,0.6033588167593859,-1.1286516628133036,0.2430833936055746,-0.4809927078644746,0.8216032097748706,1.2239167999706773,-0.9742075221294645,-0.4573367541631061,-0.5788206152186735,0
-0.06516210671477002,-0.44613438276551576,0.9281687526915906,-0.7357754141019218,-0.45544632430474496,-0.34309058652190316,-0.09487090392186433,-0.4285407076746635,-0.2688050844187828,0.15962753400864207,1
-0.19160326122227253,0.6423943394479562,-1.114817731364268,0.22668090069024682,-0.45728099731561117,0.9200437424157131,1.1068742636000088,-1.0719945661009156,-0.30333228911237303,-0.4607152890930467,0
-0.0673461046103687,-0.4397254236506192,0.8895298315282157,-0.7157842733918848,-0.467720547782616,-0.379496054344444,-0.058263267744530695,-0.37615275344967913,-0.2885795330365066,0.1349132785365764,1
-0.19045317141807708,0.6019929958263719,-1.0887513667503703,0.2045522191421622,-0.4306803522086848,0.8077586541922128,1.0827007870061145,-0.9202024418243762,-0.3478596027896212,-0.49140896020737795,0
-0.06329949982612677,-0.4493171708400652,0.8882036300596924,-0.6797836247530261,-0.448873801937713,-0.31069648577852865,-0.09311155840427336,-0.34711179141643833,-0.2767855890979675,0.13017843231761264,1
-0.1899231619940349,0.6211589452607283,-1.0822059136806457,0.21720295376036647,-0.44731317392508835,0.8593063122873861,1.0579840877562907,-0.9650412975283148,-0.3002230651676613,-0.4457120427089533,0
-0.0613635959567385,-0.4426776653145996,0.8532497580840114,-0.6679553062847456,-0.4695095920491349,-0.3428819034585834,-0.05584224997910628,-0.342209568016733,-0.283404368401678,0.11613606431153167,1
-0.18718410487204223,0.5553755150711936,-1.12171523352686,0.22441723029630523,-0.4513226807956023,0.8750737321468525,1.0985312036535342,-0.9944672014691832,-0.32357083807316533,-0.4867130215657898,0
-0.07970163538843096,-0.4462842519038398,0.853056851289988,-0.7044274346987135,-0.41361509586838285,-0.35664246181579284,-0.09638764814756515,-0.39230050886115936,-0.30056124345121965,0.10750760843973758,1
-0.1865897217071543,0.5232226102431822,-1.129997218407633,0.21922111915183193,-0.43586060212021654,0.8827804282286695,1.0593558274817658,-0.9805639301074093,-0.29164674139457564,-0.47003002236001346,0
