classlist,score,data_unit,PH2,PH3,reducer,kernel,n,k
two-classes,0.966796875,Spf,False,True,umap,,22,[12]
two-classes,0.96484375,Spf,False,True,umap,,22,[13]
two-classes,0.955078125,Spf,False,True,umap,,22,[14]
two-classes,0.955078125,Spf,False,True,umap,,22,[15]
two-classes,0.953125,Spf,False,True,umap,,22,[16]
two-classes,0.9296875,Spf,False,True,umap,,22,[17]
two-classes,0.927734375,Spf,False,True,umap,,22,[18]
two-classes,0.931640625,Spf,False,True,umap,,22,[19]
two-classes,0.931640625,Spf,False,True,umap,,22,[20]
two-classes,0.9296875,Spf,False,True,umap,,22,[21]
two-classes,0.9296875,Spf,False,True,umap,,22,[22]
two-classes,0.9296875,Spf,False,True,umap,,22,[23]
two-classes,0.9296875,Spf,False,True,umap,,22,[24]
two-classes,0.9296875,Spf,False,True,umap,,22,[25]
two-classes,0.9296875,Spf,False,True,umap,,22,[26]
two-classes,0.927734375,Spf,False,True,umap,,22,[27]
two-classes,0.927734375,Spf,False,True,umap,,22,[28]
two-classes,0.92578125,Spf,False,True,umap,,22,[29]
two-classes,0.92578125,Spf,False,True,umap,,22,[30]
two-classes,0.92578125,Spf,False,True,umap,,22,[31]
two-classes,0.990234375,Spf,False,True,pca,,23,[1]
two-classes,0.98046875,Spf,False,True,pca,,23,[2]
two-classes,0.982421875,Spf,False,True,pca,,23,[3]
two-classes,0.982421875,Spf,False,True,pca,,23,[4]
two-classes,0.984375,Spf,False,True,pca,,23,[5]
two-classes,0.982421875,Spf,False,True,pca,,23,[6]
two-classes,0.986328125,Spf,False,True,pca,,23,[7]
two-classes,0.978515625,Spf,False,True,pca,,23,[8]
two-classes,0.966796875,Spf,False,True,pca,,23,[9]
two-classes,0.96484375,Spf,False,True,pca,,23,[10]
two-classes,0.95703125,Spf,False,True,pca,,23,[11]
two-classes,0.962890625,Spf,False,True,pca,,23,[12]
two-classes,0.9609375,Spf,False,True,pca,,23,[13]
two-classes,0.9609375,Spf,False,True,pca,,23,[14]
two-classes,0.962890625,Spf,False,True,pca,,23,[15]
two-classes,0.95703125,Spf,False,True,pca,,23,[16]
two-classes,0.955078125,Spf,False,True,pca,,23,[17]
two-classes,0.955078125,Spf,False,True,pca,,23,[18]
two-classes,0.958984375,Spf,False,True,pca,,23,[19]
two-classes,0.955078125,Spf,False,True,pca,,23,[20]
two-classes,0.955078125,Spf,False,True,pca,,23,[21]
two-classes,0.955078125,Spf,False,True,pca,,23,[22]
two-classes,0.955078125,Spf,False,True,pca,,23,[23]
two-classes,0.953125,Spf,False,True,pca,,23,[24]
two-classes,0.94921875,Spf,False,True,pca,,23,[25]
two-classes,0.9453125,Spf,False,True,pca,,23,[26]
two-classes,0.9453125,Spf,False,True,pca,,23,[27]
two-classes,0.943359375,Spf,False,True,pca,,23,[28]
two-classes,0.94140625,Spf,False,True,pca,,23,[29]
two-classes,0.9453125,Spf,False,True,pca,,23,[30]
two-classes,0.935546875,Spf,False,True,pca,,23,[31]
two-classes,0.990234375,Spf,False,True,kpca,poly,23,[1]
two-classes,0.982421875,Spf,False,True,kpca,poly,23,[2]
two-classes,0.978515625,Spf,False,True,kpca,poly,23,[3]
two-classes,0.97265625,Spf,False,True,kpca,poly,23,[4]
two-classes,0.974609375,Spf,False,True,kpca,poly,23,[5]
two-classes,0.9765625,Spf,False,True,kpca,poly,23,[6]
two-classes,0.96875,Spf,False,True,kpca,poly,23,[7]
two-classes,0.962890625,Spf,False,True,kpca,poly,23,[8]
two-classes,0.958984375,Spf,False,True,kpca,poly,23,[9]
two-classes,0.95703125,Spf,False,True,kpca,poly,23,[10]
two-classes,0.953125,Spf,False,True,kpca,poly,23,[11]
two-classes,0.955078125,Spf,False,True,kpca,poly,23,[12]
two-classes,0.94921875,Spf,False,True,kpca,poly,23,[13]
two-classes,0.953125,Spf,False,True,kpca,poly,23,[14]
two-classes,0.951171875,Spf,False,True,kpca,poly,23,[15]
two-classes,0.9453125,Spf,False,True,kpca,poly,23,[16]
two-classes,0.927734375,Spf,False,True,kpca,poly,23,[17]
two-classes,0.9375,Spf,False,True,kpca,poly,23,[18]
two-classes,0.939453125,Spf,False,True,kpca,poly,23,[19]
two-classes,0.94140625,Spf,False,True,kpca,poly,23,[20]
two-classes,0.939453125,Spf,False,True,kpca,poly,23,[21]
two-classes,0.9453125,Spf,False,True,kpca,poly,23,[22]
two-classes,0.94140625,Spf,False,True,kpca,poly,23,[23]
two-classes,0.943359375,Spf,False,True,kpca,poly,23,[24]
two-classes,0.927734375,Spf,False,True,kpca,poly,23,[25]
two-classes,0.93359375,Spf,False,True,kpca,poly,23,[26]
two-classes,0.92578125,Spf,False,True,kpca,poly,23,[27]
two-classes,0.927734375,Spf,False,True,kpca,poly,23,[28]
two-classes,0.92578125,Spf,False,True,kpca,poly,23,[29]
two-classes,0.919921875,Spf,False,True,kpca,poly,23,[30]
two-classes,0.91796875,Spf,False,True,kpca,poly,23,[31]
two-classes,0.986328125,Spf,False,True,kpca,rbf,23,[1]
two-classes,0.978515625,Spf,False,True,kpca,rbf,23,[2]
two-classes,0.978515625,Spf,False,True,kpca,rbf,23,[3]
two-classes,0.96875,Spf,False,True,kpca,rbf,23,[4]
two-classes,0.97265625,Spf,False,True,kpca,rbf,23,[5]
two-classes,0.970703125,Spf,False,True,kpca,rbf,23,[6]
two-classes,0.96484375,Spf,False,True,kpca,rbf,23,[7]
two-classes,0.958984375,Spf,False,True,kpca,rbf,23,[8]
two-classes,0.951171875,Spf,False,True,kpca,rbf,23,[9]
two-classes,0.9453125,Spf,False,True,kpca,rbf,23,[10]
two-classes,0.955078125,Spf,False,True,kpca,rbf,23,[11]
two-classes,0.953125,Spf,False,True,kpca,rbf,23,[12]
two-classes,0.951171875,Spf,False,True,kpca,rbf,23,[13]
two-classes,0.9453125,Spf,False,True,kpca,rbf,23,[14]
two-classes,0.9453125,Spf,False,True,kpca,rbf,23,[15]
two-classes,0.935546875,Spf,False,True,kpca,rbf,23,[16]
two-classes,0.927734375,Spf,False,True,kpca,rbf,23,[17]
two-classes,0.93359375,Spf,False,True,kpca,rbf,23,[18]
two-classes,0.927734375,Spf,False,True,kpca,rbf,23,[19]
two-classes,0.92578125,Spf,False,True,kpca,rbf,23,[20]
two-classes,0.92578125,Spf,False,True,kpca,rbf,23,[21]
two-classes,0.92578125,Spf,False,True,kpca,rbf,23,[22]
two-classes,0.923828125,Spf,False,True,kpca,rbf,23,[23]
two-classes,0.923828125,Spf,False,True,kpca,rbf,23,[24]
two-classes,0.921875,Spf,False,True,kpca,rbf,23,[25]
two-classes,0.91796875,Spf,False,True,kpca,rbf,23,[26]
two-classes,0.9140625,Spf,False,True,kpca,rbf,23,[27]
two-classes,0.91015625,Spf,False,True,kpca,rbf,23,[28]
two-classes,0.90234375,Spf,False,True,kpca,rbf,23,[29]
two-classes,0.90234375,Spf,False,True,kpca,rbf,23,[30]
two-classes,0.892578125,Spf,False,True,kpca,rbf,23,[31]
two-classes,0.98828125,Spf,False,True,kpca,sigmoid,23,[1]
two-classes,0.978515625,Spf,False,True,kpca,sigmoid,23,[2]
two-classes,0.984375,Spf,False,True,kpca,sigmoid,23,[3]
two-classes,0.98046875,Spf,False,True,kpca,sigmoid,23,[4]
two-classes,0.9765625,Spf,False,True,kpca,sigmoid,23,[5]
two-classes,0.974609375,Spf,False,True,kpca,sigmoid,23,[6]
two-classes,0.96484375,Spf,False,True,kpca,sigmoid,23,[7]
two-classes,0.966796875,Spf,False,True,kpca,sigmoid,23,[8]
two-classes,0.953125,Spf,False,True,kpca,sigmoid,23,[9]
two-classes,0.94921875,Spf,False,True,kpca,sigmoid,23,[10]
two-classes,0.947265625,Spf,False,True,kpca,sigmoid,23,[11]
two-classes,0.951171875,Spf,False,True,kpca,sigmoid,23,[12]
two-classes,0.943359375,Spf,False,True,kpca,sigmoid,23,[13]
two-classes,0.94921875,Spf,False,True,kpca,sigmoid,23,[14]
two-classes,0.947265625,Spf,False,True,kpca,sigmoid,23,[15]
two-classes,0.94140625,Spf,False,True,kpca,sigmoid,23,[16]
two-classes,0.935546875,Spf,False,True,kpca,sigmoid,23,[17]
two-classes,0.92578125,Spf,False,True,kpca,sigmoid,23,[18]
two-classes,0.93359375,Spf,False,True,kpca,sigmoid,23,[19]
two-classes,0.931640625,Spf,False,True,kpca,sigmoid,23,[20]
two-classes,0.9296875,Spf,False,True,kpca,sigmoid,23,[21]
two-classes,0.931640625,Spf,False,True,kpca,sigmoid,23,[22]
two-classes,0.9296875,Spf,False,True,kpca,sigmoid,23,[23]
two-classes,0.9296875,Spf,False,True,kpca,sigmoid,23,[24]
two-classes,0.923828125,Spf,False,True,kpca,sigmoid,23,[25]
two-classes,0.916015625,Spf,False,True,kpca,sigmoid,23,[26]
two-classes,0.91796875,Spf,False,True,kpca,sigmoid,23,[27]
two-classes,0.9140625,Spf,False,True,kpca,sigmoid,23,[28]
two-classes,0.912109375,Spf,False,True,kpca,sigmoid,23,[29]
two-classes,0.912109375,Spf,False,True,kpca,sigmoid,23,[30]
two-classes,0.91015625,Spf,False,True,kpca,sigmoid,23,[31]
two-classes,0.986328125,Spf,False,True,kpca,cosine,23,[1]
two-classes,0.98046875,Spf,False,True,kpca,cosine,23,[2]
two-classes,0.986328125,Spf,False,True,kpca,cosine,23,[3]
two-classes,0.9765625,Spf,False,True,kpca,cosine,23,[4]
two-classes,0.978515625,Spf,False,True,kpca,cosine,23,[5]
two-classes,0.98046875,Spf,False,True,kpca,cosine,23,[6]
two-classes,0.978515625,Spf,False,True,kpca,cosine,23,[7]
two-classes,0.974609375,Spf,False,True,kpca,cosine,23,[8]
two-classes,0.97265625,Spf,False,True,kpca,cosine,23,[9]
two-classes,0.970703125,Spf,False,True,kpca,cosine,23,[10]
two-classes,0.966796875,Spf,False,True,kpca,cosine,23,[11]
two-classes,0.966796875,Spf,False,True,kpca,cosine,23,[12]
two-classes,0.953125,Spf,False,True,kpca,cosine,23,[13]
two-classes,0.955078125,Spf,False,True,kpca,cosine,23,[14]
two-classes,0.958984375,Spf,False,True,kpca,cosine,23,[15]
two-classes,0.955078125,Spf,False,True,kpca,cosine,23,[16]
two-classes,0.95703125,Spf,False,True,kpca,cosine,23,[17]
two-classes,0.953125,Spf,False,True,kpca,cosine,23,[18]
two-classes,0.955078125,Spf,False,True,kpca,cosine,23,[19]
two-classes,0.951171875,Spf,False,True,kpca,cosine,23,[20]
two-classes,0.95703125,Spf,False,True,kpca,cosine,23,[21]
two-classes,0.951171875,Spf,False,True,kpca,cosine,23,[22]
two-classes,0.947265625,Spf,False,True,kpca,cosine,23,[23]
two-classes,0.947265625,Spf,False,True,kpca,cosine,23,[24]
two-classes,0.943359375,Spf,False,True,kpca,cosine,23,[25]
two-classes,0.9453125,Spf,False,True,kpca,cosine,23,[26]
two-classes,0.947265625,Spf,False,True,kpca,cosine,23,[27]
two-classes,0.9453125,Spf,False,True,kpca,cosine,23,[28]
two-classes,0.94140625,Spf,False,True,kpca,cosine,23,[29]
two-classes,0.939453125,Spf,False,True,kpca,cosine,23,[30]
two-classes,0.93359375,Spf,False,True,kpca,cosine,23,[31]
two-classes,0.98046875,Spf,False,True,umap,,23,[1]
two-classes,0.9765625,Spf,False,True,umap,,23,[2]
two-classes,0.9765625,Spf,False,True,umap,,23,[3]
two-classes,0.97265625,Spf,False,True,umap,,23,[4]
two-classes,0.97265625,Spf,False,True,umap,,23,[5]
two-classes,0.970703125,Spf,False,True,umap,,23,[6]
two-classes,0.97265625,Spf,False,True,umap,,23,[7]
two-classes,0.96875,Spf,False,True,umap,,23,[8]
two-classes,0.970703125,Spf,False,True,umap,,23,[9]
two-classes,0.970703125,Spf,False,True,umap,,23,[10]
two-classes,0.970703125,Spf,False,True,umap,,23,[11]
two-classes,0.970703125,Spf,False,True,umap,,23,[12]
two-classes,0.966796875,Spf,False,True,umap,,23,[13]
two-classes,0.962890625,Spf,False,True,umap,,23,[14]
two-classes,0.96484375,Spf,False,True,umap,,23,[15]
two-classes,0.958984375,Spf,False,True,umap,,23,[16]
two-classes,0.94140625,Spf,False,True,umap,,23,[17]
two-classes,0.935546875,Spf,False,True,umap,,23,[18]
two-classes,0.9375,Spf,False,True,umap,,23,[19]
two-classes,0.9375,Spf,False,True,umap,,23,[20]
two-classes,0.9375,Spf,False,True,umap,,23,[21]
two-classes,0.9375,Spf,False,True,umap,,23,[22]
two-classes,0.9375,Spf,False,True,umap,,23,[23]
two-classes,0.9375,Spf,False,True,umap,,23,[24]
two-classes,0.9375,Spf,False,True,umap,,23,[25]
two-classes,0.9375,Spf,False,True,umap,,23,[26]
two-classes,0.9375,Spf,False,True,umap,,23,[27]
two-classes,0.9375,Spf,False,True,umap,,23,[28]
two-classes,0.935546875,Spf,False,True,umap,,23,[29]
two-classes,0.935546875,Spf,False,True,umap,,23,[30]
two-classes,0.935546875,Spf,False,True,umap,,23,[31]
two-classes,0.990234375,Spf,False,True,pca,,24,[1]
two-classes,0.984375,Spf,False,True,pca,,24,[2]
two-classes,0.982421875,Spf,False,True,pca,,24,[3]
two-classes,0.982421875,Spf,False,True,pca,,24,[4]
two-classes,0.986328125,Spf,False,True,pca,,24,[5]
two-classes,0.982421875,Spf,False,True,pca,,24,[6]
two-classes,0.986328125,Spf,False,True,pca,,24,[7]
two-classes,0.98046875,Spf,False,True,pca,,24,[8]
two-classes,0.966796875,Spf,False,True,pca,,24,[9]
two-classes,0.96484375,Spf,False,True,pca,,24,[10]
two-classes,0.95703125,Spf,False,True,pca,,24,[11]
two-classes,0.962890625,Spf,False,True,pca,,24,[12]
two-classes,0.958984375,Spf,False,True,pca,,24,[13]
two-classes,0.9609375,Spf,False,True,pca,,24,[14]
two-classes,0.962890625,Spf,False,True,pca,,24,[15]
two-classes,0.95703125,Spf,False,True,pca,,24,[16]
two-classes,0.955078125,Spf,False,True,pca,,24,[17]
two-classes,0.955078125,Spf,False,True,pca,,24,[18]
two-classes,0.958984375,Spf,False,True,pca,,24,[19]
two-classes,0.955078125,Spf,False,True,pca,,24,[20]
two-classes,0.955078125,Spf,False,True,pca,,24,[21]
two-classes,0.955078125,Spf,False,True,pca,,24,[22]
two-classes,0.955078125,Spf,False,True,pca,,24,[23]
two-classes,0.951171875,Spf,False,True,pca,,24,[24]
two-classes,0.94921875,Spf,False,True,pca,,24,[25]
two-classes,0.9453125,Spf,False,True,pca,,24,[26]
two-classes,0.943359375,Spf,False,True,pca,,24,[27]
two-classes,0.9453125,Spf,False,True,pca,,24,[28]
two-classes,0.94140625,Spf,False,True,pca,,24,[29]
two-classes,0.9453125,Spf,False,True,pca,,24,[30]
two-classes,0.9375,Spf,False,True,pca,,24,[31]
two-classes,0.990234375,Spf,False,True,kpca,poly,24,[1]
two-classes,0.982421875,Spf,False,True,kpca,poly,24,[2]
two-classes,0.98046875,Spf,False,True,kpca,poly,24,[3]
two-classes,0.97265625,Spf,False,True,kpca,poly,24,[4]
two-classes,0.978515625,Spf,False,True,kpca,poly,24,[5]
two-classes,0.974609375,Spf,False,True,kpca,poly,24,[6]
two-classes,0.97265625,Spf,False,True,kpca,poly,24,[7]
two-classes,0.970703125,Spf,False,True,kpca,poly,24,[8]
two-classes,0.96484375,Spf,False,True,kpca,poly,24,[9]
two-classes,0.958984375,Spf,False,True,kpca,poly,24,[10]
two-classes,0.951171875,Spf,False,True,kpca,poly,24,[11]
two-classes,0.953125,Spf,False,True,kpca,poly,24,[12]
two-classes,0.94921875,Spf,False,True,kpca,poly,24,[13]
two-classes,0.955078125,Spf,False,True,kpca,poly,24,[14]
two-classes,0.94921875,Spf,False,True,kpca,poly,24,[15]
two-classes,0.947265625,Spf,False,True,kpca,poly,24,[16]
two-classes,0.9296875,Spf,False,True,kpca,poly,24,[17]
two-classes,0.935546875,Spf,False,True,kpca,poly,24,[18]
two-classes,0.94140625,Spf,False,True,kpca,poly,24,[19]
two-classes,0.939453125,Spf,False,True,kpca,poly,24,[20]
two-classes,0.94140625,Spf,False,True,kpca,poly,24,[21]
two-classes,0.9453125,Spf,False,True,kpca,poly,24,[22]
two-classes,0.943359375,Spf,False,True,kpca,poly,24,[23]
two-classes,0.9453125,Spf,False,True,kpca,poly,24,[24]
two-classes,0.9296875,Spf,False,True,kpca,poly,24,[25]
two-classes,0.939453125,Spf,False,True,kpca,poly,24,[26]
two-classes,0.9296875,Spf,False,True,kpca,poly,24,[27]
two-classes,0.9296875,Spf,False,True,kpca,poly,24,[28]
two-classes,0.923828125,Spf,False,True,kpca,poly,24,[29]
two-classes,0.92578125,Spf,False,True,kpca,poly,24,[30]
two-classes,0.916015625,Spf,False,True,kpca,poly,24,[31]
two-classes,0.98828125,Spf,False,True,kpca,rbf,24,[1]
two-classes,0.978515625,Spf,False,True,kpca,rbf,24,[2]
two-classes,0.978515625,Spf,False,True,kpca,rbf,24,[3]
two-classes,0.970703125,Spf,False,True,kpca,rbf,24,[4]
two-classes,0.97265625,Spf,False,True,kpca,rbf,24,[5]
two-classes,0.970703125,Spf,False,True,kpca,rbf,24,[6]
two-classes,0.96484375,Spf,False,True,kpca,rbf,24,[7]
two-classes,0.962890625,Spf,False,True,kpca,rbf,24,[8]
two-classes,0.953125,Spf,False,True,kpca,rbf,24,[9]
two-classes,0.94140625,Spf,False,True,kpca,rbf,24,[10]
two-classes,0.951171875,Spf,False,True,kpca,rbf,24,[11]
two-classes,0.951171875,Spf,False,True,kpca,rbf,24,[12]
two-classes,0.953125,Spf,False,True,kpca,rbf,24,[13]
two-classes,0.947265625,Spf,False,True,kpca,rbf,24,[14]
two-classes,0.947265625,Spf,False,True,kpca,rbf,24,[15]
two-classes,0.9375,Spf,False,True,kpca,rbf,24,[16]
two-classes,0.923828125,Spf,False,True,kpca,rbf,24,[17]
two-classes,0.935546875,Spf,False,True,kpca,rbf,24,[18]
two-classes,0.9296875,Spf,False,True,kpca,rbf,24,[19]
two-classes,0.931640625,Spf,False,True,kpca,rbf,24,[20]
two-classes,0.9296875,Spf,False,True,kpca,rbf,24,[21]
two-classes,0.92578125,Spf,False,True,kpca,rbf,24,[22]
two-classes,0.92578125,Spf,False,True,kpca,rbf,24,[23]
two-classes,0.92578125,Spf,False,True,kpca,rbf,24,[24]
two-classes,0.919921875,Spf,False,True,kpca,rbf,24,[25]
two-classes,0.91796875,Spf,False,True,kpca,rbf,24,[26]
two-classes,0.912109375,Spf,False,True,kpca,rbf,24,[27]
two-classes,0.91015625,Spf,False,True,kpca,rbf,24,[28]
two-classes,0.90234375,Spf,False,True,kpca,rbf,24,[29]
two-classes,0.900390625,Spf,False,True,kpca,rbf,24,[30]
two-classes,0.890625,Spf,False,True,kpca,rbf,24,[31]
two-classes,0.98828125,Spf,False,True,kpca,sigmoid,24,[1]
two-classes,0.978515625,Spf,False,True,kpca,sigmoid,24,[2]
two-classes,0.984375,Spf,False,True,kpca,sigmoid,24,[3]
two-classes,0.978515625,Spf,False,True,kpca,sigmoid,24,[4]
two-classes,0.974609375,Spf,False,True,kpca,sigmoid,24,[5]
two-classes,0.97265625,Spf,False,True,kpca,sigmoid,24,[6]
two-classes,0.966796875,Spf,False,True,kpca,sigmoid,24,[7]
two-classes,0.96484375,Spf,False,True,kpca,sigmoid,24,[8]
two-classes,0.951171875,Spf,False,True,kpca,sigmoid,24,[9]
two-classes,0.947265625,Spf,False,True,kpca,sigmoid,24,[10]
two-classes,0.947265625,Spf,False,True,kpca,sigmoid,24,[11]
two-classes,0.951171875,Spf,False,True,kpca,sigmoid,24,[12]
two-classes,0.9453125,Spf,False,True,kpca,sigmoid,24,[13]
two-classes,0.947265625,Spf,False,True,kpca,sigmoid,24,[14]
two-classes,0.947265625,Spf,False,True,kpca,sigmoid,24,[15]
two-classes,0.94140625,Spf,False,True,kpca,sigmoid,24,[16]
two-classes,0.935546875,Spf,False,True,kpca,sigmoid,24,[17]
two-classes,0.92578125,Spf,False,True,kpca,sigmoid,24,[18]
two-classes,0.93359375,Spf,False,True,kpca,sigmoid,24,[19]
two-classes,0.931640625,Spf,False,True,kpca,sigmoid,24,[20]
two-classes,0.9296875,Spf,False,True,kpca,sigmoid,24,[21]
two-classes,0.93359375,Spf,False,True,kpca,sigmoid,24,[22]
two-classes,0.92578125,Spf,False,True,kpca,sigmoid,24,[23]
two-classes,0.9296875,Spf,False,True,kpca,sigmoid,24,[24]
two-classes,0.923828125,Spf,False,True,kpca,sigmoid,24,[25]
two-classes,0.916015625,Spf,False,True,kpca,sigmoid,24,[26]
two-classes,0.91796875,Spf,False,True,kpca,sigmoid,24,[27]
two-classes,0.9140625,Spf,False,True,kpca,sigmoid,24,[28]
two-classes,0.9140625,Spf,False,True,kpca,sigmoid,24,[29]
two-classes,0.912109375,Spf,False,True,kpca,sigmoid,24,[30]
two-classes,0.912109375,Spf,False,True,kpca,sigmoid,24,[31]
two-classes,0.986328125,Spf,False,True,kpca,cosine,24,[1]
two-classes,0.98046875,Spf,False,True,kpca,cosine,24,[2]
two-classes,0.986328125,Spf,False,True,kpca,cosine,24,[3]
two-classes,0.9765625,Spf,False,True,kpca,cosine,24,[4]
two-classes,0.978515625,Spf,False,True,kpca,cosine,24,[5]
two-classes,0.98046875,Spf,False,True,kpca,cosine,24,[6]
two-classes,0.978515625,Spf,False,True,kpca,cosine,24,[7]
two-classes,0.974609375,Spf,False,True,kpca,cosine,24,[8]
two-classes,0.970703125,Spf,False,True,kpca,cosine,24,[9]
two-classes,0.970703125,Spf,False,True,kpca,cosine,24,[10]
two-classes,0.966796875,Spf,False,True,kpca,cosine,24,[11]
two-classes,0.966796875,Spf,False,True,kpca,cosine,24,[12]
two-classes,0.953125,Spf,False,True,kpca,cosine,24,[13]
two-classes,0.955078125,Spf,False,True,kpca,cosine,24,[14]
two-classes,0.958984375,Spf,False,True,kpca,cosine,24,[15]
two-classes,0.953125,Spf,False,True,kpca,cosine,24,[16]
two-classes,0.95703125,Spf,False,True,kpca,cosine,24,[17]
two-classes,0.953125,Spf,False,True,kpca,cosine,24,[18]
two-classes,0.955078125,Spf,False,True,kpca,cosine,24,[19]
two-classes,0.951171875,Spf,False,True,kpca,cosine,24,[20]
two-classes,0.95703125,Spf,False,True,kpca,cosine,24,[21]
two-classes,0.951171875,Spf,False,True,kpca,cosine,24,[22]
two-classes,0.947265625,Spf,False,True,kpca,cosine,24,[23]
two-classes,0.947265625,Spf,False,True,kpca,cosine,24,[24]
two-classes,0.943359375,Spf,False,True,kpca,cosine,24,[25]
two-classes,0.9453125,Spf,False,True,kpca,cosine,24,[26]
two-classes,0.947265625,Spf,False,True,kpca,cosine,24,[27]
two-classes,0.9453125,Spf,False,True,kpca,cosine,24,[28]
two-classes,0.94140625,Spf,False,True,kpca,cosine,24,[29]
two-classes,0.939453125,Spf,False,True,kpca,cosine,24,[30]
two-classes,0.93359375,Spf,False,True,kpca,cosine,24,[31]
two-classes,0.978515625,Spf,False,True,umap,,24,[1]
two-classes,0.978515625,Spf,False,True,umap,,24,[2]
two-classes,0.98046875,Spf,False,True,umap,,24,[3]
two-classes,0.9765625,Spf,False,True,umap,,24,[4]
two-classes,0.9765625,Spf,False,True,umap,,24,[5]
two-classes,0.978515625,Spf,False,True,umap,,24,[6]
two-classes,0.978515625,Spf,False,True,umap,,24,[7]
two-classes,0.974609375,Spf,False,True,umap,,24,[8]
two-classes,0.974609375,Spf,False,True,umap,,24,[9]
two-classes,0.974609375,Spf,False,True,umap,,24,[10]
two-classes,0.9765625,Spf,False,True,umap,,24,[11]
two-classes,0.9765625,Spf,False,True,umap,,24,[12]
two-classes,0.966796875,Spf,False,True,umap,,24,[13]
two-classes,0.958984375,Spf,False,True,umap,,24,[14]
two-classes,0.958984375,Spf,False,True,umap,,24,[15]
two-classes,0.95703125,Spf,False,True,umap,,24,[16]
two-classes,0.9296875,Spf,False,True,umap,,24,[17]
two-classes,0.9296875,Spf,False,True,umap,,24,[18]
two-classes,0.93359375,Spf,False,True,umap,,24,[19]
two-classes,0.93359375,Spf,False,True,umap,,24,[20]
two-classes,0.9296875,Spf,False,True,umap,,24,[21]
two-classes,0.9296875,Spf,False,True,umap,,24,[22]
two-classes,0.927734375,Spf,False,True,umap,,24,[23]
two-classes,0.9296875,Spf,False,True,umap,,24,[24]
two-classes,0.931640625,Spf,False,True,umap,,24,[25]
two-classes,0.93359375,Spf,False,True,umap,,24,[26]
two-classes,0.931640625,Spf,False,True,umap,,24,[27]
two-classes,0.93359375,Spf,False,True,umap,,24,[28]
two-classes,0.9296875,Spf,False,True,umap,,24,[29]
two-classes,0.931640625,Spf,False,True,umap,,24,[30]
two-classes,0.9296875,Spf,False,True,umap,,24,[31]
two-classes,0.990234375,Spf,False,True,pca,,25,[1]
two-classes,0.984375,Spf,False,True,pca,,25,[2]
two-classes,0.982421875,Spf,False,True,pca,,25,[3]
two-classes,0.98046875,Spf,False,True,pca,,25,[4]
two-classes,0.986328125,Spf,False,True,pca,,25,[5]
two-classes,0.982421875,Spf,False,True,pca,,25,[6]
two-classes,0.986328125,Spf,False,True,pca,,25,[7]
two-classes,0.978515625,Spf,False,True,pca,,25,[8]
two-classes,0.966796875,Spf,False,True,pca,,25,[9]
two-classes,0.96484375,Spf,False,True,pca,,25,[10]
two-classes,0.95703125,Spf,False,True,pca,,25,[11]
two-classes,0.962890625,Spf,False,True,pca,,25,[12]
two-classes,0.958984375,Spf,False,True,pca,,25,[13]
two-classes,0.9609375,Spf,False,True,pca,,25,[14]
two-classes,0.962890625,Spf,False,True,pca,,25,[15]
two-classes,0.95703125,Spf,False,True,pca,,25,[16]
two-classes,0.955078125,Spf,False,True,pca,,25,[17]
two-classes,0.955078125,Spf,False,True,pca,,25,[18]
two-classes,0.958984375,Spf,False,True,pca,,25,[19]
two-classes,0.955078125,Spf,False,True,pca,,25,[20]
two-classes,0.955078125,Spf,False,True,pca,,25,[21]
two-classes,0.955078125,Spf,False,True,pca,,25,[22]
two-classes,0.953125,Spf,False,True,pca,,25,[23]
two-classes,0.951171875,Spf,False,True,pca,,25,[24]
two-classes,0.94921875,Spf,False,True,pca,,25,[25]
two-classes,0.9453125,Spf,False,True,pca,,25,[26]
two-classes,0.943359375,Spf,False,True,pca,,25,[27]
two-classes,0.9453125,Spf,False,True,pca,,25,[28]
two-classes,0.94140625,Spf,False,True,pca,,25,[29]
two-classes,0.9453125,Spf,False,True,pca,,25,[30]
two-classes,0.9375,Spf,False,True,pca,,25,[31]
two-classes,0.9921875,Spf,False,True,kpca,poly,25,[1]
two-classes,0.982421875,Spf,False,True,kpca,poly,25,[2]
two-classes,0.98046875,Spf,False,True,kpca,poly,25,[3]
two-classes,0.970703125,Spf,False,True,kpca,poly,25,[4]
two-classes,0.98046875,Spf,False,True,kpca,poly,25,[5]
two-classes,0.9765625,Spf,False,True,kpca,poly,25,[6]
two-classes,0.9765625,Spf,False,True,kpca,poly,25,[7]
two-classes,0.966796875,Spf,False,True,kpca,poly,25,[8]
two-classes,0.9609375,Spf,False,True,kpca,poly,25,[9]
two-classes,0.955078125,Spf,False,True,kpca,poly,25,[10]
two-classes,0.947265625,Spf,False,True,kpca,poly,25,[11]
two-classes,0.953125,Spf,False,True,kpca,poly,25,[12]
two-classes,0.94921875,Spf,False,True,kpca,poly,25,[13]
two-classes,0.955078125,Spf,False,True,kpca,poly,25,[14]
two-classes,0.951171875,Spf,False,True,kpca,poly,25,[15]
two-classes,0.947265625,Spf,False,True,kpca,poly,25,[16]
two-classes,0.931640625,Spf,False,True,kpca,poly,25,[17]
two-classes,0.93359375,Spf,False,True,kpca,poly,25,[18]
two-classes,0.94140625,Spf,False,True,kpca,poly,25,[19]
two-classes,0.939453125,Spf,False,True,kpca,poly,25,[20]
two-classes,0.939453125,Spf,False,True,kpca,poly,25,[21]
