classlist,score,data_unit,PH2,PH3,reducer,kernel,n,k
two-classes,0.9620758483033932,AHpf,False,True,umap,,20,[23]
two-classes,0.9600798403193613,AHpf,False,True,umap,,20,[24]
two-classes,0.9600798403193613,AHpf,False,True,umap,,20,[25]
two-classes,0.9600798403193613,AHpf,False,True,umap,,20,[26]
two-classes,0.9590818363273453,AHpf,False,True,umap,,20,[27]
two-classes,0.9600798403193613,AHpf,False,True,umap,,20,[28]
two-classes,0.9590818363273453,AHpf,False,True,umap,,20,[29]
two-classes,0.9590818363273453,AHpf,False,True,umap,,20,[30]
two-classes,0.9590818363273453,AHpf,False,True,umap,,20,[31]
two-classes,0.9760479041916168,AHpf,False,True,pca,,21,[1]
two-classes,0.9790419161676647,AHpf,False,True,pca,,21,[2]
two-classes,0.9790419161676647,AHpf,False,True,pca,,21,[3]
two-classes,0.9770459081836327,AHpf,False,True,pca,,21,[4]
two-classes,0.9790419161676647,AHpf,False,True,pca,,21,[5]
two-classes,0.9720558882235529,AHpf,False,True,pca,,21,[6]
two-classes,0.9720558882235529,AHpf,False,True,pca,,21,[7]
two-classes,0.9700598802395209,AHpf,False,True,pca,,21,[8]
two-classes,0.969061876247505,AHpf,False,True,pca,,21,[9]
two-classes,0.969061876247505,AHpf,False,True,pca,,21,[10]
two-classes,0.9660678642714571,AHpf,False,True,pca,,21,[11]
two-classes,0.9660678642714571,AHpf,False,True,pca,,21,[12]
two-classes,0.9640718562874252,AHpf,False,True,pca,,21,[13]
two-classes,0.9630738522954092,AHpf,False,True,pca,,21,[14]
two-classes,0.9610778443113772,AHpf,False,True,pca,,21,[15]
two-classes,0.9610778443113772,AHpf,False,True,pca,,21,[16]
two-classes,0.9600798403193613,AHpf,False,True,pca,,21,[17]
two-classes,0.9600798403193613,AHpf,False,True,pca,,21,[18]
two-classes,0.9580838323353293,AHpf,False,True,pca,,21,[19]
two-classes,0.9580838323353293,AHpf,False,True,pca,,21,[20]
two-classes,0.9580838323353293,AHpf,False,True,pca,,21,[21]
two-classes,0.9540918163672655,AHpf,False,True,pca,,21,[22]
two-classes,0.9540918163672655,AHpf,False,True,pca,,21,[23]
two-classes,0.9550898203592815,AHpf,False,True,pca,,21,[24]
two-classes,0.9550898203592815,AHpf,False,True,pca,,21,[25]
two-classes,0.9550898203592815,AHpf,False,True,pca,,21,[26]
two-classes,0.9540918163672655,AHpf,False,True,pca,,21,[27]
two-classes,0.9550898203592815,AHpf,False,True,pca,,21,[28]
two-classes,0.9530938123752495,AHpf,False,True,pca,,21,[29]
two-classes,0.9520958083832335,AHpf,False,True,pca,,21,[30]
two-classes,0.9500998003992016,AHpf,False,True,pca,,21,[31]
two-classes,0.9800399201596807,AHpf,False,True,kpca,poly,21,[1]
two-classes,0.9790419161676647,AHpf,False,True,kpca,poly,21,[2]
two-classes,0.9800399201596807,AHpf,False,True,kpca,poly,21,[3]
two-classes,0.9780439121756487,AHpf,False,True,kpca,poly,21,[4]
two-classes,0.9780439121756487,AHpf,False,True,kpca,poly,21,[5]
two-classes,0.9710578842315369,AHpf,False,True,kpca,poly,21,[6]
two-classes,0.9700598802395209,AHpf,False,True,kpca,poly,21,[7]
two-classes,0.9700598802395209,AHpf,False,True,kpca,poly,21,[8]
two-classes,0.9700598802395209,AHpf,False,True,kpca,poly,21,[9]
two-classes,0.9670658682634731,AHpf,False,True,kpca,poly,21,[10]
two-classes,0.9610778443113772,AHpf,False,True,kpca,poly,21,[11]
two-classes,0.9590818363273453,AHpf,False,True,kpca,poly,21,[12]
two-classes,0.9590818363273453,AHpf,False,True,kpca,poly,21,[13]
two-classes,0.9590818363273453,AHpf,False,True,kpca,poly,21,[14]
two-classes,0.9580838323353293,AHpf,False,True,kpca,poly,21,[15]
two-classes,0.9590818363273453,AHpf,False,True,kpca,poly,21,[16]
two-classes,0.9580838323353293,AHpf,False,True,kpca,poly,21,[17]
two-classes,0.9590818363273453,AHpf,False,True,kpca,poly,21,[18]
two-classes,0.9580838323353293,AHpf,False,True,kpca,poly,21,[19]
two-classes,0.9580838323353293,AHpf,False,True,kpca,poly,21,[20]
two-classes,0.9580838323353293,AHpf,False,True,kpca,poly,21,[21]
two-classes,0.9580838323353293,AHpf,False,True,kpca,poly,21,[22]
two-classes,0.9560878243512974,AHpf,False,True,kpca,poly,21,[23]
two-classes,0.9540918163672655,AHpf,False,True,kpca,poly,21,[24]
two-classes,0.9540918163672655,AHpf,False,True,kpca,poly,21,[25]
two-classes,0.9560878243512974,AHpf,False,True,kpca,poly,21,[26]
two-classes,0.9550898203592815,AHpf,False,True,kpca,poly,21,[27]
two-classes,0.9540918163672655,AHpf,False,True,kpca,poly,21,[28]
two-classes,0.9520958083832335,AHpf,False,True,kpca,poly,21,[29]
two-classes,0.9510978043912176,AHpf,False,True,kpca,poly,21,[30]
two-classes,0.9510978043912176,AHpf,False,True,kpca,poly,21,[31]
two-classes,0.9800399201596807,AHpf,False,True,kpca,rbf,21,[1]
two-classes,0.9780439121756487,AHpf,False,True,kpca,rbf,21,[2]
two-classes,0.9800399201596807,AHpf,False,True,kpca,rbf,21,[3]
two-classes,0.9790419161676647,AHpf,False,True,kpca,rbf,21,[4]
two-classes,0.9790419161676647,AHpf,False,True,kpca,rbf,21,[5]
two-classes,0.9720558882235529,AHpf,False,True,kpca,rbf,21,[6]
two-classes,0.9720558882235529,AHpf,False,True,kpca,rbf,21,[7]
two-classes,0.9700598802395209,AHpf,False,True,kpca,rbf,21,[8]
two-classes,0.9700598802395209,AHpf,False,True,kpca,rbf,21,[9]
two-classes,0.9710578842315369,AHpf,False,True,kpca,rbf,21,[10]
two-classes,0.969061876247505,AHpf,False,True,kpca,rbf,21,[11]
two-classes,0.9680638722554891,AHpf,False,True,kpca,rbf,21,[12]
two-classes,0.9640718562874252,AHpf,False,True,kpca,rbf,21,[13]
two-classes,0.9630738522954092,AHpf,False,True,kpca,rbf,21,[14]
two-classes,0.9600798403193613,AHpf,False,True,kpca,rbf,21,[15]
two-classes,0.9590818363273453,AHpf,False,True,kpca,rbf,21,[16]
two-classes,0.9580838323353293,AHpf,False,True,kpca,rbf,21,[17]
two-classes,0.9600798403193613,AHpf,False,True,kpca,rbf,21,[18]
two-classes,0.9590818363273453,AHpf,False,True,kpca,rbf,21,[19]
two-classes,0.9590818363273453,AHpf,False,True,kpca,rbf,21,[20]
two-classes,0.9580838323353293,AHpf,False,True,kpca,rbf,21,[21]
two-classes,0.9570858283433133,AHpf,False,True,kpca,rbf,21,[22]
two-classes,0.9560878243512974,AHpf,False,True,kpca,rbf,21,[23]
two-classes,0.9560878243512974,AHpf,False,True,kpca,rbf,21,[24]
two-classes,0.9560878243512974,AHpf,False,True,kpca,rbf,21,[25]
two-classes,0.9520958083832335,AHpf,False,True,kpca,rbf,21,[26]
two-classes,0.9530938123752495,AHpf,False,True,kpca,rbf,21,[27]
two-classes,0.9530938123752495,AHpf,False,True,kpca,rbf,21,[28]
two-classes,0.9520958083832335,AHpf,False,True,kpca,rbf,21,[29]
two-classes,0.9540918163672655,AHpf,False,True,kpca,rbf,21,[30]
two-classes,0.9530938123752495,AHpf,False,True,kpca,rbf,21,[31]
two-classes,0.9790419161676647,AHpf,False,True,kpca,sigmoid,21,[1]
two-classes,0.9770459081836327,AHpf,False,True,kpca,sigmoid,21,[2]
two-classes,0.9770459081836327,AHpf,False,True,kpca,sigmoid,21,[3]
two-classes,0.9780439121756487,AHpf,False,True,kpca,sigmoid,21,[4]
two-classes,0.9790419161676647,AHpf,False,True,kpca,sigmoid,21,[5]
two-classes,0.9740518962075848,AHpf,False,True,kpca,sigmoid,21,[6]
two-classes,0.9750499001996008,AHpf,False,True,kpca,sigmoid,21,[7]
two-classes,0.9740518962075848,AHpf,False,True,kpca,sigmoid,21,[8]
two-classes,0.9740518962075848,AHpf,False,True,kpca,sigmoid,21,[9]
two-classes,0.9720558882235529,AHpf,False,True,kpca,sigmoid,21,[10]
two-classes,0.9680638722554891,AHpf,False,True,kpca,sigmoid,21,[11]
two-classes,0.9680638722554891,AHpf,False,True,kpca,sigmoid,21,[12]
two-classes,0.9670658682634731,AHpf,False,True,kpca,sigmoid,21,[13]
two-classes,0.9660678642714571,AHpf,False,True,kpca,sigmoid,21,[14]
two-classes,0.9660678642714571,AHpf,False,True,kpca,sigmoid,21,[15]
two-classes,0.9650698602794411,AHpf,False,True,kpca,sigmoid,21,[16]
two-classes,0.9620758483033932,AHpf,False,True,kpca,sigmoid,21,[17]
two-classes,0.9610778443113772,AHpf,False,True,kpca,sigmoid,21,[18]
two-classes,0.9610778443113772,AHpf,False,True,kpca,sigmoid,21,[19]
two-classes,0.9610778443113772,AHpf,False,True,kpca,sigmoid,21,[20]
two-classes,0.9610778443113772,AHpf,False,True,kpca,sigmoid,21,[21]
two-classes,0.9590818363273453,AHpf,False,True,kpca,sigmoid,21,[22]
two-classes,0.9580838323353293,AHpf,False,True,kpca,sigmoid,21,[23]
two-classes,0.9600798403193613,AHpf,False,True,kpca,sigmoid,21,[24]
two-classes,0.9590818363273453,AHpf,False,True,kpca,sigmoid,21,[25]
two-classes,0.9570858283433133,AHpf,False,True,kpca,sigmoid,21,[26]
two-classes,0.9560878243512974,AHpf,False,True,kpca,sigmoid,21,[27]
two-classes,0.9580838323353293,AHpf,False,True,kpca,sigmoid,21,[28]
two-classes,0.9570858283433133,AHpf,False,True,kpca,sigmoid,21,[29]
two-classes,0.9570858283433133,AHpf,False,True,kpca,sigmoid,21,[30]
two-classes,0.9560878243512974,AHpf,False,True,kpca,sigmoid,21,[31]
two-classes,0.9760479041916168,AHpf,False,True,kpca,cosine,21,[1]
two-classes,0.9770459081836327,AHpf,False,True,kpca,cosine,21,[2]
two-classes,0.9750499001996008,AHpf,False,True,kpca,cosine,21,[3]
two-classes,0.9780439121756487,AHpf,False,True,kpca,cosine,21,[4]
two-classes,0.9800399201596807,AHpf,False,True,kpca,cosine,21,[5]
two-classes,0.9710578842315369,AHpf,False,True,kpca,cosine,21,[6]
two-classes,0.9720558882235529,AHpf,False,True,kpca,cosine,21,[7]
two-classes,0.9710578842315369,AHpf,False,True,kpca,cosine,21,[8]
two-classes,0.9710578842315369,AHpf,False,True,kpca,cosine,21,[9]
two-classes,0.9700598802395209,AHpf,False,True,kpca,cosine,21,[10]
two-classes,0.9660678642714571,AHpf,False,True,kpca,cosine,21,[11]
two-classes,0.9670658682634731,AHpf,False,True,kpca,cosine,21,[12]
two-classes,0.9660678642714571,AHpf,False,True,kpca,cosine,21,[13]
two-classes,0.9630738522954092,AHpf,False,True,kpca,cosine,21,[14]
two-classes,0.9620758483033932,AHpf,False,True,kpca,cosine,21,[15]
two-classes,0.9620758483033932,AHpf,False,True,kpca,cosine,21,[16]
two-classes,0.9620758483033932,AHpf,False,True,kpca,cosine,21,[17]
two-classes,0.9610778443113772,AHpf,False,True,kpca,cosine,21,[18]
two-classes,0.9600798403193613,AHpf,False,True,kpca,cosine,21,[19]
two-classes,0.9590818363273453,AHpf,False,True,kpca,cosine,21,[20]
two-classes,0.9590818363273453,AHpf,False,True,kpca,cosine,21,[21]
two-classes,0.9570858283433133,AHpf,False,True,kpca,cosine,21,[22]
two-classes,0.9560878243512974,AHpf,False,True,kpca,cosine,21,[23]
two-classes,0.9550898203592815,AHpf,False,True,kpca,cosine,21,[24]
two-classes,0.9550898203592815,AHpf,False,True,kpca,cosine,21,[25]
two-classes,0.9540918163672655,AHpf,False,True,kpca,cosine,21,[26]
two-classes,0.9520958083832335,AHpf,False,True,kpca,cosine,21,[27]
two-classes,0.9500998003992016,AHpf,False,True,kpca,cosine,21,[28]
two-classes,0.9500998003992016,AHpf,False,True,kpca,cosine,21,[29]
two-classes,0.9471057884231537,AHpf,False,True,kpca,cosine,21,[30]
two-classes,0.9471057884231537,AHpf,False,True,kpca,cosine,21,[31]
two-classes,0.9710578842315369,AHpf,False,True,umap,,21,[1]
two-classes,0.9730538922155688,AHpf,False,True,umap,,21,[2]
two-classes,0.9750499001996008,AHpf,False,True,umap,,21,[3]
two-classes,0.9750499001996008,AHpf,False,True,umap,,21,[4]
two-classes,0.9740518962075848,AHpf,False,True,umap,,21,[5]
two-classes,0.9720558882235529,AHpf,False,True,umap,,21,[6]
two-classes,0.9750499001996008,AHpf,False,True,umap,,21,[7]
two-classes,0.9740518962075848,AHpf,False,True,umap,,21,[8]
two-classes,0.9710578842315369,AHpf,False,True,umap,,21,[9]
two-classes,0.9710578842315369,AHpf,False,True,umap,,21,[10]
two-classes,0.9660678642714571,AHpf,False,True,umap,,21,[11]
two-classes,0.9670658682634731,AHpf,False,True,umap,,21,[12]
two-classes,0.9670658682634731,AHpf,False,True,umap,,21,[13]
two-classes,0.9670658682634731,AHpf,False,True,umap,,21,[14]
two-classes,0.9660678642714571,AHpf,False,True,umap,,21,[15]
two-classes,0.9660678642714571,AHpf,False,True,umap,,21,[16]
two-classes,0.9650698602794411,AHpf,False,True,umap,,21,[17]
two-classes,0.9640718562874252,AHpf,False,True,umap,,21,[18]
two-classes,0.9630738522954092,AHpf,False,True,umap,,21,[19]
two-classes,0.9630738522954092,AHpf,False,True,umap,,21,[20]
two-classes,0.9620758483033932,AHpf,False,True,umap,,21,[21]
two-classes,0.9620758483033932,AHpf,False,True,umap,,21,[22]
two-classes,0.9590818363273453,AHpf,False,True,umap,,21,[23]
two-classes,0.9570858283433133,AHpf,False,True,umap,,21,[24]
two-classes,0.9590818363273453,AHpf,False,True,umap,,21,[25]
two-classes,0.9580838323353293,AHpf,False,True,umap,,21,[26]
two-classes,0.9590818363273453,AHpf,False,True,umap,,21,[27]
two-classes,0.9570858283433133,AHpf,False,True,umap,,21,[28]
two-classes,0.9580838323353293,AHpf,False,True,umap,,21,[29]
two-classes,0.9570858283433133,AHpf,False,True,umap,,21,[30]
two-classes,0.9580838323353293,AHpf,False,True,umap,,21,[31]
two-classes,0.9760479041916168,AHpf,False,True,pca,,22,[1]
two-classes,0.9790419161676647,AHpf,False,True,pca,,22,[2]
two-classes,0.9790419161676647,AHpf,False,True,pca,,22,[3]
two-classes,0.9770459081836327,AHpf,False,True,pca,,22,[4]
two-classes,0.9790419161676647,AHpf,False,True,pca,,22,[5]
two-classes,0.9720558882235529,AHpf,False,True,pca,,22,[6]
two-classes,0.9720558882235529,AHpf,False,True,pca,,22,[7]
two-classes,0.9700598802395209,AHpf,False,True,pca,,22,[8]
two-classes,0.969061876247505,AHpf,False,True,pca,,22,[9]
two-classes,0.969061876247505,AHpf,False,True,pca,,22,[10]
two-classes,0.9660678642714571,AHpf,False,True,pca,,22,[11]
two-classes,0.9660678642714571,AHpf,False,True,pca,,22,[12]
two-classes,0.9640718562874252,AHpf,False,True,pca,,22,[13]
two-classes,0.9630738522954092,AHpf,False,True,pca,,22,[14]
two-classes,0.9610778443113772,AHpf,False,True,pca,,22,[15]
two-classes,0.9610778443113772,AHpf,False,True,pca,,22,[16]
two-classes,0.9610778443113772,AHpf,False,True,pca,,22,[17]
two-classes,0.9610778443113772,AHpf,False,True,pca,,22,[18]
two-classes,0.9580838323353293,AHpf,False,True,pca,,22,[19]
two-classes,0.9570858283433133,AHpf,False,True,pca,,22,[20]
two-classes,0.9580838323353293,AHpf,False,True,pca,,22,[21]
two-classes,0.9540918163672655,AHpf,False,True,pca,,22,[22]
two-classes,0.9540918163672655,AHpf,False,True,pca,,22,[23]
two-classes,0.9550898203592815,AHpf,False,True,pca,,22,[24]
two-classes,0.9550898203592815,AHpf,False,True,pca,,22,[25]
two-classes,0.9560878243512974,AHpf,False,True,pca,,22,[26]
two-classes,0.9540918163672655,AHpf,False,True,pca,,22,[27]
two-classes,0.9550898203592815,AHpf,False,True,pca,,22,[28]
two-classes,0.9530938123752495,AHpf,False,True,pca,,22,[29]
two-classes,0.9510978043912176,AHpf,False,True,pca,,22,[30]
two-classes,0.9500998003992016,AHpf,False,True,pca,,22,[31]
two-classes,0.9800399201596807,AHpf,False,True,kpca,poly,22,[1]
two-classes,0.9780439121756487,AHpf,False,True,kpca,poly,22,[2]
two-classes,0.9790419161676647,AHpf,False,True,kpca,poly,22,[3]
two-classes,0.9780439121756487,AHpf,False,True,kpca,poly,22,[4]
two-classes,0.9780439121756487,AHpf,False,True,kpca,poly,22,[5]
two-classes,0.9710578842315369,AHpf,False,True,kpca,poly,22,[6]
two-classes,0.9700598802395209,AHpf,False,True,kpca,poly,22,[7]
two-classes,0.9700598802395209,AHpf,False,True,kpca,poly,22,[8]
two-classes,0.969061876247505,AHpf,False,True,kpca,poly,22,[9]
two-classes,0.9660678642714571,AHpf,False,True,kpca,poly,22,[10]
two-classes,0.9630738522954092,AHpf,False,True,kpca,poly,22,[11]
two-classes,0.9590818363273453,AHpf,False,True,kpca,poly,22,[12]
two-classes,0.9590818363273453,AHpf,False,True,kpca,poly,22,[13]
two-classes,0.9590818363273453,AHpf,False,True,kpca,poly,22,[14]
two-classes,0.9590818363273453,AHpf,False,True,kpca,poly,22,[15]
two-classes,0.9590818363273453,AHpf,False,True,kpca,poly,22,[16]
two-classes,0.9580838323353293,AHpf,False,True,kpca,poly,22,[17]
two-classes,0.9580838323353293,AHpf,False,True,kpca,poly,22,[18]
two-classes,0.9570858283433133,AHpf,False,True,kpca,poly,22,[19]
two-classes,0.9580838323353293,AHpf,False,True,kpca,poly,22,[20]
two-classes,0.9570858283433133,AHpf,False,True,kpca,poly,22,[21]
two-classes,0.9560878243512974,AHpf,False,True,kpca,poly,22,[22]
two-classes,0.9550898203592815,AHpf,False,True,kpca,poly,22,[23]
two-classes,0.9540918163672655,AHpf,False,True,kpca,poly,22,[24]
two-classes,0.9540918163672655,AHpf,False,True,kpca,poly,22,[25]
two-classes,0.9560878243512974,AHpf,False,True,kpca,poly,22,[26]
two-classes,0.9550898203592815,AHpf,False,True,kpca,poly,22,[27]
two-classes,0.9540918163672655,AHpf,False,True,kpca,poly,22,[28]
two-classes,0.9520958083832335,AHpf,False,True,kpca,poly,22,[29]
two-classes,0.9510978043912176,AHpf,False,True,kpca,poly,22,[30]
two-classes,0.9510978043912176,AHpf,False,True,kpca,poly,22,[31]
two-classes,0.9790419161676647,AHpf,False,True,kpca,rbf,22,[1]
two-classes,0.9780439121756487,AHpf,False,True,kpca,rbf,22,[2]
two-classes,0.9800399201596807,AHpf,False,True,kpca,rbf,22,[3]
two-classes,0.9790419161676647,AHpf,False,True,kpca,rbf,22,[4]
two-classes,0.9790419161676647,AHpf,False,True,kpca,rbf,22,[5]
two-classes,0.9720558882235529,AHpf,False,True,kpca,rbf,22,[6]
two-classes,0.9720558882235529,AHpf,False,True,kpca,rbf,22,[7]
two-classes,0.9700598802395209,AHpf,False,True,kpca,rbf,22,[8]
two-classes,0.9700598802395209,AHpf,False,True,kpca,rbf,22,[9]
two-classes,0.9710578842315369,AHpf,False,True,kpca,rbf,22,[10]
two-classes,0.969061876247505,AHpf,False,True,kpca,rbf,22,[11]
two-classes,0.969061876247505,AHpf,False,True,kpca,rbf,22,[12]
two-classes,0.9650698602794411,AHpf,False,True,kpca,rbf,22,[13]
two-classes,0.9640718562874252,AHpf,False,True,kpca,rbf,22,[14]
two-classes,0.9620758483033932,AHpf,False,True,kpca,rbf,22,[15]
two-classes,0.9590818363273453,AHpf,False,True,kpca,rbf,22,[16]
two-classes,0.9590818363273453,AHpf,False,True,kpca,rbf,22,[17]
two-classes,0.9580838323353293,AHpf,False,True,kpca,rbf,22,[18]
two-classes,0.9580838323353293,AHpf,False,True,kpca,rbf,22,[19]
two-classes,0.9590818363273453,AHpf,False,True,kpca,rbf,22,[20]
two-classes,0.9560878243512974,AHpf,False,True,kpca,rbf,22,[21]
two-classes,0.9570858283433133,AHpf,False,True,kpca,rbf,22,[22]
two-classes,0.9560878243512974,AHpf,False,True,kpca,rbf,22,[23]
two-classes,0.9560878243512974,AHpf,False,True,kpca,rbf,22,[24]
two-classes,0.9550898203592815,AHpf,False,True,kpca,rbf,22,[25]
two-classes,0.9540918163672655,AHpf,False,True,kpca,rbf,22,[26]
two-classes,0.9530938123752495,AHpf,False,True,kpca,rbf,22,[27]
two-classes,0.9520958083832335,AHpf,False,True,kpca,rbf,22,[28]
two-classes,0.9520958083832335,AHpf,False,True,kpca,rbf,22,[29]
two-classes,0.9520958083832335,AHpf,False,True,kpca,rbf,22,[30]
two-classes,0.9500998003992016,AHpf,False,True,kpca,rbf,22,[31]
two-classes,0.9780439121756487,AHpf,False,True,kpca,sigmoid,22,[1]
two-classes,0.9770459081836327,AHpf,False,True,kpca,sigmoid,22,[2]
two-classes,0.9770459081836327,AHpf,False,True,kpca,sigmoid,22,[3]
two-classes,0.9780439121756487,AHpf,False,True,kpca,sigmoid,22,[4]
two-classes,0.9790419161676647,AHpf,False,True,kpca,sigmoid,22,[5]
two-classes,0.9730538922155688,AHpf,False,True,kpca,sigmoid,22,[6]
two-classes,0.9750499001996008,AHpf,False,True,kpca,sigmoid,22,[7]
two-classes,0.9740518962075848,AHpf,False,True,kpca,sigmoid,22,[8]
two-classes,0.9740518962075848,AHpf,False,True,kpca,sigmoid,22,[9]
two-classes,0.9720558882235529,AHpf,False,True,kpca,sigmoid,22,[10]
two-classes,0.9680638722554891,AHpf,False,True,kpca,sigmoid,22,[11]
two-classes,0.9680638722554891,AHpf,False,True,kpca,sigmoid,22,[12]
two-classes,0.9670658682634731,AHpf,False,True,kpca,sigmoid,22,[13]
two-classes,0.9660678642714571,AHpf,False,True,kpca,sigmoid,22,[14]
two-classes,0.9650698602794411,AHpf,False,True,kpca,sigmoid,22,[15]
two-classes,0.9640718562874252,AHpf,False,True,kpca,sigmoid,22,[16]
two-classes,0.9620758483033932,AHpf,False,True,kpca,sigmoid,22,[17]
two-classes,0.9620758483033932,AHpf,False,True,kpca,sigmoid,22,[18]
two-classes,0.9610778443113772,AHpf,False,True,kpca,sigmoid,22,[19]
two-classes,0.9610778443113772,AHpf,False,True,kpca,sigmoid,22,[20]
two-classes,0.9610778443113772,AHpf,False,True,kpca,sigmoid,22,[21]
two-classes,0.9590818363273453,AHpf,False,True,kpca,sigmoid,22,[22]
two-classes,0.9580838323353293,AHpf,False,True,kpca,sigmoid,22,[23]
two-classes,0.9600798403193613,AHpf,False,True,kpca,sigmoid,22,[24]
two-classes,0.9590818363273453,AHpf,False,True,kpca,sigmoid,22,[25]
two-classes,0.9580838323353293,AHpf,False,True,kpca,sigmoid,22,[26]
two-classes,0.9560878243512974,AHpf,False,True,kpca,sigmoid,22,[27]
two-classes,0.9580838323353293,AHpf,False,True,kpca,sigmoid,22,[28]
two-classes,0.9580838323353293,AHpf,False,True,kpca,sigmoid,22,[29]
two-classes,0.9570858283433133,AHpf,False,True,kpca,sigmoid,22,[30]
two-classes,0.9550898203592815,AHpf,False,True,kpca,sigmoid,22,[31]
two-classes,0.9760479041916168,AHpf,False,True,kpca,cosine,22,[1]
two-classes,0.9770459081836327,AHpf,False,True,kpca,cosine,22,[2]
two-classes,0.9760479041916168,AHpf,False,True,kpca,cosine,22,[3]
two-classes,0.9780439121756487,AHpf,False,True,kpca,cosine,22,[4]
two-classes,0.9800399201596807,AHpf,False,True,kpca,cosine,22,[5]
two-classes,0.9710578842315369,AHpf,False,True,kpca,cosine,22,[6]
two-classes,0.9720558882235529,AHpf,False,True,kpca,cosine,22,[7]
two-classes,0.9710578842315369,AHpf,False,True,kpca,cosine,22,[8]
two-classes,0.9710578842315369,AHpf,False,True,kpca,cosine,22,[9]
two-classes,0.9700598802395209,AHpf,False,True,kpca,cosine,22,[10]
two-classes,0.9660678642714571,AHpf,False,True,kpca,cosine,22,[11]
two-classes,0.9670658682634731,AHpf,False,True,kpca,cosine,22,[12]
two-classes,0.9660678642714571,AHpf,False,True,kpca,cosine,22,[13]
two-classes,0.9630738522954092,AHpf,False,True,kpca,cosine,22,[14]
two-classes,0.9620758483033932,AHpf,False,True,kpca,cosine,22,[15]
two-classes,0.9620758483033932,AHpf,False,True,kpca,cosine,22,[16]
two-classes,0.9620758483033932,AHpf,False,True,kpca,cosine,22,[17]
two-classes,0.9610778443113772,AHpf,False,True,kpca,cosine,22,[18]
two-classes,0.9600798403193613,AHpf,False,True,kpca,cosine,22,[19]
two-classes,0.9590818363273453,AHpf,False,True,kpca,cosine,22,[20]
two-classes,0.9590818363273453,AHpf,False,True,kpca,cosine,22,[21]
two-classes,0.9560878243512974,AHpf,False,True,kpca,cosine,22,[22]
two-classes,0.9560878243512974,AHpf,False,True,kpca,cosine,22,[23]
two-classes,0.9550898203592815,AHpf,False,True,kpca,cosine,22,[24]
two-classes,0.9550898203592815,AHpf,False,True,kpca,cosine,22,[25]
two-classes,0.9540918163672655,AHpf,False,True,kpca,cosine,22,[26]
two-classes,0.9520958083832335,AHpf,False,True,kpca,cosine,22,[27]
two-classes,0.9500998003992016,AHpf,False,True,kpca,cosine,22,[28]
two-classes,0.9500998003992016,AHpf,False,True,kpca,cosine,22,[29]
two-classes,0.9471057884231537,AHpf,False,True,kpca,cosine,22,[30]
two-classes,0.9471057884231537,AHpf,False,True,kpca,cosine,22,[31]
two-classes,0.969061876247505,AHpf,False,True,umap,,22,[1]
two-classes,0.9710578842315369,AHpf,False,True,umap,,22,[2]
two-classes,0.9740518962075848,AHpf,False,True,umap,,22,[3]
two-classes,0.9770459081836327,AHpf,False,True,umap,,22,[4]
two-classes,0.9750499001996008,AHpf,False,True,umap,,22,[5]
two-classes,0.9740518962075848,AHpf,False,True,umap,,22,[6]
two-classes,0.9740518962075848,AHpf,False,True,umap,,22,[7]
two-classes,0.9750499001996008,AHpf,False,True,umap,,22,[8]
two-classes,0.9740518962075848,AHpf,False,True,umap,,22,[9]
two-classes,0.9740518962075848,AHpf,False,True,umap,,22,[10]
two-classes,0.9700598802395209,AHpf,False,True,umap,,22,[11]
two-classes,0.9700598802395209,AHpf,False,True,umap,,22,[12]
two-classes,0.969061876247505,AHpf,False,True,umap,,22,[13]
two-classes,0.9700598802395209,AHpf,False,True,umap,,22,[14]
two-classes,0.9660678642714571,AHpf,False,True,umap,,22,[15]
two-classes,0.9680638722554891,AHpf,False,True,umap,,22,[16]
two-classes,0.9660678642714571,AHpf,False,True,umap,,22,[17]
two-classes,0.9660678642714571,AHpf,False,True,umap,,22,[18]
two-classes,0.9660678642714571,AHpf,False,True,umap,,22,[19]
two-classes,0.9660678642714571,AHpf,False,True,umap,,22,[20]
two-classes,0.9660678642714571,AHpf,False,True,umap,,22,[21]
two-classes,0.9660678642714571,AHpf,False,True,umap,,22,[22]
two-classes,0.9620758483033932,AHpf,False,True,umap,,22,[23]
two-classes,0.9610778443113772,AHpf,False,True,umap,,22,[24]
two-classes,0.9610778443113772,AHpf,False,True,umap,,22,[25]
two-classes,0.9600798403193613,AHpf,False,True,umap,,22,[26]
two-classes,0.9610778443113772,AHpf,False,True,umap,,22,[27]
two-classes,0.9600798403193613,AHpf,False,True,umap,,22,[28]
two-classes,0.9600798403193613,AHpf,False,True,umap,,22,[29]
two-classes,0.9590818363273453,AHpf,False,True,umap,,22,[30]
two-classes,0.9590818363273453,AHpf,False,True,umap,,22,[31]
two-classes,0.9760479041916168,AHpf,False,True,pca,,23,[1]
two-classes,0.9780439121756487,AHpf,False,True,pca,,23,[2]
two-classes,0.9790419161676647,AHpf,False,True,pca,,23,[3]
two-classes,0.9770459081836327,AHpf,False,True,pca,,23,[4]
two-classes,0.9790419161676647,AHpf,False,True,pca,,23,[5]
two-classes,0.9720558882235529,AHpf,False,True,pca,,23,[6]
two-classes,0.9720558882235529,AHpf,False,True,pca,,23,[7]
two-classes,0.9700598802395209,AHpf,False,True,pca,,23,[8]
two-classes,0.969061876247505,AHpf,False,True,pca,,23,[9]
two-classes,0.9680638722554891,AHpf,False,True,pca,,23,[10]
