class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,k
two-classes,0.9211576846307385,AHpf,True,True,pca,None,1,1
two-classes,0.9251497005988024,AHpf,True,True,pca,None,1,2
two-classes,0.937125748502994,AHpf,True,True,pca,None,1,3
two-classes,0.937125748502994,AHpf,True,True,pca,None,1,4
two-classes,0.9441117764471058,AHpf,True,True,pca,None,1,5
two-classes,0.9461077844311377,AHpf,True,True,pca,None,1,6
two-classes,0.9481037924151696,AHpf,True,True,pca,None,1,7
two-classes,0.9471057884231537,AHpf,True,True,pca,None,1,8
two-classes,0.9481037924151696,AHpf,True,True,pca,None,1,9
two-classes,0.9481037924151696,AHpf,True,True,pca,None,1,10
two-classes,0.9461077844311377,AHpf,True,True,pca,None,1,11
two-classes,0.9451097804391217,AHpf,True,True,pca,None,1,12
two-classes,0.9461077844311377,AHpf,True,True,pca,None,1,13
two-classes,0.9441117764471058,AHpf,True,True,pca,None,1,14
two-classes,0.9471057884231537,AHpf,True,True,pca,None,1,15
two-classes,0.9451097804391217,AHpf,True,True,pca,None,1,16
two-classes,0.9491017964071856,AHpf,True,True,pca,None,1,17
two-classes,0.9481037924151696,AHpf,True,True,pca,None,1,18
two-classes,0.9451097804391217,AHpf,True,True,pca,None,1,19
two-classes,0.9451097804391217,AHpf,True,True,pca,None,1,20
two-classes,0.9431137724550899,AHpf,True,True,pca,None,1,21
two-classes,0.9451097804391217,AHpf,True,True,pca,None,1,22
two-classes,0.9461077844311377,AHpf,True,True,pca,None,1,23
two-classes,0.9491017964071856,AHpf,True,True,pca,None,1,24
two-classes,0.9471057884231537,AHpf,True,True,pca,None,1,25
two-classes,0.9481037924151696,AHpf,True,True,pca,None,1,26
two-classes,0.9471057884231537,AHpf,True,True,pca,None,1,27
two-classes,0.9481037924151696,AHpf,True,True,pca,None,1,28
two-classes,0.9461077844311377,AHpf,True,True,pca,None,1,29
two-classes,0.9481037924151696,AHpf,True,True,pca,None,1,30
two-classes,0.9471057884231537,AHpf,True,True,pca,None,1,31
two-classes,0.9441117764471058,AHpf,True,True,kpca,poly,1,1
two-classes,0.9471057884231537,AHpf,True,True,kpca,poly,1,2
two-classes,0.9610778443113772,AHpf,True,True,kpca,poly,1,3
two-classes,0.9650698602794411,AHpf,True,True,kpca,poly,1,4
two-classes,0.9640718562874252,AHpf,True,True,kpca,poly,1,5
two-classes,0.9650698602794411,AHpf,True,True,kpca,poly,1,6
two-classes,0.9640718562874252,AHpf,True,True,kpca,poly,1,7
two-classes,0.9660678642714571,AHpf,True,True,kpca,poly,1,8
two-classes,0.9650698602794411,AHpf,True,True,kpca,poly,1,9
two-classes,0.9640718562874252,AHpf,True,True,kpca,poly,1,10
two-classes,0.9640718562874252,AHpf,True,True,kpca,poly,1,11
two-classes,0.9640718562874252,AHpf,True,True,kpca,poly,1,12
two-classes,0.9650698602794411,AHpf,True,True,kpca,poly,1,13
two-classes,0.9640718562874252,AHpf,True,True,kpca,poly,1,14
two-classes,0.9640718562874252,AHpf,True,True,kpca,poly,1,15
two-classes,0.9650698602794411,AHpf,True,True,kpca,poly,1,16
two-classes,0.9650698602794411,AHpf,True,True,kpca,poly,1,17
two-classes,0.9640718562874252,AHpf,True,True,kpca,poly,1,18
two-classes,0.9660678642714571,AHpf,True,True,kpca,poly,1,19
two-classes,0.9660678642714571,AHpf,True,True,kpca,poly,1,20
two-classes,0.969061876247505,AHpf,True,True,kpca,poly,1,21
two-classes,0.9660678642714571,AHpf,True,True,kpca,poly,1,22
two-classes,0.9660678642714571,AHpf,True,True,kpca,poly,1,23
two-classes,0.9650698602794411,AHpf,True,True,kpca,poly,1,24
two-classes,0.9660678642714571,AHpf,True,True,kpca,poly,1,25
two-classes,0.9630738522954092,AHpf,True,True,kpca,poly,1,26
two-classes,0.9650698602794411,AHpf,True,True,kpca,poly,1,27
two-classes,0.9670658682634731,AHpf,True,True,kpca,poly,1,28
two-classes,0.9650698602794411,AHpf,True,True,kpca,poly,1,29
two-classes,0.9650698602794411,AHpf,True,True,kpca,poly,1,30
two-classes,0.9650698602794411,AHpf,True,True,kpca,poly,1,31
two-classes,0.5558882235528942,AHpf,True,True,kpca,rbf,1,1
two-classes,0.5508982035928144,AHpf,True,True,kpca,rbf,1,2
two-classes,0.5828343313373253,AHpf,True,True,kpca,rbf,1,3
two-classes,0.5748502994011976,AHpf,True,True,kpca,rbf,1,4
two-classes,0.5668662674650699,AHpf,True,True,kpca,rbf,1,5
two-classes,0.5738522954091816,AHpf,True,True,kpca,rbf,1,6
two-classes,0.5828343313373253,AHpf,True,True,kpca,rbf,1,7
two-classes,0.591816367265469,AHpf,True,True,kpca,rbf,1,8
two-classes,0.5768463073852296,AHpf,True,True,kpca,rbf,1,9
two-classes,0.5728542914171657,AHpf,True,True,kpca,rbf,1,10
two-classes,0.5678642714570858,AHpf,True,True,kpca,rbf,1,11
two-classes,0.5808383233532934,AHpf,True,True,kpca,rbf,1,12
two-classes,0.5758483033932136,AHpf,True,True,kpca,rbf,1,13
two-classes,0.5808383233532934,AHpf,True,True,kpca,rbf,1,14
two-classes,0.5798403193612774,AHpf,True,True,kpca,rbf,1,15
two-classes,0.5948103792415169,AHpf,True,True,kpca,rbf,1,16
two-classes,0.592814371257485,AHpf,True,True,kpca,rbf,1,17
two-classes,0.593812375249501,AHpf,True,True,kpca,rbf,1,18
two-classes,0.593812375249501,AHpf,True,True,kpca,rbf,1,19
two-classes,0.5988023952095808,AHpf,True,True,kpca,rbf,1,20
two-classes,0.5948103792415169,AHpf,True,True,kpca,rbf,1,21
two-classes,0.6067864271457086,AHpf,True,True,kpca,rbf,1,22
two-classes,0.6077844311377245,AHpf,True,True,kpca,rbf,1,23
two-classes,0.6077844311377245,AHpf,True,True,kpca,rbf,1,24
two-classes,0.6007984031936128,AHpf,True,True,kpca,rbf,1,25
two-classes,0.6097804391217565,AHpf,True,True,kpca,rbf,1,26
two-classes,0.6027944111776448,AHpf,True,True,kpca,rbf,1,27
two-classes,0.6087824351297405,AHpf,True,True,kpca,rbf,1,28
two-classes,0.6067864271457086,AHpf,True,True,kpca,rbf,1,29
two-classes,0.6057884231536926,AHpf,True,True,kpca,rbf,1,30
two-classes,0.6077844311377245,AHpf,True,True,kpca,rbf,1,31
two-classes,0.5369261477045908,AHpf,True,True,kpca,sigmoid,1,1
two-classes,0.5279441117764471,AHpf,True,True,kpca,sigmoid,1,2
two-classes,0.5399201596806387,AHpf,True,True,kpca,sigmoid,1,3
two-classes,0.5459081836327345,AHpf,True,True,kpca,sigmoid,1,4
two-classes,0.5479041916167665,AHpf,True,True,kpca,sigmoid,1,5
two-classes,0.5349301397205589,AHpf,True,True,kpca,sigmoid,1,6
two-classes,0.5379241516966068,AHpf,True,True,kpca,sigmoid,1,7
two-classes,0.5489021956087824,AHpf,True,True,kpca,sigmoid,1,8
two-classes,0.5449101796407185,AHpf,True,True,kpca,sigmoid,1,9
two-classes,0.5558882235528942,AHpf,True,True,kpca,sigmoid,1,10
two-classes,0.5748502994011976,AHpf,True,True,kpca,sigmoid,1,11
two-classes,0.5728542914171657,AHpf,True,True,kpca,sigmoid,1,12
two-classes,0.5708582834331337,AHpf,True,True,kpca,sigmoid,1,13
two-classes,0.5518962075848304,AHpf,True,True,kpca,sigmoid,1,14
two-classes,0.5429141716566867,AHpf,True,True,kpca,sigmoid,1,15
two-classes,0.5528942115768463,AHpf,True,True,kpca,sigmoid,1,16
two-classes,0.5449101796407185,AHpf,True,True,kpca,sigmoid,1,17
two-classes,0.5528942115768463,AHpf,True,True,kpca,sigmoid,1,18
two-classes,0.5389221556886228,AHpf,True,True,kpca,sigmoid,1,19
two-classes,0.5479041916167665,AHpf,True,True,kpca,sigmoid,1,20
two-classes,0.5399201596806387,AHpf,True,True,kpca,sigmoid,1,21
two-classes,0.5389221556886228,AHpf,True,True,kpca,sigmoid,1,22
two-classes,0.5409181636726547,AHpf,True,True,kpca,sigmoid,1,23
two-classes,0.5329341317365269,AHpf,True,True,kpca,sigmoid,1,24
two-classes,0.5429141716566867,AHpf,True,True,kpca,sigmoid,1,25
two-classes,0.5499001996007984,AHpf,True,True,kpca,sigmoid,1,26
two-classes,0.5528942115768463,AHpf,True,True,kpca,sigmoid,1,27
two-classes,0.5518962075848304,AHpf,True,True,kpca,sigmoid,1,28
two-classes,0.5409181636726547,AHpf,True,True,kpca,sigmoid,1,29
two-classes,0.5588822355289421,AHpf,True,True,kpca,sigmoid,1,30
two-classes,0.5439121756487026,AHpf,True,True,kpca,sigmoid,1,31
two-classes,0.9431137724550899,AHpf,True,True,kpca,cosine,1,1
two-classes,0.9221556886227545,AHpf,True,True,kpca,cosine,1,2
two-classes,0.9590818363273453,AHpf,True,True,kpca,cosine,1,3
two-classes,0.9580838323353293,AHpf,True,True,kpca,cosine,1,4
two-classes,0.9610778443113772,AHpf,True,True,kpca,cosine,1,5
two-classes,0.9590818363273453,AHpf,True,True,kpca,cosine,1,6
two-classes,0.9620758483033932,AHpf,True,True,kpca,cosine,1,7
two-classes,0.9620758483033932,AHpf,True,True,kpca,cosine,1,8
two-classes,0.9620758483033932,AHpf,True,True,kpca,cosine,1,9
two-classes,0.9620758483033932,AHpf,True,True,kpca,cosine,1,10
two-classes,0.9600798403193613,AHpf,True,True,kpca,cosine,1,11
two-classes,0.9620758483033932,AHpf,True,True,kpca,cosine,1,12
two-classes,0.9600798403193613,AHpf,True,True,kpca,cosine,1,13
two-classes,0.9610778443113772,AHpf,True,True,kpca,cosine,1,14
two-classes,0.9610778443113772,AHpf,True,True,kpca,cosine,1,15
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,16
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,17
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,18
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,19
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,20
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,21
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,22
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,23
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,24
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,25
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,26
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,27
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,28
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,29
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,30
two-classes,0.9630738522954092,AHpf,True,True,kpca,cosine,1,31
two-classes,0.7944111776447106,AHpf,True,True,umap,None,1,1
two-classes,0.8203592814371258,AHpf,True,True,umap,None,1,2
two-classes,0.8233532934131736,AHpf,True,True,umap,None,1,3
two-classes,0.8353293413173652,AHpf,True,True,umap,None,1,4
two-classes,0.8303393213572854,AHpf,True,True,umap,None,1,5
two-classes,0.8293413173652695,AHpf,True,True,umap,None,1,6
two-classes,0.8313373253493014,AHpf,True,True,umap,None,1,7
two-classes,0.8333333333333334,AHpf,True,True,umap,None,1,8
two-classes,0.8303393213572854,AHpf,True,True,umap,None,1,9
two-classes,0.8283433133732535,AHpf,True,True,umap,None,1,10
two-classes,0.8303393213572854,AHpf,True,True,umap,None,1,11
two-classes,0.8313373253493014,AHpf,True,True,umap,None,1,12
two-classes,0.8333333333333334,AHpf,True,True,umap,None,1,13
two-classes,0.8373253493013972,AHpf,True,True,umap,None,1,14
two-classes,0.8383233532934131,AHpf,True,True,umap,None,1,15
two-classes,0.8373253493013972,AHpf,True,True,umap,None,1,16
two-classes,0.8383233532934131,AHpf,True,True,umap,None,1,17
two-classes,0.8333333333333334,AHpf,True,True,umap,None,1,18
two-classes,0.8303393213572854,AHpf,True,True,umap,None,1,19
two-classes,0.8293413173652695,AHpf,True,True,umap,None,1,20
two-classes,0.8343313373253493,AHpf,True,True,umap,None,1,21
two-classes,0.8313373253493014,AHpf,True,True,umap,None,1,22
two-classes,0.8313373253493014,AHpf,True,True,umap,None,1,23
two-classes,0.8303393213572854,AHpf,True,True,umap,None,1,24
two-classes,0.8273453093812375,AHpf,True,True,umap,None,1,25
two-classes,0.8213572854291418,AHpf,True,True,umap,None,1,26
two-classes,0.8183632734530938,AHpf,True,True,umap,None,1,27
two-classes,0.8183632734530938,AHpf,True,True,umap,None,1,28
two-classes,0.8183632734530938,AHpf,True,True,umap,None,1,29
two-classes,0.8203592814371258,AHpf,True,True,umap,None,1,30
