score,data_unit,n,k,subcode,sub2code,reducer_name,kernel_name
0.9523809523809523,Spv,,1,w2,scale,,
0.8571428571428571,Spv,,2,w2,scale,,
0.8809523809523809,Spv,,3,w2,scale,,
0.8333333333333334,Spv,,4,w2,scale,,
0.6190476190476191,Spv,,5,w2,scale,,
0.8333333333333334,Spv,,6,w2,scale,,
0.8809523809523809,Spv,,7,w2,scale,,
0.8333333333333334,Spv,,8,w2,scale,,
0.7380952380952381,Spv,,9,w2,scale,,
0.7619047619047619,Spv,,10,w2,scale,,
0.6904761904761905,Spv,,11,w2,scale,,
0.7857142857142857,Spv,,12,w2,scale,,
0.7619047619047619,Spv,,13,w2,scale,,
0.7142857142857143,Spv,,14,w2,scale,,
0.7142857142857143,Spv,,15,w2,scale,,
0.6428571428571429,Spv,,16,w2,scale,,
0.7380952380952381,Spv,,17,w2,scale,,
0.6428571428571429,Spv,,18,w2,scale,,
0.7142857142857143,Spv,,19,w2,scale,,
0.8095238095238095,Spv,,20,w2,scale,,
0.7857142857142857,Spv,,21,w2,scale,,
0.6666666666666666,Spv,,22,w2,scale,,
0.7857142857142857,Spv,,23,w2,scale,,
0.7380952380952381,Spv,,24,w2,scale,,
0.6666666666666666,Spv,,25,w2,scale,,
0.7619047619047619,Spv,,26,w2,scale,,
0.7380952380952381,Spv,,27,w2,scale,,
0.6190476190476191,Spv,,28,w2,scale,,
0.7142857142857143,Spv,,29,w2,scale,,
0.7142857142857143,Spv,,30,w2,scale,,
0.5952380952380952,Spv,,31,w2,scale,,
0.6666666666666666,Spv,1,1,w2,reduce,pca,
0.6190476190476191,Spv,1,2,w2,reduce,pca,
0.6666666666666666,Spv,1,3,w2,reduce,pca,
0.6666666666666666,Spv,1,4,w2,reduce,pca,
0.6190476190476191,Spv,1,5,w2,reduce,pca,
0.6904761904761905,Spv,1,6,w2,reduce,pca,
0.5952380952380952,Spv,1,7,w2,reduce,pca,
0.7142857142857143,Spv,1,8,w2,reduce,pca,
0.8333333333333334,Spv,1,9,w2,reduce,pca,
0.7619047619047619,Spv,1,10,w2,reduce,pca,
0.7380952380952381,Spv,1,11,w2,reduce,pca,
0.6904761904761905,Spv,1,12,w2,reduce,pca,
0.7619047619047619,Spv,1,13,w2,reduce,pca,
0.7380952380952381,Spv,1,14,w2,reduce,pca,
0.7142857142857143,Spv,1,15,w2,reduce,pca,
0.6190476190476191,Spv,1,16,w2,reduce,pca,
0.5952380952380952,Spv,1,17,w2,reduce,pca,
0.8095238095238095,Spv,1,18,w2,reduce,pca,
0.8095238095238095,Spv,1,19,w2,reduce,pca,
0.6190476190476191,Spv,1,20,w2,reduce,pca,
0.7619047619047619,Spv,1,21,w2,reduce,pca,
0.6190476190476191,Spv,1,22,w2,reduce,pca,
0.6428571428571429,Spv,1,23,w2,reduce,pca,
0.6904761904761905,Spv,1,24,w2,reduce,pca,
0.7142857142857143,Spv,1,25,w2,reduce,pca,
0.6666666666666666,Spv,1,26,w2,reduce,pca,
0.6428571428571429,Spv,1,27,w2,reduce,pca,
0.5714285714285714,Spv,1,28,w2,reduce,pca,
0.8095238095238095,Spv,1,29,w2,reduce,pca,
0.8095238095238095,Spv,1,30,w2,reduce,pca,
0.6904761904761905,Spv,1,31,w2,reduce,pca,
0.5952380952380952,Spv,2,1,w2,reduce,pca,
0.6428571428571429,Spv,2,2,w2,reduce,pca,
0.7619047619047619,Spv,2,3,w2,reduce,pca,
0.7142857142857143,Spv,2,4,w2,reduce,pca,
0.7380952380952381,Spv,2,5,w2,reduce,pca,
0.7619047619047619,Spv,2,6,w2,reduce,pca,
0.6904761904761905,Spv,2,7,w2,reduce,pca,
0.7142857142857143,Spv,2,8,w2,reduce,pca,
0.7857142857142857,Spv,2,9,w2,reduce,pca,
0.8333333333333334,Spv,2,10,w2,reduce,pca,
0.8095238095238095,Spv,2,11,w2,reduce,pca,
0.7619047619047619,Spv,2,12,w2,reduce,pca,
0.7380952380952381,Spv,2,13,w2,reduce,pca,
0.6904761904761905,Spv,2,14,w2,reduce,pca,
0.6190476190476191,Spv,2,15,w2,reduce,pca,
0.7380952380952381,Spv,2,16,w2,reduce,pca,
0.7380952380952381,Spv,2,17,w2,reduce,pca,
0.7619047619047619,Spv,2,18,w2,reduce,pca,
0.7857142857142857,Spv,2,19,w2,reduce,pca,
0.8333333333333334,Spv,2,20,w2,reduce,pca,
0.7380952380952381,Spv,2,21,w2,reduce,pca,
0.7857142857142857,Spv,2,22,w2,reduce,pca,
0.7619047619047619,Spv,2,23,w2,reduce,pca,
0.7619047619047619,Spv,2,24,w2,reduce,pca,
