class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,k
ten-classes,0.9317543155359294,AHpf,True,True,pca,None,1,1
ten-classes,0.9261340826977118,AHpf,True,True,pca,None,1,2
ten-classes,0.9490164592533119,AHpf,True,True,pca,None,1,3
ten-classes,0.9454034524287435,AHpf,True,True,pca,None,1,4
ten-classes,0.9506222400642312,AHpf,True,True,pca,None,1,5
ten-classes,0.9482135688478522,AHpf,True,True,pca,None,1,6
ten-classes,0.951224407868326,AHpf,True,True,pca,None,1,7
ten-classes,0.8673223604977921,AHpf,True,True,kpca,poly,1,1
ten-classes,0.8621035728623043,AHpf,True,True,kpca,poly,1,2
ten-classes,0.8964271376957046,AHpf,True,True,kpca,poly,1,3
ten-classes,0.893014853472501,AHpf,True,True,kpca,poly,1,4
ten-classes,0.9006423123243678,AHpf,True,True,kpca,poly,1,5
ten-classes,0.9008430349257326,AHpf,True,True,kpca,poly,1,6
ten-classes,0.9048574869530309,AHpf,True,True,kpca,poly,1,7
ten-classes,0.6938980329185066,AHpf,True,True,kpca,rbf,1,1
ten-classes,0.7314331593737455,AHpf,True,True,kpca,rbf,1,2
ten-classes,0.7221999197109594,AHpf,True,True,kpca,rbf,1,3
ten-classes,0.7446808510638298,AHpf,True,True,kpca,rbf,1,4
ten-classes,0.7278201525491771,AHpf,True,True,kpca,rbf,1,5
ten-classes,0.7517061421116018,AHpf,True,True,kpca,rbf,1,6
ten-classes,0.7388598956242473,AHpf,True,True,kpca,rbf,1,7
ten-classes,0.5252910477719791,AHpf,True,True,kpca,sigmoid,1,1
ten-classes,0.5198715375351265,AHpf,True,True,kpca,sigmoid,1,2
ten-classes,0.5405459654757125,AHpf,True,True,kpca,sigmoid,1,3
ten-classes,0.5437575270975512,AHpf,True,True,kpca,sigmoid,1,4
ten-classes,0.5467683661180249,AHpf,True,True,kpca,sigmoid,1,5
ten-classes,0.5449618627057407,AHpf,True,True,kpca,sigmoid,1,6
ten-classes,0.555800883179446,AHpf,True,True,kpca,sigmoid,1,7
ten-classes,0.9498193496587716,AHpf,True,True,kpca,cosine,1,1
ten-classes,0.9407868325973504,AHpf,True,True,kpca,cosine,1,2
ten-classes,0.9664793255720594,AHpf,True,True,kpca,cosine,1,3
ten-classes,0.962866318747491,AHpf,True,True,kpca,cosine,1,4
ten-classes,0.9680851063829787,AHpf,True,True,kpca,cosine,1,5
ten-classes,0.9668807707747893,AHpf,True,True,kpca,cosine,1,6
ten-classes,0.9682858289843437,AHpf,True,True,kpca,cosine,1,7
ten-classes,0.7175832998795665,AHpf,True,True,umap,None,1,1
ten-classes,0.7179847450822963,AHpf,True,True,umap,None,1,2
ten-classes,0.7474909674829385,AHpf,True,True,umap,None,1,3
ten-classes,0.753512645523886,AHpf,True,True,umap,None,1,4
ten-classes,0.7623444399839422,AHpf,True,True,umap,None,1,5
ten-classes,0.7667603372139703,AHpf,True,True,umap,None,1,6
ten-classes,0.7753914090726616,AHpf,True,True,umap,None,1,7
ten-classes,0.983741469289442,AHpf,True,True,pca,None,2,1
ten-classes,0.9873544761140104,AHpf,True,True,pca,None,2,2
ten-classes,0.9889602569249297,AHpf,True,True,pca,None,2,3
ten-classes,0.9891609795262947,AHpf,True,True,pca,None,2,4
ten-classes,0.9893617021276596,AHpf,True,True,pca,None,2,5
ten-classes,0.9891609795262947,AHpf,True,True,pca,None,2,6
ten-classes,0.9893617021276596,AHpf,True,True,pca,None,2,7
ten-classes,0.9785226816539543,AHpf,True,True,kpca,poly,2,1
ten-classes,0.9757125652348454,AHpf,True,True,kpca,poly,2,2
ten-classes,0.9833400240867122,AHpf,True,True,kpca,poly,2,3
ten-classes,0.9823364110798876,AHpf,True,True,kpca,poly,2,4
ten-classes,0.9845443596949016,AHpf,True,True,kpca,poly,2,5
ten-classes,0.9847450822962666,AHpf,True,True,kpca,poly,2,6
ten-classes,0.9839421918908069,AHpf,True,True,kpca,poly,2,7
ten-classes,0.8520674427940587,AHpf,True,True,kpca,rbf,2,1
ten-classes,0.8538739462063428,AHpf,True,True,kpca,rbf,2,2
ten-classes,0.8606985146527499,AHpf,True,True,kpca,rbf,2,3
ten-classes,0.8572862304295463,AHpf,True,True,kpca,rbf,2,4
ten-classes,0.8625050180650341,AHpf,True,True,kpca,rbf,2,5
ten-classes,0.8606985146527499,AHpf,True,True,kpca,rbf,2,6
ten-classes,0.8639100762745885,AHpf,True,True,kpca,rbf,2,7
ten-classes,0.5752709755118426,AHpf,True,True,kpca,sigmoid,2,1
ten-classes,0.5648334002408671,AHpf,True,True,kpca,sigmoid,2,2
ten-classes,0.5865114411882778,AHpf,True,True,kpca,sigmoid,2,3
ten-classes,0.583902047370534,AHpf,True,True,kpca,sigmoid,2,4
ten-classes,0.5945403452428744,AHpf,True,True,kpca,sigmoid,2,5
ten-classes,0.5939381774387796,AHpf,True,True,kpca,sigmoid,2,6
ten-classes,0.6049779205138499,AHpf,True,True,kpca,sigmoid,2,7
ten-classes,0.9803291850662385,AHpf,True,True,kpca,cosine,2,1
ten-classes,0.9825371336812525,AHpf,True,True,kpca,cosine,2,2
ten-classes,0.9851465274989963,AHpf,True,True,kpca,cosine,2,3
ten-classes,0.986150140505821,AHpf,True,True,kpca,cosine,2,4
ten-classes,0.9867523083099157,AHpf,True,True,kpca,cosine,2,5
ten-classes,0.9865515857085508,AHpf,True,True,kpca,cosine,2,6
ten-classes,0.9875551987153753,AHpf,True,True,kpca,cosine,2,7
ten-classes,0.9871537535126456,AHpf,True,True,umap,None,2,1
ten-classes,0.9911682055399438,AHpf,True,True,umap,None,2,2
ten-classes,0.9909674829385788,AHpf,True,True,umap,None,2,3
ten-classes,0.9923725411481332,AHpf,True,True,umap,None,2,4
ten-classes,0.9923725411481332,AHpf,True,True,umap,None,2,5
ten-classes,0.9923725411481332,AHpf,True,True,umap,None,2,6
ten-classes,0.9927739863508631,AHpf,True,True,umap,None,2,7
ten-classes,0.9857486953030912,AHpf,True,True,pca,None,3,1
ten-classes,0.9893617021276596,AHpf,True,True,pca,None,3,2
ten-classes,0.9915696507426737,AHpf,True,True,pca,None,3,3
ten-classes,0.9913689281413087,AHpf,True,True,pca,None,3,4
ten-classes,0.9909674829385788,AHpf,True,True,pca,None,3,5
ten-classes,0.9913689281413087,AHpf,True,True,pca,None,3,6
ten-classes,0.9913689281413087,AHpf,True,True,pca,None,3,7
ten-classes,0.9807306302689683,AHpf,True,True,kpca,poly,3,1
ten-classes,0.9821356884785227,AHpf,True,True,kpca,poly,3,2
ten-classes,0.9857486953030912,AHpf,True,True,kpca,poly,3,3
ten-classes,0.9843436370935368,AHpf,True,True,kpca,poly,3,4
ten-classes,0.9853472501003613,AHpf,True,True,kpca,poly,3,5
ten-classes,0.9849458048976315,AHpf,True,True,kpca,poly,3,6
ten-classes,0.9847450822962666,AHpf,True,True,kpca,poly,3,7
ten-classes,0.9006423123243678,AHpf,True,True,kpca,rbf,3,1
ten-classes,0.897832195905259,AHpf,True,True,kpca,rbf,3,2
ten-classes,0.9014452027298274,AHpf,True,True,kpca,rbf,3,3
ten-classes,0.9038538739462063,AHpf,True,True,kpca,rbf,3,4
ten-classes,0.9020473705339221,AHpf,True,True,kpca,rbf,3,5
