class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,k
ten-classes,0.9335608189482135,AHpf,True,True,pca,None,1,1
ten-classes,0.9261340826977118,AHpf,True,True,pca,None,1,2
ten-classes,0.9486150140505821,AHpf,True,True,pca,None,1,3
ten-classes,0.9450020072260137,AHpf,True,True,pca,None,1,4
ten-classes,0.9542352468887997,AHpf,True,True,pca,None,1,5
ten-classes,0.9508229626655962,AHpf,True,True,pca,None,1,6
ten-classes,0.9548374146928944,AHpf,True,True,pca,None,1,7
ten-classes,0.9516258530710558,AHpf,True,True,pca,None,1,8
ten-classes,0.9522280208751506,AHpf,True,True,pca,None,1,9
ten-classes,0.9520272982737856,AHpf,True,True,pca,None,1,10
ten-classes,0.9528301886792453,AHpf,True,True,pca,None,1,11
ten-classes,0.9532316338819751,AHpf,True,True,pca,None,1,12
ten-classes,0.9526294660778803,AHpf,True,True,pca,None,1,13
ten-classes,0.953633079084705,AHpf,True,True,pca,None,1,14
ten-classes,0.9526294660778803,AHpf,True,True,pca,None,1,15
ten-classes,0.865114411882778,AHpf,True,True,kpca,poly,1,1
ten-classes,0.8633079084704938,AHpf,True,True,kpca,poly,1,2
ten-classes,0.8980329185066238,AHpf,True,True,kpca,poly,1,3
ten-classes,0.8944199116820554,AHpf,True,True,kpca,poly,1,4
ten-classes,0.9030509835407466,AHpf,True,True,kpca,poly,1,5
ten-classes,0.9012444801284625,AHpf,True,True,kpca,poly,1,6
ten-classes,0.9062625451625853,AHpf,True,True,kpca,poly,1,7
ten-classes,0.9056603773584906,AHpf,True,True,kpca,poly,1,8
ten-classes,0.9060618225612204,AHpf,True,True,kpca,poly,1,9
ten-classes,0.9064632677639503,AHpf,True,True,kpca,poly,1,10
ten-classes,0.909273384183059,AHpf,True,True,kpca,poly,1,11
ten-classes,0.9096748293857888,AHpf,True,True,kpca,poly,1,12
ten-classes,0.9104777197912485,AHpf,True,True,kpca,poly,1,13
ten-classes,0.9102769971898835,AHpf,True,True,kpca,poly,1,14
ten-classes,0.9090726615816941,AHpf,True,True,kpca,poly,1,15
ten-classes,0.5622240064231232,AHpf,True,True,kpca,rbf,1,1
ten-classes,0.5445604175030109,AHpf,True,True,kpca,rbf,1,2
ten-classes,0.5706543556804496,AHpf,True,True,kpca,rbf,1,3
ten-classes,0.5622240064231232,AHpf,True,True,kpca,rbf,1,4
