0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,class_numeric
-0.13497538877534673,-0.05199576766179873,0.45955080821060706,0.2447166702778257,0.07160484367967536,-0.043427937992600384,0.039674311191950785,-0.10590382167465281,0.11751926582120091,0.04021183865719254,-0.0744954629786935,0.03403851042418588,0.04239236950504407,-0.034171748221916334,-0.024662754544885437,-0.02560628570789259,0.05631124106842381,-0.0019833367726217496,0
-0.17139791598115048,-0.126800852574441,0.40589708756783827,0.3072940915829332,0.015900942428073644,-0.0979797727869844,0.1088562330348393,-0.07664144979141005,0.08139756152438167,0.05740094610478999,-0.04191039216452112,0.04010943567082843,0.032649067772586894,-0.047918265215581214,-0.0080684400744995,0.010625520954251512,0.03818702557780114,0.0007881677756748941,0
-0.18516252627986396,-0.0977954769304483,0.36803031198975894,0.2906391708294423,0.09061288462216657,-0.034656789531723554,0.08477889682458711,-0.08011996148291144,0.07735601369026571,0.05228530248028189,-0.018015779074460076,0.020274967506807313,0.02776002574459013,-0.04251460877725331,-0.007674035533835247,0.003619592361606773,0.02784768969115841,-0.007800286807924162,0
-0.2045854710408589,-0.09880610967105134,0.33384949960046284,0.3160530286142459,0.09760445656968836,-0.0325583542717817,0.0910938223301969,-0.07170682057845255,0.0707022379237668,0.058531245208864206,0.0037065214350708794,0.006651664168682916,0.022889521605916868,-0.0436585075109723,-0.001959413889589193,0.011240344461409722,0.021812200279463522,-0.008297689394354667,0
-0.24558981647631012,-0.15970128455600247,0.2853629105776601,0.28566151718217936,0.09333304076066161,-0.047989626002756504,0.10284431784401302,-0.07575034093266506,0.02931005653768837,0.05461609818735596,0.019845068261528168,-0.0005291227231620907,0.029165030842648,-0.02425998009074742,-0.003804387309280385,0.02440499993574378,0.00012175946269624042,0.007396669880828595,0
-0.26151306191815066,-0.15284696106091017,0.28686532519903846,0.2172564136902494,0.13129938571946254,0.0014295780397008014,0.08827896302753022,-0.10907383940790903,0.034275264425611546,0.05241388742405644,0.028069720286836575,-0.011741666407843927,0.017000983173771803,-0.017091992372234292,0.005700695005219581,0.01914987018811014,-0.007914782300850921,-0.0002656019491279874,0
-0.2444243912877173,-0.16904377986640085,0.28821647332463374,0.22588708441189123,0.07405007520743596,-0.05056855005020415,0.11303825345153251,-0.09906699410800233,0.03477879820376089,0.058963208699446275,0.021909908392150967,-0.0015768669983202376,0.021694178604200257,-0.01984275921955778,0.00936048359232867,0.024765974095893404,-0.007812861872869533,0.003684168175111155,0
-0.21805599296451084,-0.1069614187535043,0.2839042759035118,0.21139910011168977,0.09901647782068417,-0.0275776399642847,0.1001133557253827,-0.09256638671160253,0.054730504293386384,0.0589339138252775,0.02093105860886237,-0.006867799515060935,0.019092609128328077,-0.029675542115583403,0.006243441822410373,0.009161760935068389,0.0009248413688977726,-0.008443918036583405,0
-0.21955090502612298,-0.14239680562111792,0.2733919073702645,0.23192347358008158,0.11015754513663276,-0.018575939608553155,0.09866544669059642,-0.09658887898743194,0.03585031228647358,0.055288090694692794,0.019365122390174787,-0.006803620091733531,0.020374626905447252,-0.025121022277944053,0.0030547926415315876,0.01729879489645861,-0.0027839115368569803,-0.0013804667675594363,0
-0.17644502542329044,-0.06998185211557593,0.35601881890143067,0.22051338354833858,0.08429662948325585,-0.0203648689590634,0.08635273240586205,-0.11063998956718177,0.09374296068154497,0.06067656135668972,-0.008102967472106173,0.00411706993501839,0.01800106070413809,-0.04135223686394971,0.006746543606316596,-0.004111552319982479,0.022955376930224723,-0.011959567401013886,0
-0.17448105912264256,-0.07425890942322388,0.3859514494395646,0.21928717006883092,0.1297826212578827,0.03363690314639353,0.056245954580778225,-0.13831822430276508,0.10156939838972857,0.049685690647843644,-0.015170785915785474,-0.0018481081584769139,0.016458785870475817,-0.03765246457314567,0.0056206837179201665,-0.01279595015063313,0.02801700884751627,-0.015457832734536481,0
