0,1,2,3,4,5,6,7,8,9,10,11,class_numeric
-0.13497538877534673,-0.05199576766179873,0.45955080821060706,0.24471667027782565,0.07160484367967539,-0.04342793799260036,0.039674311191950855,-0.10590382167465268,0.11751926582120083,0.04021183865719254,-0.0744954629786935,0.03403851042418619,0
-0.17139791598115048,-0.126800852574441,0.40589708756783827,0.30729409158293314,0.01590094242807372,-0.09797977278698439,0.10885623303483943,-0.07664144979140997,0.08139756152438175,0.05740094610478999,-0.04191039216452114,0.04010943567082873,0
-0.18516252627986396,-0.0977954769304483,0.36803031198975894,0.2906391708294422,0.09061288462216659,-0.034656789531723645,0.08477889682458714,-0.08011996148291166,0.07735601369026565,0.05228530248028189,-0.018015779074460166,0.020274967506807344,0
-0.2045854710408589,-0.09880610967105134,0.33384949960046284,0.3160530286142458,0.09760445656968837,-0.03255835427178175,0.0910938223301969,-0.07170682057845254,0.07070223792376676,0.058531245208864206,0.003706521435070821,0.006651664168682951,0
-0.24558981647631012,-0.15970128455600247,0.2853629105776601,0.2856615171821793,0.09333304076066162,-0.04798962600275653,0.10284431784401317,-0.07575034093266499,0.02931005653768835,0.05461609818735596,0.019845068261528095,-0.0005291227231622483,0
-0.26151306191815066,-0.15284696106091017,0.28686532519903846,0.21725641369024934,0.1312993857194626,0.0014295780397007689,0.0882789630275304,-0.10907383940790892,0.03427526442561143,0.05241388742405644,0.02806972028683643,-0.011741666407843984,0
-0.2444243912877173,-0.16904377986640085,0.28821647332463374,0.2258870844118912,0.07405007520743598,-0.05056855005020418,0.11303825345153232,-0.09906699410800222,0.03477879820376086,0.058963208699446275,0.021909908392151137,-0.0015768669983203182,0
-0.21805599296451084,-0.1069614187535043,0.2839042759035118,0.21139910011168975,0.09901647782068418,-0.027577639964284983,0.10011335572538287,-0.09256638671160243,0.05473050429338634,0.0589339138252775,0.0209310586088627,-0.00686779951506071,0
-0.21955090502612298,-0.14239680562111792,0.2733919073702645,0.23192347358008153,0.11015754513663277,-0.018575939608552635,0.09866544669059671,-0.09658887898743185,0.03585031228647356,0.055288090694692794,0.019365122390174835,-0.006803620091733797,0
-0.17644502542329044,-0.06998185211557593,0.35601881890143067,0.22051338354833852,0.08429662948325586,-0.02036486895906341,0.0863527324058622,-0.11063998956718173,0.09374296068154482,0.06067656135668972,-0.008102967472106176,0.00411706993501871,0
