0,1,2,3,4,5,6,7,class_numeric
-0.26474122299416614,-0.12182311308711433,0.04179013349331253,0.46838644894345294,-0.19031967892528281,-0.13998198655207092,-0.21778031972611808,-0.04683850252710081,0
-0.25405757875122714,-0.08996872926886275,0.11548375229547629,0.4527304275710342,-0.12128134878303509,-0.14242636225128047,-0.21035563430858312,-0.006356442231063433,0
-0.2868296387628281,-0.12440034232776809,0.13750833818502917,0.4447901112431331,-0.14230231576804545,-0.16899312415131285,-0.25600237985851537,-0.002798041078958138,0
-0.29388816724369066,-0.10532865129953746,0.1658555179663757,0.43050386379419564,-0.12344556946662438,-0.17338157465113144,-0.27112340470223084,0.015973561005288933,0
-0.31213102436554,-0.13713740555369042,0.21823073149385527,0.3778588600194308,-0.09989239888939067,-0.2034552109464006,-0.24813192687300004,0.03285246901239276,0
-0.3442110650125429,-0.18271011566013623,0.21184160431792465,0.3444318584256659,-0.1350304319358353,-0.23016300002050719,-0.2266548080603736,0.018200147767622347,0
-0.32509176161531667,-0.19338634196570398,0.19904624259593745,0.3452072573642012,-0.10207282978041758,-0.21765444045562984,-0.21644373315174348,0.014627924548577132,0
-0.3308363148168444,-0.21315077258978318,0.15913140352939406,0.33794356197718717,-0.11378223740029472,-0.21889165656222495,-0.24023794228653997,-0.008335920928836116,0
-0.30755136635502134,-0.18731633048640686,0.19541911586915964,0.34988681882584444,-0.11504259414048476,-0.22443934473835161,-0.2370917364906571,0.0030000879392099843,0
-0.3036546962317227,-0.18401914390982055,0.09440379975757406,0.40352106901634266,-0.15204119016198397,-0.18371309521936874,-0.23783631524645488,-0.03183556456329258,0
-0.2937287346389723,-0.15470394690760256,0.10300917849972914,0.4310713175283023,-0.1962507316987949,-0.1852402660540428,-0.22997701983769236,-0.03400931953551984,0
-0.2792596097104503,-0.15932629657845013,0.0923332722382272,0.43673531447933733,-0.21930685694448884,-0.18710673386343413,-0.19257893725904163,-0.04581077967966831,0
-0.2826348838708547,-0.16055560610877975,0.1144960596812015,0.4862896431507291,-0.20363254311500556,-0.08928491823197607,-0.11819826257879472,0.0005788160085345887,1
-0.2696382655450838,-0.13173083625659185,0.12657806988792494,0.49306807295330735,-0.18749692039220792,-0.0843233136490355,-0.12296703329196555,0.009851699895678016,1
-0.28148648262772513,-0.1452967322346375,0.1302122315241386,0.4909628237360484,-0.20641552240261354,-0.09194883321725114,-0.12374660017608873,0.008316198055455635,1
-0.3011118194463518,-0.15430198457130534,0.15560966893962946,0.47854625169028514,-0.1982945441770803,-0.09847520773702284,-0.12925962502834132,0.023079911919779938,1
-0.30734006854636003,-0.14413040520391093,0.12222484520153847,0.482911295537497,-0.2471947896109449,-0.09505010062840007,-0.11572675676556114,0.006516263269742028,1
-0.33575227970661164,-0.1578877891184133,0.16786500497680784,0.46603845624535634,-0.2352071744202013,-0.10998069283887936,-0.12239714698711174,0.030900573334020652,1
-0.3200942425365184,-0.13135777033171128,0.1832802968360362,0.4679690586796836,-0.22275365794120122,-0.10777993470640411,-0.11499130001112001,0.04234551551942462,1
-0.2911279103169501,-0.12220259460053191,0.15568918627641837,0.48058452481752156,-0.2349511182641738,-0.10055380205824829,-0.09117551519552775,0.02088580778433048,1
-0.28642034301528185,-0.11809340152686823,0.14555925247350804,0.4830858036356913,-0.2325859539452843,-0.09447346704095601,-0.0859767750458614,0.01768873764175635,1
-0.31385505553626053,-0.13008018617994993,0.17532429688368667,0.47120960626514985,-0.2093757164950435,-0.10049608158834672,-0.11763069683596018,0.04076107470452769,1
-0.3234295582859333,-0.14957139302600556,0.13609461752998392,0.4667570457180123,-0.23691680343927635,-0.09769927733982042,-0.11511441073983383,0.01825702528073865,1
-0.33089881486502704,-0.15659391406986092,0.14726935303057795,0.4658695441261818,-0.2202772618822509,-0.09748797706918656,-0.13079387652604582,0.02732358782908194,1
-0.09118997995649478,0.5655103501661191,-0.14155414091682353,0.10214422702267092,-0.06407622580799524,0.0376770714150856,-0.06085579784802045,-0.2252632554588121,2
-0.09466325732556728,0.558344786178765,-0.13976392025506904,0.10603602450210398,-0.05906635018616031,0.04111297952238486,-0.07153092298930634,-0.21977732110442164,2
-0.08838001967934223,0.5555187580532112,-0.13098960765755477,0.10377970632358174,-0.06454708518491825,0.03358463189143251,-0.050722982883243124,-0.21543768146899342,2
-0.09072762073986303,0.5631727341713891,-0.143761830272635,0.10610911768432599,-0.06992061937158212,0.039734322750084414,-0.058611175713610734,-0.2309247040879269,2
-0.08964743668063914,0.562464478990903,-0.14286798429073805,0.1080868755835163,-0.0737105293353702,0.03843902756855711,-0.0564333034189701,-0.23050833088461017,2
-0.08392865265317781,0.551110934018395,-0.13482016004422556,0.11552219768226772,-0.08718975514905333,0.032124788192414495,-0.042438024197510735,-0.21454293760324034,2
-0.062303253744558355,0.5304834271619088,-0.10818201957772418,0.11539089376620208,-0.12319397249046396,0.0009288654399131937,0.03152132289593432,-0.16583878809681432,2
-0.05612512563138607,0.5151979250633028,-0.09672404276978948,0.11833126707046814,-0.13472974241553473,-0.008073632272925018,0.05519598280940264,-0.14802221220281295,2
-0.06667720202322833,0.5297249047315061,-0.11826480287071682,0.12184380002316751,-0.12235174270338349,0.010086637976419928,0.012363588263992453,-0.17377792948882695,2
-0.060055957583894835,0.5197860845723145,-0.10495321672786204,0.12126901881461016,-0.1309772060822057,-0.0009063521163547584,0.037430963444925046,-0.1567659776522143,2
-0.055535981150997976,0.5162314529018694,-0.09969968701892126,0.12095681497161223,-0.1414755499227756,-0.00871120616670953,0.05833363099156768,-0.14761786256651932,2
-0.05791909053476318,0.5216628826087061,-0.10536407963866273,0.11952850046169838,-0.13756514829449243,-0.004300594993193404,0.05024867299207534,-0.1575275218994207,2
-0.3107661520345649,-0.14407882327081156,0.17136795386305173,0.48127354110035014,-0.2647079142644069,0.022336926649217145,-0.03314247046402943,0.06303601859489258,3
-0.3145644775834843,-0.144842408417194,0.18591816296586683,0.4855691973796924,-0.24908248287124374,0.024805998244799773,-0.04592517923649374,0.07492382693779284,3
-0.301000601815759,-0.12805921536021775,0.19231787524277824,0.5023404102687323,-0.2306848694785402,0.029947429479239784,-0.06588882629467496,0.08079932952862263,3
-0.3058511231253377,-0.12326597518665752,0.21068765481165172,0.505607303832895,-0.22629779994981836,0.025796267625811838,-0.08309489268774069,0.09160473112699759,3
-0.31601760128367823,-0.14144246522944728,0.19248586598318196,0.4887168058819911,-0.24869631226200528,0.023091713539446963,-0.05595690704548991,0.07907246796503524,3
-0.3088695159205442,-0.13292850840437703,0.19211422524969995,0.499451493646302,-0.2401484049002716,0.027245938296452516,-0.0689701184854114,0.08104311062177116,3
-0.3068744688953318,-0.12632663382367026,0.1940040330836996,0.5084307540874025,-0.22956831292059526,0.03261301899031386,-0.07960483513113478,0.08592456993585977,3
-0.3178629124122522,-0.13721158678562795,0.20262452688065827,0.4923766416089257,-0.23380692788782226,0.02604366758072567,-0.06989148731491292,0.08879575358121275,3
-0.3256412565090736,-0.13328833575036975,0.20275389108417638,0.4909390780634956,-0.24163952066510586,0.02383372958118505,-0.07354905223527838,0.09156847277615367,3
-0.31049936861272254,-0.08563889261353702,0.21495564862336286,0.4945198359156587,-0.25584925802262654,0.008336176239742367,-0.08216869946482581,0.09694801708561517,3
-0.31838678169307083,-0.10255462705002162,0.20791000527550757,0.4936865763309669,-0.25553987330646244,0.014262894227135055,-0.07430283651563035,0.09469305755905433,3
-0.32856534006194205,-0.1270128301237487,0.21099249329492614,0.48615023069005037,-0.245821505033636,0.018098620826093027,-0.07112295590669983,0.09613743609388645,3
-0.2798461291963839,-0.13523811870143274,0.08006618089506916,0.5283941120485758,-0.22806034419357601,0.1427403337303009,-0.07091782314741632,0.05905716868700046,4
-0.29581644281514413,-0.1654374666000984,0.07304350496763146,0.5078239290549342,-0.20999801944010407,0.1564989065169215,-0.05310596559771831,0.06278580331400717,4
-0.29500010540033017,-0.1694956682161349,0.07866183150764075,0.5088743426911668,-0.2288405723304195,0.14707724172232384,-0.045507569877031875,0.05785935456419608,4
-0.2828706109292291,-0.14677272540532724,0.06373452875324673,0.5220254039518669,-0.21631356003134244,0.15574412209973182,-0.05410994145118707,0.056192053315034865,4
-0.27805845964029013,-0.14286516478968486,0.08168771366261413,0.5072511480701942,-0.17779791220802274,0.15755252080116822,-0.0581335651021191,0.07029508102928232,4
-0.2823811254986612,-0.15120906709302473,0.0737098667108029,0.5180576517721587,-0.2084871222622938,0.15347884129490638,-0.05963335150740571,0.06123631853354749,4
-0.2797126130085766,-0.1431773678125003,0.07832480581458375,0.519766027788968,-0.19857004352751859,0.15468959985856218,-0.05777676281061696,0.06484727690678277,4
-0.31461106839689995,-0.18474499600118072,0.07690001038663588,0.5033196011663992,-0.22472165357673163,0.1564556469043838,-0.05245625079492578,0.06293417833016264,4
-0.31017417399252206,-0.15101724942794587,0.09239130377919277,0.5167548095844284,-0.17829684935433698,0.16773443543070182,-0.10068514275277894,0.08462949066805708,4
-0.31642242048401154,-0.1595515743105429,0.09526497826276052,0.5014030879793118,-0.1895515063816576,0.1601591376119879,-0.07748178270183681,0.0841090925320435,4
-0.3308036905538418,-0.19013722271540054,0.08846274834399437,0.4930077537380443,-0.21486248858159668,0.1585585281066977,-0.057900072493944,0.07467556469254366,4
-0.300456136155142,-0.17672911234075048,0.07942808049389974,0.4965092407938115,-0.20005390757614003,0.15784901835067452,-0.044571531053292826,0.06718077271776991,4
-0.2663810074308766,0.029352538497139834,-0.010924937784897419,0.5021379489712867,-0.27212540469305,0.19563126416630483,-0.06940767560392007,0.03722283907320414,5
