0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,active_hand
2.5527763,10.405776,8.897222,4.211801,7.14096,8.3043785,0.23617916,5.5205235,-0.34919563,6.0879726,0.9951572,0.56901246,3.423795,2.2748137,8.487255,6.243577,1
-4.166992,2.9578364,6.7606173,7.518407,2.8056111,5.472981,7.824144,2.1370413,4.122428,2.8317692,2.6634467,5.564311,3.4985905,1.4511487,1.1696718,3.2297523,0
2.5263755,10.410813,8.872337,4.2393746,7.1473875,8.30844,0.22623537,5.5306115,-0.3564424,6.0861077,1.0225191,0.56683177,3.4237616,2.2770748,8.458531,6.255919,1
-4.1673985,2.9574225,6.7601647,7.518679,2.8052914,5.472747,7.823942,2.1373577,4.1224732,2.832127,2.6632714,5.564132,3.4983485,1.4512925,1.1693044,3.2295077,0
2.539043,10.409898,8.88317,4.2277274,7.1469116,8.308918,0.23154414,5.528388,-0.35562935,6.085683,1.0093706,0.5664836,3.4255962,2.274341,8.47231,6.252745,1
-4.1608815,2.96401,6.7672377,7.523459,2.8034537,5.4718137,7.821714,2.141715,4.1279054,2.8300045,2.6581883,5.5675488,3.5008993,1.4482868,1.1691169,3.2263844,0
2.537894,10.409348,8.88051,4.233514,7.144507,8.305323,0.22762567,5.525319,-0.35290432,6.087053,1.0110468,0.56785285,3.422893,2.27752,8.469818,6.250117,1
-4.1546354,2.970346,6.773634,7.521776,2.8098404,5.475824,7.8246117,2.1397247,4.1281915,2.8224332,2.6585705,5.576423,3.509448,1.4396685,1.1721807,3.2283473,0
2.5621428,10.40363,8.905464,4.2056656,7.1360955,8.298622,0.2388231,5.5110373,-0.34291765,6.0891323,0.98610765,0.5702127,3.4228737,2.2750828,8.495781,6.2332067,1
-4.172815,2.9519873,6.7540755,7.5161257,2.804517,5.470929,7.822879,2.1355572,4.118763,2.8372667,2.6663728,5.5584116,3.4927695,1.4571989,1.1694578,3.2290406,0
2.5317454,10.410507,8.87815,4.2312512,7.1476107,8.30956,0.22946827,5.530654,-0.35675326,6.085775,1.0167521,0.56651574,3.4249556,2.275318,8.464987,6.255477,1
-4.1584373,2.96559,6.7665234,7.5460763,2.7751658,5.442664,7.7928605,2.1666026,4.1465664,2.858354,2.6370966,5.5501003,3.4751003,1.4692861,1.1570927,3.197297,0
2.5059335,10.414859,8.856924,4.250856,7.156369,8.318337,0.2255031,5.54452,-0.3670738,6.0831275,1.0432774,0.56370354,3.4276695,2.2737763,8.437665,6.2708497,1
