0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,class_numeric
2.626836,3.517578,8.437418,7.08451,5.8263364,6.924877,1.9682417,7.1852746,6.801932,7.06848,5.5015335,5.534021,5.643223,2.203876,6.234958,5.1333957,7.697037,5.3303676,3.3920844,6.4724827,5.2679324,0
2.7003896,3.617912,8.434505,7.115769,5.950876,6.870644,2.0789714,7.213632,6.6947913,7.1455245,5.5799766,5.432674,5.5500894,2.1602802,6.17968,5.1221156,7.7728987,5.4043574,3.3062744,6.4940596,5.2618504,1
2.8044367,3.482439,8.043581,6.9036055,6.08181,6.497671,2.3895116,7.487553,6.691669,7.066833,5.4191203,5.5388627,5.644914,2.2586951,6.318802,5.33319,7.8423276,5.729978,2.9128919,6.339334,5.502559,2
6.0030637,3.7194705,5.2931504,8.093605,3.0977883,7.328763,3.6541798,7.4741726,6.579855,4.26418,6.3406615,6.638118,5.3290315,3.6379144,7.5817237,5.0894704,4.3745685,6.285831,6.1044145,7.8464093,4.1279583,0
6.148801,3.9254918,5.373783,8.52951,2.9683278,7.3453074,3.6979556,7.577869,7.0150323,3.8207335,6.1208673,6.3593397,5.503282,3.883933,7.5006437,5.0677667,4.121179,6.0458007,6.2231317,7.9390187,4.0735765,1
6.2003865,3.9140966,5.32403,8.627838,2.7180283,7.319774,3.6444163,7.65566,7.0639606,3.8203313,6.187781,6.2753243,5.57557,3.9003391,7.5895114,5.0744653,4.048764,6.125111,6.3349023,7.935856,4.0362787,2
2.683829,3.5465825,8.468982,7.1314244,5.8762136,6.9116006,2.0652952,7.2457585,6.7335005,7.055058,5.5505977,5.573695,5.644147,2.2346096,6.183262,5.175415,7.7318397,5.4237537,3.4174397,6.4649906,5.292464,0
2.721904,3.6505158,8.475287,7.1493073,5.924243,6.908295,2.0736022,7.2080975,6.6929183,7.1621647,5.6183023,5.423814,5.5284066,2.1508386,6.1315007,5.109542,7.775551,5.390972,3.3438213,6.521601,5.2352176,1
2.6472163,3.5510223,8.26896,6.976723,6.166857,6.5591555,2.2238748,7.357215,6.661407,7.2055645,5.433897,5.4672465,5.5922017,2.201392,6.2146072,5.2182064,7.921694,5.6064267,2.915566,6.359173,5.387539,2
6.0121903,3.7555335,5.288822,8.210298,2.9999795,7.3431525,3.6539695,7.506765,6.696026,4.134185,6.305861,6.5692873,5.38956,3.7030802,7.5805855,5.068186,4.2915072,6.2697167,6.156974,7.867934,4.1154556,0
6.161208,3.9137795,5.370564,8.557611,2.8995888,7.3103547,3.6439452,7.6225295,7.027487,3.7978227,6.158625,6.3587356,5.511252,3.8498044,7.5572567,5.091708,4.1033173,6.0726514,6.276006,7.92862,4.036217,1
6.1603518,3.84429,5.2466497,8.631492,2.650045,7.3571525,3.6284075,7.6494746,7.005006,3.8632693,6.261659,6.3236346,5.5735645,3.9245965,7.5958195,5.0081515,4.0175443,6.212202,6.3604126,7.948871,4.061912,2
2.6421013,3.5751948,8.526252,7.157725,5.8242445,7.004727,1.9909761,7.1724916,6.7798047,7.0788736,5.5411873,5.491134,5.6343036,2.2179985,6.1748934,5.1162267,7.691934,5.311293,3.4797807,6.4984274,5.2430835,0
2.6952844,3.606617,8.401237,7.089946,5.9938703,6.8117366,2.1087618,7.243256,6.6895437,7.1567135,5.5557156,5.435301,5.5533047,2.1655824,6.1793995,5.140327,7.802019,5.440492,3.233562,6.472685,5.283878,1
2.8018074,3.4446142,7.972182,6.8579,6.0652595,6.4346094,2.439347,7.514692,6.7151537,7.0485725,5.3627462,5.591716,5.676442,2.2802625,6.3486037,5.3573446,7.8535137,5.800193,2.873714,6.3237414,5.531811,2
6.0359125,3.7605665,5.2774916,8.160319,3.0422356,7.3228083,3.6864583,7.468928,6.6354523,4.1939397,6.336855,6.583091,5.3535614,3.7057889,7.5680976,5.086718,4.327892,6.274043,6.130549,7.8670187,4.1159344,0
6.15475,3.9579253,5.402932,8.526662,2.9510481,7.3069744,3.6691391,7.5948944,7.0102,3.8156877,6.108848,6.3584285,5.4750037,3.8451884,7.5234847,5.1125226,4.143342,6.0159364,6.2350054,7.9213285,4.041172,1
6.16445,3.8615634,5.279496,8.64207,2.6768744,7.344061,3.615782,7.654694,7.0373397,3.825782,6.243809,6.318931,5.5728307,3.90749,7.609331,5.0312757,4.024391,6.17062,6.358469,7.941308,4.0527196,2
