0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,active_hand
10.464568,6.148988,5.0565276,5.007969,4.558246,5.248523,7.3163323,1.254085,7.7780485,-4.0465164,6.21785,8.339888,5.312457,5.2600765,5.348792,4.748468,5.0864167,4.179979,5.6884575,5.4544463,4.2176933,5.3298836,5.3907576,4.893896,5.464097,5.1915646,5.0282626,4.2818727,4.694016,4.748291,4.716302,1
1.3139131,15.221415,5.1813903,4.3241067,5.1631827,4.855817,4.9339237,5.3244205,5.3982806,5.588035,5.032253,5.492203,4.8334055,4.815815,5.328766,4.8748493,4.778283,5.0294023,4.773825,5.6567283,4.724084,5.096567,4.932497,5.6339025,5.1163716,4.96502,5.261927,5.2495847,4.730112,5.1942277,5.050005,0
10.472881,6.1385827,5.037139,4.991686,4.5765157,5.2537985,7.3251834,1.2468876,7.7866592,-4.0396633,6.220465,8.349618,5.295975,5.2402215,5.357808,4.754975,5.0954485,4.178109,5.707738,5.445095,4.217463,5.3204794,5.407861,4.896344,5.4728518,5.192561,5.024881,4.271841,4.7031875,4.746855,4.7026005,1
1.309986,15.220504,5.1829805,4.3226004,5.161445,4.857706,4.934292,5.32494,5.39869,5.5850973,5.034124,5.495129,4.8330293,4.8138614,5.3274364,4.8725805,4.77796,5.0304637,4.7734184,5.653712,4.7239904,5.098118,4.935496,5.636587,5.119133,4.967246,5.262417,5.248264,4.7296753,5.19638,5.048713,0
10.469299,6.144512,5.0401554,4.991986,4.572772,5.2511215,7.325956,1.250673,7.781381,-4.041971,6.2230005,8.343512,5.2968054,5.243331,5.359046,4.756988,5.0884385,4.1803164,5.704773,5.4519024,4.2216187,5.3242626,5.406445,4.898692,5.465385,5.191297,5.021487,4.2790713,4.697289,4.7502575,4.70348,1
1.3083154,15.219288,5.1830792,4.3234696,5.1609306,4.8568163,4.935842,5.3263855,5.4003496,5.585,5.0331306,5.4952374,4.8314657,4.814518,5.3290114,4.8735385,4.7764306,5.0312195,4.7719116,5.654246,4.722529,5.0971923,4.9353027,5.6352105,5.1178155,4.966292,5.263826,5.2498846,4.728354,5.1952863,5.0499825,0
10.46827,6.146497,5.0351,4.985152,4.5756116,5.249731,7.3307395,1.2526546,7.7790422,-4.04218,6.2273135,8.341101,5.2906747,5.23776,5.363884,4.761917,5.0854163,4.1828904,5.7097526,5.4547014,4.2262974,5.325206,5.4117527,4.902885,5.4620085,5.1897173,5.0165205,4.2818747,4.6948614,4.75383,4.699673,1
1.3172058,15.231321,5.1714954,4.32559,5.1726575,4.852665,4.9232955,5.3140335,5.3876843,5.5938964,5.030017,5.486331,4.8440394,4.8211718,5.3187876,4.879036,4.7889895,5.019418,4.784374,5.662608,4.7352867,5.095093,4.926856,5.631186,5.112881,4.9610314,5.251464,5.2390265,4.7407274,5.191659,5.045019,0
10.4685755,6.14589,5.040896,4.9921017,4.571864,5.2506404,7.3259697,1.2514616,7.7801895,-4.04242,6.223388,8.342107,5.2970138,5.2441463,5.359197,4.757286,5.086804,4.180643,5.704061,5.45349,4.2223783,5.3250866,5.406188,4.8990297,5.4636335,5.1911263,5.020867,4.280745,4.695935,4.750852,4.703705,1
1.3117512,15.21872,5.183202,4.323945,5.1610312,4.8562536,4.936543,5.327076,5.400943,5.5863695,5.032545,5.4938827,4.830773,4.815082,5.3297915,4.8741894,4.7756963,5.031808,4.7711797,5.655501,4.7216477,5.0967393,4.933977,5.634464,5.117093,4.9656496,5.2645607,5.2506323,4.7275405,5.1946282,5.05059,0
