0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,class_numeric
10.049236,5.454253,5.860172,15.763908,4.9863443,1.4744278,1.4524908,7.3483524,6.1784997,6.4965873,4.8112764,5.5626426,5.5911617,3.918861,5.423312,5.5319023,5.3416142,4.388675,5.011835,4.7809668,0
10.072154,5.475701,5.8613486,15.785908,4.963473,1.4924779,1.4299842,7.3711796,6.1808457,6.4946947,4.833038,5.576643,5.608158,3.9028246,5.4024158,5.510473,5.342367,4.374282,5.0344834,4.7664566,0
10.065787,5.4760137,5.828947,15.790649,4.957894,1.5087703,1.4298042,7.372201,6.1760755,6.464397,4.8329024,5.535322,5.568184,3.8921118,5.3924136,5.5103974,5.373581,4.354358,5.0209346,4.761232,0
10.067628,5.474915,5.840541,15.78765,4.962384,1.5027117,1.433959,7.3678865,6.175964,6.4769545,4.8304377,5.5463343,5.5767617,3.8941352,5.3985157,5.511898,5.361745,4.3617964,5.0184927,4.761195,0
10.035457,5.4489136,5.850181,15.763601,4.9843273,1.4818356,1.4531777,7.3484483,6.188113,6.4865103,4.807985,5.5525064,5.5793414,3.916006,5.417913,5.5367265,5.3514595,4.3805995,5.0091143,4.784261,0
10.083862,5.4933505,5.8087845,15.811351,4.937019,1.5326247,1.4158075,7.387764,6.1716285,6.4438415,4.8480215,5.523324,5.557002,3.8692865,5.3685246,5.4944735,5.393675,4.330881,5.0213933,4.7419925,0
10.074668,5.4746575,5.841645,15.786604,4.9623423,1.4988569,1.4319423,7.369915,6.1798153,6.4766817,4.831173,5.550437,5.583502,3.9054165,5.3965816,5.512171,5.3605824,4.364396,5.029953,4.769263,0
10.054764,5.4697213,5.8120627,15.789184,4.958133,1.5191854,1.4331275,7.3698683,6.1746063,6.447116,4.827822,5.519138,5.5512733,3.884452,5.3860664,5.51679,5.39035,4.339741,5.00831,4.759446,0
10.075018,5.478728,5.836549,15.792228,4.9572635,1.507122,1.4299898,7.3721733,6.175521,6.471966,4.8340063,5.5461955,5.5778947,3.8941007,5.3921943,5.5084386,5.3660226,4.356928,5.0237126,4.7611985,0
10.060974,5.4663606,5.8474574,15.779227,4.9689503,1.4913948,1.4367248,7.3649693,6.1798987,6.4829135,4.8248725,5.5540133,5.584859,3.9100287,5.4035687,5.519693,5.354405,4.371778,5.02485,4.773757,0
10.060533,5.4635067,5.8588705,15.774633,4.9738665,1.482583,1.4400088,7.3613105,6.180796,6.4943323,4.821928,5.565543,5.5947995,3.9177947,5.410436,5.522492,5.3431735,4.3814945,5.0261135,4.778508,0
10.036803,5.447784,5.8611617,15.760496,4.9855375,1.469711,1.447132,7.3539314,6.184821,6.496927,4.810998,5.5622005,5.590684,3.928823,5.4205103,5.536573,5.3396435,4.392621,5.022447,4.7891684,0
10.215008,6.6823673,7.000871,5.1493754,5.084255,4.8014593,6.2355714,4.4487314,-0.5610619,0.78173304,7.558463,5.297536,4.964515,3.914043,5.109895,5.3676476,5.0310597,4.4914207,5.464226,4.2316437,1
10.2022915,6.6768703,7.0037394,5.15975,5.0798626,4.7925224,6.2408013,4.434793,-0.55340534,0.770797,7.5548725,5.299852,4.9756665,3.9041893,5.1050525,5.356377,5.04019,4.500195,5.4752493,4.221514,1
10.211543,6.686398,7.0020275,5.161828,5.0796313,4.803609,6.248018,4.444894,-0.5396746,0.781832,7.560541,5.2883816,4.969461,3.9053805,5.114257,5.354803,5.031327,4.4940977,5.477436,4.217108,1
10.182418,6.7075653,6.965169,5.109871,5.1011677,4.8170347,6.2407684,4.416336,-0.5049355,0.8412908,7.6427035,5.271724,4.9576054,3.9294128,5.1272902,5.379331,5.01882,4.461345,5.4725423,4.2364297,1
10.158267,6.695176,6.9477797,5.090532,5.1043696,4.798995,6.226302,4.39201,-0.4977002,0.85989636,7.643176,5.2887073,4.966126,3.9358902,5.122679,5.393274,5.0256314,4.4653726,5.471487,4.252635,1
10.129007,6.707821,6.931108,5.0621443,5.116178,4.8086424,6.22897,4.3626904,-0.47934666,0.89094776,7.7315373,5.27434,4.961382,3.9433591,5.1268587,5.3992844,5.0206842,4.445773,5.4734397,4.2560244,1
10.130512,6.701563,6.937992,5.06961,5.1125937,4.802543,6.230287,4.3639812,-0.48528925,0.88093674,7.7292485,5.278172,4.967692,3.937264,5.121342,5.393016,5.0270214,4.451991,5.477609,4.2512345,1
10.158537,6.7052975,6.9508686,5.0872645,5.107715,4.8109274,6.2333016,4.39245,-0.4964995,0.8645185,7.688446,5.2749443,4.96015,3.9356947,5.1247005,5.389472,5.0213704,4.4550257,5.4714584,4.2470074,1
10.179781,6.7070107,6.965096,5.1086802,5.1015387,4.8161607,6.2400737,4.413524,-0.50539434,0.84208137,7.6609454,5.271651,4.958062,3.9293768,5.125928,5.3802314,5.0196886,4.4608507,5.4718876,4.237223,1
10.132153,6.7017827,6.939059,5.071352,5.1120496,4.8032103,6.2300053,4.365622,-0.48666745,0.878967,7.7253246,5.278311,4.966696,3.9372764,5.1217628,5.393141,5.0262547,4.4526095,5.476263,4.251402,1
10.107229,6.700318,6.9244084,5.049654,5.11674,4.7986484,6.2228017,4.340605,-0.47878745,0.90136635,7.7631884,5.2823677,4.9671183,3.9438808,5.121391,5.403628,5.026407,4.4484015,5.473398,4.261955,1
10.047398,6.666235,6.9134955,5.0282245,5.111649,4.756373,6.2047205,4.279777,-0.4834897,0.91293406,7.824117,5.314486,4.995049,3.935437,5.096298,5.405857,5.055022,4.4676833,5.48033,4.2728825,1
