0,1,2,3,4,5,6,class_numeric
9.663038,6.6945887,2.1441472,-6.5898438,4.0836225,2.4374738,0.49254036,0
9.656927,6.690413,2.122765,-6.5964346,4.074487,2.423819,0.48877853,0
9.667928,6.703766,2.1622999,-6.5910726,4.087797,2.4100428,0.46296087,0
9.689252,6.726113,2.202957,-6.57584,4.1118827,2.41883,0.45161536,0
9.669542,6.699409,2.1680598,-6.586906,4.091477,2.4283507,0.4781918,0
9.650578,6.6838255,2.1052365,-6.598864,4.0659413,2.4143376,0.48845556,0
9.63192,6.672861,2.0730946,-6.6080647,4.043393,2.3938122,0.49964184,0
9.652785,6.6914,2.1161377,-6.6028914,4.0679536,2.4079387,0.48106423,0
9.623065,6.6583643,2.0862052,-6.6286297,4.0388618,2.383514,0.4845146,0
9.636606,6.6729155,2.0974665,-6.6170044,4.0527587,2.437844,0.50995433,0
9.646836,6.6843877,2.1087296,-6.6071267,4.061754,2.4191778,0.49390206,0
9.658742,6.6930695,2.1482456,-6.602929,4.0839434,2.4675865,0.52153575,0
7.6978383,1.7634872,9.72734,5.1935287,4.6867785,0.8506786,5.388213,1
7.692298,1.769761,9.716922,5.190755,4.6969123,0.85565794,5.377351,1
7.66054,1.7600456,9.769295,5.14361,4.6507697,0.866336,5.4319205,1
7.6644864,1.7615044,9.793297,5.1462383,4.624783,0.86584383,5.456677,1
7.666872,1.7522937,9.82076,5.142128,4.598703,0.86095273,5.4845467,1
7.659773,1.7472,9.894748,5.1196647,4.530177,0.86509305,5.561078,1
7.690139,1.727253,9.89717,5.1527457,4.527935,0.8395961,5.562542,1
7.6502185,1.7590268,9.829565,5.1248364,4.590981,0.8724398,5.4941516,1
7.6729374,1.7475567,9.837127,5.1464624,4.583408,0.8561077,5.501187,1
7.6641726,1.7352629,9.899664,5.1240106,4.528514,0.85523635,5.564667,1
7.690785,1.7256491,9.919787,5.1500397,4.5080886,0.839159,5.5851526,1
7.739289,1.7022165,9.953481,5.197875,4.480141,0.8066074,5.618778,1
8.394035,6.1986694,2.0802436,3.3088198,4.9739113,7.7307425,6.7866783,0
8.181475,6.7949715,0.78002197,4.8360367,-5.0725675,3.3057845,4.9662223,0
8.1774,6.803533,0.7899637,4.8381796,-5.0894756,3.3012338,4.956974,0
8.167368,6.803699,0.7915616,4.825101,-5.115471,3.299701,4.94682,0
8.14982,6.82874,0.8341572,4.8099856,-5.210481,3.2921798,4.9033856,0
8.098584,6.8096824,0.8082626,4.762274,-5.288767,3.2901633,4.870018,0
8.041489,6.877895,0.87412184,4.7626305,-5.4633584,3.2893343,4.762585,0
8.037432,6.87174,0.8681698,4.7509713,-5.4696283,3.2903051,4.762448,0
8.022324,6.906957,0.91041815,4.7716064,-5.5374327,3.2862535,4.7129207,0
7.982391,6.949402,0.9374962,4.810971,-5.56997,3.3197982,4.677203,0
8.023662,6.9089513,0.9196259,4.7732973,-5.5605593,3.2817655,4.6932836,0
7.997674,6.950652,0.9491728,4.8113055,-5.5800066,3.2970154,4.671739,0
7.762548,5.784669,1.447891,3.4541583,-6.158311,2.7377288,5.1494684,1
7.7333674,5.7296157,1.4826002,3.395423,-6.1996675,2.7089329,5.1554365,1
7.744902,5.7482095,1.4716136,3.414702,-6.185467,2.7188628,5.155955,1
7.533257,5.4077296,1.5705522,3.057096,-6.392504,2.4874887,5.080642,1
7.512081,5.354986,1.5798775,2.9978821,-6.412224,2.4341338,5.0399957,1
7.4509406,5.262651,1.6153669,2.9002671,-6.46633,2.3696294,4.9973164,1
7.453388,5.2696824,1.6143336,2.9078705,-6.463275,2.3774772,5.00272,1
7.4687977,5.1881423,1.5775238,2.8208761,-6.441685,2.2716713,4.9163213,1
7.514342,5.1142726,1.5183572,2.7397256,-6.391454,2.1568103,4.8242,1
7.473851,5.1179514,1.5616242,2.747526,-6.4312253,2.2156515,4.8762503,1
7.521178,5.1165023,1.509585,2.741819,-6.3831077,2.146987,4.814948,1
7.4903874,5.1213627,1.5397885,2.7488806,-6.414839,2.1816175,4.8447876,1
9.694521,6.712548,2.3503313,-6.574128,4.1366467,2.4313211,0.43794063,0
9.707369,6.7234454,2.3939054,-6.5693817,4.1559305,2.4693217,0.45745793,0
9.716801,6.741954,2.4034913,-6.576498,4.164144,2.4744024,0.45560864,0
9.713604,6.7247295,2.4063368,-6.573541,4.1670904,2.493811,0.4687788,0
9.76692,6.7673798,2.4846876,-6.559587,4.2366395,2.6579897,0.56970596,0
9.790744,6.78097,2.5182247,-6.5858135,4.279315,2.7452435,0.62037784,0
9.817925,6.798917,2.5545962,-6.584982,4.317649,2.7803671,0.62605304,0
9.789361,6.7704515,2.5056236,-6.609339,4.2929544,2.7826238,0.6545674,0
9.821782,6.796789,2.5600579,-6.5935273,4.3203487,2.8207705,0.6628871,0
9.839662,6.81407,2.581281,-6.5857487,4.333939,2.8301804,0.6719286,0
9.829092,6.802209,2.5764868,-6.591768,4.3284845,2.8296256,0.66529375,0
9.820731,6.8187623,2.5790508,-6.570432,4.304981,2.8035755,0.6439485,0
7.7805605,1.7810616,9.604257,5.32563,4.812076,0.80957437,5.251116,1
7.7934422,1.7675499,9.611793,5.3360443,4.799778,0.80186164,5.2632256,1
7.970306,1.6185007,9.836164,5.473089,4.607376,0.65609664,5.490416,1
7.94622,1.6267767,9.89467,5.4367757,4.5338187,0.67642444,5.557763,1
7.919815,1.6447229,9.881684,5.4105954,4.5444555,0.69804144,5.544446,1
7.7973495,1.6738911,10.030396,5.2513084,4.418713,0.76864785,5.695442,1
7.7917156,1.6789976,10.026681,5.2462587,4.4185996,0.77427495,5.6926813,1
7.774499,1.6864125,10.016995,5.2281613,4.428827,0.78518254,5.6824446,1
7.7898345,1.6790551,10.0390625,5.241721,4.409713,0.77528274,5.704786,1
7.7682347,1.6845906,10.035895,5.2175393,4.4150653,0.78657967,5.701058,1
7.782259,1.6865696,10.000918,5.2388463,4.4429607,0.78195405,5.666071,1
7.8530903,1.6301651,10.056046,5.3107247,4.383772,0.7198576,5.722475,1
8.163877,6.8017573,0.79057425,4.8178906,-5.1247234,3.2973416,4.945028,0
8.164502,6.802014,0.78891456,4.8201365,-5.1201124,3.2971227,4.949419,0
8.139915,6.810138,0.7987769,4.7928405,-5.1702538,3.2865608,4.935032,0
8.100327,6.8303785,0.81931156,4.753144,-5.2532544,3.2721434,4.904467,0
8.112917,6.826031,0.8233423,4.7566733,-5.264199,3.268808,4.9063554,0
7.9998646,6.4188848,0.9802891,4.390384,-6.0386243,3.0204337,4.934727,0
7.994429,6.4016805,0.99282265,4.3739657,-6.058015,3.0036528,4.949903,0
7.9879217,6.3848934,1.0003111,4.3552475,-6.069417,2.9951904,4.9591475,0
7.9967966,6.403452,0.98472196,4.377202,-6.05818,3.009084,4.9448695,0
7.995078,6.4072156,0.99043685,4.3779025,-6.0503488,3.0076807,4.9472737,0
7.993032,6.396962,0.9932757,4.3699045,-6.062218,3.0015285,4.9535365,0
7.998218,6.4173203,0.987268,4.3852196,-6.03354,3.0132563,4.942845,0
7.3765717,5.125617,1.6616367,2.7637246,-6.5265374,2.3519862,4.995628,1
7.3943405,5.168835,1.6447247,2.805873,-6.5137825,2.338486,4.973981,1
7.360953,5.2283463,1.7113911,2.8712924,-6.5554433,2.4765518,5.1045713,1
7.3460054,5.2148013,1.7243986,2.857749,-6.568957,2.4824758,5.1124234,1
7.3980365,5.1134377,1.6447786,2.748513,-6.505323,2.3209288,4.967572,1
7.35961,5.171686,1.6849173,2.8117752,-6.544404,2.4180343,5.0555387,1
7.4019732,5.20655,1.6485778,2.845547,-6.5092835,2.3734663,5.007056,1
7.381828,5.2039356,1.6744618,2.8438785,-6.5307345,2.4099853,5.0427003,1
7.4198046,5.1881933,1.6241137,2.82479,-6.4894466,2.3393881,4.972388,1
7.4393797,5.2174,1.6073905,2.8508787,-6.4681077,2.3343081,4.967622,1
7.33872,5.179573,1.7258933,2.8216486,-6.576183,2.4689353,5.106399,1
7.41391,5.106583,1.6262674,2.7426143,-6.4918447,2.3009691,4.9521,1
9.746873,6.8357244,2.4284744,-6.6458077,4.1569614,2.2416687,0.27427933,0
