0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,active_hand,class_numeric
8.606441,3.577198,5.4880466,6.7702765,3.5148528,8.590003,-5.2143054,1.8288072,4.7437377,5.72911,4.5880723,4.283928,4.149774,3.7570295,4.851965,4.093153,4.066431,4.1053815,5.281519,5.827551,5.129429,4.8810678,6.200055,3.6028094,1,0
16.753212,4.361763,4.7474675,4.862313,4.16482,5.1831255,4.6828575,5.2597494,5.991275,6.243091,-1.9452583,5.0543227,4.52715,4.959234,4.7322426,4.2478795,4.307214,5.2600794,4.6909227,4.97891,4.853378,5.2018223,4.6699324,4.7579107,0,0
8.608772,3.5826216,5.492499,6.7641964,3.5204344,8.590787,-5.2123876,1.8189238,4.7454963,5.7306585,4.58577,4.289292,4.1499033,3.7587724,4.854256,4.0978856,4.068809,4.109173,5.283878,5.8335037,5.1285667,4.871,6.1982737,3.6039524,1,0
16.7533,4.3606,4.7485056,4.8633423,4.1648593,5.184243,4.6840577,5.2606416,5.991242,6.2432013,-1.945795,5.0553575,4.527296,4.958135,4.7332554,4.2470884,4.3083005,5.260203,4.692001,4.9777417,4.853583,5.201849,4.670159,4.758768,0,0
8.626567,3.5701466,5.492604,6.7758927,3.5197475,8.611787,-5.2059836,1.8407819,4.762524,5.7151456,4.5683312,4.277126,4.1284733,3.7440255,4.871673,4.090297,4.0870275,4.098077,5.291388,5.827417,5.106395,4.893689,6.21313,3.599342,1,0
16.756207,4.359199,4.7492285,4.8649745,4.1676116,5.1854978,4.685142,5.2611604,5.9898896,6.2411923,-1.9470478,5.056469,4.52911,4.9572654,4.734082,4.2464194,4.3089285,5.2580414,4.692653,4.976396,4.8547373,5.2043033,4.672009,4.759363,0,0
8.612234,3.579296,5.483521,6.77452,3.5127373,8.598014,-5.2130194,1.8294725,4.7492623,5.721616,4.5826497,4.286219,4.140639,3.7497463,4.8573666,4.088693,4.0728955,4.099798,5.282978,5.8236485,5.120028,4.8817916,6.207293,3.6000724,1,0
16.754305,4.359408,4.7494774,4.8646007,4.1658387,5.1853933,4.685136,5.261501,5.990707,6.2426496,-1.9465926,5.0564632,4.528009,4.957127,4.7342668,4.2461767,4.3092394,5.259584,4.6929345,4.9765725,4.8542056,5.202651,4.6708875,4.7596836,0,0
8.607418,3.5759413,5.4927325,6.7665563,3.5184834,8.589855,-5.2134204,1.824705,4.744513,5.7308593,4.587069,4.2824135,4.1511292,3.7588794,4.8529797,4.09637,4.067324,4.108093,5.2825828,5.8319135,5.1296673,4.8764224,6.1981883,3.6039617,1,0
16.755024,4.363805,4.74541,4.860747,4.16638,5.18106,4.680784,5.2577033,5.9907303,6.2413073,-1.9445982,5.0522137,4.527944,4.961258,4.7301946,4.2499313,4.305171,5.2582684,4.6888666,4.9809794,4.853152,5.20351,4.6707315,4.7558208,0,0
8.602857,3.5717611,5.492129,6.7653275,3.5179088,8.585882,-5.215593,1.8264253,4.739907,5.7333183,4.59169,4.27807,4.1531334,3.7612627,4.848331,4.0973034,4.0628877,4.1097083,5.280185,5.83241,5.13323,4.8771377,6.195902,3.6044073,1,0
16.754198,4.3673496,4.7423673,4.857197,4.165532,5.1776276,4.6772985,5.2549586,5.9913034,6.2413177,-1.9426359,5.048944,4.52706,4.964486,4.727115,4.252578,4.302042,5.258335,4.685801,4.9845033,4.8519955,5.202941,4.6696725,4.7530513,0,0
