0,1,2,3,4,5,6,7,8,9,10,11,active_hand,class_numeric
4.625507,6.0633445,2.5089672,13.417333,4.925203,8.938464,4.030803,3.641427,1.5280548,-1.3333435,0.65617824,7.8390465,1,0
1.5522038,8.14125,3.5650322,5.934103,5.9386277,3.691951,6.2476854,4.2114053,-0.6324109,3.4332564,1.8297504,12.240062,0,0
4.6264377,6.0577984,2.5092099,13.42586,4.92891,8.935866,4.0357823,3.6375926,1.5365003,-1.3268669,0.65094715,7.8295417,1,0
1.5523015,8.140908,3.5651047,5.9339447,5.9383726,3.6927552,6.2471027,4.2115555,-0.6329819,3.4333131,1.829286,12.239522,0,0
4.6274567,6.047631,2.5124693,13.440929,4.9372168,8.938533,4.0461473,3.6267793,1.5537933,-1.3133235,0.63597876,7.8151426,1,0
1.5524186,8.141222,3.5651202,5.934314,5.9384336,3.6921022,6.2477145,4.2115397,-0.6322056,3.4330816,1.8296431,12.240142,0,0
4.618812,6.0603137,2.5041487,13.412234,4.9156046,8.9377575,4.0205708,3.6498916,1.5284162,-1.3306935,0.65265733,7.8385954,1,0
1.5520631,8.141128,3.5649438,5.9339256,5.9385505,3.6921778,6.247428,4.2113743,-0.6329864,3.4331841,1.8296763,12.240032,0,0
4.623552,6.057581,2.5085087,13.425341,4.925543,8.937706,4.0321794,3.6399813,1.5392327,-1.3258266,0.6482232,7.829652,1,0
1.5528508,8.141657,3.5654461,5.9349046,5.938704,3.6912751,6.248604,4.211641,-0.6301799,3.433396,1.8299357,12.240201,0,0
4.6295166,6.0555363,2.5113518,13.434455,4.934245,8.935182,4.041986,3.6322248,1.5441135,-1.3232956,0.6482355,7.8229885,1,0
1.5522838,8.14134,3.5650806,5.9342275,5.9386435,3.6918004,6.247851,4.2114363,-0.6320664,3.4332545,1.8298243,12.240144,0,0
4.630717,6.0526786,2.5130994,13.442591,4.9382687,8.9351845,4.046979,3.6278338,1.552248,-1.3191707,0.64391017,7.8164024,1,0
1.548289,8.139326,3.5624793,5.929624,5.938375,3.6948695,6.2429547,4.2098947,-0.64478046,3.4322624,1.829405,12.240028,0,0
4.6282916,6.0566444,2.5115213,13.432353,4.932168,8.935857,4.0395675,3.6341746,1.5415806,-1.3250432,0.6496476,7.8253274,1,0
1.5521736,8.141292,3.5649996,5.934094,5.938631,3.69187,6.2477183,4.2114005,-0.6324288,3.4332047,1.8298304,12.240176,0,0
4.629787,6.0485864,2.5141268,13.452734,4.9379587,8.936522,4.047123,3.626327,1.5655689,-1.3119165,0.635756,7.807177,1,0
1.5521384,8.141313,3.5649836,5.9340935,5.9386544,3.6918175,6.247744,4.2113695,-0.6324285,3.4332104,1.8298632,12.240199,0,0
4.624061,6.051166,2.5102298,13.438925,4.9302197,8.935467,4.0385118,3.635395,1.5487425,-1.3192239,0.6425538,7.8191586,1,0
1.553024,8.141844,3.5655468,5.9351273,5.9388294,3.690833,6.2489834,4.2116,-0.62938523,3.4334362,1.8301427,12.240346,0,0
4.625296,6.051575,2.5096405,13.437938,4.93296,8.935141,4.041652,3.6335707,1.5462916,-1.3204621,0.64346874,7.820622,1,0
1.5523114,8.141403,3.5650947,5.934287,5.9386864,3.6916447,6.247972,4.211423,-0.6318559,3.4332674,1.829902,12.240211,0,0
1.5526515,8.141679,3.5652823,5.934691,5.9387074,3.6911912,6.248449,4.211536,-0.6306547,3.4332292,1.830125,12.240456,0,0
4.620856,6.0437202,2.5037532,13.438645,4.9387245,8.928896,4.0507455,3.633014,1.5324774,-1.3213849,0.64357287,7.822347,1,0
