0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,active_hand
10.860426,8.031167,-5.685638,7.438399,3.9664526,4.4916663,4.7148204,3.5917044,4.237766,5.124105,4.9197483,6.7723136,5.333734,4.853525,5.7261643,4.02415,6.5205145,4.6922555,5.25928,4.711653,4.235621,4.4916096,5.010968,1
-0.70189047,6.3326483,4.530135,5.1463118,4.4563885,5.236639,3.9057336,3.7667837,5.8385606,5.1741605,5.826339,4.806177,4.270255,4.8763404,4.753444,3.9492252,6.9432583,4.200942,5.853933,5.137769,3.107485,5.7743144,5.3725977,0
10.875631,8.014832,-5.675024,7.4259634,3.9537873,4.479906,4.700445,3.5834038,4.2409525,5.13177,4.903834,6.7566237,5.317376,4.8442035,5.740786,4.0174913,6.5353084,4.679171,5.24793,4.7278714,4.225237,4.5078483,4.999352,1
-0.70114404,6.3325987,4.531075,5.1467285,4.4559793,5.2362604,3.9059808,3.7670865,5.838167,5.174575,5.8259063,4.80713,4.2708254,4.875842,4.754069,3.9492636,6.9442744,4.1999254,5.854165,5.1374526,3.1075375,5.775275,5.3734913,0
10.876876,8.010777,-5.6708217,7.4253697,3.9533887,4.474722,4.6994405,3.5803113,4.240789,5.1346927,4.901838,6.752065,5.313088,4.844121,5.742193,4.0153623,6.536535,4.6740136,5.2435665,4.729885,4.2249174,4.5098777,4.998875,1
-0.6868616,6.3269186,4.531129,5.1339693,4.4687696,5.2488914,3.8973124,3.75531,5.8500996,5.1626077,5.839202,4.8081155,4.259183,4.8890295,4.747491,3.9415689,6.9455967,4.1979933,5.857626,5.1482115,3.100012,5.774193,5.372137,0
10.890576,7.996395,-5.674208,7.4129853,3.9409997,4.475077,4.6859922,3.5841246,4.2441998,5.1299367,4.885188,6.73848,5.297744,4.8321934,5.752366,4.014257,6.5508714,4.669037,5.245547,4.7464423,4.214656,4.5259733,4.986722,1
-0.70008916,6.3328967,4.533691,5.1489534,4.453775,5.2339106,3.9080324,3.7704322,5.8349304,5.176818,5.824303,4.809627,4.273257,4.874068,4.757044,3.9541688,6.946663,4.197538,5.8540516,5.1337986,3.1125524,5.7778764,5.3762364,0
10.880356,7.996457,-5.6539717,7.4230876,3.9518728,4.4542522,4.6966505,3.5694938,4.2398043,5.145283,4.8960776,6.735154,5.297125,4.8441005,5.7467313,4.009804,6.540077,4.6539135,5.226612,4.736085,4.2232995,4.5158906,4.9970465,1
-0.7040777,6.334813,4.5330763,5.152572,4.4503717,5.2303586,3.9092987,3.7736697,5.8316207,5.179575,5.8206143,4.8085613,4.2761106,4.87042,4.758564,3.9583538,6.945421,4.198999,5.8525114,5.1304007,3.1168327,5.7776613,5.3762217,0
10.871752,8.017277,-5.6717954,7.429367,3.9573789,4.476387,4.7043214,3.5809982,4.239027,5.134374,4.907986,6.758346,5.319554,4.847721,5.7374783,4.0175495,6.5313582,4.6772985,5.2449193,4.723777,4.228478,4.503771,5.0027766,1
-0.70484644,6.33383,4.533113,5.152323,4.4506197,5.2305694,3.9080422,3.7731967,5.832158,5.1787896,5.8208275,4.8086767,4.275491,4.870763,4.757673,3.9583344,6.9456415,4.198798,5.8535786,5.1308427,3.116867,5.7777786,5.3760424,0
10.853027,8.028852,-5.658673,7.447456,3.975541,4.4658713,4.7232533,3.570155,4.2333164,5.146561,4.9284005,6.7669115,5.331062,4.866734,5.724064,4.0164495,6.5117702,4.673067,5.2338543,4.7041607,4.2441216,4.484389,5.0208473,1
-0.70709866,6.339003,4.541484,5.164369,4.43941,5.21833,3.9191747,3.7884786,5.817037,5.1907907,5.8102064,4.816372,4.287225,4.8597684,4.769868,3.982474,6.9525304,4.192071,5.849449,5.11371,3.1414168,5.7863,5.3850846,0
10.869041,8.021634,-5.6729507,7.4313197,3.9593513,4.478138,4.7068367,3.581749,4.23846,5.133783,4.911753,6.762745,5.324183,4.849424,5.735139,4.01886,6.528501,4.6801386,5.2463093,4.719891,4.229988,4.500006,5.004647,1
-0.70574504,6.3347535,4.533626,5.1539445,4.448805,5.2289743,3.9092054,3.774479,5.8308544,5.180388,5.8191595,4.80898,4.2772317,4.8690023,4.7590413,3.9598248,6.945819,4.1986833,5.85289,5.1295414,3.118435,5.778386,5.3768897,0
10.845201,8.036572,-5.6481657,7.454332,3.9833508,4.454613,4.7310133,3.562054,4.226101,5.1550913,4.935426,6.77471,5.3381195,4.872781,5.7139997,4.0157056,6.504312,4.668615,5.2228436,4.696743,4.2527084,4.4768825,5.027729,1
-0.7328672,6.371281,4.5131783,5.184928,4.4226117,5.2036858,3.9209428,3.7635565,5.8411055,5.1948476,5.7769794,4.7877593,4.28068,4.8309,4.748687,3.9584045,6.923606,4.22102,5.817424,5.1400075,3.1181343,5.7580476,5.3571405,0
10.858055,8.039364,-5.677205,7.435076,3.963731,4.4819317,4.716326,3.5890095,4.235453,5.127166,4.9290423,6.77949,5.341646,4.852965,5.7255225,4.030495,6.51696,4.688442,5.251818,4.7020583,4.231416,4.482463,5.0081253,1
-0.70838046,6.3434424,4.546982,5.1722593,4.432642,5.210508,3.9267466,3.7978375,5.807571,5.198505,5.8029237,4.8215437,4.294262,4.852355,4.777313,3.9995527,6.9570684,4.187586,5.8454614,5.1027904,3.1589265,5.7917943,5.390575,0
10.848491,8.0404415,-5.676377,7.4438133,3.9736807,4.4766674,4.7264595,3.5887737,4.2302995,5.1263795,4.9374094,6.7777615,5.3424835,4.858897,5.71815,4.0250235,6.507316,4.6824727,5.249978,4.6943636,4.2408533,4.474694,5.016337,1
-0.7086778,6.329312,4.561834,5.163219,4.442352,5.218209,3.9157765,3.7991712,5.806806,5.188677,5.8139496,4.8383913,4.2865458,4.86315,4.7722764,4.0147533,6.973805,4.170852,5.8602457,5.0983105,3.1739404,5.8064914,5.3999457,0
-0.69478333,6.3319674,4.5550327,5.159696,4.4418836,5.220468,3.9227638,3.8021848,5.8035626,5.193293,5.819422,4.8290334,4.29487,4.8673463,4.783442,3.9880574,6.9636464,4.180919,5.8562746,5.1009874,3.146189,5.799997,5.399712,0
10.872011,8.052924,-5.6986356,7.440828,3.9574559,4.5100813,4.702856,3.5789378,4.2543006,5.14076,4.9144797,6.801836,5.3646994,4.863557,5.7417245,4.0235815,6.530543,4.7145715,5.2776628,4.7174253,4.229012,4.4979196,5.0142736,1
-0.70677793,6.355061,4.5546284,5.1872563,4.418545,5.195499,3.9438126,3.8155453,5.7899566,5.2145824,5.788665,4.8279552,4.309208,4.8380785,4.793689,4.023284,6.962214,4.182494,5.8345113,5.084173,3.1833842,5.799426,5.400009,0
2.0791373,14.739271,4.37942,5.5589747,5.00821,5.103251,5.015863,3.3877208,4.7440634,4.6518893,5.198702,5.5003233,4.8773174,5.6178484,5.284774,5.12708,5.3802094,5.181666,4.5451126,4.5646853,4.9886885,4.8557854,4.311624,1
